uncertaintyType	applyToSources	uncertaintyModel	uncertaintyWeight
sourceModel	all	['nt2012_areal_source_model_v0.xml', 'nt2012_smoothed_source_model_v0_mmin4.5.xml', 'nt2012_smoothed_source_model_v0_mmin5.5.xml']	[0.4,  0.27,  0.33]
