# mean, investigation_time=1.0, imt="PGA"
lon,lat,depth,poe-0.0047,poe-0.0068,poe-0.01,poe-0.015,poe-0.022,poe-0.033,poe-0.047,poe-0.068,poe-0.1,poe-0.15,poe-0.22,poe-0.33,poe-0.47,poe-0.68,poe-1.0,poe-1.5,poe-2.2,poe-3.3,poe-4.7
68.20000,23.60000,0.00000,2.457961E-01,1.929039E-01,1.388679E-01,9.045723E-02,5.631568E-02,3.223737E-02,1.915677E-02,1.083325E-02,5.794207E-03,2.874076E-03,1.412928E-03,6.343154E-04,3.047415E-04,1.380469E-04,5.893591E-05,2.335741E-05,9.666540E-06,4.044929E-06,2.068583E-06
68.40000,23.80000,0.00000,2.736528E-01,2.193524E-01,1.620854E-01,1.088133E-01,6.968857E-02,4.093120E-02,2.470871E-02,1.409716E-02,7.563053E-03,3.751721E-03,1.843153E-03,8.260951E-04,3.955476E-04,1.778041E-04,7.468990E-05,2.871018E-05,1.138418E-05,4.524451E-06,2.221764E-06
68.60000,23.40000,0.00000,2.658108E-01,2.123542E-01,1.550923E-01,1.015481E-01,6.274571E-02,3.516605E-02,2.033853E-02,1.114128E-02,5.780309E-03,2.801118E-03,1.360743E-03,6.091808E-04,2.939820E-04,1.341274E-04,5.723082E-05,2.214469E-05,8.635890E-06,3.308573E-06,1.560534E-06
68.60000,23.60000,0.00000,2.787273E-01,2.245555E-01,1.660921E-01,1.106012E-01,6.954284E-02,3.967142E-02,2.325178E-02,1.287800E-02,6.734698E-03,3.278398E-03,1.594038E-03,7.116736E-04,3.415192E-04,1.544167E-04,6.511455E-05,2.489329E-05,9.621815E-06,3.656051E-06,1.724205E-06
68.80000,23.20000,0.00000,2.684209E-01,2.158813E-01,1.585086E-01,1.039443E-01,6.400891E-02,3.559792E-02,2.042311E-02,1.110532E-02,5.735182E-03,2.779008E-03,1.356813E-03,6.138110E-04,2.998507E-04,1.387548E-04,6.008735E-05,2.340781E-05,9.031608E-06,3.309267E-06,1.436090E-06
68.80000,23.40000,0.00000,2.826637E-01,2.294922E-01,1.706913E-01,1.135919E-01,7.080111E-02,3.972489E-02,2.288352E-02,1.245845E-02,6.425790E-03,3.102414E-03,1.506726E-03,6.765992E-04,3.279474E-04,1.503444E-04,6.439760E-05,2.487623E-05,9.576915E-06,3.559365E-06,1.608445E-06
68.80000,23.60000,0.00000,2.940226E-01,2.404271E-01,1.808400E-01,1.222409E-01,7.748084E-02,4.423515E-02,2.581765E-02,1.420499E-02,7.379130E-03,3.574339E-03,1.734481E-03,7.750299E-04,3.728112E-04,1.689925E-04,7.133986E-05,2.713232E-05,1.030174E-05,3.767143E-06,1.682425E-06
68.80000,23.80000,0.00000,3.021208E-01,2.483985E-01,1.886439E-01,1.295510E-01,8.378233E-02,4.901767E-02,2.922732E-02,1.640504E-02,8.664819E-03,4.248326E-03,2.074549E-03,9.279757E-04,4.446928E-04,1.997904E-04,8.319972E-05,3.108976E-05,1.161759E-05,4.175723E-06,1.835898E-06
68.80000,24.00000,0.00000,3.063704E-01,2.529146E-01,1.936496E-01,1.350000E-01,8.913880E-02,5.357911E-02,3.274933E-02,1.883147E-02,1.016004E-02,5.066655E-03,2.501029E-03,1.125448E-03,5.396554E-04,2.414477E-04,9.960739E-05,3.668398E-05,1.343513E-05,4.664803E-06,1.959960E-06
68.80000,24.20000,0.00000,3.083593E-01,2.550890E-01,1.964040E-01,1.384816E-01,9.295809E-02,5.711993E-02,3.563806E-02,2.091185E-02,1.148969E-02,5.815987E-03,2.900006E-03,1.313493E-03,6.311857E-04,2.820793E-04,1.157618E-04,4.225870E-05,1.527496E-05,5.182202E-06,2.116233E-06
69.00000,22.20000,0.00000,1.819984E-01,1.404303E-01,9.818794E-02,6.150474E-02,3.674318E-02,2.007545E-02,1.143570E-02,6.199202E-03,3.199364E-03,1.549093E-03,7.509592E-04,3.312110E-04,1.541099E-04,6.527027E-05,2.455318E-05,7.910618E-06,2.482737E-06,7.193483E-07,2.488780E-07
69.00000,22.40000,0.00000,2.052045E-01,1.598716E-01,1.128932E-01,7.127997E-02,4.279753E-02,2.348492E-02,1.343601E-02,7.321264E-03,3.795951E-03,1.844222E-03,8.980845E-04,4.007592E-04,1.904631E-04,8.375588E-05,3.343340E-05,1.168960E-05,4.023676E-06,1.280656E-06,4.741830E-07
