# mean, investigation_time=1.0, imt="SA(1.0)"
lon,lat,depth,poe-0.0047,poe-0.0068,poe-0.01,poe-0.015,poe-0.022,poe-0.033,poe-0.047,poe-0.068,poe-0.1,poe-0.15,poe-0.22,poe-0.33,poe-0.47,poe-0.68,poe-1.0,poe-1.5,poe-2.2,poe-3.3,poe-4.7
68.20000,23.60000,0.00000,8.905875E-02,6.112969E-02,3.962062E-02,2.405651E-02,1.444185E-02,8.078396E-03,4.694711E-03,2.562654E-03,1.311243E-03,6.304890E-04,3.114886E-04,1.460371E-04,7.424629E-05,3.568960E-05,1.617041E-05,7.086500E-06,3.459662E-06,1.794933E-06,1.105303E-06
68.40000,23.80000,0.00000,1.026947E-01,7.123910E-02,4.659002E-02,2.849449E-02,1.719292E-02,9.655259E-03,5.628741E-03,3.084222E-03,1.583628E-03,7.620482E-04,3.751021E-04,1.741379E-04,8.729079E-05,4.112789E-05,1.812943E-05,7.655119E-06,3.596270E-06,1.801153E-06,1.082893E-06
68.60000,23.40000,0.00000,9.565077E-02,6.597114E-02,4.288286E-02,2.602212E-02,1.554162E-02,8.597220E-03,4.924026E-03,2.635224E-03,1.313255E-03,6.106816E-04,2.918828E-04,1.325846E-04,6.577601E-05,3.076457E-05,1.338643E-05,5.499048E-06,2.483831E-06,1.188624E-06,6.935117E-07
68.60000,23.60000,0.00000,1.027308E-01,7.117424E-02,4.644861E-02,2.829536E-02,1.696642E-02,9.433599E-03,5.434245E-03,2.930204E-03,1.472795E-03,6.899066E-04,3.307803E-04,1.499982E-04,7.403942E-05,3.438647E-05,1.486056E-05,6.086026E-06,2.767192E-06,1.351585E-06,8.070379E-07
68.80000,23.20000,0.00000,9.605338E-02,6.641911E-02,4.328790E-02,2.632331E-02,1.572964E-02,8.687921E-03,4.961537E-03,2.644664E-03,1.311901E-03,6.076855E-04,2.904628E-04,1.326990E-04,6.638167E-05,3.127268E-05,1.358522E-05,5.449241E-06,2.324983E-06,1.001244E-06,5.181041E-07
68.80000,23.40000,0.00000,1.034302E-01,7.177331E-02,4.689751E-02,2.857645E-02,1.711011E-02,9.477083E-03,5.431135E-03,2.908613E-03,1.449384E-03,6.718975E-04,3.194526E-04,1.444256E-04,7.149504E-05,3.335360E-05,1.440057E-05,5.795009E-06,2.523000E-06,1.141531E-06,6.319829E-07
68.80000,23.60000,0.00000,1.100510E-01,7.670622E-02,5.031550E-02,3.077169E-02,1.849083E-02,1.028768E-02,5.924016E-03,3.191477E-03,1.600362E-03,7.451636E-04,3.542554E-04,1.592706E-04,7.815867E-05,3.606417E-05,1.539855E-05,6.145946E-06,2.676634E-06,1.224286E-06,6.845151E-07
68.80000,23.80000,0.00000,1.157738E-01,8.112648E-02,5.348482E-02,3.287654E-02,1.985650E-02,1.111668E-02,6.443290E-03,3.499388E-03,1.771554E-03,8.332348E-04,3.990657E-04,1.798656E-04,8.798422E-05,4.030841E-05,1.705439E-05,6.739463E-06,2.902798E-06,1.302076E-06,7.058704E-07
68.80000,24.00000,0.00000,1.200878E-01,8.464796E-02,5.614710E-02,3.473577E-02,2.111607E-02,1.191357E-02,6.958703E-03,3.814843E-03,1.953576E-03,9.314700E-04,4.515765E-04,2.052291E-04,1.005350E-04,4.587089E-05,1.922489E-05,7.475395E-06,3.146993E-06,1.360875E-06,7.030244E-07
68.80000,24.20000,0.00000,1.233929E-01,8.738402E-02,5.824407E-02,3.622163E-02,2.213709E-02,1.256959E-02,7.388748E-03,4.082434E-03,2.111763E-03,1.019648E-03,5.001485E-04,2.293255E-04,1.126847E-04,5.134285E-05,2.139321E-05,8.218932E-06,3.388193E-06,1.409051E-06,6.905631E-07
