ordinal,branch_path,gsim,weight
113,b1m1~b1m2_b2m3_b3m1_b4m2_b5m1_b6m1_b7m2_b8m2_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2006() A,3.3400234e-04
114,b1m1~b1m1_b2m1_b3m4_b4m4_b5m4_b6m2_b7m2_b8m3_b9m2,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() NathEtAl2012Upper() RaghukanthIyengar2007() ,3.3300233e-04
115,b1m1~b1m4_b2m1_b3m4_b4m2_b5m3_b6m2_b7m2_b8m3_b9m1,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() ToroEtAl2002() Campbell2003() ZhaoEtAl2006S,3.3300233e-04
116,b1m1~b1m4_b2m3_b3m3_b4m4_b5m3_b6m2_b7m4_b8m3_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Upper() Campbell2003() ZhaoE,3.3300233e-04
117,b1m1~b1m3_b2m4_b3m4_b4m2_b5m3_b6m1_b7m4_b8m3_b9m4,CampbellBozorgnia2008() Kanno2006Shallow() NathEtAl2012Lower() ToroEtAl2002() Campbell2003() Atkinso,3.3400234e-04
118,b1m1~b1m3_b2m2_b3m2_b4m2_b5m4_b6m1_b7m4_b8m3_b9m4,CampbellBozorgnia2008() BooreAtkinson2008() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() At,3.3400234e-04
119,b1m1~b1m4_b2m5_b3m2_b4m1_b5m1_b6m1_b7m3_b8m3_b9m1,Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() AtkinsonB,3.3400234e-04
120,b1m1~b1m1_b2m4_b3m1_b4m2_b5m3_b6m1_b7m2_b8m4_b9m1,AkkarBommer2010() Kanno2006Shallow() AtkinsonBoore2006() ToroEtAl2002() Campbell2003() AtkinsonBoore,3.3400234e-04
121,b1m1~b1m1_b2m5_b3m1_b4m3_b5m3_b6m3_b7m1_b8m4_b9m3,AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() Kanno2006Deep,3.3300233e-04
122,b1m1~b1m4_b2m1_b3m3_b4m3_b5m2_b6m2_b7m3_b8m4_b9m1,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() ZhaoEtAl2006SI,3.3300233e-04
123,b1m1~b1m2_b2m5_b3m2_b4m2_b5m2_b6m3_b7m1_b8m1_b9m1,BooreAtkinson2008() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() ToroEtAl2002() Kanno2006Deep() At,3.3300233e-04
124,b1m1~b1m1_b2m4_b3m4_b4m4_b5m4_b6m1_b7m2_b8m3_b9m1,AkkarBommer2010() Kanno2006Shallow() NathEtAl2012Lower() NathEtAl2012Upper() RaghukanthIyengar2007(),3.3400234e-04
125,b1m1~b1m1_b2m4_b3m2_b4m2_b5m1_b6m2_b7m1_b8m2_b9m3,AkkarBommer2010() Kanno2006Shallow() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() ZhaoEtAl2006S,3.3300233e-04
126,b1m1~b1m1_b2m1_b3m1_b4m4_b5m2_b6m2_b7m1_b8m3_b9m1,AkkarBommer2010() AkkarBommer2010() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() ZhaoEtAl2,3.3300233e-04
127,b1m1~b1m2_b2m5_b3m4_b4m1_b5m2_b6m3_b7m2_b8m2_b9m4,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() AtkinsonBoore2006() ToroEtAl2002() Kanno200,3.3300233e-04
128,b1m1~b1m4_b2m1_b3m4_b4m1_b5m1_b6m3_b7m1_b8m1_b9m1,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() AtkinsonBoore2006() AtkinsonBoore2006() Kan,3.3300233e-04
129,b1m1~b1m4_b2m2_b3m1_b4m3_b5m3_b6m2_b7m3_b8m3_b9m4,Kanno2006Shallow() BooreAtkinson2008() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() ZhaoEtAl2,3.3300233e-04
130,b1m1~b1m3_b2m1_b3m4_b4m3_b5m1_b6m3_b7m1_b8m2_b9m4,CampbellBozorgnia2008() AkkarBommer2010() NathEtAl2012Lower() SharmaEtAl2009() AtkinsonBoore2006() K,3.3300233e-04
131,b1m1~b1m3_b2m1_b3m1_b4m2_b5m4_b6m3_b7m2_b8m2_b9m4,CampbellBozorgnia2008() AkkarBommer2010() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007(),3.3300233e-04
132,b1m1~b1m3_b2m5_b3m3_b4m2_b5m2_b6m2_b7m4_b8m4_b9m3,CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() ZhaoEtAl2006,3.3300233e-04
133,b1m1~b1m3_b2m2_b3m1_b4m2_b5m3_b6m1_b7m1_b8m3_b9m3,CampbellBozorgnia2008() BooreAtkinson2008() AtkinsonBoore2006() ToroEtAl2002() Campbell2003() Atkins,3.3400234e-04
134,b1m1~b1m4_b2m3_b3m4_b4m1_b5m3_b6m2_b7m4_b8m1_b9m3,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() AtkinsonBoore2006() Campbell2003() Zh,3.3300233e-04
135,b1m1~b1m1_b2m4_b3m1_b4m4_b5m2_b6m3_b7m2_b8m1_b9m1,AkkarBommer2010() Kanno2006Shallow() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() Kanno200,3.3300233e-04
136,b1m1~b1m3_b2m4_b3m2_b4m2_b5m4_b6m2_b7m1_b8m2_b9m4,CampbellBozorgnia2008() Kanno2006Shallow() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() Zha,3.3300233e-04
137,b1m1~b1m1_b2m2_b3m1_b4m3_b5m1_b6m3_b7m3_b8m1_b9m3,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore2006() Kanno,3.3300233e-04
138,b1m1~b1m2_b2m1_b3m1_b4m1_b5m3_b6m1_b7m3_b8m1_b9m3,BooreAtkinson2008() AkkarBommer2010() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() Atkinso,3.3400234e-04
139,b1m1~b1m3_b2m1_b3m3_b4m1_b5m2_b6m2_b7m3_b8m1_b9m1,CampbellBozorgnia2008() AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() ZhaoEt,3.3300233e-04
140,b1m1~b1m1_b2m2_b3m1_b4m1_b5m2_b6m3_b7m4_b8m3_b9m3,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() AtkinsonBoore2006() ToroEtAl2002() Kanno20,3.3300233e-04
141,b1m1~b1m1_b2m4_b3m1_b4m3_b5m2_b6m2_b7m1_b8m2_b9m1,AkkarBommer2010() Kanno2006Shallow() AtkinsonBoore2006() SharmaEtAl2009() ToroEtAl2002() ZhaoEtAl200,3.3300233e-04
142,b1m1~b1m3_b2m1_b3m4_b4m4_b5m2_b6m1_b7m3_b8m3_b9m2,CampbellBozorgnia2008() AkkarBommer2010() NathEtAl2012Lower() NathEtAl2012Upper() ToroEtAl2002() Atk,3.3400234e-04
143,b1m1~b1m1_b2m3_b3m1_b4m3_b5m4_b6m3_b7m3_b8m2_b9m3,AkkarBommer2010() CampbellBozorgnia2008() AtkinsonBoore2006() SharmaEtAl2009() RaghukanthIyengar2007,3.3300233e-04
144,b1m1~b1m2_b2m1_b3m1_b4m4_b5m4_b6m3_b7m4_b8m3_b9m2,BooreAtkinson2008() AkkarBommer2010() AtkinsonBoore2006() NathEtAl2012Upper() RaghukanthIyengar2007(,3.3300233e-04
145,b1m1~b1m2_b2m4_b3m3_b4m1_b5m1_b6m1_b7m3_b8m3_b9m1,BooreAtkinson2008() Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBoore2006() Atki,3.3400234e-04
146,b1m1~b1m3_b2m5_b3m4_b4m3_b5m3_b6m3_b7m2_b8m3_b9m4,CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Lower() SharmaEtAl2009() Campbell2003() Kanno20,3.3300233e-04
147,b1m1~b1m1_b2m2_b3m4_b4m2_b5m3_b6m1_b7m1_b8m2_b9m3,AkkarBommer2010() BooreAtkinson2008() NathEtAl2012Lower() ToroEtAl2002() Campbell2003() AtkinsonBoor,3.3400234e-04
148,b1m1~b1m1_b2m1_b3m3_b4m3_b5m4_b6m3_b7m1_b8m3_b9m1,AkkarBommer2010() AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() RaghukanthIyengar2007() Kanno2,3.3300233e-04
149,b1m1~b1m1_b2m3_b3m2_b4m4_b5m4_b6m1_b7m1_b8m2_b9m4,AkkarBommer2010() CampbellBozorgnia2008() ToroEtAl2002() NathEtAl2012Upper() RaghukanthIyengar2007(),3.3400234e-04
150,b1m1~b1m4_b2m3_b3m1_b4m2_b5m1_b6m1_b7m1_b8m3_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2006() At,3.3400234e-04
151,b1m1~b1m2_b2m5_b3m1_b4m4_b5m4_b6m2_b7m3_b8m1_b9m2,BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() NathEtAl2012Upper() RaghukanthIyengar2007(),3.3300233e-04
152,b1m1~b1m1_b2m5_b3m2_b4m1_b5m1_b6m1_b7m3_b8m1_b9m1,AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() AtkinsonBo,3.3400234e-04
153,b1m1~b1m2_b2m3_b3m2_b4m1_b5m1_b6m1_b7m3_b8m4_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() A,3.3400234e-04
154,b1m1~b1m3_b2m1_b3m2_b4m2_b5m4_b6m3_b7m4_b8m2_b9m3,CampbellBozorgnia2008() AkkarBommer2010() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() Kann,3.3300233e-04
155,b1m1~b1m1_b2m3_b3m4_b4m2_b5m4_b6m2_b7m2_b8m2_b9m3,AkkarBommer2010() CampbellBozorgnia2008() NathEtAl2012Lower() ToroEtAl2002() RaghukanthIyengar2007(),3.3300233e-04
156,b1m1~b1m2_b2m2_b3m2_b4m1_b5m3_b6m3_b7m4_b8m4_b9m2,BooreAtkinson2008() BooreAtkinson2008() ToroEtAl2002() AtkinsonBoore2006() Campbell2003() Kanno2006D,3.3300233e-04
157,b1m1~b1m4_b2m3_b3m1_b4m3_b5m2_b6m1_b7m2_b8m2_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() SharmaEtAl2009() ToroEtAl2002() Atkin,3.3400234e-04
158,b1m1~b1m3_b2m1_b3m1_b4m2_b5m1_b6m1_b7m3_b8m2_b9m1,CampbellBozorgnia2008() AkkarBommer2010() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2006() Atk,3.3400234e-04
159,b1m1~b1m4_b2m4_b3m3_b4m1_b5m1_b6m2_b7m3_b8m1_b9m3,Kanno2006Shallow() Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBoore2006() ZhaoE,3.3300233e-04
160,b1m1~b1m4_b2m3_b3m3_b4m1_b5m4_b6m2_b7m3_b8m3_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() RaghukanthIyengar200,3.3300233e-04
161,b1m1~b1m4_b2m1_b3m4_b4m2_b5m1_b6m2_b7m3_b8m2_b9m4,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() ToroEtAl2002() AtkinsonBoore2006() ZhaoEtAl,3.3300233e-04
162,b1m1~b1m1_b2m1_b3m4_b4m3_b5m2_b6m1_b7m2_b8m2_b9m2,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoor,3.3400234e-04
163,b1m1~b1m1_b2m2_b3m4_b4m4_b5m4_b6m3_b7m2_b8m3_b9m3,AkkarBommer2010() BooreAtkinson2008() NathEtAl2012Lower() NathEtAl2012Upper() RaghukanthIyengar2007(,3.3300233e-04
164,b1m1~b1m2_b2m4_b3m4_b4m1_b5m3_b6m3_b7m3_b8m1_b9m3,BooreAtkinson2008() Kanno2006Shallow() NathEtAl2012Lower() AtkinsonBoore2006() Campbell2003() Kanno2,3.3300233e-04
165,b1m1~b1m4_b2m2_b3m2_b4m3_b5m3_b6m2_b7m1_b8m1_b9m1,Kanno2006Shallow() BooreAtkinson2008() ToroEtAl2002() SharmaEtAl2009() Campbell2003() ZhaoEtAl2006SI,3.3300233e-04
166,b1m1~b1m4_b2m4_b3m3_b4m3_b5m2_b6m1_b7m3_b8m1_b9m3,Kanno2006Shallow() Kanno2006Shallow() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore,3.3400234e-04
167,b1m1~b1m2_b2m5_b3m1_b4m4_b5m2_b6m3_b7m3_b8m2_b9m1,BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() Kanno200,3.3300233e-04
168,b1m1~b1m3_b2m2_b3m2_b4m2_b5m1_b6m3_b7m3_b8m4_b9m3,CampbellBozorgnia2008() BooreAtkinson2008() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() Kanno2,3.3300233e-04
169,b1m1~b1m4_b2m3_b3m1_b4m2_b5m4_b6m3_b7m1_b8m4_b9m2,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007(,3.3300233e-04
170,b1m1~b1m3_b2m3_b3m4_b4m3_b5m1_b6m3_b7m1_b8m1_b9m3,CampbellBozorgnia2008() CampbellBozorgnia2008() NathEtAl2012Lower() SharmaEtAl2009() AtkinsonBoore20,3.3300233e-04
171,b1m1~b1m3_b2m5_b3m4_b4m4_b5m3_b6m3_b7m1_b8m1_b9m1,CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() Campbell2003() Kann,3.3300233e-04
172,b1m1~b1m4_b2m3_b3m2_b4m3_b5m3_b6m3_b7m1_b8m2_b9m1,Kanno2006Shallow() CampbellBozorgnia2008() ToroEtAl2002() SharmaEtAl2009() Campbell2003() Kanno2006D,3.3300233e-04
173,b1m1~b1m2_b2m4_b3m1_b4m1_b5m3_b6m2_b7m4_b8m2_b9m3,BooreAtkinson2008() Kanno2006Shallow() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() ZhaoEt,3.3300233e-04
174,b1m1~b1m3_b2m2_b3m1_b4m4_b5m3_b6m2_b7m4_b8m4_b9m3,CampbellBozorgnia2008() BooreAtkinson2008() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() Z,3.3300233e-04
175,b1m1~b1m2_b2m5_b3m1_b4m1_b5m3_b6m1_b7m1_b8m4_b9m2,BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() Atkinson,3.3400234e-04
176,b1m1~b1m2_b2m3_b3m2_b4m3_b5m2_b6m3_b7m3_b8m2_b9m3,BooreAtkinson2008() CampbellBozorgnia2008() ToroEtAl2002() SharmaEtAl2009() ToroEtAl2002() Kanno2006,3.3300233e-04
177,b1m1~b1m2_b2m5_b3m4_b4m3_b5m2_b6m2_b7m2_b8m3_b9m3,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() SharmaEtAl2009() ToroEtAl2002() ZhaoEtAl200,3.3300233e-04
178,b1m1~b1m2_b2m5_b3m3_b4m4_b5m1_b6m3_b7m1_b8m3_b9m1,BooreAtkinson2008() SharmaEtAl2009() SharmaEtAl2009() NathEtAl2012Upper() AtkinsonBoore2006() Kanno2,3.3300233e-04
179,b1m1~b1m3_b2m1_b3m3_b4m3_b5m4_b6m3_b7m1_b8m4_b9m3,CampbellBozorgnia2008() AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() RaghukanthIyengar2007() ,3.3300233e-04
180,b1m1~b1m4_b2m3_b3m4_b4m1_b5m1_b6m1_b7m1_b8m4_b9m3,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() AtkinsonBoore2006() AtkinsonBoore2006,3.3400234e-04
181,b1m1~b1m4_b2m3_b3m4_b4m2_b5m1_b6m2_b7m2_b8m3_b9m2,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() ToroEtAl2002() AtkinsonBoore2006() Zh,3.3300233e-04
182,b1m1~b1m2_b2m5_b3m4_b4m4_b5m2_b6m2_b7m3_b8m3_b9m2,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() ToroEtAl2002() ZhaoEtAl,3.3300233e-04
183,b1m1~b1m1_b2m2_b3m4_b4m3_b5m2_b6m3_b7m4_b8m3_b9m4,AkkarBommer2010() BooreAtkinson2008() NathEtAl2012Lower() SharmaEtAl2009() ToroEtAl2002() Kanno2006D,3.3300233e-04
184,b1m1~b1m3_b2m5_b3m4_b4m1_b5m3_b6m2_b7m1_b8m4_b9m1,CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Lower() AtkinsonBoore2006() Campbell2003() Zhao,3.3300233e-04
185,b1m1~b1m4_b2m5_b3m4_b4m4_b5m2_b6m2_b7m4_b8m4_b9m3,Kanno2006Shallow() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() ToroEtAl2002() ZhaoEtAl2,3.3300233e-04
186,b1m1~b1m1_b2m5_b3m1_b4m2_b5m1_b6m2_b7m2_b8m4_b9m4,AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2006() ZhaoEtAl20,3.3300233e-04
187,b1m1~b1m2_b2m5_b3m4_b4m3_b5m4_b6m3_b7m4_b8m1_b9m1,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() SharmaEtAl2009() RaghukanthIyengar2007() Ka,3.3300233e-04
188,b1m1~b1m2_b2m4_b3m3_b4m4_b5m2_b6m2_b7m4_b8m1_b9m4,BooreAtkinson2008() Kanno2006Shallow() SharmaEtAl2009() NathEtAl2012Upper() ToroEtAl2002() ZhaoEtAl2,3.3300233e-04
189,b1m1~b1m4_b2m1_b3m1_b4m2_b5m2_b6m1_b7m4_b8m4_b9m1,Kanno2006Shallow() AkkarBommer2010() AtkinsonBoore2006() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore,3.3400234e-04
190,b1m1~b1m2_b2m5_b3m1_b4m1_b5m1_b6m2_b7m2_b8m4_b9m4,BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBoore2006() AtkinsonBoore2006() Zha,3.3300233e-04
191,b1m1~b1m2_b2m3_b3m1_b4m3_b5m3_b6m1_b7m1_b8m1_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() Atki,3.3400234e-04
192,b1m1~b1m3_b2m3_b3m1_b4m3_b5m2_b6m1_b7m2_b8m4_b9m2,CampbellBozorgnia2008() CampbellBozorgnia2008() AtkinsonBoore2006() SharmaEtAl2009() ToroEtAl2002() ,3.3400234e-04
193,b1m1~b1m4_b2m3_b3m1_b4m4_b5m2_b6m1_b7m3_b8m2_b9m1,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() At,3.3400234e-04
194,b1m1~b1m2_b2m4_b3m3_b4m2_b5m4_b6m2_b7m2_b8m2_b9m3,BooreAtkinson2008() Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() RaghukanthIyengar2007() ZhaoE,3.3300233e-04
195,b1m1~b1m4_b2m2_b3m3_b4m1_b5m2_b6m1_b7m3_b8m2_b9m3,Kanno2006Shallow() BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() AtkinsonB,3.3400234e-04
196,b1m1~b1m4_b2m1_b3m1_b4m4_b5m3_b6m2_b7m3_b8m4_b9m1,Kanno2006Shallow() AkkarBommer2010() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() ZhaoEtAl,3.3300233e-04
197,b1m1~b1m4_b2m2_b3m1_b4m3_b5m1_b6m3_b7m1_b8m4_b9m3,Kanno2006Shallow() BooreAtkinson2008() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore2006() Kann,3.3300233e-04
198,b1m1~b1m3_b2m4_b3m2_b4m3_b5m3_b6m3_b7m3_b8m1_b9m4,CampbellBozorgnia2008() Kanno2006Shallow() ToroEtAl2002() SharmaEtAl2009() Campbell2003() Kanno2006D,3.3300233e-04
199,b1m1~b1m4_b2m1_b3m1_b4m4_b5m2_b6m2_b7m1_b8m4_b9m1,Kanno2006Shallow() AkkarBommer2010() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() ZhaoEtAl,3.3300233e-04
200,b1m1~b1m2_b2m1_b3m1_b4m2_b5m3_b6m1_b7m2_b8m4_b9m4,BooreAtkinson2008() AkkarBommer2010() AtkinsonBoore2006() ToroEtAl2002() Campbell2003() AtkinsonBoor,3.3400234e-04
201,b1m1~b1m4_b2m3_b3m2_b4m2_b5m1_b6m2_b7m1_b8m2_b9m3,Kanno2006Shallow() CampbellBozorgnia2008() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() ZhaoEtA,3.3300233e-04
202,b1m1~b1m2_b2m2_b3m1_b4m3_b5m1_b6m3_b7m4_b8m3_b9m3,BooreAtkinson2008() BooreAtkinson2008() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore2006() Kan,3.3300233e-04
203,b1m1~b1m2_b2m3_b3m3_b4m2_b5m3_b6m2_b7m4_b8m1_b9m3,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() Campbell2003() ZhaoEtAl2,3.3300233e-04
204,b1m1~b1m2_b2m5_b3m3_b4m2_b5m2_b6m3_b7m2_b8m2_b9m2,BooreAtkinson2008() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() Kanno2006Deep() ,3.3300233e-04
205,b1m1~b1m3_b2m3_b3m2_b4m4_b5m3_b6m3_b7m2_b8m3_b9m4,CampbellBozorgnia2008() CampbellBozorgnia2008() ToroEtAl2002() NathEtAl2012Upper() Campbell2003() Ka,3.3300233e-04
206,b1m1~b1m1_b2m4_b3m3_b4m1_b5m4_b6m1_b7m1_b8m1_b9m2,AkkarBommer2010() Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() RaghukanthIyengar2007() At,3.3400234e-04
207,b1m1~b1m2_b2m4_b3m4_b4m3_b5m1_b6m3_b7m3_b8m3_b9m2,BooreAtkinson2008() Kanno2006Shallow() NathEtAl2012Lower() SharmaEtAl2009() AtkinsonBoore2006() Kann,3.3300233e-04
208,b1m1~b1m2_b2m1_b3m1_b4m4_b5m2_b6m2_b7m3_b8m4_b9m1,BooreAtkinson2008() AkkarBommer2010() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() ZhaoEtA,3.3300233e-04
209,b1m1~b1m3_b2m5_b3m1_b4m3_b5m1_b6m1_b7m4_b8m4_b9m2,CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore2006() At,3.3400234e-04
210,b1m1~b1m3_b2m5_b3m3_b4m3_b5m3_b6m1_b7m4_b8m3_b9m1,CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() SharmaEtAl2009() Campbell2003() AtkinsonBo,3.3400234e-04
211,b1m1~b1m2_b2m4_b3m4_b4m3_b5m3_b6m2_b7m4_b8m2_b9m1,BooreAtkinson2008() Kanno2006Shallow() NathEtAl2012Lower() SharmaEtAl2009() Campbell2003() ZhaoEtAl2,3.3300233e-04
212,b1m1~b1m1_b2m1_b3m1_b4m4_b5m3_b6m1_b7m1_b8m2_b9m2,AkkarBommer2010() AkkarBommer2010() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() AtkinsonB,3.3400234e-04
213,b1m1~b1m4_b2m4_b3m2_b4m3_b5m2_b6m2_b7m2_b8m3_b9m4,Kanno2006Shallow() Kanno2006Shallow() ToroEtAl2002() SharmaEtAl2009() ToroEtAl2002() ZhaoEtAl2006SIn,3.3300233e-04
214,b1m1~b1m2_b2m3_b3m4_b4m1_b5m1_b6m1_b7m2_b8m3_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() NathEtAl2012Lower() AtkinsonBoore2006() AtkinsonBoore200,3.3400234e-04
215,b1m1~b1m4_b2m5_b3m4_b4m1_b5m4_b6m1_b7m3_b8m3_b9m4,Kanno2006Shallow() SharmaEtAl2009() NathEtAl2012Lower() AtkinsonBoore2006() RaghukanthIyengar2007() ,3.3400234e-04
216,b1m1~b1m4_b2m2_b3m2_b4m1_b5m3_b6m3_b7m3_b8m3_b9m4,Kanno2006Shallow() BooreAtkinson2008() ToroEtAl2002() AtkinsonBoore2006() Campbell2003() Kanno2006De,3.3300233e-04
217,b1m1~b1m1_b2m3_b3m1_b4m2_b5m4_b6m1_b7m2_b8m1_b9m4,AkkarBommer2010() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007(),3.3400234e-04
218,b1m1~b1m3_b2m5_b3m3_b4m3_b5m2_b6m2_b7m2_b8m4_b9m2,CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() ZhaoEtAl20,3.3300233e-04
219,b1m1~b1m3_b2m5_b3m1_b4m3_b5m3_b6m1_b7m4_b8m4_b9m2,CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() Atkinso,3.3400234e-04
220,b1m1~b1m3_b2m3_b3m2_b4m4_b5m1_b6m2_b7m1_b8m3_b9m3,CampbellBozorgnia2008() CampbellBozorgnia2008() ToroEtAl2002() NathEtAl2012Upper() AtkinsonBoore2006,3.3300233e-04
221,b1m1~b1m1_b2m2_b3m2_b4m4_b5m2_b6m3_b7m4_b8m4_b9m4,AkkarBommer2010() BooreAtkinson2008() ToroEtAl2002() NathEtAl2012Upper() ToroEtAl2002() Kanno2006Dee,3.3300233e-04
222,b1m1~b1m1_b2m3_b3m1_b4m2_b5m4_b6m3_b7m4_b8m3_b9m2,AkkarBommer2010() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007(),3.3300233e-04
223,b1m1~b1m2_b2m2_b3m1_b4m3_b5m3_b6m2_b7m4_b8m2_b9m3,BooreAtkinson2008() BooreAtkinson2008() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() ZhaoEtAl,3.3300233e-04
224,b1m1~b1m3_b2m2_b3m4_b4m4_b5m1_b6m2_b7m2_b8m3_b9m4,CampbellBozorgnia2008() BooreAtkinson2008() NathEtAl2012Lower() NathEtAl2012Upper() AtkinsonBoore200,3.3300233e-04
225,b1m1~b1m3_b2m3_b3m2_b4m4_b5m2_b6m1_b7m2_b8m3_b9m1,CampbellBozorgnia2008() CampbellBozorgnia2008() ToroEtAl2002() NathEtAl2012Upper() ToroEtAl2002() At,3.3400234e-04
226,b1m1~b1m1_b2m4_b3m3_b4m2_b5m3_b6m2_b7m3_b8m2_b9m3,AkkarBommer2010() Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() Campbell2003() ZhaoEtAl2006SInt,3.3300233e-04
