# mean, investigation_time=1.0
lon,lat,PGA-0.002105,PGA-0.00040397,SA(0.2)-0.002105,SA(0.2)-0.00040397,SA(1.0)-0.002105,SA(1.0)-0.00040397
68.20000,23.60000,1.784235E-01,4.016200E-01,3.012978E-01,6.767839E-01,7.738883E-02,1.911893E-01
68.40000,23.80000,2.023464E-01,4.471648E-01,3.330599E-01,7.334508E-01,8.546305E-02,2.091939E-01
68.60000,23.40000,1.681996E-01,3.767884E-01,2.785410E-01,6.101584E-01,7.636990E-02,1.814823E-01
68.60000,23.60000,1.834812E-01,4.069986E-01,3.016680E-01,6.579666E-01,8.131514E-02,1.937096E-01
68.80000,23.20000,1.673838E-01,3.797506E-01,2.765917E-01,6.089587E-01,7.648031E-02,1.814294E-01
68.80000,23.40000,1.774843E-01,3.981794E-01,2.927650E-01,6.394171E-01,8.071557E-02,1.908033E-01
68.80000,23.60000,1.916130E-01,4.248929E-01,3.135771E-01,6.800468E-01,8.521451E-02,2.011884E-01
68.80000,23.80000,2.110793E-01,4.631054E-01,3.403739E-01,7.341688E-01,9.019563E-02,2.137859E-01
68.80000,24.00000,2.331498E-01,5.071256E-01,3.703482E-01,7.970968E-01,9.545967E-02,2.278388E-01
68.80000,24.20000,2.523471E-01,5.453796E-01,3.975892E-01,8.536366E-01,1.001103E-01,2.404184E-01
69.00000,22.20000,1.221939E-01,2.806115E-01,2.056988E-01,4.467865E-01,5.595117E-02,1.268586E-01
69.00000,22.40000,1.349058E-01,3.082065E-01,2.249372E-01,4.898829E-01,6.123812E-02,1.402755E-01
69.00000,23.00000,1.741584E-01,3.996522E-01,2.855638E-01,6.350830E-01,7.791150E-02,1.863245E-01
69.00000,23.20000,1.849869E-01,4.208099E-01,3.030652E-01,6.698706E-01,8.276568E-02,1.978198E-01
69.00000,23.40000,1.958565E-01,4.403101E-01,3.200774E-01,7.005494E-01,8.716191E-02,2.072575E-01
69.00000,23.60000,2.082668E-01,4.622135E-01,3.380647E-01,7.325733E-01,9.126433E-02,2.158386E-01
69.00000,23.80000,2.235853E-01,4.902941E-01,3.586088E-01,7.718571E-01,9.527051E-02,2.248164E-01
69.00000,24.00000,2.400453E-01,5.224980E-01,3.808433E-01,8.164958E-01,9.907082E-02,2.341155E-01
69.00000,24.20000,2.538180E-01,5.495036E-01,3.994911E-01,8.543803E-01,1.018252E-01,2.416702E-01
69.20000,22.00000,1.180696E-01,2.676477E-01,1.994398E-01,4.255450E-01,5.428728E-02,1.202355E-01
69.20000,22.20000,1.281957E-01,2.916083E-01,2.162763E-01,4.648721E-01,5.933014E-02,1.322993E-01
69.20000,23.00000,1.975782E-01,4.526250E-01,3.199333E-01,7.135161E-01,8.533033E-02,2.068108E-01
69.20000,23.20000,2.132739E-01,4.837363E-01,3.434406E-01,7.611635E-01,9.134802E-02,2.217516E-01
69.20000,23.40000,2.257727E-01,5.059550E-01,3.621685E-01,7.953052E-01,9.626018E-02,2.321075E-01
69.20000,23.60000,2.358460E-01,5.224757E-01,3.772205E-01,8.198454E-01,1.000305E-01,2.388577E-01
69.20000,23.80000,2.455357E-01,5.383257E-01,3.908139E-01,8.417944E-01,1.027138E-01,2.436747E-01
69.20000,24.00000,2.549938E-01,5.549309E-01,4.033607E-01,8.637391E-01,1.046319E-01,2.474491E-01
69.20000,24.20000,2.613862E-01,5.665167E-01,4.114665E-01,8.785616E-01,1.053987E-01,2.491231E-01
69.40000,22.00000,1.242884E-01,2.806008E-01,2.098132E-01,4.453415E-01,5.725895E-02,1.249795E-01
69.40000,22.20000,1.353804E-01,3.047053E-01,2.279126E-01,4.854725E-01,6.272247E-02,1.381288E-01
69.40000,23.00000,2.294516E-01,5.203528E-01,3.648385E-01,8.126326E-01,9.460951E-02,2.327197E-01
69.40000,23.20000,2.510036E-01,5.640991E-01,3.968939E-01,8.787056E-01,1.023533E-01,2.524530E-01
69.40000,23.40000,2.661016E-01,5.919342E-01,4.195954E-01,9.206129E-01,1.078955E-01,2.648554E-01
69.40000,23.60000,2.745429E-01,6.045771E-01,4.324262E-01,9.394510E-01,1.111684E-01,2.701992E-01
69.40000,23.80000,2.784703E-01,6.079250E-01,4.381606E-01,9.435088E-01,1.125088E-01,2.705840E-01
69.40000,24.00000,2.796715E-01,6.070421E-01,4.393650E-01,9.403423E-01,1.124189E-01,2.681089E-01
69.40000,24.20000,2.772472E-01,6.005434E-01,4.352070E-01,9.289085E-01,1.109470E-01,2.631194E-01
69.60000,21.80000,1.218442E-01,2.720608E-01,2.049454E-01,4.298100E-01,5.516903E-02,1.188975E-01
69.60000,22.00000,1.315823E-01,2.935598E-01,2.212311E-01,4.654686E-01,6.011716E-02,1.297182E-01
69.60000,22.20000,1.443737E-01,3.216252E-01,2.412285E-01,5.102592E-01,6.611303E-02,1.443270E-01
69.60000,22.80000,2.308213E-01,5.203625E-01,3.657758E-01,8.097374E-01,9.358516E-02,2.281496E-01
69.60000,23.00000,2.657569E-01,5.947893E-01,4.167840E-01,9.220478E-01,1.050281E-01,2.612064E-01
69.60000,23.20000,2.951606E-01,6.536071E-01,4.599890E-01,1.009609E+00,1.148235E-01,2.871743E-01
69.60000,23.40000,3.142703E-01,6.887465E-01,4.875453E-01,1.059815E+00,1.216201E-01,3.028524E-01
69.60000,23.60000,3.215302E-01,6.985559E-01,4.981703E-01,1.074359E+00,1.246742E-01,3.073955E-01
69.60000,23.80000,3.193843E-01,6.903859E-01,4.955437E-01,1.061895E+00,1.244433E-01,3.032158E-01
69.60000,24.00000,3.114922E-01,6.720561E-01,4.846243E-01,1.034363E+00,1.219649E-01,2.939281E-01
69.60000,24.20000,2.993758E-01,6.465147E-01,4.676621E-01,9.971780E-01,1.179407E-01,2.817256E-01
69.60000,26.80000,1.109357E-01,2.356739E-01,2.067269E-01,4.240052E-01,6.793489E-02,1.488757E-01
69.60000,27.00000,1.197047E-01,2.494365E-01,2.224590E-01,4.506548E-01,7.323612E-02,1.618611E-01
69.80000,21.60000,1.254607E-01,2.814642E-01,2.076492E-01,4.386331E-01,5.382438E-02,1.164572E-01
69.80000,21.80000,1.298050E-01,2.869642E-01,2.168025E-01,4.519734E-01,5.769012E-02,1.234878E-01
69.80000,22.00000,1.399466E-01,3.087122E-01,2.331019E-01,4.873923E-01,6.284653E-02,1.345501E-01
69.80000,22.20000,1.542201E-01,3.398506E-01,2.554014E-01,5.367670E-01,6.918000E-02,1.502947E-01
69.80000,22.40000,1.738210E-01,3.848531E-01,2.865649E-01,6.100989E-01,7.673364E-02,1.715807E-01
69.80000,23.00000,3.017873E-01,6.646010E-01,4.684509E-01,1.023493E+00,1.151246E-01,2.879954E-01
69.80000,23.20000,3.390425E-01,7.356549E-01,5.209121E-01,1.127604E+00,1.275489E-01,3.208914E-01
69.80000,23.40000,3.614349E-01,7.775517E-01,5.539875E-01,1.189453E+00,1.359185E-01,3.401328E-01
69.80000,23.60000,3.676262E-01,7.866124E-01,5.635948E-01,1.202923E+00,1.388982E-01,3.443775E-01
69.80000,23.80000,3.599995E-01,7.685316E-01,5.530390E-01,1.176186E+00,1.369944E-01,3.364374E-01
69.80000,24.00000,3.436903E-01,7.342685E-01,5.297465E-01,1.125303E+00,1.318855E-01,3.205796E-01
69.80000,26.60000,1.102647E-01,2.451074E-01,2.012542E-01,4.234957E-01,6.346538E-02,1.392608E-01
69.80000,26.80000,1.124470E-01,2.431252E-01,2.056175E-01,4.234461E-01,6.591815E-02,1.441754E-01
69.80000,27.00000,1.175383E-01,2.462251E-01,2.152235E-01,4.324669E-01,7.001070E-02,1.533057E-01
69.80000,27.20000,1.271196E-01,2.598849E-01,2.320397E-01,4.589135E-01,7.643904E-02,1.687917E-01
70.00000,21.40000,1.374374E-01,3.098889E-01,2.209145E-01,4.746024E-01,5.362195E-02,1.187796E-01
70.00000,21.60000,1.370711E-01,3.052381E-01,2.234048E-01,4.722930E-01,5.648968E-02,1.225720E-01
70.00000,21.80000,1.399265E-01,3.071828E-01,2.303496E-01,4.802595E-01,6.021591E-02,1.287659E-01
70.00000,22.00000,1.493046E-01,3.267955E-01,2.456707E-01,5.118918E-01,6.534930E-02,1.394057E-01
70.00000,22.20000,1.636210E-01,3.572223E-01,2.688588E-01,5.618518E-01,7.161512E-02,1.550529E-01
70.00000,22.40000,1.853552E-01,4.064227E-01,3.030202E-01,6.410398E-01,7.969059E-02,1.776238E-01
70.00000,23.00000,3.304473E-01,7.148890E-01,5.075375E-01,1.095767E+00,1.231322E-01,3.078570E-01
70.00000,23.20000,3.729630E-01,7.975197E-01,5.696642E-01,1.218059E+00,1.380174E-01,3.460780E-01
70.00000,23.40000,3.995174E-01,8.475803E-01,6.088268E-01,1.291917E+00,1.480311E-01,3.687201E-01
70.00000,23.60000,4.057226E-01,8.577095E-01,6.184639E-01,1.306942E+00,1.510845E-01,3.737382E-01
70.00000,23.80000,3.934997E-01,8.322133E-01,6.013184E-01,1.269498E+00,1.477818E-01,3.629422E-01
70.00000,24.00000,3.693522E-01,7.840798E-01,5.669251E-01,1.198743E+00,1.402188E-01,3.421296E-01
70.00000,26.60000,1.213595E-01,2.805871E-01,2.152955E-01,4.678934E-01,6.465589E-02,1.446524E-01
70.00000,26.80000,1.200816E-01,2.690438E-01,2.143148E-01,4.528149E-01,6.591527E-02,1.458687E-01
70.00000,27.00000,1.208251E-01,2.598769E-01,2.170579E-01,4.426567E-01,6.859356E-02,1.504206E-01
70.00000,27.20000,1.252251E-01,2.594880E-01,2.259133E-01,4.471378E-01,7.321437E-02,1.607330E-01
70.00000,27.40000,1.349228E-01,2.731769E-01,2.433456E-01,4.744942E-01,8.076941E-02,1.791584E-01
70.20000,21.20000,1.548693E-01,3.485283E-01,2.407447E-01,5.251166E-01,5.448880E-02,1.251317E-01
70.20000,21.40000,1.538641E-01,3.437356E-01,2.416105E-01,5.206118E-01,5.678579E-02,1.274765E-01
70.20000,21.60000,1.515172E-01,3.352143E-01,2.414914E-01,5.122517E-01,5.933461E-02,1.299189E-01
70.20000,21.80000,1.517947E-01,3.321505E-01,2.454027E-01,5.130399E-01,6.268796E-02,1.346825E-01
70.20000,22.00000,1.578265E-01,3.416938E-01,2.572119E-01,5.328563E-01,6.738294E-02,1.436752E-01
70.20000,22.20000,1.715626E-01,3.720442E-01,2.797908E-01,5.823294E-01,7.334279E-02,1.584266E-01
70.20000,22.40000,1.928296E-01,4.190496E-01,3.134661E-01,6.585706E-01,8.137234E-02,1.804544E-01
70.20000,23.00000,3.443464E-01,7.376534E-01,5.273912E-01,1.128737E+00,1.270394E-01,3.161940E-01
70.20000,23.20000,3.915068E-01,8.290438E-01,5.962531E-01,1.263942E+00,1.435770E-01,3.579298E-01
70.20000,23.40000,4.216032E-01,8.863552E-01,6.405572E-01,1.348472E+00,1.546445E-01,3.840446E-01
70.20000,23.60000,4.286551E-01,8.993071E-01,6.513987E-01,1.367614E+00,1.579233E-01,3.906405E-01
70.20000,23.80000,4.137602E-01,8.702640E-01,6.304097E-01,1.325036E+00,1.539655E-01,3.786732E-01
70.20000,24.00000,3.841222E-01,8.128088E-01,5.882681E-01,1.240994E+00,1.449453E-01,3.543645E-01
70.20000,24.20000,3.487609E-01,7.442505E-01,5.381390E-01,1.140945E+00,1.338632E-01,3.251682E-01
