# mean, investigation_time=1.0, imt="PGA"
lon,lat,depth,poe-0.0047,poe-0.0068,poe-0.01,poe-0.015,poe-0.022,poe-0.033,poe-0.047,poe-0.068,poe-0.1,poe-0.15,poe-0.22,poe-0.33,poe-0.47,poe-0.68,poe-1.0,poe-1.5,poe-2.2,poe-3.3,poe-4.7
68.20000,23.60000,0.00000,1.440081E-01,1.121857E-01,8.139524E-02,5.444538E-02,3.526915E-02,2.125881E-02,1.324330E-02,7.841146E-03,4.367210E-03,2.240328E-03,1.128496E-03,5.155689E-04,2.489011E-04,1.114750E-04,4.589215E-05,1.696578E-05,6.346226E-06,2.295226E-06,1.017418E-06
68.40000,23.80000,0.00000,1.527470E-01,1.198183E-01,8.753037E-02,5.896182E-02,3.842059E-02,2.322188E-02,1.441982E-02,8.458243E-03,4.647751E-03,2.351069E-03,1.172116E-03,5.315422E-04,2.555468E-04,1.141091E-04,4.678911E-05,1.713972E-05,6.339587E-06,2.280291E-06,1.011918E-06
68.60000,23.40000,0.00000,1.419721E-01,1.111356E-01,8.119558E-02,5.475559E-02,3.565466E-02,2.145272E-02,1.323742E-02,7.717240E-03,4.226064E-03,2.137493E-03,1.067400E-03,4.853298E-04,2.341377E-04,1.048689E-04,4.288054E-05,1.548635E-05,5.514881E-06,1.864395E-06,7.786957E-07
68.60000,23.60000,0.00000,1.495983E-01,1.173591E-01,8.579724E-02,5.778931E-02,3.754546E-02,2.252939E-02,1.386976E-02,8.065862E-03,4.403559E-03,2.219236E-03,1.104639E-03,5.007553E-04,2.410792E-04,1.078432E-04,4.409548E-05,1.595661E-05,5.703964E-06,1.926932E-06,8.008353E-07
68.80000,23.20000,0.00000,1.389066E-01,1.087887E-01,7.950407E-02,5.357886E-02,3.479368E-02,2.082247E-02,1.277623E-02,7.409459E-03,4.043410E-03,2.042304E-03,1.020368E-03,4.648102E-04,2.246569E-04,1.007443E-04,4.124767E-05,1.483877E-05,5.215097E-06,1.699214E-06,6.604488E-07
68.80000,23.40000,0.00000,1.466980E-01,1.150922E-01,8.410472E-02,5.653078E-02,3.655462E-02,2.176768E-02,1.330364E-02,7.687650E-03,4.180206E-03,2.103311E-03,1.047127E-03,4.754692E-04,2.293582E-04,1.027656E-04,4.205689E-05,1.518199E-05,5.379338E-06,1.798103E-06,7.368620E-07
68.80000,23.60000,0.00000,1.539721E-01,1.211381E-01,8.864088E-02,5.954630E-02,3.843813E-02,2.283762E-02,1.392866E-02,8.028734E-03,4.350969E-03,2.179954E-03,1.080687E-03,4.886476E-04,2.350204E-04,1.050824E-04,4.295979E-05,1.551201E-05,5.498282E-06,1.823854E-06,7.348261E-07
68.80000,23.80000,0.00000,1.598496E-01,1.263231E-01,9.279306E-02,6.251728E-02,4.042744E-02,2.404276E-02,1.466372E-02,8.442471E-03,4.562901E-03,2.276774E-03,1.123540E-03,5.053070E-04,2.418413E-04,1.076468E-04,4.390413E-05,1.583099E-05,5.645644E-06,1.904682E-06,7.834626E-07
68.80000,24.00000,0.00000,1.634369E-01,1.298970E-01,9.604466E-02,6.514587E-02,4.235926E-02,2.529883E-02,1.546075E-02,8.902845E-03,4.803296E-03,2.388537E-03,1.173720E-03,5.250053E-04,2.498728E-04,1.106260E-04,4.498390E-05,1.620021E-05,5.764596E-06,1.923707E-06,7.674573E-07
68.80000,24.20000,0.00000,1.663539E-01,1.329097E-01,9.894027E-02,6.759652E-02,4.420521E-02,2.651240E-02,1.623309E-02,9.350250E-03,5.039387E-03,2.499818E-03,1.224410E-03,5.451684E-04,2.580665E-04,1.136460E-04,4.605244E-05,1.658859E-05,5.916529E-06,1.981133E-06,7.928895E-07
