# mean, investigation_time=1.0, imt="SA(0.2)"
lon,lat,depth,poe-0.0047,poe-0.0068,poe-0.01,poe-0.015,poe-0.022,poe-0.033,poe-0.047,poe-0.068,poe-0.1,poe-0.15,poe-0.22,poe-0.33,poe-0.47,poe-0.68,poe-1.0,poe-1.5,poe-2.2,poe-3.3,poe-4.7
68.20000,23.60000,0.00000,2.058062E-01,1.772520E-01,1.428340E-01,1.057006E-01,7.408152E-02,4.736377E-02,3.039861E-02,1.826349E-02,1.025175E-02,5.325610E-03,2.745170E-03,1.306438E-03,6.649451E-04,3.210574E-04,1.460182E-04,6.117889E-05,2.557394E-05,9.737874E-06,4.192735E-06
68.40000,23.80000,0.00000,2.148584E-01,1.858710E-01,1.505521E-01,1.119506E-01,7.872543E-02,5.044134E-02,3.237954E-02,1.940652E-02,1.083813E-02,5.593702E-03,2.865203E-03,1.354137E-03,6.849190E-04,3.283018E-04,1.480449E-04,6.138849E-05,2.536844E-05,9.546899E-06,4.065746E-06
68.60000,23.40000,0.00000,2.006636E-01,1.727422E-01,1.390051E-01,1.026401E-01,7.173424E-02,4.562964E-02,2.905932E-02,1.725804E-02,9.554078E-03,4.896022E-03,2.495810E-03,1.174972E-03,5.921939E-04,2.821406E-04,1.259088E-04,5.131251E-05,2.072493E-05,7.519986E-06,3.059952E-06
68.60000,23.60000,0.00000,2.101121E-01,1.814080E-01,1.464959E-01,1.085251E-01,7.599068E-02,4.837393E-02,3.080658E-02,1.828773E-02,1.011623E-02,5.178488E-03,2.636260E-03,1.238700E-03,6.231430E-04,2.965468E-04,1.323997E-04,5.409004E-05,2.193124E-05,7.992553E-06,3.261805E-06
68.80000,23.20000,0.00000,1.953460E-01,1.680505E-01,1.350334E-01,9.948442E-02,6.933025E-02,4.390949E-02,2.783217E-02,1.644493E-02,9.057875E-03,4.618820E-03,2.343996E-03,1.098755E-03,5.519174E-04,2.619785E-04,1.163381E-04,4.713250E-05,1.887336E-05,6.757473E-06,2.678782E-06
68.80000,23.40000,0.00000,2.051386E-01,1.769934E-01,1.427061E-01,1.054340E-01,7.352959E-02,4.649949E-02,2.940099E-02,1.732134E-02,9.513887E-03,4.840163E-03,2.452002E-03,1.147149E-03,5.750499E-04,2.724654E-04,1.209200E-04,4.902896E-05,1.970356E-05,7.095174E-06,2.855491E-06
68.80000,23.60000,0.00000,2.138225E-01,1.850799E-01,1.498220E-01,1.111249E-01,7.770022E-02,4.921192E-02,3.113184E-02,1.833825E-02,1.006465E-02,5.113405E-03,2.585406E-03,1.205907E-03,6.026317E-04,2.847871E-04,1.262305E-04,5.119987E-05,2.060834E-05,7.428571E-06,2.984268E-06
68.80000,23.80000,0.00000,2.201234E-01,1.912480E-01,1.555753E-01,1.160410E-01,8.156516E-02,5.193004E-02,3.297984E-02,1.948559E-02,1.071383E-02,5.444568E-03,2.748926E-03,1.277876E-03,6.360803E-04,2.993572E-04,1.322668E-04,5.359262E-05,2.158254E-05,7.824500E-06,3.173316E-06
68.80000,24.00000,0.00000,2.233051E-01,1.946707E-01,1.591570E-01,1.195241E-01,8.465315E-02,5.436131E-02,3.477129E-02,2.067170E-02,1.141613E-02,5.812855E-03,2.933368E-03,1.359927E-03,6.743429E-04,3.159818E-04,1.390567E-04,5.622987E-05,2.262810E-05,8.205164E-06,3.315139E-06
68.80000,24.20000,0.00000,2.261226E-01,1.974807E-01,1.620325E-01,1.224162E-01,8.733888E-02,5.656411E-02,3.643709E-02,2.179627E-02,1.209031E-02,6.170101E-03,3.114262E-03,1.441548E-03,7.129004E-04,3.328581E-04,1.459627E-04,5.889330E-05,2.370969E-05,8.605381E-06,3.488035E-06
