lon,lat,nu
68,33.2,0.00186
68,33.4,0.003005
68,33.6,0.004234
68,33.8,0.005202
68,34,0.005572
68,34.2,0.005206
68,34.4,0.004241
68,34.6,0.003015
68,34.8,0.001878
68,35,0.001052
68,35.2,0.000596
68,35.4,0.000442
68,35.6,0.000606
68,35.8,0.000877
68,36,0.001195
68,36.2,0.001506
68,36.4,0.001608
68,36.6,0.001504
68,36.8,0.001233
68,37,0.000852
68,37.2,0.000537
68.2,32.8,0.00028
68.2,33,0.000595
68.2,33.2,0.001103
68.2,33.4,0.001785
68.2,33.6,0.002517
68.2,33.8,0.003096
68.2,34,0.003321
68.2,34.2,0.003106
68.2,34.4,0.002534
68.2,34.6,0.001808
68.2,34.8,0.001157
68.2,35,0.000735
68.2,35.2,0.00066
68.2,35.4,0.000893
68.2,35.6,0.001503
68.2,35.8,0.002339
68.2,36,0.003239
68.2,36.2,0.004002
68.2,36.4,0.004276
68.2,36.6,0.004008
68.2,36.8,0.003292
68.2,37,0.002342
68.2,37.2,0.001485
68.2,37.4,0.000796
68.2,37.6,0.000395
68.4,33,0.00032
68.4,33.2,0.000595
68.4,33.4,0.000964
68.4,33.6,0.001362
68.4,33.8,0.001677
68.4,34,0.001801
68.4,34.2,0.001687
68.4,34.4,0.001382
68.4,34.6,0.001007
68.4,34.8,0.000725
68.4,35,0.000714
68.4,35.2,0.001104
68.4,35.4,0.002025
68.4,35.6,0.00364
68.4,35.8,0.005759
68.4,36,0.008009
68.4,36.2,0.009806
68.4,36.4,0.010487
68.4,36.6,0.009831
68.4,36.8,0.008087
68.4,37,0.00583
68.4,37.2,0.003709
68.4,37.4,0.002054
68.4,37.6,0.001032
68.4,37.8,0.000457
68.4,38,0.000169
68.6,33.2,0.000292
68.6,33.4,0.000474
68.6,33.6,0.00067
68.6,33.8,0.000827
68.6,34,0.000889
68.6,34.2,0.000835
68.6,34.4,0.000695
68.6,34.6,0.000559
68.6,34.8,0.000623
68.6,35,0.001073
68.6,35.2,0.002263
68.6,35.4,0.004556
68.6,35.6,0.00824
68.6,35.8,0.013096
68.6,36,0.018244
68.6,36.2,0.022283
68.6,36.4,0.023848
68.6,36.6,0.02238
68.6,36.8,0.018433
68.6,37,0.01335
68.6,37.2,0.008523
68.6,37.4,0.004812
68.6,37.6,0.002445
68.6,37.8,0.001122
68.6,38,0.000485
68.6,38.2,0.000193
68.8,33.4,0.000212
68.8,33.6,0.0003
68.8,33.8,0.000371
68.8,34,0.0004
68.8,34.2,0.000379
68.8,34.4,0.00034
68.8,34.6,0.000383
68.8,34.8,0.000843
68.8,35,0.002027
68.8,35.2,0.00466
68.8,35.4,0.009588
68.8,35.6,0.017376
68.8,35.8,0.027637
68.8,36,0.038537
68.8,36.2,0.0471
68.8,36.4,0.050454
68.8,36.6,0.047402
68.8,36.8,0.039098
68.8,37,0.028366
68.8,37.2,0.018166
68.8,37.4,0.010339
68.8,37.6,0.005294
68.8,37.8,0.002497
68.8,38,0.001131
68.8,38.2,0.000472
68.8,38.4,0.000261
69,34.4,0.000204
69,34.6,0.000509
69,34.8,0.001482
69,35,0.003883
69,35.2,0.009095
69,35.4,0.018795
69,35.6,0.034109
69,35.8,0.05429
69,36,0.075751
69,36.2,0.092644
69,36.4,0.099334
69,36.6,0.093427
69,36.8,0.077175
69,37,0.056108
69,37.2,0.03604
69,37.4,0.020597
69,37.6,0.010628
69,37.8,0.005101
69,38,0.002389
69,38.2,0.001131
69,38.4,0.00059
69,38.6,0.000344
69,38.8,0.000199
69.2,34.4,0.000201
69.2,34.6,0.000848
69.2,34.8,0.002639
69.2,35,0.007042
69.2,35.2,0.016584
69.2,35.4,0.034315
69.2,35.6,0.062311
69.2,35.8,0.099243
69.2,36,0.138577
69.2,36.2,0.169623
69.2,36.4,0.182042
69.2,36.6,0.171415
69.2,36.8,0.141805
69.2,37,0.1033
69.2,37.2,0.066541
69.2,37.4,0.038198
69.2,37.6,0.019851
69.2,37.8,0.009636
69.2,38,0.004622
69.2,38.2,0.002296
69.2,38.4,0.001261
69.2,38.6,0.000716
69.2,38.8,0.00042
69.2,39,0.000223
69.4,34.4,0.000373
69.4,34.6,0.001454
69.4,34.8,0.004458
69.4,35,0.011952
69.4,35.2,0.028162
69.4,35.4,0.058303
69.4,35.6,0.105945
69.4,35.8,0.168859
69.4,36,0.235965
69.4,36.2,0.28907
69.4,36.4,0.310537
69.4,36.6,0.292751
69.4,36.8,0.242538
69.4,37,0.17703
69.4,37.2,0.114351
69.4,37.4,0.065918
69.4,37.6,0.034488
69.4,37.8,0.016931
69.4,38,0.008261
69.4,38.2,0.004263
69.4,38.4,0.002383
69.4,38.6,0.001361
69.4,38.8,0.000794
69.4,39,0.000427
69.6,34.4,0.000619
69.6,34.6,0.002306
69.6,34.8,0.007034
69.6,35,0.018866
69.6,35.2,0.044494
69.6,35.4,0.092175
69.6,35.6,0.167613
69.6,35.8,0.267358
69.6,36,0.373919
69.6,36.2,0.45848
69.6,36.4,0.493019
69.6,36.6,0.465327
69.6,36.8,0.386078
69.6,37,0.282343
69.6,37.2,0.182873
69.6,37.4,0.105853
69.6,37.6,0.055743
69.6,37.8,0.027658
69.6,38,0.013708
69.6,38.2,0.007233
69.6,38.4,0.004129
69.6,38.6,0.002378
69.6,38.8,0.001389
69.6,39,0.00076
69.6,39.2,0.000381
69.8,34.4,0.000954
69.8,34.6,0.003378
69.8,34.8,0.010319
69.8,35,0.027702
69.8,35.2,0.065368
69.8,35.4,0.135534
69.8,35.6,0.246677
69.8,35.8,0.393816
69.8,36,0.55128
69.8,36.2,0.676592
69.8,36.4,0.728318
69.8,36.6,0.688231
69.8,36.8,0.571855
69.8,37,0.419005
69.8,37.2,0.272115
69.8,37.4,0.158141
69.8,37.6,0.083809
69.8,37.8,0.042002
69.8,38,0.021116
69.8,38.2,0.011324
69.8,38.4,0.006571
69.8,38.6,0.003883
69.8,38.8,0.002257
69.8,39,0.001254
69.8,39.2,0.000652
69.8,39.4,0.000328
70,34.2,0.00026
70,34.4,0.001326
70,34.6,0.004609
70,34.8,0.014069
70,35,0.037787
70,35.2,0.089264
70,35.4,0.185282
70,35.6,0.337577
70,35.8,0.53949
70,36,0.755961
70,36.2,0.92876
70,36.4,1.00087
70,36.6,0.946956
70,36.8,0.78801
70,37,0.5785
70,37.2,0.376703
70,37.4,0.219795
70,37.6,0.117205
70,37.8,0.0593
70,38,0.030206
70,38.2,0.016435
70,38.4,0.009651
70,38.6,0.005806
70,38.8,0.003407
70,39,0.001942
70,39.2,0.001055
70,39.4,0.000569
70,39.6,0.000314
70.2,34.2,0.000368
70.2,34.4,0.00167
70.2,34.6,0.005825
70.2,34.8,0.017797
70.2,35,0.047874
70.2,35.2,0.113258
70.2,35.4,0.235404
70.2,35.6,0.429434
70.2,35.8,0.687107
70.2,36,0.96392
70.2,36.2,1.18562
70.2,36.4,1.2792
70.2,36.6,1.21191
70.2,36.8,1.01008
70.2,37,0.74301
70.2,37.2,0.485155
70.2,37.4,0.284212
70.2,37.6,0.152484
70.2,37.8,0.077856
70.2,38,0.040137
70.2,38.2,0.022117
70.2,38.4,0.013144
70.2,38.6,0.008054
70.2,38.8,0.004818
70.2,39,0.002849
70.2,39.2,0.001649
70.2,39.4,0.00096
70.2,39.6,0.000574
70.4,34.2,0.000475
70.4,34.4,0.001959
70.4,34.6,0.006828
70.4,34.8,0.020899
70.4,35,0.056317
70.4,35.2,0.133474
70.4,35.4,0.277879
70.4,35.6,0.50768
70.4,35.8,0.813436
70.4,36,1.14265
70.4,36.2,1.40729
70.4,36.4,1.52042
70.4,36.6,1.44254
70.4,36.8,1.20433
70.4,37,0.887785
70.4,37.2,0.581355
70.4,37.4,0.34198
70.4,37.6,0.18461
70.4,37.8,0.095095
70.4,38,0.049576
70.4,38.2,0.027646
70.4,38.4,0.016638
70.4,38.6,0.010402
70.4,38.8,0.00643
70.4,39,0.004007
70.4,39.2,0.002497
70.4,39.4,0.001579
70.4,39.6,0.001016
70.4,39.8,0.000654
70.6,34.2,0.000532
70.6,34.4,0.002124
70.6,34.6,0.007418
70.6,34.8,0.022768
70.6,35,0.061503
70.6,35.2,0.146085
70.6,35.4,0.304725
70.6,35.6,0.557709
70.6,35.8,0.895045
70.6,36,1.25921
70.6,36.2,1.55316
70.6,36.4,1.68055
70.6,36.6,1.59707
70.6,36.8,1.33584
70.6,37,0.987005
70.6,37.2,0.648321
70.6,37.4,0.383042
70.6,37.6,0.208087
70.6,37.8,0.108129
70.6,38,0.056978
70.6,38.2,0.032155
70.6,38.4,0.019655
70.6,38.6,0.012617
70.6,38.8,0.008184
70.6,39,0.005457
70.6,39.2,0.003693
70.6,39.4,0.002527
70.6,39.6,0.001726
70.6,39.8,0.001152
70.8,34.2,0.000524
70.8,34.4,0.002138
70.8,34.6,0.007475
70.8,34.8,0.023017
70.8,35,0.062358
70.8,35.2,0.148494
70.8,35.4,0.310456
70.8,35.6,0.569357
70.8,35.8,0.915445
70.8,36,1.29018
70.8,36.2,1.59407
70.8,36.4,1.72779
70.8,36.6,1.64498
70.8,36.8,1.37879
70.8,37,1.02134
70.8,37.2,0.673136
70.8,37.4,0.399571
70.8,37.6,0.218505
70.8,37.8,0.114551
70.8,38,0.061014
70.8,38.2,0.03489
70.8,38.4,0.021777
70.8,38.6,0.014524
70.8,38.8,0.010036
70.8,39,0.007248
70.8,39.2,0.005325
70.8,39.4,0.003893
70.8,39.6,0.002778
70.8,39.8,0.001902
71,34.2,0.000478
71,34.4,0.001993
71,34.6,0.006988
71,34.8,0.021601
71,35,0.058716
71,35.2,0.140233
71,35.4,0.293942
71,35.6,0.540324
71,35.8,0.870614
71,36,1.22945
71,36.2,1.52199
71,36.4,1.65291
71,36.6,1.57697
71,36.8,1.32488
71,37,0.984202
71,37.2,0.651063
71,37.4,0.388437
71,37.6,0.213911
71,37.8,0.11318
71,38,0.060981
71,38.2,0.035443
71,38.4,0.022781
71,38.6,0.016013
71,38.8,0.011964
71,39,0.009399
71,39.2,0.007427
71,39.4,0.005716
71,39.6,0.004204
71,39.8,0.002926
71.2,34.2,0.000398
71.2,34.4,0.001721
71.2,34.6,0.006066
71.2,34.8,0.018831
71.2,35,0.051378
71.2,35.2,0.123107
71.2,35.4,0.258791
71.2,35.6,0.476947
71.2,35.8,0.770333
71.2,36,1.09029
71.2,36.2,1.35268
71.2,36.4,1.47229
71.2,36.6,1.40794
71.2,36.8,1.18598
71.2,37,0.8838
71.2,37.2,0.587034
71.2,37.4,0.352176
71.2,37.6,0.195405
71.2,37.8,0.104414
71.2,38,0.057004
71.2,38.2,0.033856
71.2,38.4,0.022681
71.2,38.6,0.017069
71.2,38.8,0.013916
71.2,39,0.011834
71.2,39.2,0.009916
71.2,39.4,0.007916
71.2,39.6,0.00594
71.2,39.8,0.004177
71.4,34.4,0.001373
71.4,34.6,0.004892
71.4,34.8,0.015261
71.4,35,0.041819
71.4,35.2,0.100561
71.4,35.4,0.212063
71.4,35.6,0.391944
71.4,35.8,0.634711
71.4,36,0.900587
71.4,36.2,1.12005
71.4,36.4,1.2221
71.4,36.6,1.17171
71.4,36.8,0.989866
71.4,37,0.740219
71.4,37.2,0.493857
71.4,37.4,0.298052
71.4,37.6,0.166716
71.4,37.8,0.090056
71.4,38,0.049961
71.4,38.2,0.030569
71.4,38.4,0.021665
71.4,38.6,0.017697
71.4,38.8,0.015751
71.4,39,0.014327
71.4,39.2,0.012539
71.4,39.4,0.010263
71.4,39.6,0.0078
71.4,39.8,0.00552
71.6,34.4,0.001014
71.6,34.6,0.003675
71.6,34.8,0.011521
71.6,35,0.031708
71.6,35.2,0.076537
71.6,35.4,0.161949
71.6,35.6,0.300241
71.6,35.8,0.487596
71.6,36,0.693728
71.6,36.2,0.865079
71.6,36.4,0.946435
71.6,36.6,0.90999
71.6,36.8,0.771185
71.6,37,0.578853
71.6,37.2,0.388043
71.6,37.4,0.235686
71.6,37.6,0.132978
71.6,37.8,0.072714
71.6,38,0.041169
71.6,38.2,0.026233
71.6,38.4,0.019984
71.6,38.6,0.01782
71.6,38.8,0.017208
71.6,39,0.016496
71.6,39.2,0.014882
71.6,39.4,0.012384
71.6,39.6,0.009489
71.6,39.8,0.006741
71.8,34.4,0.000691
71.8,34.6,0.002572
71.8,34.8,0.008112
71.8,35,0.022438
71.8,35.2,0.054376
71.8,35.4,0.115466
71.8,35.6,0.214758
71.8,35.8,0.349823
71.8,36,0.49915
71.8,36.2,0.624203
71.8,36.4,0.684861
71.8,36.6,0.660468
71.8,36.8,0.561585
71.8,37,0.423184
71.8,37.2,0.2851
71.8,37.4,0.174313
71.8,37.6,0.099257
71.8,37.8,0.055039
71.8,38,0.031992
71.8,38.2,0.021516
71.8,38.4,0.017855
71.8,38.6,0.017405
71.8,38.8,0.017964
71.8,39,0.017894
71.8,39.2,0.016479
71.8,39.4,0.013857
71.8,39.6,0.010671
71.8,39.8,0.0076
72,34.4,0.000385
72,34.6,0.001674
72,34.8,0.005344
72,35,0.014851
72,35.2,0.036146
72,35.4,0.077033
72,35.6,0.14375
72,35.8,0.234884
72,36,0.336145
72,36.2,0.421587
72,36.4,0.463916
72,36.6,0.448767
72,36.8,0.382868
72,37,0.289654
72,37.2,0.196114
72,37.4,0.120709
72,37.6,0.069397
72,37.8,0.03911
72,38,0.023519
72,38.2,0.01693
72,38.4,0.015437
72,38.6,0.016315
72,38.8,0.017732
72,39,0.018146
72,39.2,0.016936
72,39.4,0.01434
72,39.6,0.01108
72,39.8,0.007903
72.2,34.6,0.001019
72.2,34.8,0.003304
72.2,35,0.009227
72.2,35.2,0.022546
72.2,35.4,0.048221
72.2,35.6,0.09028
72.2,35.8,0.147969
72.2,36,0.212384
72.2,36.2,0.267137
72.2,36.4,0.294808
72.2,36.6,0.286034
72.2,36.8,0.244825
72.2,37,0.185919
72.2,37.2,0.126475
72.2,37.4,0.078348
72.2,37.6,0.04549
72.2,37.8,0.026125
72.2,38,0.016398
72.2,38.2,0.012804
72.2,38.4,0.012816
72.2,38.6,0.014548
72.2,38.8,0.016414
72.2,39,0.017108
72.2,39.2,0.016115
72.2,39.4,0.013705
72.2,39.6,0.010613
72.2,39.8,0.007579
72.4,34.6,0.000535
72.4,34.8,0.001916
72.4,35,0.00539
72.4,35.2,0.013234
72.4,35.4,0.028412
72.4,35.6,0.053359
72.4,35.8,0.087709
72.4,36,0.126239
72.4,36.2,0.159212
72.4,36.4,0.176173
72.4,36.6,0.171396
72.4,36.8,0.14713
72.4,37,0.112101
72.4,37.2,0.076576
72.4,37.4,0.047714
72.4,37.6,0.027978
72.4,37.8,0.016421
72.4,38,0.01087
72.4,38.2,0.009249
72.4,38.4,0.010174
72.4,38.6,0.012226
72.4,38.8,0.014161
72.4,39,0.014948
72.4,39.2,0.014165
72.4,39.4,0.012083
72.4,39.6,0.009371
72.4,39.8,0.0067
72.6,34.8,0.00105
72.6,35,0.002976
72.6,35.2,0.007339
72.6,35.4,0.015806
72.6,35.6,0.029772
72.6,35.8,0.049064
72.6,36,0.070789
72.6,36.2,0.089485
72.6,36.4,0.099245
72.6,36.6,0.096771
72.6,36.8,0.083264
72.6,37,0.063604
72.6,37.2,0.043586
72.6,37.4,0.027287
72.6,37.6,0.016158
72.6,37.8,0.009728
72.6,38,0.006858
72.6,38.2,0.006412
72.6,38.4,0.007647
72.6,38.6,0.009605
72.6,38.8,0.011335
72.6,39,0.01207
72.6,39.2,0.011489
72.6,39.4,0.009822
72.6,39.6,0.007628
72.6,39.8,0.00546
72.8,34.8,0.000518
72.8,35,0.001554
72.8,35.2,0.00385
72.8,35.4,0.008317
72.8,35.6,0.015723
72.8,35.8,0.025967
72.8,36,0.037541
72.8,36.2,0.047547
72.8,36.4,0.052821
72.8,36.6,0.051586
72.8,36.8,0.044451
72.8,37,0.034006
72.8,37.2,0.023351
72.8,37.4,0.014663
72.8,37.6,0.008764
72.8,37.8,0.005434
72.8,38,0.00409
72.8,38.2,0.004219
72.8,38.4,0.005408
72.8,38.6,0.007017
72.8,38.8,0.008399
72.8,39,0.008997
72.8,39.2,0.008591
72.8,39.4,0.007359
72.8,39.6,0.005723
72.8,39.8,0.004099
73,35,0.000746
73,35.2,0.001917
73,35.4,0.004153
73,35.6,0.007874
73,35.8,0.013027
73,36,0.018857
73,36.2,0.023922
73,36.4,0.026601
73,36.6,0.026001
73,36.8,0.022417
73,37,0.01715
73,37.2,0.011782
73,37.4,0.007404
73,37.6,0.004468
73,37.8,0.002836
73,38,0.002322
73,38.2,0.002636
73,38.4,0.003578
73,38.6,0.004752
73,38.8,0.005745
73,39,0.006184
73,39.2,0.00592
73,39.4,0.005078
73,39.6,0.003954
73,39.8,0.002837
73.2,35,0.000336
73.2,35.2,0.000887
73.2,35.4,0.001922
73.2,35.6,0.003736
73.2,35.8,0.006194
73.2,36,0.008974
73.2,36.2,0.011405
73.2,36.4,0.012686
73.2,36.6,0.012398
73.2,36.8,0.010685
73.2,37,0.008158
73.2,37.2,0.005599
73.2,37.4,0.003467
73.2,37.6,0.002114
73.2,37.8,0.001395
73.2,38,0.001242
73.2,38.2,0.001558
73.2,38.4,0.0022
73.2,38.6,0.002974
73.2,38.8,0.003626
73.2,39,0.003917
73.2,39.2,0.003759
73.2,39.4,0.003228
73.2,39.6,0.002519
73.2,39.8,0.00181
73.4,35.4,0.000842
73.4,35.6,0.001653
73.4,35.8,0.002752
73.4,36,0.003987
73.4,36.2,0.005145
73.4,36.4,0.005717
73.4,36.6,0.005588
73.4,36.8,0.004809
73.4,37,0.003619
73.4,37.2,0.002476
73.4,37.4,0.001522
73.4,37.6,0.000935
73.4,37.8,0.000637
73.4,38,0.000629
73.4,38.2,0.000857
73.4,38.4,0.001253
73.4,38.6,0.001721
73.4,38.8,0.002109
73.4,39,0.002286
73.4,39.2,0.002196
73.4,39.4,0.001892
73.4,39.6,0.001478
73.4,39.8,0.001064
73.6,35.6,0.000692
73.6,35.8,0.001151
73.6,36,0.001669
73.6,36.2,0.002174
73.6,36.4,0.002416
73.6,36.6,0.002356
73.6,36.8,0.002023
73.6,37,0.001505
73.6,37.2,0.001026
73.6,37.4,0.000605
73.6,37.6,0.000379
73.6,37.8,0.000276
73.6,38,0.000305
73.6,38.2,0.000438
73.6,38.4,0.000661
73.6,38.6,0.000918
73.6,38.8,0.001129
73.6,39,0.001226
73.6,39.2,0.001183
73.6,39.4,0.001021
73.6,39.6,0.000799
73.6,39.8,0.000576
73.8,35.8,0.000439
73.8,36,0.000635
73.8,36.2,0.000863
73.8,36.4,0.000957
73.8,36.6,0.000935
73.8,36.8,0.000801
73.8,37,0.000573
73.8,37.2,0.000388
73.8,38.2,0.000206
73.8,38.4,0.000322
73.8,38.6,0.000451
73.8,38.8,0.000556
73.8,39,0.000607
73.8,39.2,0.000587
73.8,39.4,0.000508
73.8,39.6,0.000398
73.8,39.8,0.000288
74,36.4,0.000346
74,36.6,0.000338
74,38.6,0.000203
74,38.8,0.000253
74,39,0.000277
74,39.2,0.000268
74,39.4,0.000232
93,7.2,0.000177
93,7.4,0.000236
93,7.6,0.000282
93,7.8,0.000297
93,8,0.000274
93,8.2,0.000223
93,8.4,0.000159
93.2,6.8,0.00024
93.2,7,0.000356
93.2,7.2,0.000502
93.2,7.4,0.000658
93.2,7.6,0.000779
93.2,7.8,0.000819
93.2,8,0.000758
93.2,8.2,0.000615
93.2,8.4,0.000435
93.2,8.6,0.00027
93.2,8.8,0.000146
93.4,6.4,0.00031
93.4,6.6,0.000455
93.4,6.8,0.000653
93.4,7,0.000924
93.4,7.2,0.001264
93.4,7.4,0.00162
93.4,7.6,0.00189
93.4,7.8,0.001974
93.4,8,0.00182
93.4,8.2,0.001474
93.4,8.4,0.001044
93.4,8.6,0.000644
93.4,8.8,0.000348
93.4,9,0.000164
93.6,6,0.000348
93.6,6.2,0.000561
93.6,6.4,0.000832
93.6,6.6,0.001166
93.6,6.8,0.001587
93.6,7,0.002134
93.6,7.2,0.002805
93.6,7.4,0.003504
93.6,7.6,0.004031
93.6,7.8,0.004171
93.6,8,0.003827
93.6,8.2,0.00309
93.6,8.4,0.002185
93.6,8.6,0.001351
93.6,8.8,0.000728
93.6,9,0.000343
93.6,9.2,0.000141
93.8,5.8,0.000505
93.8,6,0.000881
93.8,6.2,0.001386
93.8,6.4,0.00199
93.8,6.6,0.002672
93.8,6.8,0.003454
93.8,7,0.004399
93.8,7.2,0.005525
93.8,7.4,0.006685
93.8,7.6,0.007543
93.8,7.8,0.007723
93.8,8,0.007047
93.8,8.2,0.00567
93.8,8.4,0.004003
93.8,8.6,0.002472
93.8,8.8,0.001331
93.8,9,0.000627
93.8,9.2,0.000257
94,5.4,0.000281
94,5.6,0.000606
94,5.8,0.001159
94,6,0.001982
94,6.2,0.003043
94,6.4,0.004244
94,6.6,0.005478
94,6.8,0.006736
94,7,0.008113
94,7.2,0.009683
94,7.4,0.011278
94,7.6,0.012423
94,7.8,0.012545
94,8,0.011362
94,8.2,0.009108
94,8.4,0.006415
94,8.6,0.003956
94,8.8,0.002132
94,9,0.001002
94,9.2,0.000411
94.2,5.2,0.000253
94.2,5.4,0.000599
94.2,5.6,0.001263
94.2,5.8,0.002369
94.2,6,0.003965
94.2,6.2,0.005948
94.2,6.4,0.008065
94.2,6.6,0.010043
94.2,6.8,0.01178
94.2,7,0.013416
94.2,7.2,0.015146
94.2,7.4,0.016871
94.2,7.6,0.018036
94.2,7.8,0.017896
94.2,8,0.016054
94.2,8.2,0.012804
94.2,8.4,0.008994
94.2,8.6,0.005539
94.2,8.8,0.002983
94.2,9,0.0014
94.2,9.2,0.000575
94.2,9.4,0.000206
94.4,5.2,0.000487
94.4,5.4,0.001133
94.4,5.6,0.002343
94.4,5.8,0.004308
94.4,6,0.00706
94.4,6.2,0.010352
94.4,6.4,0.013669
94.4,6.6,0.016463
94.4,6.8,0.018481
94.4,7,0.019928
94.4,7.2,0.021215
94.4,7.4,0.02245
94.4,7.6,0.02314
94.4,7.8,0.022455
94.4,8,0.019895
94.4,8.2,0.015765
94.4,8.4,0.011039
94.4,8.6,0.006785
94.4,8.8,0.00365
94.4,9,0.001715
94.4,9.2,0.000703
94.4,9.4,0.000252
94.6,5,0.000321
94.6,5.2,0.000831
94.6,5.4,0.001904
94.6,5.6,0.003868
94.6,5.8,0.006975
94.6,6,0.011198
94.6,6.2,0.016056
94.6,6.4,0.020668
94.6,6.6,0.024129
94.6,6.8,0.026011
94.6,7,0.026621
94.6,7.2,0.026686
94.6,7.4,0.026673
94.6,7.6,0.026314
94.6,7.8,0.024826
94.6,8,0.021647
94.6,8.2,0.017008
94.6,8.4,0.011857
94.6,8.6,0.007271
94.6,8.8,0.003907
94.6,9,0.001835
94.6,9.2,0.000751
94.6,9.4,0.000269
94.8,5,0.000491
94.8,5.2,0.001257
94.8,5.4,0.002838
94.8,5.6,0.005673
94.8,5.8,0.010048
94.8,6,0.015818
94.8,6.2,0.022196
94.8,6.4,0.027886
94.8,6.6,0.031621
94.8,6.8,0.03284
94.8,7,0.032006
