Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
70,40,500,0,5.37679e-06,1
70.2,40,500,0,1.48929e-05,1
70.4,40,500,0,3.8023e-05,1
70.6,40,500,0,8.94795e-05,1
70.8,40,500,0,0.000194092,1
71,40,500,0,0.000408348,1
71.2,40,500,0,0.000774025,1
71.4,40,500,0,0.00136559,1
71.6,40,500,0,0.00219654,1
71.8,40,500,0,0.00327284,1
72,40,500,0,0.00452728,1
72.2,40,500,0,0.00583095,1
72.4,40,500,0,0.00701258,1
72.6,40,500,0,0.00788541,1
72.8,40,500,0,0.00831598,1
73,40,500,0,0.00824591,1
73.2,40,500,0,0.00771109,1
73.4,40,500,0,0.00682914,1
73.6,40,500,0,0.00574122,1
73.8,40,500,0,0.00459785,1
74,40,500,0,0.00352117,1
74.2,40,500,0,0.00258503,1
74.4,40,500,0,0.0018318,1
74.6,40,500,0,0.00125558,1
74.8,40,500,0,0.000835972,1
75,40,500,0,0.000539099,1
75.2,40,500,0,0.000329378,1
75.4,40,500,0,0.000196229,1
75.6,40,500,0,0.000102152,1
75.8,40,500,0,5.46848e-05,1
76,40,500,0,2.62882e-05,1
76.2,40,500,0,1.30711e-05,1
76.4,40,500,0,5.9864e-06,1
63.4,39.8,500,0,3.05714e-06,1
63.6,39.8,500,0,4.09285e-06,1
63.8,39.8,500,0,5.04119e-06,1
64,39.8,500,0,5.71266e-06,1
64.2,39.8,500,0,5.9558e-06,1
64.4,39.8,500,0,5.71266e-06,1
64.6,39.8,500,0,5.04119e-06,1
64.8,39.8,500,0,4.09285e-06,1
65,39.8,500,0,3.05714e-06,1
70,39.8,500,0,7.88517e-06,1
70.2,39.8,500,0,2.19055e-05,1
70.4,39.8,500,0,5.60793e-05,1
70.6,39.8,500,0,0.000135571,1
70.8,39.8,500,0,0.000322586,1
71,39.8,500,0,0.000653582,1
71.2,39.8,500,0,0.00124392,1
71.4,39.8,500,0,0.0021713,1
71.6,39.8,500,0,0.00351236,1
71.8,39.8,500,0,0.00527828,1
72,39.8,500,0,0.00738863,1
72.2,39.8,500,0,0.00965817,1
72.4,39.8,500,0,0.0118066,1
72.6,39.8,500,0,0.0135334,1
72.8,39.8,500,0,0.0145817,1
73,39.8,500,0,0.0148045,1
73.2,39.8,500,0,0.0141953,1
73.4,39.8,500,0,0.0128901,1
73.6,39.8,500,0,0.0111086,1
73.8,39.8,500,0,0.00911089,1
74,39.8,500,0,0.00713912,1
74.2,39.8,500,0,0.00536404,1
74.4,39.8,500,0,0.00387661,1
74.6,39.8,500,0,0.00270154,1
74.8,39.8,500,0,0.00182188,1
75,39.8,500,0,0.00118725,1
75.2,39.8,500,0,0.000746638,1
75.4,39.8,500,0,0.000441301,1
75.6,39.8,500,0,0.000255325,1
75.8,39.8,500,0,0.000131251,1
76,39.8,500,0,6.4476e-05,1
76.2,39.8,500,0,2.92073e-05,1
76.4,39.8,500,0,1.33464e-05,1
76.6,39.8,500,0,5.61619e-06,1
62.8,39.6,500,0,2.79989e-06,1
63,39.6,500,0,4.82089e-06,1
63.2,39.6,500,0,7.63503e-06,1
63.4,39.6,500,0,1.11222e-05,1
63.6,39.6,500,0,1.49026e-05,1
63.8,39.6,500,0,1.83666e-05,1
64,39.6,500,0,2.08204e-05,1
64.2,39.6,500,0,2.17092e-05,1
64.4,39.6,500,0,2.08204e-05,1
64.6,39.6,500,0,1.83666e-05,1
64.8,39.6,500,0,1.49026e-05,1
65,39.6,500,0,1.11222e-05,1
65.2,39.6,500,0,7.63503e-06,1
65.4,39.6,500,0,4.82089e-06,1
65.6,39.6,500,0,2.79989e-06,1
69.8,39.6,500,0,3.57275e-06,1
70,39.6,500,0,1.08048e-05,1
70.2,39.6,500,0,3.28289e-05,1
70.4,39.6,500,0,8.82603e-05,1
70.6,39.6,500,0,0.000223623,1
70.8,39.6,500,0,0.000492232,1
71,39.6,500,0,0.0010182,1
71.2,39.6,500,0,0.00191439,1
71.4,39.6,500,0,0.00334692,1
71.6,39.6,500,0,0.00544473,1
71.8,39.6,500,0,0.00826029,1
72,39.6,500,0,0.0117107,1
72.2,39.6,500,0,0.0155364,1
72.4,39.6,500,0,0.0193311,1
72.6,39.6,500,0,0.0226038,1
72.8,39.6,500,0,0.0248832,1
73,39.6,500,0,0.0258446,1
73.2,39.6,500,0,0.0253636,1
73.4,39.6,500,0,0.0235593,1
73.6,39.6,500,0,0.020754,1
73.8,39.6,500,0,0.0173753,1
74,39.6,500,0,0.0138678,1
74.2,39.6,500,0,0.0105875,1
74.4,39.6,500,0,0.00776441,1
74.6,39.6,500,0,0.00548547,1
74.8,39.6,500,0,0.0037371,1
75,39.6,500,0,0.00245791,1
75.2,39.6,500,0,0.001555,1
75.4,39.6,500,0,0.000943278,1
75.6,39.6,500,0,0.000538308,1
75.8,39.6,500,0,0.000295481,1
76,39.6,500,0,0.000146949,1
76.2,39.6,500,0,7.03093e-05,1
76.4,39.6,500,0,3.06016e-05,1
76.6,39.6,500,0,1.16699e-05,1
76.8,39.6,500,0,4.50989e-06,1
62.4,39.4,500,0,2.44279e-06,1
62.6,39.4,500,0,4.98143e-06,1
62.8,39.4,500,0,9.34153e-06,1
63,39.4,500,0,1.61093e-05,1
63.2,39.4,500,0,2.55463e-05,1
63.4,39.4,500,0,3.72538e-05,1
63.6,39.4,500,0,4.99579e-05,1
63.8,39.4,500,0,6.16069e-05,1
64,39.4,500,0,6.98626e-05,1
64.2,39.4,500,0,7.28534e-05,1
64.4,39.4,500,0,6.98626e-05,1
64.6,39.4,500,0,6.16069e-05,1
64.8,39.4,500,0,4.99579e-05,1
65,39.4,500,0,3.72538e-05,1
65.2,39.4,500,0,2.55463e-05,1
65.4,39.4,500,0,1.61093e-05,1
65.6,39.4,500,0,9.34153e-06,1
65.8,39.4,500,0,4.98143e-06,1
66,39.4,500,0,2.44279e-06,1
69.8,39.4,500,0,4.49322e-06,1
70,39.4,500,0,1.71996e-05,1
70.2,39.4,500,0,5.31241e-05,1
70.4,39.4,500,0,0.000148863,1
70.6,39.4,500,0,0.000352892,1
70.8,39.4,500,0,0.000772814,1
71,39.4,500,0,0.00154963,1
71.2,39.4,500,0,0.00289465,1
71.4,39.4,500,0,0.00504919,1
71.6,39.4,500,0,0.00823662,1
71.8,39.4,500,0,0.0125825,1
72,39.4,500,0,0.0180192,1
72.2,39.4,500,0,0.0242293,1
72.4,39.4,500,0,0.0306354,1
72.6,39.4,500,0,0.0364718,1
72.8,39.4,500,0,0.0409345,1
73,39.4,500,0,0.0433589,1
73.2,39.4,500,0,0.0433851,1
73.4,39.4,500,0,0.0410484,1
73.6,39.4,500,0,0.0367849,1
73.8,39.4,500,0,0.0312839,1
74,39.4,500,0,0.0253224,1
74.2,39.4,500,0,0.0195756,1
74.4,39.4,500,0,0.014511,1
74.6,39.4,500,0,0.0103528,1
74.8,39.4,500,0,0.00712103,1
75,39.4,500,0,0.00471844,1
75.2,39.4,500,0,0.00300769,1
75.4,39.4,500,0,0.00183497,1
75.6,39.4,500,0,0.00106573,1
75.8,39.4,500,0,0.000583336,1
76,39.4,500,0,0.000299749,1
76.2,39.4,500,0,0.00014498,1
76.4,39.4,500,0,6.5715e-05,1
76.6,39.4,500,0,2.73077e-05,1
76.8,39.4,500,0,1.10474e-05,1
77,39.4,500,0,3.05248e-06,1
62.2,39.2,500,0,3.31347e-06,1
