Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
58,40,500,0,1.0138e-05,1
58.2,40,500,0,3.0083e-05,1
58.4,40,500,0,8.23588e-05,1
58.6,40,500,0,0.000208025,1
58.8,40,500,0,0.000484769,1
59,40,500,0,0.00104224,1
59.2,40,500,0,0.00206735,1
59.4,40,500,0,0.00378327,1
59.6,40,500,0,0.00638751,1
59.8,40,500,0,0.00994952,1
60,40,500,0,0.0142982,1
60.2,40,500,0,0.0189567,1
60.4,40,500,0,0.0231874,1
60.6,40,500,0,0.0261665,1
60.8,40,500,0,0.0272423,1
61,40,500,0,0.0261705,1
61.2,40,500,0,0.0232066,1
61.4,40,500,0,0.0190047,1
61.6,40,500,0,0.0144137,1
61.8,40,500,0,0.0102161,1
62,40,500,0,0.00697169,1
62.2,40,500,0,0.00498868,1
62.4,40,500,0,0.00439453,1
62.6,40,500,0,0.00522634,1
62.8,40,500,0,0.00746783,1
63,40,500,0,0.0110032,1
63.2,40,500,0,0.0155191,1
63.4,40,500,0,0.0204301,1
63.6,40,500,0,0.0249111,1
63.8,40,500,0,0.0280645,1
64,40,500,1,0.0291984,1
64.2,40,500,0,0.0280389,1
64.4,40,500,0,0.0248502,1
64.6,40,500,0,0.0203254,1
64.8,40,500,0,0.0153401,1
65,40,500,0,0.0106918,1
65.2,40,500,0,0.00688776,1
65.4,40,500,0,0.00411774,1
65.6,40,500,0,0.00232529,1
65.8,40,500,0,0.0013268,1
66,40,500,0,0.000929706,1
66.2,40,500,0,0.00101051,1
66.4,40,500,0,0.00153371,1
66.6,40,500,0,0.00253333,1
66.8,40,500,0,0.0040771,1
67,40,500,0,0.00618051,1
67.2,40,500,0,0.008751,1
67.4,40,500,0,0.011512,1
67.6,40,500,0,0.0140456,1
67.8,40,500,0,0.0158762,1
68,40,500,0,0.0166372,1
68.2,40,500,0,0.0161575,1
68.4,40,500,0,0.014597,1
68.6,40,500,0,0.0123756,1
68.8,40,500,0,0.0100679,1
69,40,500,0,0.00828457,1
69.2,40,500,0,0.00753142,1
69.4,40,500,0,0.00817349,1
69.6,40,500,0,0.0103309,1
69.8,40,500,0,0.0138768,1
70,40,500,0,0.0184229,1
70.2,40,500,0,0.0233696,1
70.4,40,500,0,0.0280363,1
70.6,40,500,0,0.0318767,1
70.8,40,500,0,0.0346446,1
71,40,500,0,0.0364546,1
71.2,40,500,0,0.0376427,1
71.4,40,500,0,0.038564,1
71.6,40,500,0,0.0393813,1
71.8,40,500,0,0.040028,1
72,40,500,0,0.0402899,1
72.2,40,500,0,0.0399772,1
72.4,40,500,0,0.0390945,1
72.6,40,500,0,0.0378518,1
72.8,40,500,0,0.0366154,1
73,40,500,0,0.0358992,1
73.2,40,500,0,0.0363534,1
73.4,40,500,0,0.0387883,1
73.6,40,500,0,0.0440504,1
73.8,40,500,0,0.0527754,1
74,40,500,0,0.0650602,1
74.2,40,500,0,0.080124,1
74.4,40,500,0,0.0963302,1
74.6,40,500,0,0.111509,1
74.8,40,500,0,0.12351,1
75,40,500,0,0.130892,1
75.2,40,500,0,0.133374,1
75.4,40,500,0,0.131877,1
75.6,40,500,0,0.12821,1
75.8,40,500,0,0.124538,1
76,40,500,0,0.122841,1
76.2,40,500,0,0.124492,1
76.4,40,500,0,0.129964,1
76.6,40,500,0,0.138679,1
76.8,40,500,1,0.148911,1
77,40,500,0,0.157977,1
77.2,40,500,0,0.162765,1
77.4,40,500,0,0.160612,1
77.6,40,500,0,0.150194,1
77.8,40,500,0,0.132106,1
78,40,500,0,0.108722,1
78.2,40,500,0,0.0834039,1
78.4,40,500,0,0.059498,1
78.6,40,500,0,0.0394017,1
78.8,40,500,0,0.0241918,1
79,40,500,0,0.0137596,1
79.2,40,500,0,0.00724084,1
79.4,40,500,0,0.00352979,1
79.6,40,500,0,0.00159,1
79.8,40,500,0,0.000659784,1
80,40,500,0,0.000254888,1
80.2,40,500,0,8.85105e-05,1
80.4,40,500,0,2.0276e-05,1
85.6,40,500,0,4.09563e-06,1
85.8,40,500,0,7.00926e-06,1
86,40,500,0,1.1044e-05,1
86.2,40,500,0,1.60206e-05,1
86.4,40,500,0,2.1396e-05,1
86.6,40,500,0,2.63079e-05,1
86.8,40,500,0,2.97809e-05,1
87,40,500,0,3.10376e-05,1
87.2,40,500,0,2.97809e-05,1
87.4,40,500,0,2.63079e-05,1
87.6,40,500,0,2.1396e-05,1
87.8,40,500,0,1.60206e-05,1
88,40,500,0,1.1044e-05,1
88.2,40,500,0,1.26092e-05,1
88.4,40,500,0,2.0818e-05,1
88.6,40,500,0,4.60497e-05,1
88.8,40,500,0,0.000116942,1
89,40,500,0,0.000273857,1
89.2,40,500,0,0.00059141,1
89.4,40,500,0,0.00117777,1
89.6,40,500,0,0.00216292,1
89.8,40,500,0,0.0036629,1
90,40,500,0,0.00572024,1
90.2,40,500,0,0.00823772,1
90.4,40,500,0,0.0109396,1
90.6,40,500,0,0.0133967,1
90.8,40,500,0,0.0151285,1
91,40,500,0,0.0157542,1
91.2,40,500,0,0.0151285,1
91.4,40,500,0,0.0133967,1
91.6,40,500,0,0.0109396,1
91.8,40,500,0,0.00823772,1
92,40,500,0,0.00572024,1
92.2,40,500,0,0.0036629,1
92.4,40,500,0,0.00216292,1
92.6,40,500,0,0.00117777,1
92.8,40,500,0,0.00059141,1
93,40,500,0,0.000273857,1
93.2,40,500,0,0.000116942,1
93.4,40,500,0,4.60497e-05,1
93.6,40,500,0,1.67224e-05,1
93.8,40,500,0,5.59996e-06,1
94.2,40,500,0,1.11093e-05,1
94.4,40,500,0,3.82375e-05,1
94.6,40,500,0,0.000104592,1
94.8,40,500,0,0.000263977,1
95,40,500,0,0.000614733,1
95.2,40,500,0,0.00132086,1
95.4,40,500,0,0.0026186,1
95.6,40,500,0,0.00480276,1
95.8,40,500,0,0.00811459,1
96,40,500,0,0.0126557,1
96.2,40,500,0,0.018224,1
96.4,40,500,0,0.0242368,1
96.6,40,500,0,0.0297836,1
96.8,40,500,0,0.0338408,1
97,40,500,1,0.0355864,1
97.2,40,500,0,0.03469,1
97.4,40,500,0,0.0313999,1
97.6,40,500,0,0.0264663,1
97.8,40,500,0,0.0208489,1
98,40,500,0,0.0154214,1
98.2,40,500,0,0.0107704,1
98.4,40,500,0,0.00714572,1
98.6,40,500,0,0.00452951,1
98.8,40,500,0,0.00275504,1
99,40,500,0,0.0016113,1
99.2,40,500,0,0.000905774,1
99.4,40,500,0,0.000488315,1
99.6,40,500,0,0.000251788,1
99.8,40,500,0,0.000119485,1
100,40,500,0,5.29334e-05,1
100.2,40,500,0,1.96115e-05,1
100.4,40,500,0,8.20235e-06,1
58,39.8,500,0,8.57167e-06,1
58.2,39.8,500,0,2.55161e-05,1
58.4,39.8,500,0,7.00616e-05,1
58.6,39.8,500,0,0.000177444,1
58.8,39.8,500,0,0.000414528,1
59,39.8,500,0,0.00089322,1
59.2,39.8,500,0,0.0017753,1
59.4,39.8,500,0,0.00325457,1
59.6,39.8,500,0,0.00550328,1
59.8,39.8,500,0,0.00858331,1
60,39.8,500,0,0.0123479,1
60.2,39.8,500,0,0.0163845,1
60.4,39.8,500,0,0.0200529,1
60.6,39.8,500,0,0.0226373,1
60.8,39.8,500,1,0.0235755,1
61,39.8,500,0,0.0226476,1
61.2,39.8,500,0,0.020082,1
61.4,39.8,500,0,0.0164477,1
61.6,39.8,500,0,0.012481,1
61.8,39.8,500,0,0.00885629,1
62,39.8,500,0,0.00604714,1
62.2,39.8,500,0,0.00429993,1
62.4,39.8,500,0,0.00369558,1
62.6,39.8,500,0,0.00423293,1
62.8,39.8,500,0,0.00587034,1
63,39.8,500,0,0.00849934,1
63.2,39.8,500,0,0.0118726,1
63.4,39.8,500,0,0.0155454,1
63.6,39.8,500,0,0.0188956,1
63.8,39.8,500,0,0.0212468,1
64,39.8,500,0,0.0220777,1
64.2,39.8,500,0,0.0211808,1
64.4,39.8,500,0,0.0187558,1
64.6,39.8,500,0,0.015327,1
64.8,39.8,500,0,0.0115629,1
65,39.8,500,0,0.00805234,1
65.2,39.8,500,0,0.00519639,1
65.4,39.8,500,0,0.00313431,1
65.6,39.8,500,0,0.00183111,1
65.8,39.8,500,0,0.00116315,1
66,39.8,500,0,0.000999864,1
66.2,39.8,500,0,0.00127775,1
66.4,39.8,500,0,0.00199918,1
66.6,39.8,500,0,0.00323471,1
66.8,39.8,500,0,0.00506734,1
67,39.8,500,0,0.00752023,1
67.2,39.8,500,0,0.0104905,1
67.4,39.8,500,0,0.0136764,1
67.6,39.8,500,0,0.0166127,1
67.8,39.8,500,0,0.0187633,1
68,39.8,500,0,0.0197127,1
68.2,39.8,500,0,0.0192492,1
68.4,39.8,500,0,0.0175522,1
68.6,39.8,500,0,0.0150925,1
68.8,39.8,500,0,0.0125709,1
69,39.8,500,0,0.0107365,1
69.2,39.8,500,0,0.0102831,1
69.4,39.8,500,0,0.0117072,1
69.6,39.8,500,0,0.0152394,1
69.8,39.8,500,0,0.0207404,1
70,39.8,500,0,0.0276547,1
70.2,39.8,500,0,0.03508,1
70.4,39.8,500,0,0.041958,1
70.6,39.8,500,0,0.0473905,1
70.8,39.8,500,0,0.0509335,1
71,39.8,500,0,0.0526988,1
71.2,39.8,500,0,0.0532093,1
71.4,39.8,500,0,0.0530916,1
71.6,39.8,500,0,0.0527621,1
71.8,39.8,500,0,0.0523086,1
72,39.8,500,0,0.0515788,1
72.2,39.8,500,0,0.0503885,1
72.4,39.8,500,0,0.0487407,1
72.6,39.8,500,0,0.0468309,1
72.8,39.8,500,0,0.0449987,1
73,39.8,500,0,0.04368,1
73.2,39.8,500,0,0.0434087,1
73.4,39.8,500,0,0.0448487,1
73.6,39.8,500,0,0.0487882,1
73.8,39.8,500,0,0.0558597,1
74,39.8,500,0,0.0662971,1
74.2,39.8,500,0,0.0795302,1
74.4,39.8,500,0,0.0941398,1
74.6,39.8,500,1,0.108108,1
74.8,39.8,500,1,0.119327,1
75,39.8,500,0,0.126284,1
75.2,39.8,500,0,0.128526,1
75.4,39.8,500,1,0.126741,1
75.6,39.8,500,0,0.122519,1
75.8,39.8,500,0,0.117853,1
76,39.8,500,0,0.114626,1
76.2,39.8,500,1,0.114239,1
76.4,39.8,500,0,0.117312,1
76.6,39.8,500,0,0.123521,1
76.8,39.8,500,0,0.131477,1
77,39.8,500,0,0.138865,1
77.2,39.8,500,0,0.142897,1
77.4,39.8,500,2,0.141095,1
77.6,39.8,500,2,0.132148,1
77.8,39.8,500,0,0.116444,1
78,39.8,500,0,0.0959993,1
78.2,39.8,500,0,0.0737595,1
78.4,39.8,500,0,0.0526836,1
78.6,39.8,500,0,0.0349274,1
78.8,39.8,500,0,0.0214656,1
79,39.8,500,0,0.0122207,1
79.2,39.8,500,0,0.00643741,1
79.4,39.8,500,0,0.00314198,1
79.6,39.8,500,0,0.00141909,1
79.8,39.8,500,0,0.000588548,1
80,39.8,500,0,0.000227862,1
80.2,39.8,500,0,8.16142e-05,1
80.4,39.8,500,0,1.71433e-05,1
85.2,39.8,500,0,3.20642e-06,1
85.4,39.8,500,0,6.48701e-06,1
85.6,39.8,500,0,1.20801e-05,1
85.8,39.8,500,0,2.07059e-05,1
86,39.8,500,0,3.26676e-05,1
86.2,39.8,500,0,4.74391e-05,1
86.4,39.8,500,0,6.34092e-05,1
86.6,39.8,500,0,7.80125e-05,1
86.8,39.8,500,0,8.83429e-05,1
87,39.8,500,0,9.20819e-05,1
87.2,39.8,500,0,8.83429e-05,1
87.4,39.8,500,0,7.80125e-05,1
87.6,39.8,500,0,6.34092e-05,1
87.8,39.8,500,0,4.74391e-05,1
88,39.8,500,0,3.26676e-05,1
88.2,39.8,500,0,2.69316e-05,1
88.4,39.8,500,0,3.07305e-05,1
88.6,39.8,500,0,5.79978e-05,1
88.8,39.8,500,0,0.000134372,1
89,39.8,500,0,0.00030793,1
89.2,39.8,500,0,0.000666485,1
89.4,39.8,500,0,0.00132995,1
89.6,39.8,500,0,0.00244671,1
89.8,39.8,500,0,0.00414986,1
90,39.8,500,0,0.00648913,1
90.2,39.8,500,0,0.00935492,1
90.4,39.8,500,0,0.0124335,1
90.6,39.8,500,0,0.0152352,1
90.8,39.8,500,0,0.0172107,1
91,39.8,500,0,0.0179246,1
91.2,39.8,500,0,0.0172107,1
91.4,39.8,500,0,0.0152352,1
91.6,39.8,500,0,0.0124335,1
91.8,39.8,500,0,0.00935492,1
92,39.8,500,0,0.00648913,1
92.2,39.8,500,0,0.00414986,1
92.4,39.8,500,0,0.00244671,1
92.6,39.8,500,0,0.00132995,1
92.8,39.8,500,0,0.000666485,1
93,39.8,500,0,0.00030793,1
93.2,39.8,500,0,0.000131166,1
93.4,39.8,500,0,5.15108e-05,1
93.6,39.8,500,0,1.86504e-05,1
93.8,39.8,500,0,6.22573e-06,1
94.2,39.8,500,0,8.19129e-06,1
94.4,39.8,500,0,3.21916e-05,1
94.6,39.8,500,0,8.84495e-05,1
94.8,39.8,500,0,0.000224159,1
95,39.8,500,0,0.00052704,1
95.2,39.8,500,0,0.00113382,1
95.4,39.8,500,0,0.00226142,1
95.6,39.8,500,0,0.00415128,1
95.8,39.8,500,0,0.00703574,1
96,39.8,500,0,0.0110114,1
96.2,39.8,500,0,0.0159195,1
96.4,39.8,500,0,0.0212727,1
96.6,39.8,500,0,0.0262967,1
96.8,39.8,500,0,0.0301144,1
97,39.8,500,0,0.0320027,1
97.2,39.8,500,0,0.0316407,1
97.4,39.8,500,0,0.0292038,1
97.6,39.8,500,0,0.0252749,1
97.8,39.8,500,0,0.0206223,1
98,39.8,500,0,0.0159581,1
98.2,39.8,500,0,0.0117809,1
98.4,39.8,500,0,0.00833648,1
98.6,39.8,500,0,0.00566899,1
98.8,39.8,500,0,0.00370728,1
99,39.8,500,0,0.00232413,1
99.2,39.8,500,0,0.00139271,1
99.4,39.8,500,0,0.000795465,1
99.6,39.8,500,0,0.000432631,1
99.8,39.8,500,0,0.00022181,1
100,39.8,500,0,0.000105966,1
100.2,39.8,500,0,5.20969e-05,1
100.4,39.8,500,0,2.50808e-05,1
100.6,39.8,500,0,5.47583e-06,1
58,39.6,500,0,6.77173e-06,1
58.2,39.6,500,0,2.0222e-05,1
58.4,39.6,500,0,5.56884e-05,1
58.6,39.6,500,0,0.000141422,1
58.8,39.6,500,0,0.000331193,1
59,39.6,500,0,0.000715244,1
59.2,39.6,500,0,0.00142441,1
59.4,39.6,500,0,0.0026159,1
59.6,39.6,500,0,0.00443007,1
59.8,39.6,500,0,0.00691838,1
60,39.6,500,0,0.00996325,1
60.2,39.6,500,0,0.0132312,1
60.4,39.6,500,0,0.0162031,1
60.6,39.6,500,0,0.0183025,1
60.8,39.6,500,0,0.0190658,1
61,39.6,500,0,0.0183225,1
61.2,39.6,500,0,0.0162589,1
61.4,39.6,500,0,0.0133415,1
61.6,39.6,500,0,0.0101696,1
61.8,39.6,500,0,0.00728803,1
62,39.6,500,0,0.00507013,1
62.2,39.6,500,0,0.00369471,1
62.4,39.6,500,0,0.00319696,1
62.6,39.6,500,0,0.00354159,1
62.8,39.6,500,0,0.00466685,1
63,39.6,500,0,0.00647576,1
63.2,39.6,500,0,0.00878832,1
63.4,39.6,500,0,0.0112972,1
63.6,39.6,500,0,0.013575,1
63.8,39.6,500,0,0.0151552,1
64,39.6,500,0,0.0156771,1
64.2,39.6,500,0,0.0149959,1
64.4,39.6,500,0,0.0132513,1
64.6,39.6,500,0,0.0108155,1
64.8,39.6,500,0,0.00815177,1
65,39.6,500,0,0.00568309,1
65.2,39.6,500,0,0.00369038,1
65.4,39.6,500,0,0.00228514,1
65.6,39.6,500,0,0.00145549,1
65.8,39.6,500,0,0.00112612,1
66,39.6,500,0,0.00123513,1
66.2,39.6,500,0,0.00175994,1
66.4,39.6,500,0,0.00273138,1
66.6,39.6,500,0,0.0042281,1
66.8,39.6,500,0,0.00633052,1
67,39.6,500,0,0.00905752,1
67.2,39.6,500,0,0.012301,1
67.4,39.6,500,0,0.0157589,1
67.6,39.6,500,0,0.0189577,1
67.8,39.6,500,0,0.0213563,1
68,39.6,500,0,0.0224767,1
68.2,39.6,500,0,0.0221133,1
68.4,39.6,500,0,0.0204152,1
68.6,39.6,500,0,0.0178908,1
68.8,39.6,500,0,0.0153146,1
69,39.6,500,0,0.013589,1
69.2,39.6,500,0,0.0135985,1
69.4,39.6,500,0,0.0160401,1
69.6,39.6,500,0,0.0212751,1
69.8,39.6,500,0,0.0291717,1
70,39.6,500,0,0.039002,1
70.2,39.6,500,0,0.0494853,1
70.4,39.6,500,0,0.0590788,1
70.6,39.6,500,0,0.0664335,1
70.8,39.6,500,0,0.0708221,1
71,39.6,500,0,0.0723135,1
71.2,39.6,500,0,0.0716637,1
71.4,39.6,500,0,0.0698534,1
71.6,39.6,500,0,0.0676652,1
71.8,39.6,500,0,0.0654437,1
72,39.6,500,0,0.0631732,1
72.2,39.6,500,0,0.0607206,1
72.4,39.6,500,0,0.0580879,1
72.6,39.6,500,0,0.0554523,1
72.8,39.6,500,0,0.0530901,1
73,39.6,500,0,0.0513084,1
73.2,39.6,500,0,0.0504343,1
73.4,39.6,500,0,0.0509294,1
73.6,39.6,500,0,0.0533854,1
73.8,39.6,500,0,0.0584597,1
74,39.6,500,0,0.0664882,1
74.2,39.6,500,0,0.0771656,1
74.4,39.6,500,0,0.089381,1
74.6,39.6,500,0,0.101375,1
74.8,39.6,500,0,0.111188,1
75,39.6,500,0,0.117297,1
75.2,39.6,500,1,0.119106,1
75.4,39.6,500,0,0.117057,1
75.6,39.6,500,0,0.112464,1
75.8,39.6,500,0,0.107076,1
76,39.6,500,0,0.102613,1
76.2,39.6,500,0,0.10042,1
76.4,39.6,500,0,0.101202,1
76.6,39.6,500,0,0.104847,1
76.8,39.6,500,0,0.110332,1
77,39.6,500,0,0.115788,1
77.2,39.6,500,0,0.118862,1
77.4,39.6,500,1,0.117389,1
77.6,39.6,500,0,0.110134,1
77.8,39.6,500,0,0.0972918,1
78,39.6,500,0,0.080447,1
78.2,39.6,500,0,0.0620067,1
78.4,39.6,500,0,0.0444402,1
78.6,39.6,500,0,0.0295725,1
78.8,39.6,500,0,0.0182507,1
79,39.6,500,0,0.0104404,1
79.2,39.6,500,0,0.00553046,1
79.4,39.6,500,0,0.00271745,1
79.6,39.6,500,0,0.00123724,1
79.8,39.6,500,0,0.00051856,1
80,39.6,500,0,0.000200852,1
80.2,39.6,500,0,7.27439e-05,1
80.4,39.6,500,0,1.80534e-05,1
85,39.6,500,0,3.9959e-06,1
85.2,39.6,500,0,8.80274e-06,1
85.4,39.6,500,0,1.78451e-05,1
85.6,39.6,500,0,3.32904e-05,1
85.8,39.6,500,0,5.71498e-05,1
86,39.6,500,0,9.02829e-05,1
86.2,39.6,500,0,0.000131247,1
86.4,39.6,500,0,0.000175577,1
86.6,39.6,500,0,0.000216141,1
86.8,39.6,500,0,0.00024485,1
87,39.6,500,0,0.000255243,1
87.2,39.6,500,0,0.00024485,1
87.4,39.6,500,0,0.000216141,1
87.6,39.6,500,0,0.000175577,1
87.8,39.6,500,0,0.000131247,1
88,39.6,500,0,9.02829e-05,1
88.2,39.6,500,0,6.36171e-05,1
88.4,39.6,500,0,5.2726e-05,1
88.6,39.6,500,0,7.16826e-05,1
88.8,39.6,500,0,0.000146265,1
89,39.6,500,0,0.000327506,1
89.2,39.6,500,0,0.000701773,1
89.4,39.6,500,0,0.00140317,1
89.6,39.6,500,0,0.00258598,1
89.8,39.6,500,0,0.00439279,1
90,39.6,500,0,0.0068779,1
90.2,39.6,500,0,0.0099259,1
90.4,39.6,500,0,0.0132033,1
90.6,39.6,500,0,0.0161879,1
90.8,39.6,500,0,0.0182934,1
91,39.6,500,0,0.0190545,1
91.2,39.6,500,0,0.0182934,1
91.4,39.6,500,0,0.0161879,1
91.6,39.6,500,0,0.0132033,1
91.8,39.6,500,0,0.0099259,1
92,39.6,500,0,0.0068779,1
92.2,39.6,500,0,0.00439279,1
92.4,39.6,500,0,0.00258598,1
92.6,39.6,500,0,0.00140317,1
92.8,39.6,500,0,0.000701773,1
93,39.6,500,0,0.00032351,1
