Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
55,40,500,0,6.8221e-06,1
55.2,40,500,0,7.62644e-06,1
55.4,40,500,0,8.19477e-06,1
55.6,40,500,0,1.32192e-05,1
55.8,40,500,0,2.1788e-05,1
56,40,500,0,3.10141e-05,1
56.2,40,500,0,4.45518e-05,1
56.4,40,500,0,6.27813e-05,1
56.6,40,500,0,8.47748e-05,1
56.8,40,500,0,0.000109114,1
57,40,500,0,0.000135778,1
57.2,40,500,0,0.000153731,1
57.4,40,500,0,0.000161888,1
57.6,40,500,0,0.000159069,1
57.8,40,500,0,0.000146507,1
58,40,500,0,0.000127218,1
58.2,40,500,0,0.000104834,1
58.4,40,500,0,8.2513e-05,1
58.6,40,500,0,5.972e-05,1
58.8,40,500,0,4.14311e-05,1
59,40,500,0,2.95457e-05,1
59.2,40,500,0,2.00649e-05,1
59.4,40,500,0,1.1044e-05,1
59.6,40,500,0,7.00926e-06,1
59.8,40,500,0,4.09563e-06,1
61.2,40,500,0,8.06837e-06,1
61.4,40,500,0,2.40176e-05,1
61.6,40,500,0,6.59461e-05,1
61.8,40,500,0,0.000167019,1
62,40,500,0,0.00039017,1
62.2,40,500,0,0.000840724,1
62.4,40,500,0,0.00167633,1
62.6,40,500,0,0.00307814,1
62.8,40,500,0,0.00521775,1
63,40,500,0,0.00816811,1
63.2,40,500,0,0.0118159,1
63.4,40,500,0,0.0158091,1
63.6,40,500,0,0.0195888,1
63.8,40,500,0,0.0225208,1
64,40,500,0,0.0240865,1
64.2,40,500,0,0.0240507,1
64.4,40,500,0,0.0225245,1
64.6,40,500,0,0.0198971,1
64.8,40,500,0,0.0166801,1
65,40,500,0,0.0133473,1
65.2,40,500,0,0.010238,1
65.4,40,500,0,0.00753935,1
65.6,40,500,0,0.00532874,1
65.8,40,500,0,0.00360309,1
66,40,500,0,0.00233375,1
66.2,40,500,0,0.00147234,1
66.4,40,500,0,0.000962493,1
66.6,40,500,0,0.000752945,1
66.8,40,500,0,0.000784927,1
67,40,500,0,0.001019,1
67.2,40,500,0,0.00140699,1
67.4,40,500,0,0.00190198,1
67.6,40,500,0,0.00246812,1
67.8,40,500,0,0.00310059,1
68,40,500,0,0.00387899,1
68.2,40,500,0,0.00500801,1
68.4,40,500,0,0.00678754,1
68.6,40,500,0,0.00960947,1
68.8,40,500,0,0.0138271,1
69,40,500,0,0.0195851,1
69.2,40,500,0,0.0267298,1
69.4,40,500,0,0.0346845,1
69.6,40,500,0,0.042582,1
69.8,40,500,0,0.0494276,1
70,40,500,0,0.05437,1
70.2,40,500,0,0.0569613,1
70.4,40,500,0,0.0572895,1
70.6,40,500,0,0.055949,1
70.8,40,500,0,0.0538493,1
71,40,500,0,0.0519593,1
71.2,40,500,0,0.0510179,1
71.4,40,500,0,0.0514944,1
71.6,40,500,0,0.0535442,1
71.8,40,500,0,0.0571704,1
72,40,500,0,0.0622823,1
72.2,40,500,0,0.0687402,1
72.4,40,500,0,0.0763378,1
72.6,40,500,0,0.0847293,1
72.8,40,500,0,0.0935423,1
73,40,500,0,0.102439,1
73.2,40,500,0,0.11118,1
73.4,40,500,0,0.11969,1
