Longitude,Latitude,Depth,Observed Count,Smoothed Rate,b-value
61.2,40,500,0,1.02224e-05,1
61.4,40,500,0,4.34374e-05,1
61.6,40,500,0,0.000171044,1
61.8,40,500,0,0.000562229,1
62,40,500,0,0.00161898,1
62.2,40,500,0,0.00408973,1
62.4,40,500,0,0.00907752,1
62.6,40,500,0,0.0177359,1
62.8,40,500,0,0.0305633,1
63,40,500,0,0.0465451,1
63.2,40,500,0,0.0627589,1
63.4,40,500,0,0.075035,1
63.6,40,500,0,0.0796298,1
63.8,40,500,0,0.075035,1
64,40,500,0,0.0627589,1
64.2,40,500,0,0.0465451,1
64.4,40,500,0,0.0305633,1
64.6,40,500,0,0.0177359,1
64.8,40,500,0,0.00907752,1
65,40,500,0,0.00408973,1
65.2,40,500,0,0.00161898,1
65.4,40,500,0,0.000562229,1
65.6,40,500,0,0.000171044,1
65.8,40,500,0,4.34374e-05,1
66,40,500,0,1.02224e-05,1
69.4,40,500,0,8.68028e-06,1
69.6,40,500,0,2.12642e-05,1
69.8,40,500,0,4.66392e-05,1
70,40,500,0,0.000111153,1
70.2,40,500,0,0.00027131,1
70.4,40,500,0,0.000628565,1
70.6,40,500,0,0.00131672,1
70.8,40,500,0,0.00244467,1
71,40,500,0,0.00398879,1
71.2,40,500,0,0.00571582,1
71.4,40,500,0,0.00731183,1
71.6,40,500,0,0.0086182,1
71.8,40,500,0,0.0100307,1
72,40,500,0,0.0126933,1
72.2,40,500,0,0.0183093,1
72.4,40,500,0,0.0283278,1
72.6,40,500,0,0.0431767,1
72.8,40,500,0,0.0612775,1
73,40,500,0,0.0793598,1
73.2,40,500,1,0.0933518,1
73.4,40,500,0,0.100186,1
73.6,40,500,0,0.0994789,1
73.8,40,500,0,0.0936021,1
74,40,500,0,0.0860966,1
74.2,40,500,0,0.0795323,1
74.4,40,500,0,0.0743394,1
74.6,40,500,0,0.0694403,1
74.8,40,500,0,0.0639304,1
75,40,500,0,0.0585961,1
75.2,40,500,0,0.0555358,1
75.4,40,500,0,0.0564176,1
75.6,40,500,0,0.0608142,1
75.8,40,500,0,0.0662514,1
