lon,lat,nu
100.2,3.4,0.01231
100.2,3.6,0.005449
100.2,3.8,0.003047
100.2,4,0.002934
100.4,3.6,0.003403
100.4,3.8,0.001403
100.4,4,0.00109
100.6,3.6,0.002249
100.6,3.8,0.000722
60,24,0.002703
60,24.2,0.003167
60,24.4,0.003118
60,24.6,0.002865
60,24.8,0.003
60,25,0.004375
60,25.2,0.00821
60,25.4,0.016184
60,25.6,0.029302
60,25.8,0.046121
60,26,0.062255
60,26.2,0.072197
60,26.4,0.072487
60,26.6,0.064186
60,26.8,0.053244
60,27,0.047583
60,27.2,0.05103
60.2,23.8,0.000678
60.2,24,0.001075
60.2,24.2,0.00153
60.2,24.4,0.00214
60.2,24.6,0.00311
60.2,24.8,0.004573
60.2,25,0.006875
60.2,25.2,0.010913
60.2,25.4,0.018791
60.2,25.6,0.032908
60.2,25.8,0.053545
60.2,26,0.076395
60.2,26.2,0.093066
60.2,26.4,0.095829
60.2,26.6,0.083735
60.2,26.8,0.064531
60.2,27,0.049414
60.2,27.2,0.044598
60.4,23.8,0.000285
60.4,24,0.000665
60.4,24.2,0.001505
60.4,24.4,0.003177
60.4,24.6,0.005915
60.4,24.8,0.009562
60.4,25,0.013799
60.4,25.2,0.019368
60.4,25.4,0.02924
60.4,25.6,0.047997
60.4,25.8,0.077952
60.4,26,0.11386
60.4,26.2,0.141915
60.4,26.4,0.14754
60.4,26.6,0.127137
60.4,26.8,0.092123
60.4,27,0.059943
60.4,27.2,0.041163
60.4,27.4,0.034442
60.6,21.6,0.001251
60.6,21.8,0.000839
60.6,22,0.000565
60.6,22.2,0.000401
60.6,23.8,0.000259
60.6,24,0.000867
60.6,24.2,0.002468
60.6,24.4,0.005805
60.6,24.6,0.011264
60.6,24.8,0.018276
60.6,25,0.025705
60.6,25.2,0.033922
60.6,25.4,0.047031
60.6,25.6,0.072385
60.6,25.8,0.11475
60.6,26,0.167455
60.6,26.2,0.209832
60.6,26.4,0.218789
60.6,26.6,0.187577
60.6,26.8,0.1324
60.6,27,0.078938
60.6,27.2,0.043442
60.6,27.4,0.026381
60.6,27.6,0.019534
60.8,21.2,0.006655
60.8,21.4,0.005368
60.8,21.6,0.00374
60.8,21.8,0.002263
60.8,22,0.0012
60.8,22.2,0.000564
60.8,22.4,0.000241
60.8,22.6,9.4e-05
60.8,23.6,7.9e-05
60.8,23.8,0.000363
60.8,24,0.001334
60.8,24.2,0.003925
60.8,24.4,0.00936
60.8,24.6,0.018199
60.8,24.8,0.029393
60.8,25,0.0407
