YEAR	MONTH	DAY	HH	MM	SS	LAT	LON	DEPTH	DEPTH_ERR	NMAG_TYPE	MAG	MAG_ERR	MAG_MW	MAG_MW_ERR	SOURCE	SHOCK_TYPE
1974	10	30	2	33	35.99	35.6821	77.6452	89.4	11	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1974	10	31	4	26	26.6	31.6039	84.8548	33	-1	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1974	10	31	9	1	57.12	3.4777	99.2263	0	-1	mb	4.9	-1	5.1	0.41	ISC	Mainshock
1974	11	6	16	56	48.12	38.6083	73.3223	0	-1	mb	4.4	-1	4.6	0.41	ISC	Mainshock
1974	11	8	2	28	16	36.2	70.7	160	-1	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1974	11	8	6	49	8.38	39.5437	74.1959	0	-1	mb	4.2	-1	4.4	0.41	ISC	Aftershock
1974	11	10	4	31	47.34	39.3707	73.7315	45.4	5	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1974	11	10	6	55	51.77	31.3808	86.3732	33	-1	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1974	11	11	13	14	0.68	36.6649	71.4813	174.5	4	mb	4.2	-1	4.4	0.41	ISC	Mainshock
1974	11	13	23	21	26.77	36.0597	72.9621	81.3	21	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1974	11	14	0	13	23.45	37.13	68.0085	38.9	11	mb	4.2	-1	4.4	0.41	ISC	Mainshock
1974	11	15	17	37	47.08	27.7388	62.4979	75.3	6	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1974	11	15	22	31	28.37	37.5633	76.8456	21.1	9	mb	4.8	-1	5	0.41	ISC	Mainshock
1974	11	16	4	53	11.57	20.0578	98.1668	33	-1	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1974	11	16	16	18	34.38	33.0141	76.2285	35.8	4	mb	4.8	-1	5	0.41	ISC	Mainshock
1974	11	16	22	7	24.76	24.862	95.35	135.3	5.41	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1974	11	17	15	5	45.16	32.802	55.048	10.7	5.16	mb	5	-1	5.2	0.42	ISC	Mainshock
1974	11	21	19	45	11.22	19.9908	94.9885	78.2	6	mb	4.8	-1	5	0.41	ISC	Mainshock
1974	11	22	6	51	36.26	33.502	76.7051	48.6	25	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1974	11	23	3	31	57.75	38.2159	55.3305	0	-1	mb	4.1	-1	4.3	0.41	ISC	Mainshock
1974	11	24	10	48	22.94	39.6797	77.4613	76	19	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1974	11	25	22	3	33.8	39.5864	75.3159	63.1	4	mb	4.7	-1	4.9	0.41	ISC	Foreshock
1974	11	26	0	59	25.62	36.3523	55.1214	75.5	18	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1974	11	26	23	0	43.86	9.6533	57.9613	35.7	25	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1974	11	28	-1	-1	-1	15.6	80.2	-1	-1	MW	3.9	-1	3.8	0.46	JS2004a	Mainshock
1974	11	28	14	57	46.52	39.5859	75.3409	56.9	5	mb	4.8	-1	5	0.41	ISC	Mainshock
1974	11	30	17	35	34.16	36.5631	70.9628	187.9	3	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1974	12	1	0	9	54.01	36.4819	70.3161	205.1	2	mb	4.4	-1	4.6	0.41	ISC	Aftershock
1974	12	1	14	23	22.96	3.6006	96.9315	111.1	7	mb	4.2	-1	4.4	0.41	ISC	Mainshock
1974	12	2	1	8	45.33	24.4382	95.3095	106.8	6	mb	4.9	-1	5.1	0.41	ISC	Mainshock
1974	12	2	9	5	43.28	28.034	55.862	14.6	0	mb	5.4	-1	5.6	0.42	ISC	Mainshock
1974	12	7	13	55	3.58	23.8756	93.6913	77.5	8	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1974	12	8	3	56	9.11	36.5513	71.2101	219.5	5	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1974	12	8	6	51	49.47	38.637	70.015	10	0	mb	4.8	-1	5	0.41	ISC	Mainshock
1974	12	9	-1	-1	-1	14.5	77.1	-1	-1	MW	3.3	-1	3.2	0.46	JS2004a	Mainshock
1974	12	10	1	41	8.92	36.46	70.494	217.6	1.45	mb	5.3	-1	5.5	0.42	ISC	Aftershock
1974	12	10	19	50	15.65	27.909	65.2533	54.2	10	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1974	12	14	13	54	56.78	2.0639	97.9741	101.6	12	mb	4.8	-1	5	0.41	ISC	Mainshock
1974	12	16	21	26	9.23	3.8862	95.531	40.6	23	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1974	12	18	2	31	52.83	39.3322	73.8259	46.5	6	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1974	12	18	3	26	11.39	37.2446	72.8254	44.9	8	mb	4.2	-1	4.4	0.41	ISC	Mainshock
1974	12	19	-1	-1	-1	12.2	77.1	-1	-1	MW	3.3	-1	3.2	0.46	JS2004a	Mainshock
1974	12	20	-1	-1	-1	12.5	78.2	-1	-1	MW	3.5	-1	3.4	0.46	JS2004a	Mainshock
1974	12	20	3	28	52.51	26.6126	61.1735	50.2	9	mb	4.9	-1	5.1	0.41	ISC	Mainshock
1974	12	21	20	40	2.11	25.489	97.4644	33	-1	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1974	12	23	9	45	40.4	29.314	81.459	15	0	mb	5.2	-1	5.4	0.42	ISC	Mainshock
1974	12	24	0	40	40.8	31.1874	86.5002	33	-1	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1974	12	24	9	42	9.12	25.5503	64.84	33	-1	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1974	12	24	19	55	32.5	36.487	70.457	210.7	3	mb	4.2	-1	4.4	0.41	ISC	Aftershock
1974	12	28	12	11	43.79	35.0552	72.9115	12.3	2.37	mb	5.9	-1	6.2	0.2	ISC	Mainshock
1974	12	28	12	46	11.06	35.404	73.3193	44.9	-1	mb	4.8	-1	5	0.41	ISC	Aftershock
1974	12	28	19	2	35.26	35.0807	72.8887	56.3	22	mb	4.2	-1	4.4	0.41	ISC	Aftershock
1974	12	28	22	28	19.66	35.002	72.991	35	0	mb	5	-1	5.2	0.42	ISC	Aftershock
1974	12	28	22	38	53.24	34.9946	73.1013	67.6	7	mb	4.8	-1	5	0.41	ISC	Aftershock
1974	12	29	4	59	7.78	39.192	71.703	35	0	mb	4.8	-1	5	0.41	ISC	Mainshock
1974	12	30	4	47	44.78	36.028	69.704	102.6	3.87	mb	5.4	-1	5.6	0.42	ISC	Foreshock
1974	12	30	16	24	53.89	36.6853	71.0856	92.3	5	mb	4.6	-1	4.8	0.41	ISC	Foreshock
1975	1	3	23	21	12.9	38.8309	73.4334	192.9	34	mb	3.8	-1	4	0.41	ISC	Mainshock
1975	1	4	12	28	40.73	38.583	97.465	5	0	mb	5.3	-1	5.5	0.42	ISC	Mainshock
1975	1	10	4	1	1.59	36.9616	71.8033	163.2	11	mb	4.4	-1	4.6	0.41	ISC	Mainshock
1975	1	13	3	45	17.39	25.1345	94.5491	33	-1	mb	4.4	-1	4.6	0.41	ISC	Mainshock
1975	1	14	17	18	37.09	30.5639	97.2426	18.6	20	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	1	16	0	52	3	36.7	70.4	96	-1	mb	5.4	-1	5.6	0.42	ISC	Mainshock
1975	1	16	4	28	27.46	36.8544	70.3697	160	-1	mb	4.4	-1	4.6	0.41	ISC	Aftershock
1975	1	16	21	51	50.28	36.7738	71.0348	170.1	12	mb	3.9	-1	4.1	0.41	ISC	Aftershock
1975	1	17	11	39	22.46	37.1308	72.1449	234.2	10	mb	3.8	-1	4	0.41	ISC	Mainshock
1975	1	17	15	9	44.05	22.707	93.916	35	0	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1975	1	18	0	16	40.45	39.1408	74.3426	46.4	6	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	1	18	10	13	17.02	37.7585	73.2854	227.3	14	mb	3.8	-1	4	0.41	ISC	Mainshock
1975	1	19	8	0	20.35	32.369	78.644	13.3	3.02	mb	5.1	-1	5.3	0.42	ISC	Foreshock
1975	1	19	8	1	59.83	32.368	78.49	5	0	mb	6.2	-1	6.8	0.2	ISC	Mainshock
1975	1	19	8	12	10.01	31.895	78.552	35	0	mb	5.8	-1	6	0.42	ISC	Aftershock
1975	1	19	8	18	23.26	31.9825	78.5128	33	-1	mb	4.8	-1	5	0.41	ISC	Aftershock
1975	1	19	9	12	57.78	32.2641	78.6649	54	15	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	1	19	13	4	38.73	32.071	78.654	35	0	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	1	19	16	16	6.71	32.2583	78.5144	0	-1	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	1	19	17	41	6.75	32.8064	79.2069	33	-1	mb	4.2	-1	4.4	0.41	ISC	Mainshock
1975	1	20	4	37	28.4	32.4574	78.7627	7.3	35	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	1	20	4	40	30.75	32.2531	78.7316	0	-1	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	1	20	9	28	0.68	34.9363	73.1054	63.4	6	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1975	1	20	11	6	50.56	32.485	78.577	10.8	6.85	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	1	20	13	24	14.62	32.0977	78.4775	49	11	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	1	21	6	22	48.89	36.7962	71.5972	0	-1	mb	4.8	-1	5	0.41	ISC	Mainshock
1975	1	22	8	30	38.41	14.727	96.221	13.1	2.89	mb	5.1	-1	5.3	0.42	ISC	Mainshock
1975	1	22	17	26	37.96	31.878	78.563	35	0	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	1	22	18	12	26.48	3.9109	97.846	0	-1	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	1	23	1	37	42.63	27.4403	88.3715	33	-1	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1975	1	25	15	29	54.27	38.139	74.052	157.5	25	mb	3.9	-1	4.1	0.41	ISC	Mainshock
1975	1	27	-1	-1	-1	14.1	76.3	-1	-1	MW	3.5	-1	3.4	0.46	JS2004a	Mainshock
1975	1	27	8	10	20.46	32.28	78.606	35	0	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	1	27	9	23	36.26	32.0378	78.6937	19.3	18	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	1	27	13	41	41.73	32.498	78.596	35	0	mb	4.8	-1	5	0.41	ISC	Aftershock
1975	1	27	15	58	7.76	32.8358	78.4643	36.3	27	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1975	1	28	5	48	2.38	4.79	94.452	30	0	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	1	29	15	49	28.27	31.94	78.609	35	0	mb	4.8	-1	5	0.41	ISC	Aftershock
1975	1	31	12	38	57.51	28.084	84.716	60	0	mb	5	-1	5.2	0.42	ISC	Mainshock
1975	1	31	14	4	11.07	32.3172	78.4275	51.2	17	mb	4.4	-1	4.6	0.41	ISC	Aftershock
1975	2	1	14	19	22.07	32.561	93.596	4	6.5	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	2	1	18	16	49.14	35.855	73.12	35	0	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	2	2	8	22	56.54	37.674	71.205	0	-1	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1975	2	2	19	14	10.67	32.535	78.53	15	0	mb	5.1	-1	5.3	0.42	ISC	Mainshock
1975	2	3	14	11	52.88	39.3783	72.944	44.4	6	mb	4.1	-1	4.3	0.41	ISC	Mainshock
1975	2	5	5	43	48.11	37.04	71.745	144.7	3.03	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1975	2	6	6	39	48.71	27.9517	87.6741	63.3	22	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	2	9	10	25	12.32	3.1035	64.0655	33	-1	mb	5	-1	5.2	0.42	ISC	Mainshock
1975	2	9	12	20	11.68	36.3257	71.2247	109	15	mb	4	-1	4.2	0.41	ISC	Mainshock
1975	2	9	14	33	36.57	3.66	64.117	23.4	5.67	mb	5	-1	5.2	0.42	ISC	Mainshock
1975	2	9	15	24	0.35	3.4892	64.1424	33	-1	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	2	9	17	47	3.98	36.472	70.877	188.1	2.97	mb	4	-1	4.2	0.41	ISC	Mainshock
1975	2	9	21	45	39.66	36.641	70.9065	233	2	mb	3.9	-1	4.1	0.41	ISC	Mainshock
1975	2	9	23	26	37.22	29.7393	96.8227	33	-1	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1975	2	10	19	45	11.38	3.7597	64.0646	33	-1	mb	4.8	-1	5	0.41	ISC	Aftershock
1975	2	10	21	13	35.81	3.709	64.063	27.7	5.8	mb	4.8	-1	5	0.41	ISC	Aftershock
1975	2	11	3	46	37.6	36.1147	70.258	119.7	4	mb	4.4	-1	4.6	0.41	ISC	Mainshock
1975	2	11	6	41	32.44	32.0763	78.6598	33	-1	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	2	11	20	30	18.59	38.637	75.256	9.2	4.32	mb	5	-1	5.2	0.42	ISC	Foreshock
1975	2	11	20	44	37.11	38.8081	74.6797	0	-1	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1975	2	11	22	4	10.28	38.638	75.213	7.9	4.6	mb	5	-1	5.2	0.42	ISC	Mainshock
1975	2	13	3	20	59.85	38.5751	75.3856	42.4	7	mb	4.4	-1	4.6	0.41	ISC	Aftershock
1975	2	17	3	38	21.39	17.615	97.852	4.5	3.51	mb	5.5	-1	5.7	0.42	ISC	Mainshock
1975	2	17	8	10	31.49	36.4998	70.3614	205.8	2	mb	4	-1	4.2	0.41	ISC	Mainshock
1975	2	19	9	16	29.99	3.7	63.9935	33	-1	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1975	2	20	18	28	32.1	37.2119	71.6199	126	3	mb	4.8	-1	5	0.41	ISC	Mainshock
1975	2	23	12	29	43.44	36.5684	70.6625	98.8	31	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1975	2	25	-1	-1	-1	15.3	79.6	-1	-1	MW	3.9	-1	3.8	0.46	JS2004a	Mainshock
1975	2	25	6	27	56.63	38.2444	72.9769	40.4	6	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	2	25	10	4	39.62	38.2199	72.9855	59.8	9	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	2	27	9	1	51.55	36.1917	69.5309	176.5	2	mb	3.9	-1	4.1	0.41	ISC	Mainshock
1975	2	28	-1	-1	-1	12.3	75.5	-1	-1	MW	3.5	-1	3.4	0.46	JS2004a	Mainshock
1975	2	28	10	55	52.78	36.99	71.425	97.9	3.01	mb	4.9	-1	5.1	0.41	ISC	Foreshock
1975	2	28	23	56	37.93	36.479	70.704	196.8	2.6	mb	5.2	-1	5.4	0.42	ISC	Foreshock
1975	3	3	2	14	54.97	22.416	94.72	65	0	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1975	3	3	9	48	24.28	36.426	70.907	188.2	1.62	mb	5.3	-1	5.5	0.42	ISC	Mainshock
1975	3	3	19	24	24.15	24.138	93.499	33.5	0	mb	4.8	-1	5	0.41	ISC	Mainshock
1975	3	4	-1	-1	-1	12.5	78.2	-1	-1	MW	3.4	-1	3.3	0.46	JS2004a	Mainshock
1975	3	4	0	24	55.78	10.6368	93.2091	0	-1	mb	4.9	-1	5.1	0.41	ISC	Mainshock
1975	3	4	17	0	53.34	36.251	71.578	94	4.68	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	3	4	20	46	43.92	29.4148	99.4932	33	-1	mb	4.4	-1	4.6	0.41	ISC	Mainshock
1975	3	5	2	31	11.7	37.3126	67.6572	74.6	15	mb	4.1	-1	4.3	0.41	ISC	Mainshock
1975	3	7	7	4	42.17	27.479	56.224	11	0	mb	5.8	-1	6	0.42	ISC	Mainshock
1975	3	7	14	26	56.8	27.486	56.238	15.7	2.61	mb	5.1	-1	5.3	0.42	ISC	Aftershock
1975	3	7	15	36	43.39	27.6285	56.3115	50.2	9	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	3	7	17	42	30	27.2655	56.4549	33	-1	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	3	7	18	58	32.59	27.3833	56.4903	33.8	6	mb	4.1	-1	4.3	0.41	ISC	Aftershock
1975	3	7	20	2	0.43	28.7216	56.4308	0	-1	mb	4	-1	4.2	0.41	ISC	Mainshock
1975	3	7	20	27	57.56	27.847	56.597	0	-1	mb	4.2	-1	4.4	0.41	ISC	Aftershock
1975	3	7	21	4	45.86	27.7276	56.1852	39.6	10	mb	4	-1	4.2	0.41	ISC	Aftershock
1975	3	7	23	25	28.76	27.7885	56.3649	49.4	8	mb	3.9	-1	4.1	0.41	ISC	Aftershock
1975	3	9	6	39	42.91	27.31	56.234	16.3	4.84	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	3	9	15	0	3.67	27.5218	55.1721	0	-1	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1975	3	9	18	22	15.23	27.383	56.3102	33.1	11	mb	4.3	-1	4.5	0.41	ISC	Aftershock
1975	3	10	3	7	3.96	32.202	78.805	35	0	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	3	10	12	0	52	36.4	70.6	160	-1	mb	4	-1	4.2	0.41	ISC	Mainshock
1975	3	11	13	39	35.41	32.1521	78.5416	56.3	22	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	3	13	8	11	36.79	11.032	95.016	12.3	3.38	mb	4.8	-1	5	0.41	ISC	Mainshock
1975	3	13	14	32	20.78	17.0082	93.8376	13.9	24	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1975	3	14	18	48	42.78	34.046	95.529	15	0	mb	4.8	-1	5	0.41	ISC	Mainshock
1975	3	16	10	23	10.73	29.672	68.596	35	0	mb	5	-1	5.2	0.42	ISC	Foreshock
1975	3	18	7	3	20.04	36.9365	86.3335	33	-1	mb	4.1	-1	4.3	0.41	ISC	Mainshock
1975	3	18	9	20	48.89	38.6177	75.3182	46.2	4	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	3	18	18	44	14.77	35.147	86.592	8.3	4.7	mb	5.1	-1	5.3	0.42	ISC	Mainshock
1975	3	22	15	32	12.58	29.947	69.02	7	4.13	mb	5.1	-1	5.3	0.42	ISC	Foreshock
1975	3	22	17	15	8.55	39.5426	72.3975	0	-1	mb	4.2	-1	4.4	0.41	ISC	Mainshock
1975	3	23	1	19	34.52	35.5332	74.8416	33	-1	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	3	23	21	34	33.86	3.9401	63.4684	33	-1	mb	5	-1	5.2	0.42	ISC	Mainshock
1975	3	24	5	33	45.47	29.617	68.65	3.7	3.25	mb	5.4	-1	5.6	0.42	ISC	Mainshock
1975	3	24	20	53	6.14	32.0329	78.5347	47.8	10	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	3	26	4	47	15.5	31.9947	78.4007	33	-1	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	3	26	13	20	8.34	36.5221	70.7566	219.9	2	mb	4.2	-1	4.4	0.41	ISC	Mainshock
1975	3	26	14	36	28.19	26.2433	66.9288	53.7	17	mb	4.4	-1	4.6	0.41	ISC	Mainshock
1975	3	26	16	19	18.07	19.672	68.568	12.2	3.62	mb	5.1	-1	5.3	0.42	ISC	Mainshock
1975	3	27	15	58	3	39.3	69.6	33	-1	mb	4.1	-1	4.3	0.41	ISC	Mainshock
1975	3	28	-1	-1	-1	14.5	79.3	-1	-1	MW	3.3	-1	3.2	0.46	JS2004a	Mainshock
1975	3	28	5	52	32.53	36.412	70.784	211.2	3.41	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1975	3	30	10	44	26.31	2.764	99.125	155	0	mb	4.8	-1	5	0.41	ISC	Mainshock
1975	3	31	13	2	33.92	37.2069	71.957	159.7	3	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1975	4	1	16	18	45.14	31.9023	78.3908	40.1	11	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	4	2	2	43	3.91	36.2808	70.9817	99.6	14	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1975	4	6	9	9	49.23	36.5884	71.2489	228.6	2	mb	4.3	-1	4.5	0.41	ISC	Mainshock
1975	4	6	10	17	6.4	35.8422	70.4665	107.6	3	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	4	7	6	41	2.95	34.9085	72.9663	53.1	5	mb	5	-1	5.2	0.42	ISC	Mainshock
1975	4	8	0	40	5.12	26.4854	66.636	27	-1	mb	4.2	-1	4.4	0.41	ISC	Mainshock
1975	4	9	3	28	28.14	30.8155	84.7929	11.2	14	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	4	9	4	3	32.31	36.2808	71.0494	137.1	3	mb	4.4	-1	4.6	0.41	ISC	Mainshock
1975	4	9	21	45	40.6	32.0795	78.6583	16.1	26	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	4	9	22	25	33.05	38.005	72.621	109.5	3.22	mb	5.3	-1	5.5	0.42	ISC	Mainshock
1975	4	10	23	16	49.78	4.2364	62.6951	33	-1	mb	4.8	-1	5	0.41	ISC	Mainshock
1975	4	11	6	37	17	36.4307	71.2076	135.3	12	mb	3.9	-1	4.1	0.41	ISC	Mainshock
1975	4	11	16	22	40.91	37.5646	70.6748	0	-1	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1975	4	12	4	13	6.41	27.3621	56.4379	40.1	6	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	4	14	1	5	33.4	36.2863	69.6489	51.9	6	mb	4.4	-1	4.6	0.41	ISC	Mainshock
1975	4	14	12	59	3.82	36.6124	71.0238	220.2	2	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	4	15	0	16	58.26	2.3431	98.9976	136.6	50	mb	4.4	-1	4.6	0.41	ISC	Mainshock
1975	4	15	9	44	29.74	29.9743	69.3622	8	11	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	4	15	10	30	17.1	36.3146	71.1048	104.1	4	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	4	16	8	38	29.56	28.1015	99.5572	0	-1	mb	5.2	-1	5.4	0.42	ISC	Mainshock
1975	4	19	13	41	23	13.6726	55.9494	0	-1	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	4	19	13	45	51.05	14.341	56.476	23.6	3.52	mb	5.2	-1	5.4	0.42	ISC	Mainshock
1975	4	19	14	11	46.06	14.6544	56.1801	33	-1	mb	4.8	-1	5	0.41	ISC	Mainshock
1975	4	19	17	9	33.53	14.5416	56.4611	33	-1	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	4	19	17	10	54.56	14.33	56.418	15	0	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	4	19	17	21	36.03	14.44	56.258	25.6	4.55	mb	5.1	-1	5.3	0.42	ISC	Aftershock
1975	4	19	17	26	42.37	14.5274	56.5319	33	-1	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	4	19	17	33	26.89	14.6344	56.354	33	-1	mb	4.8	-1	5	0.41	ISC	Mainshock
1975	4	19	17	38	36.5	14.444	56.29	10	0	mb	4.8	-1	5	0.41	ISC	Aftershock
1975	4	19	17	45	58.93	14.4628	56.7709	33	-1	mb	4.6	-1	4.8	0.41	ISC	Mainshock
1975	4	19	17	50	52.3	14.531	56.368	15	0	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	4	19	18	5	17.07	14.7118	56.0041	33	-1	mb	4.7	-1	4.9	0.41	ISC	Mainshock
1975	4	19	18	9	28.96	14.425	56.326	26.5	2.49	mb	5.2	-1	5.4	0.42	ISC	Mainshock
1975	4	19	18	16	12.78	14.491	56.313	24.4	3.08	mb	5	-1	5.2	0.42	ISC	Aftershock
1975	4	19	18	43	58.32	14.42	56.427	13.8	5.36	MW	4.9	-1	5.1	0.34	EHB	Aftershock
1975	4	19	18	44	3.63	14.4581	56.4723	73.7	11	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	4	19	18	49	44.73	14.4896	56.2323	33	-1	mb	5	-1	5.2	0.42	ISC	Aftershock
1975	4	19	19	9	27.1	14.481	56.266	15	0	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	4	19	19	16	48.46	14.5383	56.0841	33	-1	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	4	19	19	25	17.29	14.3	55.9773	33	-1	mb	4.8	-1	5	0.41	ISC	Foreshock
1975	4	19	20	15	43.77	14.32	56.464	23.1	3.07	mb	5.3	-1	5.5	0.42	ISC	Mainshock
1975	4	19	21	21	14.6	14.375	56.434	22.6	3.53	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	4	19	21	29	48.79	14.316	56.262	10	0	mb	4.8	-1	5	0.41	ISC	Aftershock
1975	4	19	21	57	26.14	14.3191	56.3011	33	-1	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	4	19	22	53	51.71	14.4055	56.2279	37	34	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	4	19	23	29	10.07	14.348	56.372	24.2	3.47	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	4	20	0	8	52.37	12.9726	58.7574	33	-1	mb	4.5	-1	4.7	0.41	ISC	Mainshock
1975	4	20	0	59	51.94	14.2001	56.4829	52.2	16	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	4	20	2	6	37.13	14.4167	56.485	55.3	14	mb	4.8	-1	5	0.41	ISC	Aftershock
1975	4	20	3	41	7.62	14.212	56.505	28.8	6.99	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	4	20	5	9	41.67	14.2622	56.6582	33	-1	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	4	20	8	56	49.91	14.361	56.47	18.6	4.5	mb	5	-1	5.2	0.42	ISC	Aftershock
1975	4	20	9	55	7.38	14.433	56.464	27.5	9.59	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	4	20	9	59	56.36	14.3626	58.7472	0	-1	mb	4.9	-1	5.1	0.41	ISC	Mainshock
1975	4	20	10	29	16.21	14.4309	56.1453	33	-1	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	4	20	14	12	46.2	14.4993	56.0533	33	-1	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	4	20	14	39	8.59	14.4584	56.2828	33	-1	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	4	20	16	4	16.28	14.5361	56.1674	34.6	33	mb	4.5	-1	4.7	0.41	ISC	Aftershock
1975	4	20	21	22	47.65	14.473	56.426	25.1	6.14	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	4	20	22	42	43.41	14.4907	56.4597	33	-1	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	4	21	2	25	58.14	14.3598	56.44	40.7	17	mb	4.9	-1	5.1	0.41	ISC	Aftershock
1975	4	21	3	54	18.71	14.5441	56.1861	33	-1	mb	4.7	-1	4.9	0.41	ISC	Aftershock
1975	4	21	11	52	17.94	14.5535	56.2497	53.6	25	mb	4.6	-1	4.8	0.41	ISC	Aftershock
1975	4	21	15	7	25.19	14.4479	56.1913	59.4	37	mb	4.8	-1	5	0.41	ISC	Aftershock
1975	4	21	16	58	17.92	36.6194	71.051	250.6	1	mb	4.1	-1	4.3	0.41	ISC	Mainshock
