YEAR	MONTH	DAY	HH	MM	SS	LAT	LON	DEPTH	DEPTH_ERR	NMAG_TYPE	MAG	MAG_ERR	MAG_MW	MAG_MW_ERR	SOURCE	SHOCK_TYPE
2003	12	12	20	31	21.44	36.5545	70.8599	219.2	21	mb	3.3	-1	3.5	0.4	ISC	Mainshock
2003	12	12	23	10	29.9	32.28	93.39	15	-1	ML	3.7	-1	4.4	0.45	ISC	Mainshock
2003	12	13	7	29	11.48	11.143	93.66	125	0	mb	4.2	-1	4.4	0.41	ISC	Mainshock
2003	12	13	10	23	31.44	37.0646	68.6753	42.3	41	mb	3.8	-1	4	0.41	ISC	Aftershock
2003	12	13	15	15	16.04	22.0536	93.2453	59.9	37	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2003	12	13	15	32	24.84	39.6768	82.9843	1.1	15	mb	3.6	-1	3.8	0.4	ISC	Foreshock
2003	12	13	20	43	19.8	39.71	82.9	21	-1	ML	3.6	-1	4.3	0.45	ISC	Mainshock
2003	12	13	21	42	40.99	36.1816	71.5084	107.7	6	mb	4.2	-1	4.4	0.41	ISC	Mainshock
2003	12	13	22	57	44.1	31.763	77.299	46	31	ML	2.6	-1	2.9	0.58	ISC	Mainshock
2003	12	14	8	46	56.8	31.668	78.107	10	-1	ML	3.2	-1	3.8	0.44	ISC	Mainshock
2003	12	14	13	41	59.91	29.4442	94.7764	40	26	mb	3.8	-1	4	0.41	ISC	Mainshock
2003	12	14	17	12	3.91	30.775	80.7132	33	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2003	12	14	21	57	46.62	36.6538	71.4328	179.9	12	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2003	12	15	1	46	24.47	36.4514	71.2402	237.9	11	mb	3.6	-1	3.8	0.4	ISC	Mainshock
2003	12	15	3	48	33.5	39.21	100.83	20	-1	ML	3	-1	3.6	0.44	ISC	Aftershock
2003	12	15	4	45	2.9	37.1215	84.9925	30	-1	MS	4.1	-1	4.7	0.2	ISC	Mainshock
2003	12	15	19	49	59.57	11.9515	93.6166	123.6	25	mb	4.1	-1	4.3	0.41	ISC	Mainshock
2003	12	15	22	54	19.51	31.667	78.122	7.2	11.69	mb	4.2	-1	4.4	0.41	ISC	Foreshock
2003	12	15	23	51	52.72	31.6485	78.2854	10	-1	mb	3.9	-1	4.1	0.41	ISC	Foreshock
2003	12	15	23	56	7.16	31.5558	78.1212	24.3	11	mb	4.3	-1	4.5	0.41	ISC	Mainshock
2003	12	16	7	10	40.52	38.2928	72.0509	33	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2003	12	16	15	4	47.92	28.5004	56.6578	10	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2003	12	16	19	32	9.72	37.8129	73.0745	77.7	15	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2003	12	17	0	7	9.98	19.7865	95.7012	10	-1	mb	3.8	-1	4	0.41	ISC	Aftershock
2003	12	17	3	27	38.04	36.459	70.9781	188.5	5	mb	4	-1	4.2	0.41	ISC	Mainshock
2003	12	17	14	49	46.46	36.5335	71.0389	225.1	10	mb	3.5	-1	3.7	0.4	ISC	Aftershock
2003	12	17	20	33	54.82	36.725	71.862	89.7	7.13	mb	4.2	-1	4.4	0.41	ISC	Mainshock
2003	12	18	8	48	32.26	23.2268	94.0707	106.5	16	mb	3.8	-1	4	0.41	ISC	Mainshock
2003	12	18	11	57	7.29	12.3842	93.5276	33	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2003	12	18	14	35	56.7	28.559	75.313	12.9	20	ML	2.5	-1	3.1	0.43	ISC	Mainshock
2003	12	18	20	37	48.67	36.5087	71.1692	199.6	9	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2003	12	19	0	11	59.63	19.826	95.67	8	0	MW	5.2	0.1	5.2	0.1	GCMT	Aftershock
2003	12	19	0	36	9.59	36.9039	71.2195	115.6	31	mb	4	-1	4.2	0.41	ISC	Mainshock
2003	12	19	5	2	5.97	19.7887	95.915	10	-1	mb	3.5	-1	3.7	0.4	ISC	Aftershock
2003	12	19	13	48	46.4	29.49	100.89	14	-1	ML	2.4	-1	3	0.43	ISC	Mainshock
2003	12	19	15	30	46.12	22.8046	92.305	33	-1	mb	4.1	-1	4.3	0.41	ISC	Mainshock
2003	12	19	20	26	41.18	36.5765	70.9778	237.7	13	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2003	12	19	21	29	18.56	38.2347	73.9143	138.7	10	mb	3.4	-1	3.6	0.4	ISC	Mainshock
2003	12	19	22	55	25.1	27.61	100.84	15	-1	ML	2.8	-1	3.4	0.44	ISC	Foreshock
2003	12	19	23	28	31.7	31.925	78.221	10	9	ML	2.8	-1	3.1	0.59	ISC	Mainshock
2003	12	20	2	18	18.82	27.5066	100.6522	23.3	23	mb	3.9	-1	4.1	0.41	ISC	Foreshock
2003	12	20	2	26	55	27.7	100.84	16	-1	MS	3.9	-1	4.6	0.19	ISC	Mainshock
2003	12	20	12	38	14.59	22.0125	94.1055	75.9	8	mb	4	-1	4.2	0.41	ISC	Mainshock
2003	12	20	17	43	25.6	27.57	100.83	10	-1	ML	2.6	-1	3.2	0.44	ISC	Aftershock
2003	12	20	21	58	37.91	36.4386	70.3812	153.7	21	mb	3.6	-1	3.8	0.4	ISC	Mainshock
2003	12	21	2	14	6	32.3976	76.6144	33	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2003	12	21	2	33	56.4	32.551	76.519	10	-1	ML	2.7	-1	3.3	0.44	ISC	Mainshock
2003	12	22	3	50	51.2	37.47	96.57	16	-1	MS	3.1	-1	4	0.19	ISC	Mainshock
2003	12	22	10	15	10.76	37.2752	72.9833	36.7	12	mb	4	-1	4.2	0.41	ISC	Mainshock
2003	12	22	12	8	54.76	36.6788	71.4286	189	8	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2003	12	22	19	13	5.09	37.188	56.783	15	0	mb	4.6	-1	4.8	0.41	ISC	Mainshock
2003	12	22	20	19	6.92	29.323	76.3756	16.1	7	mb	3.8	-1	4	0.41	ISC	Mainshock
2003	12	23	0	17	32.3	29.219	76.357	5	-1	ML	2.9	-1	3.5	0.44	ISC	Aftershock
2003	12	23	15	43	0.4	31.1638	89.2096	1.7	10	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2003	12	23	15	52	7.7	32.077	76.653	9.5	18	ML	3.1	-1	3.7	0.44	ISC	Mainshock
2003	12	23	19	9	40.8	22.102	74.547	5	-1	ML	3.4	-1	4	0.45	ISC	Mainshock
2003	12	23	19	25	50.5	29.282	77.742	28.7	40	ML	2.9	-1	3.2	0.59	ISC	Mainshock
2003	12	24	0	1	52.23	36.2078	77.1997	33	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2003	12	24	6	56	7.11	37.3269	73.3743	56.8	14	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2003	12	24	10	52	20.72	9.2836	93.2184	33	-1	mb	4	-1	4.2	0.41	ISC	Mainshock
2003	12	24	15	47	40.5	22.153	74.066	40.6	10	ML	2.7	-1	3.3	0.44	ISC	Mainshock
2003	12	24	20	56	22.47	36.419	70.3464	197.2	15	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2003	12	25	1	10	38.6	29.49	100.94	17	-1	ML	3.1	-1	3.7	0.44	ISC	Mainshock
2003	12	25	6	35	51	32.947	76.178	9.2	18	ML	3.1	-1	3.7	0.44	ISC	Mainshock
2003	12	25	9	15	13.7	21.65	81.154	5	-1	ML	2.7	-1	3.3	0.44	ISC	Mainshock
2003	12	25	12	34	54	35.8188	70.9912	163.1	59	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2003	12	25	13	31	29.1	38.308	73.286	98.4	3.51	mb	4.8	-1	5	0.41	ISC	Mainshock
2003	12	25	13	52	1.99	36.3965	71.0993	171.4	16	mb	3.3	-1	3.5	0.4	ISC	Mainshock
2003	12	25	17	29	20.88	37.0429	71.5253	24.5	46	mb	3	-1	3.2	0.4	ISC	Mainshock
2003	12	26	1	56	54.45	28.895	58.275	14	0	MW	6.6	0.1	6.6	0.1	GCMT	Mainshock
2003	12	26	2	25	15.8	29.3223	58.5569	10	-1	mb	4	-1	4.2	0.41	ISC	Aftershock
2003	12	26	2	31	2.34	29.1876	58.1308	10	-1	mb	3.6	-1	3.8	0.4	ISC	Aftershock
2003	12	26	2	34	19.03	29	58.234	15	0	mb	4	-1	4.2	0.41	ISC	Aftershock
2003	12	26	2	36	32.38	29.0346	57.9623	10	-1	mb	3.7	-1	3.9	0.4	ISC	Aftershock
2003	12	26	2	37	56.96	28.8797	58.4194	10	-1	mb	3.8	-1	4	0.41	ISC	Aftershock
2003	12	26	2	44	52.23	29.1745	58.0933	10	-1	mb	3.7	-1	3.9	0.4	ISC	Aftershock
2003	12	26	3	6	16.36	28.882	58.288	15	0	MS	5.2	-1	5.5	0.2	ISC	Aftershock
2003	12	26	3	21	9.2	28.9846	58.3065	10	-1	mb	4.1	-1	4.3	0.41	ISC	Aftershock
2003	12	26	3	37	39.15	29.0483	58.2998	10	-1	mb	3.9	-1	4.1	0.41	ISC	Aftershock
2003	12	26	3	41	39.15	28.8344	58.5704	10	-1	mb	3.8	-1	4	0.41	ISC	Aftershock
2003	12	26	3	53	29.09	28.903	58.364	15	0	MS	4.7	-1	5.2	0.2	ISC	Aftershock
2003	12	26	3	57	39.65	29.1045	58.2691	10	-1	mb	3.6	-1	3.8	0.4	ISC	Aftershock
2003	12	26	4	25	53.21	29.1261	58.0725	33	-1	mb	3.5	-1	3.7	0.4	ISC	Aftershock
2003	12	26	9	16	35.28	29.0204	58.2075	10	-1	MS	3.2	-1	4.1	0.19	ISC	Aftershock
2003	12	26	9	59	57.82	28.752	58.3147	15	-1	MS	3.3	-1	4.2	0.19	ISC	Aftershock
2003	12	26	14	8	17.6	28.992	58.188	10	0	MS	3.8	-1	4.5	0.19	ISC	Aftershock
2003	12	26	18	24	5.13	28.9956	58.1701	10	-1	mb	3.7	-1	3.9	0.4	ISC	Aftershock
2003	12	26	18	37	44.5	20.671	76.891	13.2	10	ML	3.1	-1	3.7	0.44	ISC	Mainshock
2003	12	26	20	56	26.99	28.9525	58.2956	10	-1	mb	3.5	-1	3.7	0.4	ISC	Aftershock
2003	12	26	22	42	59.15	2.5457	96.0788	0	-1	mb	3.9	-1	4.1	0.41	ISC	Aftershock
2003	12	27	4	45	41.77	29.0202	58.2413	10	-1	mb	3.7	-1	3.9	0.4	ISC	Aftershock
2003	12	27	8	10	25.53	39.426	98.219	10	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2003	12	27	13	25	22.56	36.2286	70.8612	145.1	7	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2003	12	27	14	12	12.16	27.2828	88.1136	66.5	10	mb	3.8	-1	4	0.41	ISC	Mainshock
2003	12	28	0	32	18.7	39.18	98.27	5	-1	ML	2.8	-1	3.4	0.44	ISC	Mainshock
2003	12	28	9	24	23.54	29.2222	58.509	15	-1	mb	3.6	-1	3.8	0.4	ISC	Aftershock
2003	12	28	15	2	12.88	29.0781	58.2899	10	-1	mb	4.1	-1	4.3	0.41	ISC	Aftershock
2003	12	28	18	58	14.92	20.6814	92.0084	26.3	18	MS	3.3	-1	4.2	0.19	ISC	Mainshock
2003	12	28	19	51	25.08	37.7405	72.3064	114.2	11	mb	4	-1	4.2	0.41	ISC	Mainshock
2003	12	29	6	3	51.9	23.975	70.192	20.3	30	ML	3.1	-1	3.7	0.44	ISC	Mainshock
2003	12	29	7	0	45.6	29.244	76.414	5	-1	ML	2	-1	2.5	0.43	ISC	Mainshock
2003	12	29	15	5	18.88	4.155	94.645	19.7	1.63	MW	5.1	0.1	5.1	0.1	GCMT	Mainshock
2003	12	29	22	12	50.1	23.245	70.548	17.7	27	ML	2.7	-1	3.3	0.44	ISC	Mainshock
2003	12	30	1	54	11.9	28.953	76.823	5	-1	ML	2.3	-1	2.9	0.43	ISC	Mainshock
2003	12	30	2	17	55.09	31.2654	69.9734	15.2	23	mb	3.8	-1	4	0.41	ISC	Mainshock
2003	12	30	3	22	23.93	36.5806	71.6078	70.7	24	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2003	12	30	5	36	23.68	22.7502	92.3564	10	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2003	12	30	7	36	6	31.268	78.025	15	14	ML	2.8	-1	3.1	0.59	ISC	Mainshock
2003	12	30	10	49	54.8	11.6781	92.7502	45.3	5	mb	4.1	-1	4.3	0.41	ISC	Mainshock
2003	12	30	11	3	23.68	8.4169	94.4642	33	-1	mb	4.1	-1	4.3	0.41	ISC	Mainshock
2003	12	30	13	57	3.8	28.701	77.196	22.1	4	ML	2.4	-1	3	0.43	ISC	Mainshock
2003	12	30	18	38	12	17.395	73.934	5	-1	ML	1.9	-1	2.4	0.43	ISC	Mainshock
2003	12	30	20	59	49.79	25.335	96.441	38.3	10.23	MS	3.5	-1	4.3	0.19	ISC	Mainshock
2003	12	31	3	49	6.4	17.377	73.986	5	-1	ML	1.9	-1	2.4	0.43	ISC	Mainshock
2003	12	31	9	5	21.16	37.6195	71.2981	124.5	16	mb	3.3	-1	3.5	0.4	ISC	Mainshock
2003	12	31	16	29	23.21	36.4457	71.0443	186.1	33	mb	3.4	-1	3.6	0.4	ISC	Mainshock
2003	12	31	18	1	34.37	36.214	70.6421	193.4	28	mb	2.8	-1	3	0.4	ISC	Mainshock
2003	12	31	21	58	59.3	31.747	74.359	9	7	ML	3.2	-1	3.5	0.6	ISC	Mainshock
2004	1	1	0	52	0.36	37.6402	72.1311	89.9	27	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	2	3	5	13.52	38.3666	73.4325	126.9	6	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	2	4	18	4.91	38.369	100.982	19.3	0	MW	4.2	-1	4.4	0.34	EHB	Mainshock
2004	1	2	9	15	36.23	34.4042	80.9638	33	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	2	15	5	45.39	5.9508	94.2692	100	-1	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2004	1	2	21	3	53.1	2.19	98.5	33	-1	mb	3.8	-1	3.5	0.65	ISC	Mainshock
2004	1	2	23	36	0.45	2.723	96.2874	33	-1	mb	3.8	-1	4	0.41	ISC	Aftershock
2004	1	3	2	28	40	36.3517	71.45	71.6	32	mb	4.1	-1	4.3	0.41	ISC	Mainshock
2004	1	3	6	33	57.14	9.1377	92.9956	30.5	6	mb	3.5	0.2	3.7	0.34	ISC	Mainshock
2004	1	3	6	35	12.3	9.3331	93.3764	31.2	7	mb	3.5	0.1	3.7	0.29	ISC	Mainshock
2004	1	3	10	24	42.8	38.9488	70.2506	69.2	13	mb	3.6	-1	3.8	0.4	ISC	Mainshock
2004	1	3	13	14	29.67	27.794	85.964	21.5	3.13	MS	4.3	-1	4.9	0.2	ISC	Mainshock
2004	1	3	15	44	47.7	23.007	93.9832	91	9	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	3	18	18	14.39	36.471	70.401	201.8	3.5	mb	4.2	-1	4.4	0.41	ISC	Mainshock
2004	1	4	0	53	37.47	36.6577	71.0438	217.5	8	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	4	5	53	53.87	28.178	57.5748	10	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	4	7	14	56.73	10.3188	93.2437	109.9	14	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2004	1	4	23	20	57.51	33.9874	70.6799	33	5	MS	4	-1	4.7	0.19	ISC	Foreshock
2004	1	4	23	21	0.39	34.036	70.626	37.5	4.54	MS	4	-1	4.7	0.22	EHB	Mainshock
2004	1	4	23	37	4.96	34.1685	70.8283	51.8	8	MS	3.6	-1	4.4	0.19	ISC	Aftershock
2004	1	5	0	1	0.5	23.648	70.167	5	-1	ML	2.8	-1	3.4	0.44	ISC	Mainshock
2004	1	5	15	43	47.16	35.9461	69.4468	131.5	7	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	6	2	19	4.99	33.014	72.0137	12.6	12	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	6	3	13	29.81	30.615	86.1	51.5	5.58	MS	4	-1	4.7	0.19	ISC	Mainshock
2004	1	6	3	19	37.04	30.8732	86.1267	40	-1	mb	3.6	-1	3.8	0.4	ISC	Aftershock
2004	1	6	7	40	4.83	23.6428	92.8522	10	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	6	8	47	12.2	30.5768	96.1541	33	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	6	20	18	51.5	25	99.03	15	-1	ML	3.3	-1	3.9	0.45	ISC	Mainshock
2004	1	7	5	34	28.81	38.5858	75.3731	48.7	7	MS	3.5	-1	4.3	0.19	ISC	Mainshock
2004	1	7	19	31	58.2	23.449	70.214	20.4	27	ML	2.7	-1	3.3	0.44	ISC	Mainshock
2004	1	7	23	3	36.23	36.5995	71.229	66.3	28	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	8	8	39	20.67	14.4371	56.4625	12	-1	MW	5.3	0.1	5.3	0.1	GCMT	Mainshock
2004	1	8	8	44	58.73	14.2737	56.3338	10	-1	MS	4.7	-1	5.2	0.2	ISC	Aftershock
2004	1	8	8	45	1.92	14.384	56.327	15.6	1.48	MW	5.3	0.1	5.3	0.1	EHB	Mainshock
2004	1	8	8	49	50.75	14.5522	56.3452	10	-1	mb	3.9	-1	4.1	0.41	ISC	Aftershock
2004	1	8	16	15	54.81	14.5505	56.4841	10	-1	MS	3.4	-1	4.2	0.19	ISC	Aftershock
2004	1	8	19	47	54.03	36.465	70.444	210.3	5.04	mb	3.6	-1	3.8	0.4	ISC	Mainshock
2004	1	8	19	57	22.76	19.6624	86.3508	33	-1	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2004	1	8	23	2	35.7	23.62	70.315	15.8	21	ML	2.6	-1	3.2	0.44	ISC	Mainshock
2004	1	9	5	12	59.77	39.9526	70.8693	125.9	25	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2004	1	9	20	4	37.47	36.1957	69.7646	82.2	7	mb	4.3	-1	4.5	0.41	ISC	Mainshock
2004	1	9	20	37	11.2	29.486	80.93	10	-1	ML	3.6	-1	4.3	0.45	ISC	Mainshock
2004	1	10	3	26	44.82	36.3756	71.6292	33	-1	mb	3.6	-1	3.8	0.4	ISC	Mainshock
2004	1	10	10	17	43.36	39.045	70.978	49	9.87	MS	3.4	-1	4.2	0.19	ISC	Mainshock
2004	1	10	12	54	41.49	36.6731	70.6586	198	20	mb	2.9	-1	3.1	0.4	ISC	Mainshock
2004	1	11	2	19	0.48	36.4498	70.2447	230	6	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2004	1	11	3	41	13.2	23.847	70.322	5	-1	ML	2.9	-1	3.5	0.44	ISC	Mainshock
2004	1	11	5	6	2.55	28.866	58.369	7.7	0	mb	4.3	-1	4.5	0.41	ISC	Aftershock
2004	1	11	6	52	16	23.363	70.1	5	-1	ML	2.7	-1	3.3	0.44	ISC	Mainshock
2004	1	11	9	18	42.8	20.87	72.105	5	-1	ML	2.9	-1	3.5	0.44	ISC	Mainshock
2004	1	11	9	52	52.2	27.48	100.83	14	-1	mb	3.6	-1	3.8	0.4	ISC	Mainshock
2004	1	11	14	56	21.44	19.759	95.877	10	0	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2004	1	11	22	10	27.99	37.0742	68.3905	21.5	24	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2004	1	12	0	2	12.45	26.3716	91.8449	39.3	-1	MS	3.5	-1	4.3	0.19	ISC	Mainshock
2004	1	12	0	16	3	26.7108	91.9679	38.1	-1	MS	3.5	-1	4.3	0.19	ISC	Mainshock
2004	1	12	9	2	39.7	23.333	81.97	20	-1	ML	3.3	-1	3.9	0.45	ISC	Mainshock
2004	1	12	9	46	37.76	4.3547	98.1052	123.1	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	12	16	18	47.77	37.2884	58.278	33	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	13	6	31	39.22	33.4447	74.4352	33	10	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	13	10	23	11.4	29.22	76.479	5	-1	ML	2.3	-1	2.9	0.43	ISC	Mainshock
2004	1	13	20	6	46.2	3.32	96.42	64	-1	mb	3	-1	2.6	0.63	ISC	Aftershock
2004	1	13	23	16	58.6	27.54	92.28	10	-1	mb	4.1	-1	4.3	0.41	ISC	Mainshock
2004	1	14	0	34	24.19	37.3801	72.1161	208	10	mb	3.4	-1	3.6	0.4	ISC	Mainshock
2004	1	14	0	34	52.51	32.687	88.453	42.3	9.58	MS	3.6	-1	4.4	0.19	ISC	Mainshock
2004	1	14	1	5	38.75	19.7218	95.6744	3.1	12	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2004	1	14	1	30	57.6	29.17	76.485	11.6	9	ML	2.1	-1	2.7	0.43	ISC	Mainshock
2004	1	14	7	51	30	31.497	78.627	20	-1	ML	3.2	-1	3.8	0.44	ISC	Mainshock
2004	1	14	14	45	22.1	23.373	70.136	4	36	ML	2.5	-1	3.1	0.43	ISC	Mainshock
2004	1	14	19	51	37.92	32.7823	82.2373	33	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	15	5	39	11.36	23.7171	94.0555	66.5	17	mb	4	-1	4.2	0.41	ISC	Mainshock
2004	1	15	14	3	17.5	37.51	96.58	15	-1	ML	2.6	-1	3.2	0.44	ISC	Mainshock
2004	1	15	14	6	34.49	33.8355	73.3811	10.5	13	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	15	14	10	47.6	37.48	96.53	17	-1	ML	2.7	-1	3.3	0.44	ISC	Mainshock
2004	1	15	17	29	19.13	38.4179	72.5086	33	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	16	0	57	1.55	28.6519	58.3398	10	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	16	5	29	38.46	28.4436	57.0986	33	-1	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	16	16	55	33.17	36.3768	70.4707	129.2	17	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	16	17	54	34.17	29.8757	98.5301	19	-1	mb	3.6	-1	3.8	0.4	ISC	Mainshock
2004	1	17	0	32	48.04	38.3878	74.0976	119.4	5	mb	4.2	-1	4.4	0.41	ISC	Mainshock
2004	1	17	1	15	9.74	37.4946	75.8362	139.5	11	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2004	1	17	3	17	45.46	37.8053	65.8641	33	-1	mpv	3.5	-1	3	0.41	ISC	Mainshock
2004	1	17	10	40	45.5	18.378	77.334	49.1	1	ML	3.1	-1	3.7	0.44	ISC	Mainshock
2004	1	17	14	2	51.32	29.2324	66.7288	10	-1	MS	3.3	-1	4.2	0.19	ISC	Mainshock
2004	1	17	18	44	27.23	5.841	94.313	50	0	MS	4.3	-1	4.9	0.2	ISC	Mainshock
2004	1	17	19	33	52.07	38.2281	73.3459	60.4	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	18	2	2	15.57	27.278	56.0079	33	10	MS	3.7	-1	4.5	0.19	ISC	Mainshock
2004	1	18	4	33	57.5	4.8668	95.7177	22	23	MS	3.9	-1	4.6	0.19	ISC	Mainshock
2004	1	18	14	2	42.63	35.108	67.2978	6.9	31	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	18	19	14	29.6	4.03	96.67	33	-1	mb	3.7	-1	3.4	0.64	ISC	Mainshock
2004	1	19	1	42	34.09	23.412	94.147	54.7	8.85	mb	4.1	-1	4.3	0.41	ISC	Mainshock
2004	1	19	5	49	1.63	3.1522	93.5808	33	-1	mb	4	-1	4.2	0.41	ISC	Mainshock
2004	1	19	6	29	34.68	38.7272	70.8803	21.4	26	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	19	7	21	8.98	4.5069	62.8878	10	-1	MS	3.9	-1	4.6	0.19	ISC	Mainshock
2004	1	19	20	18	25.08	26.2021	60.9549	15	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	20	3	56	33.66	33.8071	69.6235	0.6	13	MS	3.3	-1	4.2	0.19	ISC	Mainshock
2004	1	20	13	22	50.96	28.001	57.5279	15	-1	mb	4.4	-1	4.6	0.41	ISC	Mainshock
2004	1	21	5	46	6.25	36.5266	70.2519	223.2	-1	mb	4	-1	4.2	0.41	ISC	Mainshock
2004	1	21	9	44	50	28.439	76.043	5	-1	ML	2	-1	2.5	0.43	ISC	Mainshock
2004	1	21	13	23	34.27	29.1016	58.3138	10	-1	mb	4.2	-1	4.4	0.41	ISC	Aftershock
2004	1	21	20	4	25.64	36.8306	72.0178	200	-1	mb	3	-1	3.2	0.4	ISC	Mainshock
2004	1	21	22	21	43.03	36.2963	71.1245	127.5	7	mb	4.1	-1	4.3	0.41	ISC	Mainshock
2004	1	23	2	38	31.84	36.5438	70.7456	194.2	13	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	23	22	11	15.66	36.65	68.647	18.8	8.16	MS	3.9	-1	4.6	0.19	ISC	Mainshock
2004	1	24	9	36	21.96	37.61	72.255	116.8	6.78	mb	4.1	-1	4.3	0.41	ISC	Mainshock
2004	1	24	17	39	54.3	35.898	70.765	63.1	11.59	mb	4	-1	4.2	0.41	ISC	Mainshock
2004	1	24	21	44	43.88	37.3428	72.1942	160.5	7	mb	3.7	-1	3.9	0.4	ISC	Mainshock
2004	1	25	8	7	57.7	23.751	70.006	5	-1	ML	2.9	-1	3.5	0.44	ISC	Mainshock
2004	1	25	9	27	4.74	35.835	70.0918	89.2	8	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2004	1	25	15	3	50.1	36.5218	71.46	61.4	27	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	26	2	39	55	13.1956	93.1934	41.8	17	mb	4	-1	4.2	0.41	ISC	Mainshock
2004	1	26	18	4	19.7	26.14	100.66	24	-1	ML	2.6	-1	3.2	0.44	ISC	Mainshock
2004	1	27	15	5	27.41	26.9629	57.2409	10	-1	MS	3.1	-1	4	0.19	ISC	Foreshock
2004	1	28	1	16	17.84	17.385	94.307	33.7	1.35	MS	4.3	-1	4.9	0.2	ISC	Mainshock
2004	1	28	1	44	17.35	28.2525	55.8979	10	-1	mb	3.5	-1	3.7	0.4	ISC	Mainshock
2004	1	28	6	37	12.6	39.1446	77.2573	20	-1	MS	3.5	-1	4.3	0.19	ISC	Mainshock
2004	1	28	9	6	49.17	26.869	57.458	26.8	1.86	MW	5.2	0.1	5.2	0.1	GCMT	Mainshock
2004	1	28	9	33	30.16	26.9355	57.3718	8.7	24	MS	3.7	-1	4.5	0.19	ISC	Aftershock
2004	1	28	13	6	45.09	21.8363	93.2023	61.3	16	mb	3.9	-1	4.1	0.41	ISC	Mainshock
2004	1	28	15	7	10.83	5.7605	94.789	33	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
2004	1	28	17	29	32.89	28.9678	58.2203	33	-1	MS	3.5	-1	4.3	0.19	ISC	Aftershock
2004	1	30	3	5	10.91	12.0506	92.5587	34.9	-1	mb	4.3	-1	4.5	0.41	ISC	Mainshock
2004	1	30	13	25	48.09	36.741	70.958	73.4	4.22	mb	4.7	-1	4.9	0.41	ISC	Mainshock
2004	1	30	23	32	22.07	36.503	71.25	98.9	5.57	mb	4.3	-1	4.5	0.41	ISC	Mainshock
2004	1	31	9	59	4.03	28.5129	57.9168	10	-1	mb	3.8	-1	4	0.41	ISC	Mainshock
