33,25.6130673016,58.1382012168,11.283961369
39,20.7238730638,47.0403910624,9.130003069
47,16.2000991512,36.7720356602,7.1370324703
56,12.7135695597,28.8580846855,5.6010249021
68,9.5734090966,21.730344821,4.2176119378
82,7.151574681,16.233108004,3.1506610074
100,5.1273803012,11.6384603279,2.2588923287
120,3.6805632421,8.3543811384,1.6214900368
150,2.3539881458,5.3432349538,1.0370609263
180,1.5682779107,3.5597789075,0.6909124609
220,0.9520787012,2.16108998,0.4194429022
270,0.534234298,1.2126396556,0.2353595182
330,0.2793711726,0.6341348053,0.1230783288
390,0.1510883309,0.3429500919,0.066562699
470,0.0690236105,0.1566742674,0.0304086873
560,0.0296010764,0.0671904429,0.0130408982
