33,172.3699638981,391.2565225729,75.9384259178
39,139.4668279974,316.5708508751,61.4427893721
47,109.0228855822,247.467216034,48.0305624768
56,85.5593553172,194.2081733844,37.6935901035
68,64.4268084305,146.2401479755,28.3835437943
82,48.1284281598,109.2450274564,21.2032130987
100,34.5060725059,78.3241211578,15.201818063
120,24.7693314393,56.2230348387,10.9122494314
150,15.8417907127,35.9587239296,6.9791779451
180,10.5541442449,23.9564810631,4.6496795772
220,6.4072674084,14.5436310869,2.8227528185
270,3.5952721152,8.1607818072,1.583914616
330,1.880102776,4.2675792092,0.8282884219
390,1.0167891974,2.3079740609,0.4479514261
470,0.4645127859,1.0543812459,0.204643367
560,0.199208334,0.4521759957,0.0877622004
