1,733.9218460169,1704.7072773938,315.9728847315
1.2,724.9608862469,1683.8933264053,312.1149530949
1.5,711.879649187,1653.5090557444,306.4831324425
1.8,699.2125426527,1624.0867012938,301.0296060016
2.2,682.9342189938,1586.2764399483,294.0213544922
2.7,663.5095619643,1541.1580743093,285.6585227413
3.3,641.4554218691,1489.9321115982,276.1636285588
3.9,620.6609798376,1441.6320959319,267.211067914
4.7,594.7163503587,1381.3695503735,256.041214524
5.6,567.7174723675,1318.658263003,244.4174790953
6.8,534.890013044,1242.4087153011,230.2843843017
8.2,500.5425881295,1162.6286875923,215.4969038742
10,461.6256572725,1072.2349002894,198.7421295415
12,424.0747582872,985.0140454799,182.5754682805
15,376.6121249238,874.7708405147,162.1415416135
18,337.3723135814,783.6270868277,145.24775864
22,294.5836660151,684.240320659,126.8261072357
27,252.2577782864,585.9284237931,108.6036862558
33,212.9401568713,494.6039377869,91.6764039754
39,182.345481294,423.540559051,78.504582
47,150.8794806247,350.4533214622,64.9576313861
56,124.1953217909,288.4730438592,53.4693909296
68,98.0433696451,227.7289423135,42.2102796145
82,76.2845047626,177.188826204,32.8425092685
100,56.8625060745,132.0766351922,24.4808220043
120,42.1747200452,97.9607741252,18.1573392695
150,27.9979012066,65.0317553534,12.0538415074
180,19.2040756607,44.6060131772,8.2678656018
220,12.0343291783,27.952579202,5.1810989507
270,6.9804473089,16.2137418195,3.0052683196
330,3.7784483025,8.7763409053,1.6267225406
390,2.1081593088,4.8966991992,0.9076186816
470,1.0009698936,2.3249896039,0.4309441755
560,0.4472141578,1.0387607802,0.1925375955
