33,358.7000194869,894.8111771664,143.7908994246
39,287.6343392708,717.5311060327,115.3030334604
47,222.1710575023,554.2267485247,89.0609825727
56,172.0233152362,429.1284550996,68.9584217341
68,127.2290919105,317.3850217937,51.0019084609
82,93.0725231892,232.1782255712,37.3096768722
100,64.9554117581,162.0374276582,26.0384627036
120,45.2516161046,112.8844429202,18.1398668152
150,27.6709507316,69.0278077845,11.0923631934
180,17.6255563774,43.9686199986,7.0654989314
220,10.0784247919,25.1415853416,4.0401050652
270,5.2474894727,13.0903595682,2.1035438807
330,2.508426616,6.2575078092,1.005544744
390,1.2400829407,3.0935043648,0.497107978
470,0.5025942113,1.2537688692,0.2014732918
560,0.1883767557,0.4699236616,0.0755139718
