1,127.1831620329,266.3358437875,60.733682987
1.2,123.9752689743,259.6181549766,59.2018201448
1.5,119.4511857634,250.1442159732,57.0414379751
1.8,115.2405189775,241.3266062096,55.0307213233
2.2,110.0600339371,230.4780879591,52.5568880647
2.7,104.1940257061,218.1940070564,49.7556974149
3.3,97.9169210891,205.0490440912,46.7581962065
3.9,92.3398769434,193.3700864789,44.0949943664
4.7,85.8044302845,179.684126226,40.9741272704
5.6,79.4552899468,166.3883123608,37.9422268966
6.8,72.2914139136,151.3863503276,34.5212663779
8.2,65.3768178374,136.9064085571,31.2193443359
10,58.1745154745,121.8239774683,27.7800341199
12,51.7850629462,108.4437453427,24.728883495
15,44.3943610084,92.9667843572,21.1996069668
18,38.788856686,81.2282279344,18.5228145593
22,33.1296588369,69.3772312285,15.8203819209
27,27.938693755,58.5067665925,13.3415441358
33,23.432028827,49.0693034325,11.1894797061
39,20.1078756545,42.1081528688,9.6020992561
47,16.8320458626,35.2481968983,8.0377946349
56,14.1483681397,29.6282739513,6.7562599612
68,11.5806591212,24.2512025127,5.5301037386
82,9.4695371114,19.8302756161,4.5219811787
100,7.5782975517,15.8698072971,3.6188589254
120,6.1173522499,12.8104235433,2.9212147766
150,4.6411690554,9.7191299286,2.2162940879
180,3.6548891231,7.6537488374,1.7453165482
220,2.7646076233,5.7893992594,1.3201810703
270,2.0364884679,4.2646358669,0.9724828589
330,1.4729680408,3.0845607214,0.7033853587
390,1.1002866862,2.3041240545,0.5254191021
470,0.7722406964,1.6171588613,0.3687675388
560,0.5363126943,1.1230990933,0.2561050113
