0.05,704.5814649539,1666.9831664179,297.8044714293
0.06,777.1128732498,1859.8764840542,324.7013567558
0.07,849.6696358991,2057.0748686415,350.953920625
0.08,916.0514018907,2264.2263681291,370.6123127606
0.09,970.5646803074,2432.3411259845,387.2794767958
0.1,1005.248273504,2548.4336789185,396.5275218822
0.11,1103.1354912946,2796.5903672992,435.1398497195
0.12,1152.0943400018,2920.707346373,454.4520250933
0.13,1179.3671298898,2982.9709187048,466.282395964
0.15,1211.3883270275,3078.104674798,476.7419675079
0.17,1259.2459640731,3207.0857167471,494.4365502157
0.2,1286.5757437966,3239.182065971,511.0170131884
0.22,1300.8548610931,3260.0844042371,519.073483935
0.25,1317.9139961225,3302.8364603831,525.8805036245
0.3,1306.7069934738,3222.3908481456,529.8808391837
0.35,1257.627188481,3144.5023074619,502.9813911898
0.4,1215.1197843691,3080.4849548385,479.3128718405
0.45,1169.310619285,2971.1863679122,460.1822824509
0.5,1264.0146463185,3211.8267157099,497.4530594359
0.6,1071.2825141397,2747.2869061119,417.7380318555
0.7,1032.2205949998,2671.6066752654,398.815950943
0.8,992.7953088026,2540.1520656884,388.0250078309
0.9,914.6093454096,2334.7244674533,358.2907817911
1,774.7983229581,1973.2798085619,304.2206374656
1.1,723.4591519806,1838.2899587627,284.7174038512
1.2,694.826914919,1765.5362258903,273.4491847951
1.3,620.5664484842,1576.842407578,244.2239726263
1.5,505.9904760652,1265.1509398923,202.3682343314
1.7,400.3800991056,985.0822251849,162.731820412
2,314.8110459164,767.4497734771,129.1367827004
2.2,270.8310926078,655.6899419627,111.8661062629
2.5,229.7830267719,553.7553636377,95.3493958878
3,179.4721867207,428.5457124207,75.1617969163
3.5,124.9564976391,295.6370390932,52.8151897006
4,90.9839576654,215.7569648448,38.3676168156
4.5,65.6178429338,156.3226647585,27.5436790816
5,79.5336721353,189.4746155976,33.3849734086
