0.05,88.4383474747,231.5477786333,33.7785201405
0.06,100.5308276362,271.2059778904,37.2648397496
0.07,112.6291572638,313.7984792576,40.4250750226
0.08,123.3399686541,350.0288440109,43.461412189
0.09,130.6381249812,375.0333924681,45.5061336973
0.1,140.5360246836,406.2446593004,48.6169449412
0.11,143.5898340847,416.0290850445,49.5591322666
0.12,150.3977934598,434.7518759065,52.0285190959
0.13,151.3988685443,435.6348643423,52.6165816207
0.15,156.5895557295,446.439683885,54.9240801135
0.17,158.4727268576,443.5622021459,56.6180008941
0.2,157.1437905743,430.8213575173,57.3188178468
0.22,156.1905824949,423.3064096578,57.6308260482
0.25,151.3650208452,401.8144262242,57.0197783857
0.3,145.3365024249,377.8980966571,55.8952244638
0.35,134.0932352848,345.4672390752,52.0483383527
0.4,126.493541926,322.9002292527,49.5528175561
0.45,116.0162253612,295.4736325407,45.5531833123
0.5,109.2759736911,277.0286495298,43.1047057638
0.6,94.8099983116,238.1519483304,37.744540168
0.7,85.493418448,215.2448071018,33.9572633428
0.8,77.695545725,196.0632157445,30.7890381303
0.9,68.8536264049,174.5527996126,27.1598157098
1,59.9533732598,152.3398850588,23.5946545702
1.1,53.7046994694,137.0920562945,21.0383797796
1.2,47.1901625088,120.4623893089,18.4863628422
1.3,42.6539491299,108.3825205229,16.7864648986
1.5,34.8808140169,88.6311963643,13.7273469883
1.7,28.8997699247,73.0961301682,11.4260043559
2,22.6654063087,56.8019844739,9.0440615393
2.2,19.723369027,49.0886513439,7.924668434
2.5,16.5573990953,40.9253231225,6.6987245032
3,12.718305569,31.0048229074,5.2171011274
3.5,9.8008075681,23.3486546849,4.1139770271
4,7.8318145329,18.2752107641,3.3563125301
4.5,6.5505245214,14.9718710076,2.8659992785
5,5.6309022282,12.4904471628,2.5385047861
