33,1473.0971872593,3674.7804756115,590.5156342026
39,1181.2470396436,2946.7326363119,473.5226234889
47,912.4046337249,2276.0797881285,365.7526506693
56,706.4595708135,1762.3303201497,283.1961292884
68,522.5001596013,1303.4261429682,209.4529239391
82,382.2271108803,953.5017352967,153.2221273268
100,266.756702425,665.4498632461,106.9338837062
120,185.8378165075,463.5900371262,74.4961955144
150,113.6381306858,283.4810815886,45.5537444453
180,72.3840426901,180.5688512095,29.0163536018
220,41.3897362875,103.2506178923,16.591767729
270,21.5502134441,53.7590488222,8.6387633275
330,10.3015221404,25.6981228108,4.129537367
390,5.0927309524,12.7042997796,2.0415063406
470,2.0640370191,5.1489358639,0.8274037449
560,0.7736193308,1.9298667033,0.3101182418
