# gsimlt_path=[''],smlt_path=[''],imt=SA(1.0),investigation_time=1.0
lon,lat,iml
69.66,23.25,0.123094
72.61,23.03,0.0368438
72.85,19.11,0.0360253
73.75,17.4,0.129065
74.8,34.08,0.321399
76.95,8.5,0.0124454
77.11,28.56,0.0993868
77.58,12.98,0.0215859
78.04,30.33,0.300204
78.46,17.45,0.0228399
79.95,23.2,0.0391491
80.18,13,0.0179421
85.1,25.6,0.0620455
88.45,22.65,0.0483915
91.73,26.18,0.312571
92.11,25.48,0.307012
92.72,11.61,0.305129
93.94,24.78,0.324232
