# gsimlt_path=[''],smlt_path=[''],imt=SA(0.2),investigation_time=1.0
lon,lat,iml
69.66,23.25,0.509084
72.61,23.03,0.119968
72.85,19.11,0.170264
73.75,17.4,0.645436
74.8,34.08,0.949973
76.95,8.5,0.0658512
77.11,28.56,0.365999
77.58,12.98,0.144972
78.04,30.33,0.882069
78.46,17.45,0.105383
79.95,23.2,0.168445
80.18,13,0.126271
85.1,25.6,0.163797
88.45,22.65,0.178274
91.73,26.18,1.00571
92.11,25.48,0.962083
92.72,11.61,1.31334
93.94,24.78,1.29755
