# gsimlt_path=[''],smlt_path=[''],imt=PGA,investigation_time=1.0
lon,lat,iml
69.66,23.25,0.738794
72.61,23.03,0.13915
72.85,19.11,0.258746
73.75,17.4,0.864282
74.8,34.08,1.15761
76.95,8.5,0.0910938
77.11,28.56,0.536552
77.58,12.98,0.237702
78.04,30.33,1.328
78.46,17.45,0.145856
79.95,23.2,0.23661
80.18,13,0.21525
85.1,25.6,0.216448
88.45,22.65,0.238634
91.73,26.18,1.07923
92.11,25.48,1.06306
92.72,11.61,1.44985
93.94,24.78,1.59341
