# gsimlt_path=[''],smlt_path=[''],imt=SA(1.0),investigation_time=1.0
lon,lat,iml
69.66,23.25,0.308887
72.61,23.03,0.0833396
72.85,19.11,0.0807553
73.75,17.4,0.291966
74.8,34.08,0.99954
76.95,8.5,0.029458
77.11,28.56,0.255046
77.58,12.98,0.0532631
78.04,30.33,0.953417
78.46,17.45,0.0524306
79.95,23.2,0.0951304
80.18,13,0.0445498
85.1,25.6,0.194952
88.45,22.65,0.111284
91.73,26.18,0.761946
92.11,25.48,0.751501
92.72,11.61,0.781287
93.94,24.78,0.809775
