# generated_by='OpenQuake engine 3.6.0-git0a9a15a30a', start_date='2019-07-02T14:45:40', checksum=2592108751, kind='mean', investigation_time=1.0, imt='SA(0.2)'
lon,lat,depth,poe-0.0047000,poe-0.0068000,poe-0.0100000,poe-0.0150000,poe-0.0220000,poe-0.0330000,poe-0.0470000,poe-0.0680000,poe-0.1000000,poe-0.1500000,poe-0.2200000,poe-0.3300000,poe-0.4700000,poe-0.6800000,poe-1.0000000,poe-1.5000000,poe-2.2000000,poe-3.3000000,poe-4.7000000
68.20000,23.60000,0.00000,3.291936E-01,2.888243E-01,2.362594E-01,1.758239E-01,1.224767E-01,7.698642E-02,4.836335E-02,2.829834E-02,1.540895E-02,7.734545E-03,3.854072E-03,1.765518E-03,8.645948E-04,3.968592E-04,1.689816E-04,6.531363E-05,2.529835E-05,9.051579E-06,3.697588E-06
68.40000,23.80000,0.00000,3.560005E-01,3.162456E-01,2.632574E-01,2.004138E-01,1.429022E-01,9.195883E-02,5.874156E-02,3.476438E-02,1.901883E-02,9.532527E-03,4.723545E-03,2.145719E-03,1.042574E-03,4.749868E-04,2.011361E-04,7.755344E-05,3.001844E-05,1.065761E-05,4.279501E-06
68.60000,23.40000,0.00000,3.448741E-01,3.067632E-01,2.548701E-01,1.922244E-01,1.344060E-01,8.362643E-02,5.138918E-02,2.903431E-02,1.510113E-02,7.191841E-03,3.411417E-03,1.490815E-03,7.068243E-04,3.182245E-04,1.357737E-04,5.402405E-05,2.186679E-05,8.134137E-06,3.373538E-06
68.60000,23.60000,0.00000,3.584802E-01,3.200049E-01,2.676279E-01,2.040808E-01,1.447209E-01,9.160831E-02,5.716620E-02,3.279435E-02,1.730133E-02,8.344634E-03,3.995358E-03,1.757014E-03,8.343037E-04,3.743977E-04,1.582743E-04,6.199002E-05,2.464365E-05,8.968346E-06,3.647736E-06
68.80000,23.20000,0.00000,3.438261E-01,3.074640E-01,2.570569E-01,1.950268E-01,1.367429E-01,8.495244E-02,5.197295E-02,2.917655E-02,1.506605E-02,7.127278E-03,3.365838E-03,1.469534E-03,6.995812E-04,3.182306E-04,1.381101E-04,5.620913E-05,2.325037E-05,8.862311E-06,3.746010E-06
68.80000,23.40000,0.00000,3.584061E-01,3.218399E-01,2.710832E-01,2.080673E-01,1.478116E-01,9.306120E-02,5.747776E-02,3.250320E-02,1.686849E-02,8.005698E-03,3.785212E-03,1.650118E-03,7.818457E-04,3.526160E-04,1.512083E-04,6.060932E-05,2.470111E-05,9.237267E-06,3.842031E-06
68.80000,23.60000,0.00000,3.701710E-01,3.333403E-01,2.822998E-01,2.187440E-01,1.573863E-01,1.007015E-01,6.311259E-02,3.620464E-02,1.903295E-02,9.129403E-03,4.346068E-03,1.900144E-03,8.987173E-04,4.026824E-04,1.706633E-04,6.724817E-05,2.688933E-05,9.824691E-06,4.003719E-06
68.80000,23.80000,0.00000,3.783364E-01,3.413968E-01,2.903205E-01,2.267412E-01,1.651477E-01,1.076140E-01,6.874438E-02,4.027187E-02,2.161643E-02,1.056413E-02,5.098374E-03,2.250461E-03,1.068360E-03,4.779856E-04,2.010166E-04,7.809766E-05,3.065703E-05,1.094343E-05,4.357663E-06
68.80000,24.00000,0.00000,3.827277E-01,3.457320E-01,2.948281E-01,2.317165E-01,1.706677E-01,1.132910E-01,7.389659E-02,4.434744E-02,2.440014E-02,1.219873E-02,5.990425E-03,2.680663E-03,1.282231E-03,5.753312E-04,2.412040E-04,9.283746E-05,3.594824E-05,1.259054E-05,4.927477E-06
68.80000,24.20000,0.00000,3.851749E-01,3.477703E-01,2.968301E-01,2.342383E-01,1.740142E-01,1.172902E-01,7.788105E-02,4.773130E-02,2.683766E-02,1.368920E-02,6.828302E-03,3.094827E-03,1.491423E-03,6.715739E-04,2.811793E-04,1.075464E-04,4.127523E-05,1.423973E-05,5.485550E-06
69.00000,22.20000,0.00000,2.424752E-01,2.121938E-01,1.710494E-01,1.235504E-01,8.281929E-02,4.966212E-02,2.980540E-02,1.653718E-02,8.463976E-03,3.960057E-03,1.843004E-03,7.856769E-04,3.609660E-04,1.540344E-04,6.000434E-05,2.079040E-05,7.212626E-06,2.320145E-06,8.865936E-07
69.00000,22.40000,0.00000,2.706580E-01,2.383062E-01,1.939062E-01,1.416366E-01,9.579637E-02,5.782504E-02,3.485923E-02,1.943285E-02,1.000258E-02,4.710816E-03,2.207360E-03,9.499749E-04,4.424836E-04,1.937690E-04,7.910626E-05,2.954708E-05,1.120552E-05,3.962101E-06,1.614293E-06
