# gsimlt_path=[''],smlt_path=[''],imt=SA(1.0),investigation_time=1.0
lon,lat,iml
69.66,23.25,0.311626
72.61,23.03,0.0829689
72.85,19.11,0.0808837
73.75,17.4,0.294491
74.8,34.08,1.14621
76.95,8.5,0.0286001
77.11,28.56,0.253382
77.58,12.98,0.0519777
78.04,30.33,1.00821
78.46,17.45,0.0519497
79.95,23.2,0.0951011
80.18,13,0.0444599
85.1,25.6,0.197627
88.45,22.65,0.108356
91.73,26.18,0.76014
92.11,25.48,0.748978
92.72,11.61,0.856025
93.94,24.78,0.870461
