# gsimlt_path=[''],smlt_path=[''],imt=PGA,investigation_time=1.0
lon,lat,iml
69.66,23.25,0.336559
72.61,23.03,0.0622659
72.85,19.11,0.108632
73.75,17.4,0.453643
74.8,34.08,0.518651
76.95,8.5,0.0371193
77.11,28.56,0.23065
77.58,12.98,0.0974658
78.04,30.33,0.559277
78.46,17.45,0.0608706
79.95,23.2,0.0987341
80.18,13,0.0856711
85.1,25.6,0.0878167
88.45,22.65,0.100909
91.73,26.18,0.551491
92.11,25.48,0.528652
92.72,11.61,0.690308
93.94,24.78,0.72557
