# gsimlt_path=[''],smlt_path=[''],imt=SA(0.2),investigation_time=1.0
lon,lat,iml
69.66,23.25,0.508775
72.61,23.03,0.12
72.85,19.11,0.169081
73.75,17.4,0.64557
74.8,34.08,1.16818
76.95,8.5,0.0658166
77.11,28.56,0.365741
77.58,12.98,0.14561
78.04,30.33,1.28509
78.46,17.45,0.105236
79.95,23.2,0.168697
80.18,13,0.126663
85.1,25.6,0.171982
88.45,22.65,0.177553
91.73,26.18,0.989705
92.11,25.48,0.945812
92.72,11.61,1.56842
93.94,24.78,1.522
