# gsimlt_path=[''],smlt_path=[''],imt=SA(1.0),investigation_time=1.0
lon,lat,iml
69.66,23.25,0.123604
72.61,23.03,0.0370303
72.85,19.11,0.0362673
73.75,17.4,0.130195
74.8,34.08,0.369353
76.95,8.5,0.0123836
77.11,28.56,0.10059
77.58,12.98,0.0215883
78.04,30.33,0.347865
78.46,17.45,0.0229209
79.95,23.2,0.039691
80.18,13,0.0180708
85.1,25.6,0.065933
88.45,22.65,0.0482142
91.73,26.18,0.312361
92.11,25.48,0.306103
92.72,11.61,0.348654
93.94,24.78,0.34908
