# gsimlt_path=[''],smlt_path=[''],imt=PGA,investigation_time=1.0
lon,lat,iml
69.66,23.25,0.740271
72.61,23.03,0.137652
72.85,19.11,0.256907
73.75,17.4,0.865101
74.8,34.08,1.61423
76.95,8.5,0.0909684
77.11,28.56,0.534879
77.58,12.98,0.237731
78.04,30.33,1.63051
78.46,17.45,0.145487
79.95,23.2,0.235928
80.18,13,0.216013
85.1,25.6,0.218901
88.45,22.65,0.236569
91.73,26.18,1.0656
92.11,25.48,1.05298
92.72,11.61,1.69246
93.94,24.78,1.79778
