# gsimlt_path=[''],smlt_path=[''],imt=SA(0.2),investigation_time=1.0
lon,lat,iml
69.66,23.25,0.510871
72.61,23.03,0.121443
72.85,19.11,0.175794
73.75,17.4,0.650943
74.8,34.08,0.978482
76.95,8.5,0.0674787
77.11,28.56,0.366203
77.58,12.98,0.146107
78.04,30.33,0.914694
78.46,17.45,0.107042
79.95,23.2,0.171119
80.18,13,0.12749
85.1,25.6,0.166659
88.45,22.65,0.180134
91.73,26.18,1.00178
92.11,25.48,0.964479
92.72,11.61,1.54981
93.94,24.78,1.28527
