# gsimlt_path=[''],smlt_path=[''],imt=PGA,investigation_time=1.0
lon,lat,iml
69.66,23.25,0.338183
72.61,23.03,0.0633291
72.85,19.11,0.113834
73.75,17.4,0.459004
74.8,34.08,0.426171
76.95,8.5,0.0380572
77.11,28.56,0.232741
77.58,12.98,0.0976424
78.04,30.33,0.409842
78.46,17.45,0.0623047
79.95,23.2,0.100841
80.18,13,0.0862575
85.1,25.6,0.0867972
88.45,22.65,0.103077
91.73,26.18,0.556637
92.11,25.48,0.534597
92.72,11.61,0.677496
93.94,24.78,0.630066
