# gsimlt_path=[''],smlt_path=[''],imt=PGA,investigation_time=1.0
lon,lat,iml
69.66,23.25,0.740207
72.61,23.03,0.141517
72.85,19.11,0.265043
73.75,17.4,0.873279
74.8,34.08,1.22859
76.95,8.5,0.0937461
77.11,28.56,0.538924
77.58,12.98,0.239363
78.04,30.33,1.42617
78.46,17.45,0.150279
79.95,23.2,0.244267
80.18,13,0.2171
85.1,25.6,0.222174
88.45,22.65,0.2429
91.73,26.18,1.0649
92.11,25.48,1.06099
92.72,11.61,1.68093
93.94,24.78,1.58351
