# gsimlt_path=[''],smlt_path=[''],imt=SA(1.0),investigation_time=1.0
lon,lat,iml
69.66,23.25,0.311095
72.61,23.03,0.0840784
72.85,19.11,0.0827331
73.75,17.4,0.296156
74.8,34.08,0.897709
76.95,8.5,0.0301796
77.11,28.56,0.25503
77.58,12.98,0.0540548
78.04,30.33,0.989841
78.46,17.45,0.0534006
79.95,23.2,0.0968659
80.18,13,0.0451945
85.1,25.6,0.197378
88.45,22.65,0.112654
91.73,26.18,0.7684
92.11,25.48,0.752847
92.72,11.61,0.846759
93.94,24.78,0.80601
