# gsimlt_path=[''],smlt_path=[''],imt=SA(0.2),investigation_time=1.0
lon,lat,iml
69.66,23.25,1.11704
72.61,23.03,0.253921
72.85,19.11,0.384794
73.75,17.4,1.24992
74.8,34.08,2.77433
76.95,8.5,0.150635
77.11,28.56,0.833797
77.58,12.98,0.339653
78.04,30.33,3.13972
78.46,17.45,0.239616
79.95,23.2,0.390645
80.18,13,0.300032
85.1,25.6,0.429234
88.45,22.65,0.393593
91.73,26.18,1.88509
92.11,25.48,1.89755
92.72,11.61,3.7765
93.94,24.78,3.09011
