siteid,lon,lat,prob40,prob30,prob20,prob15,prob10,prob9,prob8,prob7,prob6,prob5,prob4,prob3,prob2,prob1,prob_pt8,prob_pt6,prob_pt5,
5652,84.4,26.6,0.124013,0.161002,0.212973,0.296446,0.364107,0.472964,0.504041,0.540223,0.583136,0.635248,0.700553,0.786085,0.905818,1.093471,1.467991,1.603425,1.788884,1.912749
5653,84.6,26.6,0.129995,0.16791,0.221112,0.306426,0.375479,0.486448,0.518109,0.55496,0.598649,0.651686,0.718122,0.805094,0.926761,1.117277,1.497071,1.634316,1.822175,1.947599
5654,84.8,26.6,0.138983,0.178439,0.233687,0.322058,0.393434,0.507944,0.540577,0.578538,0.623515,0.678077,0.746375,0.835704,0.96052,1.155678,1.543856,1.683902,1.875416,2.003186
5655,85,26.6,0.157903,0.201021,0.261073,0.35647,0.433039,0.555136,0.589777,0.629993,0.677539,0.735075,0.806888,0.900482,1.030682,1.233058,1.631838,1.774633,1.969079,2.098299
5656,85.2,26.6,0.174261,0.2209,0.285667,0.388154,0.470112,0.600314,0.637152,0.67987,0.730302,0.791233,0.867137,0.965837,1.102767,1.314815,1.730208,1.878254,2.079334,2.21263
5657,85.4,26.6,0.192139,0.242878,0.313165,0.424013,0.512353,0.652181,0.691637,0.737334,0.791207,0.856185,0.93697,1.041768,1.18673,1.410276,1.845183,1.999319,2.207981,2.345895
5658,85.6,26.6,0.199895,0.250948,0.321611,0.433091,0.52208,0.66325,0.703155,0.749411,0.803998,0.869914,0.951991,1.058677,1.206618,1.435552,1.883318,2.042634,2.258673,2.401628
5659,85.8,26.6,0.233127,0.289353,0.36655,0.487281,0.582923,0.733606,0.776008,0.825064,0.882839,0.952459,1.038948,1.151061,1.306024,1.544868,2.009494,2.174096,2.396717,2.543673
5660,86,26.6,0.254016,0.313938,0.395953,0.523716,0.624559,0.782872,0.827306,0.878657,0.939063,1.011756,1.101924,1.218595,1.37948,1.626647,2.104979,2.273688,2.501262,2.651104
5661,86.2,26.6,0.268923,0.331836,0.417854,0.551667,0.657142,0.82247,0.868823,0.922368,0.985325,1.061048,1.154914,1.276263,1.443411,1.699817,2.194798,2.369002,2.603681,2.758024
5662,86.4,26.6,0.279782,0.344947,0.434017,0.572516,0.68162,0.85253,0.900428,0.955746,1.020774,1.098964,1.195845,1.321017,1.493305,1.757289,2.265767,2.444323,2.684535,2.842313
5663,86.6,26.6,0.286817,0.35354,0.444722,0.586455,0.698049,0.872777,0.921729,0.978257,1.044697,1.124564,1.223491,1.351264,1.527056,1.796202,2.313928,2.495498,2.739586,2.899792
5664,86.8,26.6,0.289609,0.357062,0.449231,0.59246,0.705201,0.881685,0.931122,0.988208,1.055294,1.13593,1.235796,1.364775,1.54219,1.813737,2.335774,2.518759,2.764676,2.926031
5665,87,26.6,0.28243,0.348002,0.437594,0.57683,0.686466,0.858162,0.906281,0.961857,1.027186,1.105739,1.20308,1.32889,1.502129,1.767696,2.279758,2.45977,2.702156,2.861487
5666,87.2,26.6,0.260618,0.321753,0.405527,0.536161,0.639361,0.801469,0.846989,0.899611,0.961536,1.036086,1.128593,1.248346,1.413586,1.667608,2.15947,2.333008,2.567199,2.721483
5667,87.4,26.6,0.240662,0.298135,0.377164,0.500883,0.598955,0.753496,0.796986,0.847302,0.90657,0.978004,1.066772,1.181877,1.341021,1.586405,2.063777,2.232859,2.461513,2.612443
5668,87.6,26.6,0.224579,0.278574,0.352939,0.469602,0.562257,0.708542,0.749766,0.797491,0.853742,0.921589,1.005976,1.115541,1.267264,1.501717,1.9597,2.122494,2.343149,2.489097
5669,87.8,26.6,0.213182,0.265084,0.336689,0.449271,0.538863,0.680584,0.720574,0.766896,0.821527,0.887462,0.969529,1.076176,1.224034,1.452822,1.900648,2.060055,2.276275,2.419384
5670,88,26.6,0.201847,0.251539,0.320243,0.428576,0.515016,0.652107,0.690863,0.735792,0.788829,0.852907,0.932759,1.036674,1.181018,1.404957,1.84518,2.002447,2.216217,2.357992
5671,88.2,26.6,0.197301,0.245747,0.312727,0.418355,0.502654,0.636391,0.674207,0.718052,0.769817,0.832367,0.910327,1.011799,1.152789,1.371632,1.802121,1.955995,2.165194,2.303964
5672,88.4,26.6,0.192157,0.239038,0.303875,0.406192,0.487919,0.617694,0.654416,0.697007,0.74731,0.808125,0.883966,0.982748,1.120117,1.333621,1.754574,1.905355,2.1106,2.246904
5673,88.6,26.6,0.187214,0.232687,0.295647,0.395173,0.47481,0.601486,0.637377,0.679031,0.72826,0.787826,0.862179,0.959128,1.09414,1.304385,1.720249,1.869601,2.073212,2.208615
5674,88.8,26.6,0.185035,0.229675,0.291534,0.38944,0.467878,0.592793,0.628217,0.669344,0.717977,0.77685,0.850385,0.94634,1.08009,1.288625,1.701927,1.850585,2.053425,2.188413
5675,89,26.6,0.182766,0.227111,0.28875,0.386669,0.465378,0.591104,0.626832,0.668349,0.717491,0.777049,0.851532,0.948867,1.08478,1.297169,1.719484,1.871723,2.07967,2.218172
5676,89.2,26.6,0.18495,0.230371,0.293735,0.394802,0.476307,0.606868,0.64404,0.687267,0.738477,0.800599,0.878362,0.980094,1.122317,1.344878,1.788083,1.947922,2.166205,2.311525
5677,89.4,26.6,0.195181,0.243349,0.310691,0.418325,0.505237,0.644585,0.68428,0.730454,0.785166,0.851542,0.934637,1.043338,1.195277,1.43292,1.905251,2.075161,2.306714,2.46055
5678,89.6,26.6,0.207325,0.257767,0.328395,0.441498,0.532978,0.679913,0.721824,0.770605,0.82844,0.898651,0.986613,1.101775,1.262889,1.515129,2.016632,2.196885,2.442296,2.605165
5679,89.8,26.6,0.231113,0.28442,0.358711,0.477086,0.57247,0.72524,0.768742,0.819338,0.879277,0.951982,1.042983,1.161997,1.32829,1.588178,2.103168,2.287664,2.538389,2.704471
5680,90,26.6,0.249553,0.305171,0.382491,0.505346,0.604122,0.762037,0.806951,0.85916,0.920976,0.995905,1.089619,1.212067,1.38297,1.649608,2.176306,2.364435,2.619642,2.78839
5681,90.2,26.6,0.268805,0.327225,0.408191,0.536416,0.639244,0.803286,0.849875,0.903997,0.968029,1.045583,1.142489,1.268975,1.445286,1.719821,2.26009,2.4524,2.712673,2.884368
5682,90.4,26.6,0.347283,0.418462,0.515412,0.665692,0.78389,0.968978,1.020862,1.080796,1.151267,1.236025,1.34109,1.476945,1.664115,1.951148,2.504158,2.698172,2.958848,3.129761
5683,90.6,26.6,0.357628,0.430418,0.529522,0.683111,0.8039,0.993029,1.046045,1.107288,1.179297,1.265903,1.373255,1.512057,1.703243,1.996276,2.560046,2.757485,3.022392,3.195828
5684,90.8,26.6,0.362975,0.436857,0.537493,0.693511,0.816236,1.008413,1.062284,1.124514,1.19768,1.285674,1.394737,1.535733,1.729891,2.027336,2.598948,2.798872,3.066854,3.242135
5685,91,26.6,0.370426,0.445572,0.547885,0.706404,0.831015,1.026009,1.080642,1.143737,1.217901,1.307067,1.417546,1.560309,1.756784,2.057503,2.63454,2.836068,3.108962,3.290048
5686,91.2,26.6,0.381143,0.457929,0.562398,0.724105,0.851112,1.049682,1.105801,1.170784,1.247164,1.339001,1.452801,1.599884,1.802346,2.112343,2.711772,2.921915,3.203639,3.387944
5687,91.4,26.6,0.401523,0.480989,0.588838,0.756904,0.889058,1.095494,1.153271,1.219965,1.298318,1.392478,1.509088,1.660843,1.869961,2.190086,2.805119,3.020191,3.308494,3.49707
5688,91.6,26.6,0.42657,0.509921,0.623277,0.798118,0.935185,1.15103,1.211413,1.281105,1.362976,1.46136,1.5832,1.740546,1.956906,2.287953,2.923386,3.145426,3.442928,3.637418
5689,91.8,26.6,0.527075,0.624654,0.755255,0.953456,1.107509,1.345416,1.411331,1.487095,1.575691,1.681604,1.811979,1.97915,2.20707,2.551994,3.203614,3.428772,3.728883,3.924293
5690,92,26.6,0.62335,0.729964,0.870968,1.083138,1.246199,1.494934,1.563443,1.642002,1.733627,1.842852,1.976896,2.148214,2.380966,2.731709,3.390589,3.617476,3.919487,4.115951
5691,92.2,26.6,0.670948,0.781052,0.927673,1.146453,1.312864,1.565752,1.635231,1.714817,1.807531,1.917906,2.053154,2.225708,2.459683,2.811437,3.470199,3.696623,3.997802,4.193646
5692,92.4,26.6,0.688293,0.80006,0.947359,1.167015,1.334035,1.587804,1.65752,1.737374,1.830402,1.941152,2.076865,2.25003,2.484888,2.838128,3.500324,3.728185,4.031567,4.229059
5693,92.6,26.6,0.693329,0.805777,0.954099,1.175527,1.344071,1.600388,1.670849,1.751575,1.845647,1.957678,2.095015,2.270332,2.50824,2.866331,3.538363,3.769884,4.078406,4.279409
5694,92.8,26.6,0.689479,0.80225,0.951158,1.173732,1.343311,1.601427,1.67242,1.75378,1.848613,1.961587,2.100134,2.27707,2.517291,2.87905,3.558677,3.793051,4.105521,4.309164
5695,93,26.6,0.657927,0.767531,0.91271,1.130572,1.297139,1.55149,1.621598,1.702014,1.795842,1.907747,2.04517,2.220956,2.460055,2.820999,3.501963,3.737599,4.052375,4.257912
5696,93.2,26.6,0.637906,0.745689,0.888582,1.103245,1.267533,1.518646,1.587915,1.667394,1.760161,1.870845,2.006836,2.180906,2.417915,2.776267,3.454394,3.689729,4.004732,4.210841
5697,93.4,26.6,0.606071,0.710943,0.850144,1.059508,1.219867,1.46506,1.532709,1.610336,1.700948,1.809064,1.941902,2.11196,2.343576,2.693984,3.357921,3.588746,3.89813,4.10086
5698,93.6,26.6,0.457929,0.537889,0.645181,0.808907,0.936166,1.133697,1.188794,1.25233,1.326908,1.416466,1.527331,1.670564,1.867931,2.171333,2.760933,2.970208,3.254087,3.442147
5699,93.8,26.6,0.296559,0.349789,0.422582,0.536413,0.626945,0.770589,0.811273,0.858497,0.914338,0.981951,1.066448,1.176818,1.330929,1.571995,2.052962,2.22714,2.465974,2.625694
5700,94,26.6,0.273675,0.323292,0.390917,0.496182,0.579488,0.711014,0.748135,0.791157,0.84194,0.903304,0.97981,1.079469,1.218186,1.434316,1.863218,2.017983,2.229813,2.371296
5701,94.2,26.6,0.256743,0.306308,0.374141,0.480186,0.564389,0.697705,0.735403,0.779132,0.830793,0.893279,0.971268,1.072979,1.214747,1.436024,1.876403,2.03566,2.253949,2.399932
5702,94.4,26.6,0.272954,0.330752,0.410004,0.533961,0.63232,0.7878,0.8317,0.882584,0.942644,1.015212,1.10566,1.223417,1.387172,1.64193,2.146137,2.327607,2.575573,2.740905
5703,94.6,26.6,0.286859,0.348715,0.433446,0.565772,0.670607,0.83607,0.882739,0.936806,1.000591,1.077613,1.173541,1.298325,1.471668,1.740928,2.272464,2.463342,2.723819,2.897303
5704,94.8,26.6,0.310741,0.377375,0.468332,0.609739,0.721282,0.896591,0.945891,1.002932,1.070125,1.151118,1.251793,1.382446,1.563407,1.843349,2.39228,2.588297,2.854918,3.031966
5705,95,26.6,0.331287,0.401647,0.497493,0.646116,0.76307,0.946448,0.997932,1.057456,1.127511,1.211876,1.316629,1.452404,1.640155,1.929982,2.496402,2.698114,2.97207,3.153734
5706,69.6,26.8,0.116252,0.147477,0.190807,0.259587,0.314939,0.40368,0.428976,0.458412,0.493305,0.53566,0.588728,0.658236,0.7556,0.908465,1.215073,1.32652,1.479643,1.582267
5707,69.8,26.8,0.116752,0.148293,0.192167,0.262035,0.318401,0.408916,0.434749,0.464828,0.500505,0.543834,0.598149,0.669318,0.769039,0.925684,1.239907,1.354016,1.510627,1.615445
5708,70,26.8,0.118772,0.150886,0.195617,0.266982,0.324628,0.417268,0.443716,0.474513,0.511049,0.55544,0.611107,0.684072,0.78634,0.946963,1.269009,1.385883,1.546203,1.653423
5709,70.2,26.8,0.12246,0.15536,0.201177,0.274267,0.333315,0.428217,0.455308,0.486853,0.524275,0.569744,0.626772,0.70155,0.806376,0.970988,1.300868,1.420565,1.584681,1.694365
5710,70.4,26.8,0.131235,0.165884,0.213971,0.29037,0.351865,0.450327,0.478363,0.510973,0.549613,0.596501,0.65522,0.732071,0.839555,1.007825,1.343238,1.464386,1.630035,1.740474
5711,70.6,26.8,0.137298,0.173267,0.223095,0.30211,0.365601,0.467114,0.495994,0.529575,0.569351,0.617594,0.677969,0.756918,0.86725,1.039787,1.383001,1.50669,1.675631,1.788168
5712,70.8,26.8,0.142977,0.179991,0.231135,0.312022,0.376876,0.480406,0.509835,0.544043,0.584544,0.633637,0.695036,0.775275,0.887313,1.062356,1.410004,1.535088,1.705803,1.819443
5713,71,26.8,0.149687,0.187868,0.240423,0.323195,0.389331,0.494613,0.524487,0.559182,0.600219,0.649907,0.711976,0.792974,0.905861,1.081824,1.430009,1.554894,1.725013,1.838052
5714,71.2,26.8,0.152437,0.190988,0.243909,0.32703,0.393318,0.498711,0.528597,0.563296,0.604329,0.654002,0.716042,0.796986,0.909769,1.085531,1.433253,1.558004,1.727944,1.840861
5715,71.4,26.8,0.156311,0.195341,0.248707,0.33217,0.398509,0.503698,0.533472,0.568013,0.608826,0.658192,0.719788,0.800056,0.911741,1.085467,1.428156,1.550877,1.717872,1.828713
5716,71.6,26.8,0.15678,0.195895,0.249237,0.332444,0.398449,0.502942,0.532487,0.566749,0.607214,0.656133,0.717136,0.796578,0.90702,1.078609,1.416428,1.537235,1.701506,1.810461
5717,71.8,26.8,0.151224,0.189451,0.241549,0.322817,0.387304,0.48944,0.518335,0.551853,0.59145,0.639336,0.699079,0.776925,0.88523,1.053684,1.385961,1.504959,1.666929,1.774462
5718,72,26.8,0.140479,0.177165,0.227235,0.305546,0.367852,0.466776,0.494812,0.527364,0.565857,0.612457,0.67066,0.746612,0.852465,1.017467,1.344205,1.461553,1.621545,1.727927
5719,72.2,26.8,0.125593,0.160017,0.20714,0.281173,0.340356,0.434726,0.461547,0.492727,0.529655,0.57444,0.630485,0.703774,0.806197,0.966409,1.285515,1.400653,1.55799,1.66284
5720,72.4,26.8,0.106902,0.138046,0.180889,0.248672,0.303252,0.390914,0.41595,0.445115,0.479734,0.521829,0.574678,0.644063,0.741488,0.89487,1.203487,1.315794,1.469971,1.573132
5721,72.6,26.8,0.091927,0.120154,0.15903,0.220747,0.270648,0.351185,0.374267,0.401196,0.433214,0.472215,0.521274,0.585833,0.676775,0.820577,1.111903,1.218477,1.365292,1.463851
5722,72.8,26.8,0.079304,0.104705,0.139664,0.195237,0.240303,0.313318,0.334308,0.358832,0.388038,0.423678,0.468603,0.527865,0.611587,0.744519,1.015756,1.11554,1.253444,1.346302
5723,73,26.8,0.069536,0.092385,0.123765,0.173612,0.214064,0.279762,0.298694,0.320838,0.347244,0.379519,0.42028,0.474175,0.550539,0.672275,0.922288,1.014787,1.143039,1.229665
5724,73.2,26.8,0.06817,0.090284,0.120432,0.167909,0.206151,0.267833,0.285526,0.306182,0.330769,0.360755,0.398536,0.44836,0.518737,0.630488,0.858601,0.942595,1.058773,1.137089
5725,73.4,26.8,0.064385,0.085454,0.114043,0.15886,0.194832,0.252678,0.269238,0.288559,0.311535,0.339532,0.374773,0.421192,0.48667,0.590468,0.801957,0.879726,0.987181,1.05954
5726,73.6,26.8,0.060293,0.080382,0.107513,0.149839,0.183691,0.237982,0.253502,0.271596,0.2931,0.319287,0.352227,0.395581,0.456672,0.553373,0.749978,0.822209,0.921981,0.989133
5727,73.8,26.8,0.056966,0.076616,0.102964,0.143762,0.176203,0.227986,0.242745,0.259932,0.280331,0.305138,0.33629,0.377217,0.434756,0.525542,0.70908,0.776203,0.868709,0.930848
5728,74,26.8,0.050815,0.069485,0.094406,0.132818,0.163268,0.211786,0.225604,0.24169,0.260781,0.283995,0.313151,0.351466,0.405371,0.490538,0.663168,0.726423,0.813697,0.872396
5729,74.2,26.8,0.047941,0.065908,0.090697,0.128515,0.158241,0.205263,0.218593,0.234085,0.252433,0.274696,0.302588,0.339141,0.390393,0.471018,0.633365,0.692547,0.773958,0.828562
5730,74.4,26.8,0.047381,0.062275,0.08241,0.118618,0.147459,0.192963,0.205845,0.220809,0.238525,0.260013,0.286929,0.322198,0.371663,0.449533,0.60667,0.664077,0.743159,0.796273
5731,74.6,26.8,0.047123,0.061904,0.081902,0.113808,0.142385,0.187375,0.200093,0.214857,0.232325,0.253497,0.279994,0.314681,0.363268,0.439655,0.593515,0.649651,0.726933,0.778809
5732,74.8,26.8,0.047705,0.06254,0.082609,0.113923,0.139678,0.184612,0.197306,0.21204,0.229466,0.250584,0.277006,0.311589,0.360019,0.436136,0.589428,0.645361,0.722372,0.774076
5733,75,26.8,0.048789,0.063791,0.084071,0.115688,0.14174,0.187093,0.199898,0.214755,0.232324,0.253604,0.280221,0.315037,0.363767,0.440292,0.594217,0.650333,0.727561,0.77939
5734,75.2,26.8,0.049815,0.065047,0.085642,0.118413,0.147675,0.1937,0.206702,0.221789,0.23963,0.261245,0.288277,0.323638,0.373118,0.450787,0.606846,0.663684,0.741859,0.794294
5735,75.4,26.8,0.050931,0.066378,0.087259,0.123213,0.152612,0.199015,0.212153,0.227412,0.245478,0.267387,0.294823,0.330761,0.381133,0.460354,0.619958,0.678201,0.758394,0.812232
5736,75.6,26.8,0.050554,0.065964,0.088667,0.126449,0.156142,0.203116,0.216434,0.23191,0.250242,0.272488,0.300363,0.336904,0.388162,0.468852,0.631644,0.691109,0.773025,0.828039
5737,75.8,26.8,0.050997,0.067177,0.092161,0.130298,0.160279,0.207703,0.221146,0.236766,0.255265,0.27771,0.305828,0.342672,0.394328,0.475584,0.639296,0.699028,0.781255,0.83644
5738,76,26.8,0.050851,0.068838,0.093887,0.132172,0.162299,0.209993,0.223518,0.239238,0.25786,0.280459,0.308775,0.34589,0.397939,0.479839,0.644892,0.705116,0.788014,0.843646
5739,76.2,26.8,0.052412,0.071454,0.096655,0.135096,0.165286,0.212988,0.226498,0.24219,0.260766,0.283291,0.31149,0.348407,0.400108,0.481302,0.644409,0.703768,0.785352,0.840033
5740,76.4,26.8,0.052759,0.071667,0.096705,0.134928,0.164968,0.212463,0.225921,0.241554,0.260066,0.282517,0.310631,0.347448,0.399032,0.480084,0.643015,0.702332,0.783871,0.838529
5741,76.6,26.8,0.053124,0.071844,0.096637,0.134484,0.164229,0.211255,0.224579,0.240059,0.258386,0.280614,0.308449,0.344905,0.395983,0.476252,0.637645,0.69641,0.7772,0.831361
5742,76.8,26.8,0.052231,0.070545,0.094878,0.132167,0.161576,0.208218,0.221461,0.236859,0.255107,0.277261,0.305038,0.341467,0.392596,0.473128,0.635613,0.694932,0.776605,0.831433
5743,77,26.8,0.052345,0.070523,0.094702,0.131809,0.161106,0.20761,0.220821,0.236185,0.254397,0.276513,0.30425,0.340636,0.391721,0.47222,0.634723,0.694068,0.775788,0.830657
5744,77.2,26.8,0.055232,0.073653,0.098084,0.135433,0.164816,0.2113,0.224474,0.239779,0.257902,0.279881,0.307405,0.34345,0.393945,0.473284,0.63272,0.690738,0.770474,0.823915
5745,77.4,26.8,0.054983,0.07333,0.097766,0.1353,0.164944,0.211997,0.225358,0.240898,0.259312,0.28167,0.309701,0.346457,0.398031,0.479228,0.642885,0.702578,0.784726,0.839851
5746,77.6,26.8,0.057644,0.076381,0.101344,0.139683,0.169949,0.217952,0.231577,0.247415,0.266179,0.28895,0.317484,0.354876,0.407295,0.489712,0.655469,0.715832,0.798836,0.854497
5747,77.8,26.8,0.060499,0.07983,0.105627,0.1453,0.176644,0.226367,0.240478,0.256881,0.27631,0.299887,0.329418,0.368097,0.422282,0.50737,0.678162,0.740267,0.825601,0.882776
5748,78,26.8,0.061662,0.081283,0.107568,0.148165,0.180344,0.231537,0.246092,0.263023,0.283095,0.30747,0.338034,0.378115,0.434347,0.522842,0.701113,0.76613,0.855586,0.91559
5749,78.2,26.8,0.062492,0.082357,0.10911,0.150669,0.183765,0.236622,0.251689,0.269234,0.290057,0.315377,0.34717,0.388934,0.447652,0.54033,0.727882,0.796504,0.891084,0.954635
5750,78.4,26.8,0.067186,0.088097,0.116251,0.15994,0.194681,0.250054,0.265812,0.284147,0.305888,0.332293,0.365403,0.408827,0.46975,0.565639,0.758749,0.829108,0.925859,0.990738
5751,78.6,26.8,0.0681,0.089303,0.117948,0.16256,0.198139,0.254998,0.271206,0.290079,0.312475,0.3397,0.373877,0.418755,0.481824,0.581301,0.782208,0.855583,0.956639,1.024506
5752,78.8,26.8,0.070176,0.091745,0.120949,0.166522,0.202911,0.261106,0.2777,0.297023,0.319956,0.347836,0.38284,0.428814,0.493442,0.59543,0.801553,0.876897,0.980729,1.050498
5753,79,26.8,0.07112,0.093069,0.12283,0.169349,0.206545,0.266095,0.283084,0.302874,0.326367,0.354935,0.390815,0.437958,0.504259,0.608926,0.820538,0.897924,1.004611,1.076318
5754,79.2,26.8,0.070944,0.093051,0.12307,0.170079,0.207732,0.268118,0.285369,0.305474,0.329356,0.358418,0.394945,0.442981,0.510606,0.617483,0.833966,0.913261,1.022674,1.096259
5755,79.4,26.8,0.072867,0.095447,0.126138,0.174217,0.212714,0.274409,0.292022,0.312542,0.336905,0.366539,0.403763,0.452677,0.521469,0.630028,0.849398,0.929601,1.04014,1.114399
5756,79.6,26.8,0.072717,0.095162,0.125834,0.174124,0.21293,0.27528,0.293109,0.313892,0.338584,0.36864,0.406423,0.456119,0.526097,0.636702,0.860762,0.942842,1.056087,1.132232
5757,79.8,26.8,0.074369,0.097123,0.128323,0.177568,0.217184,0.280839,0.299036,0.320245,0.345434,0.376083,0.414595,0.465217,0.536433,0.648834,0.875966,0.959004,1.073422,1.150259
5758,80,26.8,0.071899,0.0941,0.124748,0.173457,0.212858,0.276478,0.294721,0.316012,0.341336,0.372197,0.411041,0.462203,0.534351,0.648585,0.880543,0.965667,1.083206,1.16229
5759,80.2,26.8,0.075828,0.098729,0.130327,0.180454,0.220897,0.285996,0.304622,0.326334,0.352126,0.383512,0.422949,0.474784,0.547681,0.662651,0.894623,0.979318,1.095915,1.174153
5760,80.4,26.8,0.075897,0.098697,0.130266,0.180505,0.221131,0.286652,0.305421,0.327312,0.353329,0.385006,0.424836,0.477223,0.550956,0.667387,0.902776,0.988848,1.107439,1.187085
5761,80.6,26.8,0.078931,0.102432,0.135027,0.186946,0.228932,0.296602,0.315973,0.338559,0.365389,0.398039,0.439068,0.49299,0.568796,0.688314,0.929327,1.017256,1.13824,1.219392
5762,80.8,26.8,0.077511,0.101035,0.133814,0.18632,0.228994,0.298089,0.317928,0.341087,0.368637,0.402214,0.444479,0.500129,0.578542,0.702541,0.953786,1.045795,1.172677,1.257966
5763,81,26.8,0.078967,0.103267,0.137331,0.192191,0.236944,0.309598,0.330489,0.354891,0.383938,0.419363,0.463985,0.522779,0.605699,0.736999,1.003582,1.101322,1.236173,1.326853
5764,81.2,26.8,0.077938,0.102753,0.137753,0.194501,0.241059,0.317016,0.338925,0.36455,0.395092,0.432397,0.47946,0.541588,0.629422,0.768942,1.053506,1.158172,1.302847,1.400298
5765,81.4,26.8,0.080601,0.106812,0.14388,0.204137,0.253664,0.334551,0.357893,0.385197,0.417746,0.457502,0.507656,0.573861,0.667444,0.816062,1.118902,1.230172,1.383882,1.487358
5766,81.6,26.8,0.084757,0.112565,0.151957,0.216057,0.268748,0.354768,0.379579,0.408595,0.443172,0.485388,0.538619,0.608846,0.708046,0.865434,1.18546,1.30283,1.46478,1.573683
5767,81.8,26.8,0.086175,0.114846,0.155584,0.222088,0.276885,0.366505,0.392383,0.422655,0.458745,0.502826,0.55844,0.631859,0.735655,0.900491,1.236063,1.359247,1.529302,1.643692
5768,82,26.8,0.090824,0.120658,0.163023,0.23211,0.288964,0.381813,0.408593,0.439904,0.47721,0.522748,0.580155,0.655878,0.762821,0.93241,1.276858,1.403061,1.577086,1.694015
5769,82.2,26.8,0.094778,0.125392,0.168845,0.239643,0.29784,0.392768,0.420123,0.452094,0.490171,0.536629,0.595173,0.672363,0.781322,0.953987,1.30435,1.432639,1.609476,1.728254
5770,82.4,26.8,0.101651,0.13366,0.178949,0.252457,0.312659,0.410508,0.438635,0.471472,0.510531,0.558127,0.618011,0.696824,0.807826,0.983188,1.337365,1.466588,1.644334,1.763484
5771,82.6,26.8,0.109322,0.143093,0.190738,0.267759,0.3306,0.43237,0.461547,0.495572,0.535995,0.585177,0.646956,0.728101,0.842102,1.021576,1.382123,1.513107,1.692823,1.813012
5772,82.8,26.8,0.112844,0.14832,0.198432,0.279495,0.345643,0.452733,0.483424,0.519206,0.561705,0.6134,0.678312,0.763533,0.883176,1.071307,1.448413,1.585128,1.772439,1.897522
5773,83,26.8,0.117467,0.15467,0.207219,0.292171,0.361431,0.473429,0.505497,0.542868,0.587236,0.641172,0.708854,0.797641,0.922138,1.117582,1.508182,1.649418,1.842584,1.971357
5774,83.2,26.8,0.121305,0.16014,0.215028,0.303773,0.376111,0.493012,0.526468,0.56545,0.611715,0.667944,0.73848,0.830957,0.960535,1.163747,1.569062,1.715355,1.9152,2.048294
5775,83.4,26.8,0.125231,0.165482,0.222373,0.314331,0.389248,0.510235,0.544844,0.585161,0.633003,0.691135,0.764033,0.859566,0.993356,1.203015,1.620647,1.771211,1.976755,2.113566
5776,83.6,26.8,0.130332,0.171608,0.229853,0.323795,0.400163,0.523252,0.558419,0.599368,0.647935,0.706915,0.780825,0.877611,1.013044,1.225049,1.646837,1.798813,2.006301,2.144423
5777,83.8,26.8,0.136911,0.179419,0.239269,0.335536,0.413588,0.539087,0.574888,0.616546,0.665914,0.725812,0.800794,0.898865,1.035887,1.249953,1.674547,1.827206,2.035418,2.173896
5778,84,26.8,0.140123,0.182901,0.243084,0.339792,0.418139,0.544075,0.580002,0.621809,0.671357,0.731476,0.806745,0.905206,1.042801,1.257858,1.684884,1.838613,2.04847,2.188185
5779,84.2,26.8,0.150779,0.195341,0.257816,0.357785,0.438488,0.567809,0.604622,0.647418,0.698086,0.759491,0.836268,0.936533,1.076364,1.294333,1.725354,1.880052,2.090898,2.23108
5780,84.4,26.8,0.159681,0.205863,0.27048,0.373603,0.456675,0.589528,0.627287,0.671155,0.723054,0.785904,0.86441,0.966814,1.109422,1.331289,1.768804,1.925494,2.138814,2.2805
5781,84.6,26.8,0.171213,0.219468,0.286795,0.393874,0.47987,0.616961,0.655833,0.700949,0.754268,0.818754,0.899181,1.003892,1.149362,1.374951,1.817585,1.975443,2.189846,2.33194
5782,84.8,26.8,0.176552,0.224864,0.292211,0.399329,0.485448,0.622943,0.661978,0.707311,0.760923,0.825817,0.906833,1.012447,1.1594,1.387802,1.837553,1.99836,2.216969,2.361955
5783,85,26.8,0.207692,0.260321,0.332959,0.447255,0.53829,0.682414,0.723109,0.770262,0.825888,0.893039,0.976626,1.085215,1.23569,1.468446,1.923684,2.085634,2.305168,2.450403
5784,85.2,26.8,0.224981,0.280297,0.356383,0.475599,0.570178,0.719359,0.761373,0.809998,0.867288,0.936351,1.022174,1.133455,1.287313,1.524589,1.98644,2.150106,2.371493,2.517672
5785,85.4,26.8,0.239418,0.297424,0.377076,0.501609,0.600193,0.755355,0.798983,0.849441,0.908842,0.980386,1.069202,1.184229,1.343042,1.587435,2.061575,2.229139,2.455467,2.604689
5786,85.6,26.8,0.257076,0.318382,0.402384,0.533343,0.636728,0.798992,0.844523,0.897133,0.959008,1.033445,1.12573,1.245061,1.409469,1.661722,2.14872,2.320097,2.550962,2.702787
5787,85.8,26.8,0.272294,0.336293,0.42386,0.560149,0.667582,0.835947,0.883144,0.937655,1.001739,1.078799,1.174284,1.297663,1.467496,1.727758,2.229237,2.40541,2.642481,2.79824
5788,86,26.8,0.28783,0.354686,0.446022,0.587909,0.699544,0.874185,0.923081,0.97953,1.045854,1.125556,1.224236,1.35162,1.526762,1.794712,2.309607,2.490048,2.73252,2.891622
5789,86.2,26.8,0.302911,0.372522,0.467467,0.614653,0.730221,0.910673,0.961134,1.019354,1.087718,1.169808,1.271353,1.402306,1.582118,1.856699,2.382683,2.566504,2.813131,2.974715
