siteid,lon,lat,prob40,prob30,prob20,prob15,prob10,prob9,prob8,prob7,prob6,prob5,prob4,prob3,prob2,prob1,prob_pt8,prob_pt6,prob_pt5,
1,80.4,6,0.001706,0.010552,0.021534,0.037272,0.04913,0.067383,0.072487,0.078392,0.085355,0.09377,0.104279,0.118014,0.137251,0.167548,0.228814,0.251239,0.282186,0.303017
2,80.6,6,0.000173,0.006747,0.017632,0.033077,0.044606,0.062215,0.067115,0.072773,0.079432,0.087463,0.097468,0.110514,0.12874,0.157363,0.215052,0.236127,0.265177,0.284708
3,80.2,6.2,0.00729,0.016706,0.028557,0.045816,0.058986,0.079454,0.085209,0.091881,0.099764,0.109312,0.12126,0.136908,0.158868,0.193507,0.263678,0.289418,0.325003,0.348997
4,80.4,6.2,0.004134,0.0132,0.024524,0.040876,0.053273,0.072451,0.077829,0.084059,0.091414,0.100313,0.111442,0.126008,0.146442,0.178678,0.244011,0.267977,0.301103,0.323436
5,80.6,6.2,0.000628,0.009587,0.020682,0.036527,0.048426,0.066694,0.071793,0.077689,0.084636,0.093025,0.103494,0.117167,0.136299,0.166404,0.227228,0.249483,0.28019,0.300858
6,80.8,6.2,0.000173,0.005643,0.016488,0.031859,0.043325,0.060831,0.065701,0.071325,0.077944,0.085928,0.095877,0.108852,0.126984,0.155476,0.212966,0.233989,0.262983,0.282488
7,81,6.2,0.000173,0.005012,0.011151,0.024579,0.035799,0.052819,0.057537,0.062977,0.069371,0.077075,0.086663,0.099159,0.116613,0.144044,0.199511,0.21985,0.247959,0.266906
8,81.2,6.2,0.001628,0.006177,0.012014,0.022829,0.033187,0.049029,0.053439,0.058532,0.064528,0.07176,0.080771,0.092523,0.108941,0.134741,0.186824,0.205885,0.232197,0.249912
9,80,6.4,0.013103,0.023104,0.035943,0.05506,0.069903,0.093285,0.099912,0.107617,0.11675,0.127847,0.141778,0.160091,0.185894,0.226815,0.310423,0.341271,0.384009,0.412873
10,80.2,6.4,0.010382,0.019858,0.031932,0.049767,0.063533,0.085132,0.091239,0.098336,0.106741,0.116945,0.129748,0.146567,0.170246,0.20776,0.284291,0.312524,0.351653,0.378082
11,80.4,6.4,0.006955,0.016312,0.028086,0.045233,0.058316,0.078655,0.084374,0.091006,0.098842,0.108335,0.120216,0.135782,0.157634,0.192123,0.262049,0.287718,0.323215,0.347158
12,80.6,6.4,0.003903,0.012747,0.02381,0.039825,0.051998,0.070879,0.076184,0.082333,0.089599,0.098399,0.109414,0.12385,0.144128,0.176178,0.241295,0.265221,0.298317,0.320644
13,80.8,6.4,0.000447,0.009421,0.020509,0.036291,0.048099,0.066159,0.071188,0.076996,0.083831,0.092075,0.102344,0.115732,0.134424,0.163747,0.222709,0.2442,0.273782,0.29365
14,81,6.4,0.000176,0.005015,0.013713,0.029083,0.040488,0.057821,0.06263,0.068176,0.074695,0.082547,0.09232,0.105051,0.122815,0.150689,0.206864,0.227398,0.255726,0.274785
15,81.2,6.4,0.001632,0.00618,0.012016,0.024483,0.034919,0.050959,0.055442,0.060629,0.066746,0.074143,0.083384,0.095477,0.112444,0.13925,0.193796,0.213879,0.241692,0.260472
16,81.4,6.4,0.001889,0.006352,0.012104,0.024232,0.03386,0.048835,0.053047,0.057931,0.063703,0.070694,0.079444,0.090907,0.106996,0.132399,0.183959,0.202884,0.22904,0.246667
17,81.6,6.4,0.002202,0.006554,0.013608,0.02552,0.034753,0.049288,0.053404,0.058189,0.063858,0.070743,0.079382,0.090728,0.106699,0.131983,0.183439,0.202351,0.228502,0.246131
18,80,6.6,0.015533,0.026515,0.040672,0.061828,0.078292,0.104255,0.111615,0.120171,0.130312,0.14263,0.158089,0.178401,0.207009,0.25235,0.344784,0.378803,0.425887,0.45766
19,80.2,6.6,0.01192,0.021963,0.034816,0.053893,0.068672,0.091922,0.098507,0.106162,0.115235,0.126258,0.140097,0.15829,0.18393,0.224612,0.307815,0.338543,0.38114,0.409924
20,80.4,6.6,0.008912,0.01833,0.030271,0.047806,0.061282,0.082358,0.088307,0.095214,0.103392,0.113315,0.12576,0.142101,0.165106,0.201557,0.275966,0.303436,0.341539,0.367296
21,80.6,6.6,0.006995,0.016184,0.027718,0.044461,0.057201,0.076955,0.0825,0.088925,0.096511,0.105693,0.117172,0.132194,0.153252,0.186427,0.253476,0.27802,0.311906,0.334729
22,80.8,6.6,0.002024,0.011106,0.022367,0.038473,0.050576,0.06916,0.074348,0.080343,0.087408,0.095938,0.106578,0.120466,0.13989,0.17042,0.23198,0.254467,0.28547,0.306323
23,81,6.6,0.000178,0.005695,0.016756,0.032409,0.044063,0.061821,0.066755,0.072449,0.079147,0.08722,0.097272,0.110368,0.12865,0.157339,0.215109,0.236204,0.265274,0.284816
24,81.2,6.6,0.001634,0.006182,0.013237,0.02745,0.038128,0.054535,0.059119,0.06442,0.070671,0.078224,0.087655,0.099987,0.117271,0.144525,0.199816,0.220121,0.248195,0.267125
25,81.4,6.6,0.001889,0.006353,0.013056,0.026045,0.035935,0.051277,0.055584,0.060574,0.066467,0.073597,0.08251,0.094172,0.110519,0.136288,0.188456,0.207569,0.233957,0.251724
26,81.6,6.6,0.002198,0.006552,0.014483,0.02669,0.036134,0.050964,0.055158,0.06003,0.065798,0.072799,0.081575,0.093091,0.109282,0.134887,0.186897,0.205988,0.232364,0.250134
27,80,6.8,0.018592,0.029994,0.044849,0.067306,0.084935,0.112921,0.120884,0.130157,0.141164,0.154558,0.171401,0.19358,0.224893,0.274648,0.376333,0.413849,0.465854,0.501002
28,80.2,6.8,0.014055,0.024603,0.038191,0.058494,0.074303,0.099267,0.106351,0.114593,0.124369,0.136254,0.151186,0.170834,0.198551,0.242582,0.332712,0.365992,0.412133,0.443318
29,80.4,6.8,0.011537,0.021602,0.03442,0.053325,0.067887,0.090682,0.097115,0.104583,0.113419,0.124135,0.13756,0.155162,0.179885,0.218931,0.298219,0.327358,0.36764,0.394788
30,80.6,6.8,0.00809,0.017606,0.029586,0.04703,0.060332,0.080993,0.086798,0.093525,0.101472,0.111094,0.123127,0.138879,0.160967,0.195771,0.266175,0.291975,0.327625,0.35165
31,80.8,6.8,0.004142,0.013032,0.024149,0.040236,0.052459,0.071408,0.07673,0.082897,0.090183,0.099007,0.110048,0.124515,0.144829,0.17692,0.242081,0.266013,0.299111,0.321436
32,81,6.8,0.000179,0.00889,0.01998,0.035754,0.047547,0.065579,0.070598,0.076395,0.083217,0.091445,0.101693,0.115055,0.133711,0.162981,0.22186,0.243329,0.272886,0.292741
33,81.2,6.8,0.001632,0.006182,0.015474,0.029965,0.040854,0.057581,0.062251,0.067652,0.074016,0.081704,0.0913,0.103836,0.121385,0.149018,0.204923,0.225406,0.253689,0.272734
34,81.4,6.8,0.001886,0.006351,0.012896,0.025915,0.035858,0.051348,0.055711,0.060775,0.066765,0.074029,0.083134,0.095084,0.111905,0.138564,0.192983,0.21305,0.240856,0.259637
35,81.6,6.8,0.002189,0.006818,0.015227,0.027656,0.037253,0.052294,0.056542,0.061474,0.067311,0.074388,0.083254,0.094879,0.111208,0.137004,0.189315,0.208493,0.234972,0.252802
36,81.8,6.8,0.002618,0.009032,0.017319,0.029749,0.039453,0.054799,0.059156,0.064226,0.07024,0.077551,0.086736,0.098818,0.115853,0.142873,0.198001,0.218299,0.246392,0.265345
37,93.8,6.8,0.512279,0.634782,0.802107,1.061946,1.266334,1.586015,1.675522,1.778846,1.900227,2.04605,2.226531,2.459392,2.779281,3.267845,4.202354,4.528448,4.965608,5.251856
38,80,7,0.022104,0.034858,0.051454,0.07647,0.096033,0.126942,0.135706,0.145892,0.157962,0.172618,0.191002,0.215145,0.249108,0.30277,0.411543,0.451441,0.506564,0.543678
39,80.2,7,0.016392,0.027127,0.041071,0.0621,0.078591,0.104769,0.112223,0.120904,0.131214,0.143765,0.15956,0.180378,0.209802,0.25665,0.352748,0.388294,0.437634,0.47102
40,80.4,7,0.012628,0.022784,0.035787,0.055083,0.070025,0.093518,0.100168,0.107897,0.117054,0.128175,0.142131,0.160468,0.186291,0.227227,0.310826,0.341663,0.384382,0.413232
41,80.6,7,0.00859,0.017979,0.02988,0.047361,0.060799,0.081822,0.087757,0.09465,0.102812,0.112717,0.125142,0.141461,0.164442,0.200867,0.27526,0.302733,0.340848,0.366618
42,80.8,7,0.005341,0.014588,0.026147,0.042845,0.055501,0.075066,0.080549,0.086897,0.09439,0.103451,0.114774,0.129585,0.150337,0.183026,0.2491,0.273292,0.306698,0.329201
43,81,7,0.000321,0.00932,0.020456,0.036345,0.048267,0.066558,0.071662,0.077561,0.084511,0.092903,0.103373,0.117046,0.136174,0.166267,0.22706,0.249303,0.279994,0.300653
44,81.2,7,0.001628,0.006977,0.017246,0.031932,0.042968,0.059909,0.064636,0.070102,0.076541,0.084316,0.094014,0.106676,0.124383,0.152229,0.208439,0.228996,0.257353,0.27643
45,81.4,7,0.001877,0.006346,0.013899,0.027178,0.037304,0.053051,0.057482,0.062621,0.068697,0.076061,0.085284,0.09738,0.114389,0.141311,0.196157,0.216351,0.244308,0.263177
46,81.6,7,0.002174,0.006538,0.014128,0.026429,0.03597,0.051005,0.05527,0.06023,0.066113,0.073266,0.082254,0.094083,0.110775,0.137304,0.191611,0.211668,0.239476,0.258267
47,81.8,7,0.002736,0.009191,0.017527,0.030017,0.039759,0.055154,0.059523,0.064606,0.070634,0.077961,0.087163,0.099264,0.116321,0.143367,0.198517,0.218818,0.246908,0.265856
48,93.8,7,0.504199,0.622551,0.784106,1.034881,1.232137,1.540742,1.62718,1.726987,1.844268,1.985218,2.159758,2.385132,2.695057,3.169205,4.079173,4.397685,4.825508,5.106156
49,80,7.2,0.023742,0.036969,0.054253,0.080424,0.100964,0.13351,0.142756,0.153512,0.166268,0.181771,0.20124,0.226837,0.262875,0.319888,0.435725,0.478296,0.537129,0.576755
50,80.2,7.2,0.018663,0.030408,0.045637,0.06852,0.086391,0.114627,0.122636,0.131949,0.142987,0.156395,0.173223,0.195335,0.226471,0.275789,0.376078,0.412932,0.463908,0.498294
51,80.4,7.2,0.015139,0.025611,0.039099,0.059238,0.074896,0.099568,0.106558,0.114681,0.124307,0.135993,0.150652,0.169899,0.196975,0.239822,0.32703,0.359085,0.403401,0.433274
52,80.6,7.2,0.00991,0.01955,0.031798,0.04983,0.063708,0.085435,0.09157,0.098695,0.10713,0.117364,0.130198,0.147049,0.170758,0.208297,0.284831,0.313056,0.352167,0.378582
53,80.8,7.2,0.00743,0.016679,0.028288,0.045133,0.057944,0.077794,0.083365,0.089816,0.097433,0.106648,0.118165,0.133231,0.15434,0.187574,0.254681,0.279232,0.313118,0.335935
54,81,7.2,0.001568,0.010659,0.021925,0.038023,0.050115,0.068675,0.073855,0.079841,0.086895,0.095411,0.106035,0.119903,0.139298,0.169789,0.231292,0.253765,0.284753,0.3056
55,81.2,7.2,0.001622,0.00763,0.017995,0.032841,0.044017,0.061203,0.066004,0.071558,0.078105,0.086015,0.095888,0.108787,0.126842,0.15526,0.212693,0.233711,0.262707,0.282214
56,81.4,7.2,0.001863,0.006337,0.014517,0.027984,0.03824,0.05417,0.058649,0.063841,0.069978,0.077412,0.086719,0.09892,0.116064,0.143175,0.198339,0.21863,0.246705,0.265644
57,81.6,7.2,0.002154,0.006524,0.014312,0.026698,0.036293,0.051397,0.055678,0.060657,0.06656,0.073735,0.082747,0.094604,0.11133,0.137898,0.192249,0.212312,0.240123,0.258913
58,81.8,7.2,0.002533,0.008992,0.017327,0.029809,0.039543,0.054922,0.059288,0.064366,0.070388,0.077708,0.086902,0.098994,0.116039,0.14307,0.198203,0.218501,0.246591,0.26554
59,93.8,7.2,0.496477,0.609452,0.763453,1.002232,1.189955,1.483655,1.56593,1.660939,1.7726,1.906825,2.073098,2.287912,2.58355,3.036416,3.907928,4.21371,4.625065,4.895318
60,80,7.4,0.025775,0.038952,0.056238,0.082519,0.103203,0.136047,0.145389,0.156262,0.169163,0.184852,0.204564,0.230492,0.267015,0.324842,0.442512,0.4858,0.545655,0.585997
61,80.2,7.4,0.018049,0.029577,0.044588,0.067274,0.08509,0.113398,0.121461,0.130854,0.142012,0.155598,0.172697,0.195237,0.227105,0.277828,0.381787,0.420235,0.473607,0.509721
62,80.4,7.4,0.014074,0.024441,0.037791,0.057736,0.073265,0.097791,0.104753,0.112854,0.122464,0.134152,0.148842,0.16818,0.195479,0.238886,0.327888,0.360802,0.406474,0.437368
63,80.6,7.4,0.011684,0.021314,0.033591,0.051723,0.06571,0.087632,0.093825,0.101018,0.109533,0.119866,0.132821,0.149824,0.173738,0.211572,0.288609,0.316988,0.356281,0.3828
64,80.8,7.4,0.007332,0.016845,0.028774,0.046065,0.059199,0.079526,0.085226,0.091825,0.099613,0.109031,0.120797,0.136177,0.157711,0.191573,0.259825,0.284762,0.319157,0.342303
65,81,7.4,0.002412,0.011543,0.022865,0.039053,0.051214,0.069878,0.075086,0.081104,0.088193,0.096751,0.107423,0.12135,0.140816,0.171399,0.233013,0.255506,0.28651,0.30736
66,81.2,7.4,0.001616,0.008226,0.018657,0.033597,0.044841,0.062127,0.066955,0.072538,0.07912,0.08707,0.096989,0.109945,0.128074,0.156591,0.214171,0.235226,0.264261,0.283788
67,81.4,7.4,0.001842,0.006322,0.014763,0.028326,0.038643,0.054649,0.059147,0.064359,0.070517,0.077976,0.087309,0.09954,0.116718,0.14387,0.199074,0.21937,0.247443,0.266376
68,81.6,7.4,0.002128,0.006508,0.014121,0.026528,0.036132,0.051244,0.055526,0.060505,0.066408,0.073583,0.082594,0.094448,0.111171,0.137732,0.192074,0.212136,0.239946,0.258736
69,81.8,7.4,0.00244,0.008475,0.016751,0.029142,0.038807,0.054086,0.058424,0.063471,0.069458,0.076736,0.08588,0.09791,0.114876,0.141798,0.196759,0.217009,0.245044,0.263963
70,79.8,7.6,0.032578,0.047825,0.067813,0.098137,0.121941,0.159636,0.170336,0.182781,0.198146,0.216923,0.24041,0.271143,0.314197,0.381949,0.518717,0.568713,0.637646,0.683998
71,80,7.6,0.025465,0.038865,0.056377,0.082895,0.103703,0.136675,0.146042,0.15694,0.169865,0.185576,0.205309,0.231251,0.267778,0.325587,0.443197,0.487587,0.548858,0.590094
72,80.2,7.6,0.019092,0.030454,0.045301,0.067819,0.085547,0.113765,0.121809,0.131184,0.142323,0.15589,0.172971,0.195494,0.227344,0.27805,0.381988,0.42043,0.473795,0.509904
73,80.4,7.6,0.014383,0.024752,0.038107,0.05806,0.073594,0.098123,0.105086,0.113187,0.122797,0.134484,0.149172,0.168507,0.1958,0.239195,0.328162,0.361061,0.406713,0.437593
74,80.6,7.6,0.011254,0.021035,0.033471,0.051781,0.065871,0.087908,0.094127,0.101346,0.109888,0.120248,0.133231,0.150262,0.174203,0.212058,0.289097,0.317467,0.356743,0.383249
75,80.8,7.6,0.008392,0.017759,0.029539,0.046666,0.059709,0.079934,0.085611,0.092188,0.099951,0.109345,0.121084,0.136437,0.15794,0.191767,0.259977,0.284903,0.319286,0.342426
76,81,7.6,0.002651,0.011774,0.023089,0.039273,0.051432,0.070096,0.075303,0.081321,0.088411,0.096969,0.10764,0.121565,0.141031,0.171608,0.233205,0.255691,0.286684,0.307527
77,81.2,7.6,0.001607,0.00828,0.018724,0.03368,0.044933,0.062229,0.06706,0.072646,0.07923,0.087182,0.097104,0.110063,0.128193,0.156711,0.214287,0.235339,0.264369,0.283893
78,81.4,7.6,0.001818,0.006307,0.014545,0.028146,0.038481,0.054505,0.059005,0.06422,0.070382,0.077842,0.087178,0.099409,0.116589,0.143738,0.198939,0.219234,0.247308,0.266242
79,81.6,7.6,0.002099,0.006566,0.01516,0.027804,0.037528,0.052723,0.057006,0.061976,0.067853,0.074973,0.083886,0.095563,0.111952,0.137814,0.190193,0.209381,0.235865,0.253692
80,79.8,7.8,0.031108,0.045898,0.065277,0.094676,0.117764,0.156525,0.167541,0.180324,0.195444,0.213765,0.236694,0.266714,0.3088,0.375092,0.509129,0.558193,0.625897,0.671455
81,80,7.8,0.025201,0.03857,0.056033,0.082453,0.103164,0.135945,0.14525,0.156071,0.168899,0.18516,0.205735,0.23267,0.270416,0.329805,0.449676,0.49354,0.554035,0.594712
82,80.2,7.8,0.01983,0.031648,0.046972,0.069989,0.087952,0.116311,0.124349,0.133694,0.144768,0.158214,0.175085,0.197244,0.228433,0.2778,0.378098,0.414935,0.465876,0.50023
83,80.4,7.8,0.016121,0.026665,0.040253,0.060543,0.076313,0.10115,0.108182,0.116354,0.126034,0.137782,0.152514,0.171847,0.19903,0.242021,0.329428,0.361528,0.405888,0.435781
84,80.6,7.8,0.010742,0.020429,0.032753,0.050911,0.064893,0.086784,0.092965,0.100142,0.108639,0.118948,0.131872,0.148836,0.172696,0.210454,0.287377,0.315727,0.354996,0.381507
85,80.8,7.8,0.007472,0.016862,0.028631,0.045674,0.058608,0.078613,0.084219,0.09071,0.098368,0.107627,0.119194,0.134313,0.155479,0.18877,0.255917,0.280466,0.314339,0.337143
86,81,7.8,0.002268,0.011353,0.022619,0.038732,0.050839,0.06943,0.074618,0.080615,0.08768,0.096209,0.106849,0.120736,0.140153,0.170669,0.23219,0.25466,0.285639,0.306477
87,81.2,7.8,0.001603,0.007772,0.018207,0.033141,0.044372,0.061633,0.066453,0.072028,0.078598,0.086535,0.096438,0.109373,0.127473,0.155953,0.213477,0.23452,0.263541,0.283062
88,81.4,7.8,0.001798,0.006303,0.013914,0.027489,0.037797,0.053769,0.058254,0.063451,0.069591,0.077025,0.086328,0.098516,0.115638,0.142702,0.197757,0.218008,0.246028,0.264931
89,81.6,7.8,0.002064,0.006477,0.014343,0.026877,0.036516,0.051584,0.055833,0.060763,0.066594,0.073662,0.082512,0.09411,0.110394,0.136107,0.188237,0.207349,0.23374,0.251512
90,80,8,0.024202,0.037262,0.054274,0.079933,0.099998,0.133004,0.142601,0.153724,0.166861,0.182756,0.202623,0.228605,0.264977,0.322121,0.437119,0.479104,0.536964,0.575836
91,80.2,8,0.017404,0.028507,0.042899,0.064535,0.081454,0.108244,0.115858,0.124721,0.135238,0.148031,0.164161,0.186559,0.218023,0.267759,0.368837,0.406007,0.457459,0.492194
92,80.4,8,0.01426,0.024513,0.037649,0.057149,0.072242,0.095955,0.102661,0.110454,0.119683,0.130885,0.144935,0.163382,0.189342,0.230453,0.314282,0.345164,0.387918,0.416778
93,80.6,8,0.010038,0.019456,0.031408,0.048973,0.062475,0.083587,0.089546,0.096464,0.104652,0.114586,0.127041,0.143394,0.166405,0.202853,0.277221,0.304668,0.342731,0.368457
94,80.8,8,0.006677,0.01593,0.027512,0.044264,0.056967,0.076608,0.082111,0.088483,0.096001,0.105092,0.116449,0.131298,0.152094,0.184826,0.25092,0.275104,0.308489,0.330971
95,81,8,0.001437,0.010435,0.021584,0.037514,0.049477,0.067838,0.072961,0.078884,0.085862,0.094286,0.104796,0.118516,0.137704,0.167879,0.228774,0.251036,0.281742,0.302403
96,81.2,8,0.001593,0.007169,0.017545,0.032361,0.043479,0.060527,0.065281,0.070774,0.077244,0.085054,0.094792,0.107501,0.125265,0.153183,0.209494,0.230076,0.258457,0.277544
97,81.4,8,0.00177,0.006285,0.012826,0.026293,0.036509,0.052336,0.05678,0.06193,0.068014,0.075383,0.084603,0.096689,0.11367,0.140533,0.195241,0.215384,0.243275,0.262101
98,93.4,8,0.484369,0.599903,0.757455,1.001597,1.193293,1.492757,1.576538,1.673226,1.786782,1.923176,2.091959,2.309734,2.608961,3.066134,3.942009,4.24833,4.659665,4.929417
99,77.4,8.2,0.011051,0.031205,0.056429,0.092661,0.119941,0.161806,0.173472,0.186941,0.202787,0.221882,0.24564,0.276555,0.319604,0.386823,0.520902,0.569518,0.636277,0.680987
100,77.6,8.2,0.01469,0.034147,0.059932,0.097251,0.125525,0.169127,0.181313,0.195398,0.211986,0.232,0.256928,0.289399,0.334666,0.40547,0.547077,0.598512,0.669172,0.716515
101,80,8.2,0.020082,0.031922,0.047327,0.070568,0.08946,0.120822,0.129671,0.139942,0.152093,0.166826,0.185286,0.209499,0.243546,0.297376,0.406805,0.447068,0.502826,0.540471
102,80.2,8.2,0.016704,0.027506,0.041425,0.062207,0.078365,0.104202,0.112036,0.12111,0.131824,0.144785,0.160984,0.182171,0.211863,0.258658,0.35343,0.388179,0.436197,0.468563
103,80.4,8.2,0.014495,0.024554,0.037416,0.056455,0.071152,0.094173,0.100672,0.108215,0.117137,0.127955,0.141501,0.159251,0.185668,0.227205,0.31072,0.341205,0.383211,0.411446
104,80.6,8.2,0.01083,0.020258,0.032174,0.049589,0.062902,0.083604,0.089423,0.096167,0.104135,0.113779,0.125838,0.14162,0.163736,0.198556,0.268921,0.29469,0.330281,0.354254
105,80.8,8.2,0.005094,0.014146,0.025465,0.041825,0.054233,0.073431,0.078816,0.085051,0.092413,0.10132,0.112456,0.12703,0.147469,0.179703,0.245,0.268947,0.302042,0.324353
106,81,8.2,0.000624,0.009719,0.020948,0.036913,0.04884,0.067055,0.072122,0.077971,0.084851,0.093143,0.103467,0.116916,0.135678,0.165078,0.224112,0.245607,0.275181,0.295037
107,81.2,8.2,0.001584,0.006159,0.015835,0.030499,0.041493,0.058348,0.063048,0.068481,0.07488,0.082606,0.092242,0.104824,0.122423,0.15011,0.206059,0.226542,0.254814,0.273845
108,81.4,8.2,0.001743,0.006267,0.01208,0.024633,0.034722,0.050347,0.054735,0.05982,0.065829,0.073106,0.082218,0.094163,0.110958,0.137552,0.191803,0.211807,0.239529,0.258257
109,77,8.4,0.005152,0.023912,0.048288,0.083167,0.109366,0.149522,0.160707,0.173622,0.188817,0.207132,0.22993,0.259616,0.301002,0.365746,0.495209,0.54221,0.606779,0.650045
110,77.2,8.4,0.009981,0.029607,0.05406,0.089215,0.115723,0.156482,0.167855,0.180994,0.196464,0.215124,0.238366,0.268653,0.310906,0.377054,0.509423,0.557502,0.623581,0.667881
111,77.4,8.4,0.014164,0.034238,0.059312,0.095423,0.122668,0.164536,0.17621,0.189694,0.205559,0.224684,0.248485,0.279467,0.322622,0.390027,0.524443,0.573152,0.640016,0.684797
112,77.6,8.4,0.016533,0.036385,0.061352,0.097619,0.125193,0.16786,0.17981,0.193637,0.20994,0.229634,0.254202,0.28627,0.331082,0.401385,0.542618,0.594104,0.664993,0.712584
113,77.8,8.4,0.017085,0.037897,0.064123,0.10229,0.131338,0.176301,0.188896,0.203468,0.220647,0.241395,0.267268,0.30102,0.348156,0.42205,0.570305,0.624253,0.698443,0.748201
114,78,8.4,0.019638,0.039397,0.065529,0.104098,0.133813,0.180297,0.193405,0.208612,0.226594,0.248379,0.275638,0.311333,0.361397,0.4403,0.599604,0.657828,0.738113,0.79209
115,80,8.4,0.017488,0.028643,0.043092,0.065824,0.084722,0.114231,0.122546,0.132191,0.143596,0.157418,0.174725,0.197415,0.229296,0.279703,0.382183,0.419874,0.47205,0.507277
116,80.2,8.4,0.015188,0.025599,0.038935,0.05872,0.074755,0.101311,0.108749,0.117356,0.127504,0.139768,0.15507,0.175053,0.202999,0.246929,0.335646,0.368117,0.412933,0.443106
117,80.4,8.4,0.01228,0.02177,0.033852,0.05166,0.065371,0.086826,0.093281,0.100999,0.110093,0.121073,0.134767,0.152636,0.177609,0.216837,0.296014,0.325022,0.365095,0.392092
118,80.6,8.4,0.00943,0.018717,0.030399,0.047382,0.060309,0.080342,0.085961,0.092469,0.100151,0.10944,0.121047,0.136219,0.157479,0.193066,0.26413,0.289946,0.325461,0.349313
119,80.8,8.4,0.004357,0.013453,0.024756,0.040957,0.053146,0.071868,0.077092,0.083131,0.090245,0.098831,0.109536,0.123503,0.143018,0.173655,0.235302,0.257788,0.288769,0.309597
120,81,8.4,0.00019,0.007679,0.018741,0.034428,0.046125,0.063967,0.068926,0.074651,0.081383,0.089498,0.0996,0.112761,0.131126,0.159922,0.217834,0.238955,0.268041,0.287583
121,81.2,8.4,0.001572,0.006153,0.013546,0.028031,0.038878,0.055497,0.060131,0.065488,0.071798,0.079418,0.088925,0.101344,0.118731,0.146117,0.201586,0.221934,0.250055,0.269007
122,77,8.6,0.005512,0.021725,0.047352,0.084094,0.11175,0.15424,0.166096,0.179797,0.195934,0.215407,0.239678,0.271334,0.31555,0.384885,0.524092,0.57483,0.644708,0.691629
123,77.2,8.6,0.0093,0.029575,0.054873,0.091323,0.118868,0.161315,0.173178,0.186894,0.203058,0.222571,0.246906,0.278657,0.323018,0.392589,0.532201,0.583041,0.653018,0.699996
124,77.4,8.6,0.012054,0.03129,0.056242,0.092386,0.119833,0.162309,0.174213,0.187995,0.204257,0.223916,0.248471,0.280574,0.325536,0.396284,0.539006,0.59121,0.663259,0.711752
125,77.6,8.6,0.01585,0.036357,0.062089,0.099365,0.127637,0.17129,0.183499,0.197619,0.214258,0.234345,0.259387,0.292048,0.337644,0.409058,0.552062,0.604057,0.675573,0.723545
126,77.8,8.6,0.019149,0.039694,0.065596,0.103301,0.132,0.176415,0.188853,0.203239,0.220199,0.240678,0.266211,0.29951,0.345989,0.418784,0.5646,0.617614,0.690482,0.73933
127,78,8.6,0.017705,0.03763,0.0636,0.101701,0.130913,0.176437,0.189247,0.204096,0.221639,0.242874,0.269427,0.304174,0.352879,0.429604,0.5846,0.641289,0.719478,0.772059
128,80,8.6,0.015459,0.025736,0.039004,0.061711,0.079271,0.106627,0.114326,0.123252,0.133803,0.146583,0.162579,0.183539,0.212977,0.259505,0.354177,0.389017,0.437251,0.469815
129,80.2,8.6,0.013907,0.023848,0.036541,0.05583,0.072216,0.097504,0.104577,0.112757,0.122398,0.134041,0.148559,0.167502,0.193965,0.235494,0.319184,0.349786,0.391996,0.420393
130,80.4,8.6,0.010877,0.020339,0.032308,0.049818,0.063603,0.086958,0.093463,0.100973,0.109809,0.120458,0.133712,0.150967,0.175007,0.212597,0.287882,0.315291,0.353041,0.378406
131,80.6,8.6,0.006768,0.015735,0.026986,0.043308,0.055723,0.074973,0.080377,0.087146,0.095302,0.105126,0.117347,0.133253,0.155418,0.190109,0.259694,0.28505,0.319985,0.343477
132,80.8,8.6,0.002489,0.011593,0.022854,0.038889,0.050883,0.06921,0.074308,0.080192,0.087114,0.095455,0.105838,0.119359,0.138209,0.167722,0.230499,0.253239,0.284412,0.305279
133,81,8.6,0.000193,0.005953,0.016734,0.032,0.043371,0.0607,0.065515,0.071071,0.077606,0.085483,0.095289,0.108067,0.1259,0.15388,0.210221,0.230795,0.259158,0.278229
134,81.2,8.6,0.001561,0.006146,0.012019,0.025012,0.035693,0.052039,0.056595,0.061861,0.068065,0.075558,0.084907,0.097125,0.114243,0.141239,0.196056,0.21621,0.2441,0.262922
135,76.8,8.8,0.007968,0.02563,0.048045,0.08177,0.111346,0.156954,0.169709,0.184459,0.201845,0.222841,0.249028,0.283201,0.330954,0.405893,0.556597,0.611557,0.687226,0.738027
136,77,8.8,0.006898,0.024742,0.048717,0.088207,0.118082,0.164187,0.17709,0.192017,0.209618,0.230885,0.257429,0.292095,0.340584,0.416772,0.570269,0.626322,0.703553,0.755431
137,77.2,8.8,0.007027,0.028103,0.055762,0.09564,0.125791,0.172273,0.185267,0.200292,0.217998,0.239374,0.266023,0.30078,0.349303,0.425316,0.577689,0.633108,0.709272,0.760312
138,77.4,8.8,0.011612,0.032607,0.058943,0.097148,0.126196,0.171196,0.183815,0.198426,0.215667,0.236515,0.262556,0.296594,0.34424,0.419133,0.569964,0.625047,0.700952,0.751944
139,77.6,8.8,0.016642,0.036942,0.062544,0.099913,0.128463,0.172837,0.185303,0.199748,0.216802,0.237438,0.263228,0.296957,0.344198,0.418474,0.568007,0.622599,0.697859,0.748444
140,77.8,8.8,0.017244,0.037413,0.062859,0.099984,0.128331,0.17236,0.184725,0.199048,0.215958,0.236415,0.261977,0.295405,0.342226,0.415881,0.564358,0.618629,0.693491,0.743838
