# mean, investigation_time=1.0, imt="SA(1.0)"
lon,lat,depth,poe-0.0047,poe-0.0068,poe-0.01,poe-0.015,poe-0.022,poe-0.033,poe-0.047,poe-0.068,poe-0.1,poe-0.15,poe-0.22,poe-0.33,poe-0.47,poe-0.68,poe-1.0,poe-1.5,poe-2.2,poe-3.3,poe-4.7
69.66000,23.25000,0.00000,1.347758E-01,9.832152E-02,6.764052E-02,4.351593E-02,2.745793E-02,1.612612E-02,9.779844E-03,5.606154E-03,3.026589E-03,1.526332E-03,7.736478E-04,3.626917E-04,1.798442E-04,8.187698E-05,3.354405E-05,1.222299E-05,4.501250E-06,1.487061E-06,5.206214E-07
72.61000,23.03000,0.00000,3.178760E-02,2.163383E-02,1.394101E-02,8.371603E-03,4.895366E-03,2.581079E-03,1.370251E-03,6.479992E-04,2.710070E-04,1.020427E-04,3.998363E-05,1.500184E-05,6.460662E-06,2.674631E-06,1.045620E-06,3.851958E-07,1.498362E-07,5.382903E-08,2.082139E-08
72.85000,19.11000,0.00000,3.924726E-02,2.579406E-02,1.594285E-02,9.125725E-03,5.082914E-03,2.541352E-03,1.298758E-03,6.080482E-04,2.645102E-04,1.081185E-04,4.583016E-05,1.792074E-05,7.524593E-06,2.837289E-06,9.426122E-07,2.717805E-07,7.676171E-08,1.708472E-08,3.433063E-09
73.75000,17.40000,0.00000,1.461509E-01,1.107487E-01,7.848071E-02,5.154097E-02,3.289951E-02,1.940448E-02,1.171449E-02,6.608706E-03,3.453337E-03,1.646237E-03,7.713712E-04,3.223093E-04,1.401192E-04,5.401226E-05,1.822434E-05,5.333489E-06,1.532142E-06,3.478911E-07,7.202571E-08
74.80000,34.08000,0.00000,3.308620E-01,2.572764E-01,1.871303E-01,1.264098E-01,8.322790E-02,5.133680E-02,3.284384E-02,2.030028E-02,1.220216E-02,7.131160E-03,4.278884E-03,2.465783E-03,1.504697E-03,8.877277E-04,5.090489E-04,2.845476E-04,1.646820E-04,9.182987E-05,5.456907E-05
76.95000,8.50000,0.00000,8.261337E-03,5.249936E-03,3.033140E-03,1.556408E-03,7.581151E-04,3.233931E-04,1.441106E-04,5.902470E-05,2.240228E-05,7.847536E-06,2.853295E-06,9.712863E-07,3.799636E-07,1.400834E-07,4.657091E-08,1.302581E-08,3.325648E-09,6.131101E-10,9.057474E-11
77.11000,28.56000,0.00000,5.899275E-02,4.387625E-02,3.114127E-02,2.096186E-02,1.398013E-02,8.815826E-03,5.723090E-03,3.515094E-03,2.012023E-03,1.048397E-03,5.272126E-04,2.334400E-04,1.056791E-04,4.229256E-05,1.477752E-05,4.495641E-06,1.387660E-06,3.612639E-07,9.267910E-08
77.58000,12.98000,0.00000,1.589074E-02,1.064921E-02,6.634565E-03,3.786098E-03,2.095385E-03,1.047553E-03,5.396499E-04,2.535211E-04,1.068724E-04,3.939823E-05,1.406970E-05,4.369601E-06,1.508066E-06,4.766787E-07,1.306621E-07,2.768297E-08,4.838888E-09,6.096760E-10,8.986088E-11
78.04000,30.33000,0.00000,2.200285E-01,1.668129E-01,1.198037E-01,8.147984E-02,5.520376E-02,3.597490E-02,2.457630E-02,1.640363E-02,1.063202E-02,6.582129E-03,4.046510E-03,2.317893E-03,1.382151E-03,7.930424E-04,4.465179E-04,2.499231E-04,1.473650E-04,8.467286E-05,5.172225E-05
78.46000,17.45000,0.00000,1.793315E-02,1.207217E-02,7.525014E-03,4.245849E-03,2.283908E-03,1.085984E-03,5.318470E-04,2.402002E-04,1.011145E-04,3.996826E-05,1.663168E-05,6.581715E-06,2.881890E-06,1.166625E-06,4.229141E-07,1.295764E-07,3.579412E-08,6.761465E-09,9.492708E-10
79.95000,23.20000,0.00000,2.325267E-02,1.730057E-02,1.215775E-02,7.904368E-03,4.922964E-03,2.754136E-03,1.547309E-03,7.917439E-04,3.691047E-04,1.582197E-04,7.005904E-05,2.933166E-05,1.334237E-05,5.547423E-06,2.050127E-06,6.450438E-07,1.874674E-07,3.945375E-08,6.824827E-09
80.18000,13.00000,0.00000,1.343774E-02,8.741032E-03,5.261958E-03,2.889647E-03,1.542681E-03,7.456701E-04,3.759033E-04,1.744037E-04,7.335349E-05,2.723156E-05,9.846284E-06,3.098180E-06,1.074146E-06,3.407205E-07,9.573587E-08,2.188976E-08,4.425230E-09,6.329227E-10,9.190775E-11
85.10000,25.60000,0.00000,3.911861E-02,2.706464E-02,1.813493E-02,1.174690E-02,7.710309E-03,4.878427E-03,3.225218E-03,2.042454E-03,1.216056E-03,6.638783E-04,3.524992E-04,1.702641E-04,8.751077E-05,4.339526E-05,2.127554E-05,1.055586E-05,5.694383E-06,3.047832E-06,1.787193E-06
88.45000,22.65000,0.00000,4.488639E-02,3.156813E-02,2.091650E-02,1.284625E-02,7.636843E-03,4.094603E-03,2.223791E-03,1.104843E-03,5.091627E-04,2.226130E-04,1.022003E-04,4.429835E-05,2.073652E-05,9.027549E-06,3.650453E-06,1.380083E-06,5.381149E-07,1.913811E-07,7.468564E-08
