# mean, investigation_time=1.0, imt="SA(0.2)"
lon,lat,depth,poe-0.0047,poe-0.0068,poe-0.01,poe-0.015,poe-0.022,poe-0.033,poe-0.047,poe-0.068,poe-0.1,poe-0.15,poe-0.22,poe-0.33,poe-0.47,poe-0.68,poe-1.0,poe-1.5,poe-2.2,poe-3.3,poe-4.7
69.66000,23.25000,0.00000,3.790262E-01,3.499964E-01,3.074053E-01,2.515782E-01,1.942028E-01,1.362889E-01,9.353569E-02,5.931152E-02,3.470867E-02,1.863494E-02,9.834493E-03,4.757771E-03,2.431495E-03,1.159875E-03,5.098909E-04,2.019074E-04,7.883657E-05,2.748271E-05,1.049913E-05
72.61000,23.03000,0.00000,1.455969E-01,1.250351E-01,9.746365E-02,6.703191E-02,4.249675E-02,2.381546E-02,1.336369E-02,6.849078E-03,3.192961E-03,1.341368E-03,5.645052E-04,2.212123E-04,9.793902E-05,4.209107E-05,1.730816E-05,6.560434E-06,2.486772E-06,8.563567E-07,3.383497E-07
72.85000,19.11000,0.00000,1.900826E-01,1.653939E-01,1.318482E-01,9.390326E-02,6.226518E-02,3.706523E-02,2.215136E-02,1.225570E-02,6.270089E-03,2.942604E-03,1.372255E-03,5.813300E-04,2.630083E-04,1.094055E-04,4.101673E-05,1.335123E-05,4.161102E-06,1.070432E-06,3.010410E-07
73.75000,17.40000,0.00000,3.285537E-01,3.119788E-01,2.868043E-01,2.521236E-01,2.136640E-01,1.697284E-01,1.312318E-01,9.376267E-02,6.071443E-02,3.481266E-02,1.869784E-02,8.803049E-03,4.249056E-03,1.855380E-03,7.206532E-04,2.406335E-04,7.622584E-05,1.986216E-05,5.693755E-06
74.80000,34.08000,0.00000,6.067994E-01,5.754985E-01,5.299369E-01,4.658157E-01,3.905629E-01,3.010032E-01,2.231007E-01,1.511939E-01,9.310028E-02,5.212608E-02,2.886339E-02,1.515298E-02,8.675743E-03,4.902935E-03,2.737741E-03,1.501202E-03,8.624066E-04,4.925267E-04,3.109947E-04
76.95000,8.50000,0.00000,8.920786E-03,7.670864E-03,6.023055E-03,4.223313E-03,2.751826E-03,1.581297E-03,8.908981E-04,4.464178E-04,1.982448E-04,7.866440E-05,3.180298E-05,1.210398E-05,5.237299E-06,2.203933E-06,8.908427E-07,3.296663E-07,1.176190E-07,3.479765E-08,1.047205E-08
77.11000,28.56000,0.00000,1.706958E-01,1.535959E-01,1.314296E-01,1.052604E-01,8.054639E-02,5.693031E-02,3.983594E-02,2.605576E-02,1.588576E-02,8.946097E-03,4.936600E-03,2.483532E-03,1.295642E-03,6.199232E-04,2.666866E-04,9.954525E-05,3.529542E-05,1.059417E-05,3.470433E-06
77.58000,12.98000,0.00000,3.302403E-02,2.855297E-02,2.247476E-02,1.549111E-02,9.593904E-03,5.002637E-03,2.506394E-03,1.081203E-03,3.994849E-04,1.274548E-04,4.182608E-05,1.344863E-05,5.397590E-06,2.216214E-06,8.929646E-07,3.300257E-07,1.176609E-07,3.450862E-08,1.031628E-08
78.04000,30.33000,0.00000,4.688167E-01,4.316104E-01,3.838079E-01,3.249165E-01,2.645552E-01,2.013058E-01,1.513825E-01,1.076080E-01,7.216732E-02,4.546036E-02,2.835864E-02,1.660942E-02,1.012520E-02,5.884135E-03,3.265871E-03,1.737278E-03,9.608052E-04,5.237233E-04,3.155537E-04
78.46000,17.45000,0.00000,6.566138E-02,5.765228E-02,4.677870E-02,3.432009E-02,2.350917E-02,1.434498E-02,8.594585E-03,4.664036E-03,2.303818E-03,1.042576E-03,4.752580E-04,1.989401E-04,8.971388E-05,3.754075E-05,1.439191E-05,4.886820E-06,1.602267E-06,4.445910E-07,1.281685E-07
