# generated_by='OpenQuake engine 3.6.0-git38efbb0b90', start_date='2019-07-04T13:50:13', checksum=646057594, kind='mean', investigation_time=50.0, imt='SA(0.3)'
lon,lat,depth,poe-0.0047000,poe-0.0056000,poe-0.0068000,poe-0.0082000,poe-0.0100000,poe-0.0120000,poe-0.0150000,poe-0.0180000,poe-0.0220000,poe-0.0270000,poe-0.0330000,poe-0.0390000,poe-0.0470000,poe-0.0560000,poe-0.0680000,poe-0.0820000,poe-0.1000000,poe-0.1200000,poe-0.1500000,poe-0.1800000,poe-0.2200000,poe-0.2700000,poe-0.3300000,poe-0.3900000,poe-0.4700000,poe-0.5600000,poe-0.6800000,poe-0.8200000,poe-1.0000000,poe-1.2000000,poe-1.5000000,poe-1.8000000,poe-2.2000000,poe-2.7000000,poe-3.3000000,poe-3.9000000,poe-4.7000000
69.66000,23.25000,0.00000,9.740691E-01,9.734272E-01,9.723132E-01,9.706551E-01,9.679642E-01,9.642114E-01,9.569820E-01,9.478036E-01,9.327632E-01,9.101434E-01,8.785676E-01,8.435556E-01,7.941024E-01,7.380726E-01,6.670758E-01,5.925924E-01,5.105168E-01,4.351124E-01,3.464485E-01,2.796354E-01,2.144020E-01,1.584653E-01,1.145578E-01,8.578553E-02,6.098644E-02,4.359216E-02,2.958450E-02,2.006266E-02,1.308367E-02,8.703483E-03,5.180148E-03,3.335129E-03,2.022646E-03,1.197570E-03,7.088900E-04,4.547623E-04,2.744080E-04
72.61000,23.03000,0.00000,7.708152E-01,7.686827E-01,7.647687E-01,7.585817E-01,7.480501E-01,7.330590E-01,7.046040E-01,6.701661E-01,6.180680E-01,5.492871E-01,4.699591E-01,3.995584E-01,3.218903E-01,2.543562E-01,1.892141E-01,1.376668E-01,9.507755E-02,6.583353E-02,4.068423E-02,2.687814E-02,1.674568E-02,1.019703E-02,6.218574E-03,4.102785E-03,2.570573E-03,1.653209E-03,1.011082E-03,6.271192E-04,3.756226E-04,2.326473E-04,1.277666E-04,7.734460E-05,4.401317E-05,2.454894E-05,1.379339E-05,8.513927E-06,4.947871E-06
72.85000,19.11000,0.00000,7.612168E-01,7.597477E-01,7.572154E-01,7.533863E-01,7.469698E-01,7.377917E-01,7.201319E-01,6.982419E-01,6.633872E-01,6.130674E-01,5.482544E-01,4.846379E-01,4.079544E-01,3.357455E-01,2.610315E-01,1.980913E-01,1.431611E-01,1.035414E-01,6.772791E-02,4.698708E-02,3.091250E-02,1.984833E-02,1.266946E-02,8.619300E-03,5.532923E-03,3.600721E-03,2.201016E-03,1.345578E-03,7.824966E-04,4.663412E-04,2.410383E-04,1.375323E-04,7.279849E-05,3.732076E-05,1.903015E-05,1.067859E-05,5.471819E-06
73.75000,17.40000,0.00000,8.753502E-01,8.745609E-01,8.730907E-01,8.706973E-01,8.664584E-01,8.602390E-01,8.483350E-01,8.340141E-01,8.121667E-01,7.818128E-01,7.430620E-01,7.041085E-01,6.547824E-01,6.049600E-01,5.484906E-01,4.950054E-01,4.409290E-01,3.941987E-01,3.401025E-01,2.968014E-01,2.484625E-01,1.985631E-01,1.515715E-01,1.163082E-01,8.299941E-02,5.826093E-02,3.789309E-02,2.419925E-02,1.454924E-02,8.859909E-03,4.659213E-03,2.690552E-03,1.438687E-03,7.431501E-04,3.807809E-04,2.140495E-04,1.094212E-04
74.80000,34.08000,0.00000,9.983107E-01,9.979768E-01,9.974493E-01,9.967105E-01,9.955610E-01,9.940203E-01,9.912036E-01,9.878175E-01,9.825118E-01,9.748121E-01,9.643710E-01,9.530107E-01,9.369712E-01,9.182235E-01,8.925440E-01,8.618084E-01,8.211696E-01,7.749435E-01,7.054268E-01,6.386870E-01,5.577980E-01,4.713518E-01,3.863704E-01,3.172658E-01,2.442675E-01,1.833030E-01,1.277205E-01,8.689825E-02,5.586400E-02,3.620911E-02,2.056294E-02,1.257648E-02,7.066789E-03,3.751331E-03,1.914628E-03,1.046868E-03,5.079103E-04
76.95000,8.50000,0.00000,6.138843E-01,5.986040E-01,5.765864E-01,5.494559E-01,5.135940E-01,4.738470E-01,4.167562E-01,3.645971E-01,3.041604E-01,2.429537E-01,1.872938E-01,1.464270E-01,1.079769E-01,7.905319E-02,5.457461E-02,3.740026E-02,2.461428E-02,1.654621E-02,1.003828E-02,6.604248E-03,4.116542E-03,2.501671E-03,1.507043E-03,9.720387E-04,5.842266E-04,3.554770E-04,2.009434E-04,1.140235E-04,6.176340E-05,3.491868E-05,1.729951E-05,9.685779E-06,5.044381E-06,2.517864E-06,1.216486E-06,6.330996E-07,2.865774E-07
77.11000,28.56000,0.00000,8.660657E-01,8.620570E-01,8.553612E-01,8.457020E-01,8.307545E-01,8.115209E-01,7.792304E-01,7.448711E-01,6.987669E-01,6.440306E-01,5.852723E-01,5.346288E-01,4.783134E-01,4.270672E-01,3.729840E-01,3.237095E-01,2.744127E-01,2.317808E-01,1.835205E-01,1.479391E-01,1.135111E-01,8.399684E-02,6.067543E-02,4.526056E-02,3.186967E-02,2.242640E-02,1.482069E-02,9.695244E-03,6.014843E-03,3.780233E-03,2.069604E-03,1.232083E-03,6.795418E-04,3.624010E-04,1.924903E-04,1.123397E-04,6.060666E-05
77.58000,12.98000,0.00000,6.280378E-01,6.180742E-01,6.034689E-01,5.851756E-01,5.606347E-01,5.330769E-01,4.928671E-01,4.552468E-01,4.099172E-01,3.608515E-01,3.116542E-01,2.710852E-01,2.274337E-01,1.890443E-01,1.504118E-01,1.177121E-01,8.828495E-02,6.603456E-02,4.470320E-02,3.158048E-02,2.089983E-02,1.326363E-02,8.214369E-03,5.371704E-03,3.250679E-03,1.976505E-03,1.108506E-03,6.202154E-04,3.289050E-04,1.817087E-04,8.688546E-05,4.688908E-05,2.330195E-05,1.095148E-05,4.889980E-06,2.307849E-06,8.922797E-07
78.04000,30.33000,0.00000,9.953476E-01,9.940889E-01,9.922016E-01,9.896848E-01,9.859303E-01,9.810557E-01,9.723685E-01,9.621625E-01,9.466525E-01,9.252422E-01,8.981327E-01,8.706214E-01,8.342206E-01,7.941368E-01,7.425231E-01,6.854187E-01,6.175018E-01,5.496228E-01,4.624382E-01,3.911621E-01,3.165386E-01,2.480818E-01,1.902531E-01,1.494451E-01,1.117134E-01,8.333027E-02,5.880706E-02,4.097433E-02,2.714708E-02,1.808973E-02,1.058976E-02,6.611685E-03,3.794946E-03,2.067867E-03,1.088249E-03,6.115497E-04,3.053555E-04
78.46000,17.45000,0.00000,7.239329E-01,7.112160E-01,6.928402E-01,6.701568E-01,6.401139E-01,6.066639E-01,5.579660E-01,5.121536E-01,4.562950E-01,3.949015E-01,3.326607E-01,2.813316E-01,2.268592E-01,1.803817E-01,1.358340E-01,1.005798E-01,7.131283E-02,5.099070E-02,3.310408E-02,2.289802E-02,1.502149E-02,9.595274E-03,6.066668E-03,4.076457E-03,2.567709E-03,1.634898E-03,9.729363E-04,5.801673E-04,3.306083E-04,1.955500E-04,1.023116E-04,6.002500E-05,3.305724E-05,1.760528E-05,9.166806E-06,5.126116E-06,2.530455E-06
