# generated_by='OpenQuake engine 3.6.0-git38efbb0b90', start_date='2019-07-04T13:50:13', checksum=646057594, kind='mean', investigation_time=50.0, imt='SA(0.5)'
lon,lat,depth,poe-0.0047000,poe-0.0056000,poe-0.0068000,poe-0.0082000,poe-0.0100000,poe-0.0120000,poe-0.0150000,poe-0.0180000,poe-0.0220000,poe-0.0270000,poe-0.0330000,poe-0.0390000,poe-0.0470000,poe-0.0560000,poe-0.0680000,poe-0.0820000,poe-0.1000000,poe-0.1200000,poe-0.1500000,poe-0.1800000,poe-0.2200000,poe-0.2700000,poe-0.3300000,poe-0.3900000,poe-0.4700000,poe-0.5600000,poe-0.6800000,poe-0.8200000,poe-1.0000000,poe-1.2000000,poe-1.5000000,poe-1.8000000,poe-2.2000000,poe-2.7000000,poe-3.3000000,poe-3.9000000,poe-4.7000000
69.66000,23.25000,0.00000,9.719143E-01,9.701454E-01,9.671280E-01,9.625939E-01,9.551101E-01,9.446815E-01,9.252642E-01,9.020052E-01,8.665425E-01,8.180928E-01,7.584960E-01,7.008468E-01,6.298944E-01,5.592707E-01,4.793742E-01,4.035707E-01,3.275439E-01,2.639236E-01,1.964450E-01,1.506820E-01,1.100035E-01,7.805941E-02,5.473627E-02,4.022260E-02,2.816065E-02,1.992221E-02,1.339991E-02,9.013237E-03,5.819522E-03,3.827501E-03,2.240318E-03,1.421532E-03,8.489614E-04,4.956076E-04,2.894470E-04,1.831806E-04,1.082074E-04
72.61000,23.03000,0.00000,7.603400E-01,7.520489E-01,7.380174E-01,7.177685E-01,6.867151E-01,6.476836E-01,5.854091E-01,5.241232E-01,4.496073E-01,3.711226E-01,2.969924E-01,2.403097E-01,1.844122E-01,1.399657E-01,9.997341E-02,7.009220E-02,4.660089E-02,3.118850E-02,1.853058E-02,1.188978E-02,7.200840E-03,4.280010E-03,2.561119E-03,1.668999E-03,1.034985E-03,6.612243E-04,4.024155E-04,2.486693E-04,1.483785E-04,9.147535E-05,4.996251E-05,3.024215E-05,1.732407E-05,9.773779E-06,5.549020E-06,3.439594E-06,1.990200E-06
72.85000,19.11000,0.00000,7.552065E-01,7.500861E-01,7.412500E-01,7.282167E-01,7.075300E-01,6.799869E-01,6.318936E-01,5.795678E-01,5.098798E-01,4.302709E-01,3.502180E-01,2.864155E-01,2.217976E-01,1.695875E-01,1.223116E-01,8.698626E-02,5.923904E-02,4.093888E-02,2.561694E-02,1.727538E-02,1.108559E-02,6.972327E-03,4.374356E-03,2.937402E-03,1.859594E-03,1.194855E-03,7.198909E-04,4.339883E-04,2.489765E-04,1.468678E-04,7.534920E-05,4.301548E-05,2.286720E-05,1.178506E-05,6.007718E-06,3.343405E-06,1.668997E-06
73.75000,17.40000,0.00000,8.713791E-01,8.678468E-01,8.616132E-01,8.524173E-01,8.381056E-01,8.196312E-01,7.883886E-01,7.549403E-01,7.101185E-01,6.574666E-01,6.018919E-01,5.546820E-01,5.026672E-01,4.555152E-01,4.055657E-01,3.593397E-01,3.115341E-01,2.680244E-01,2.153434E-01,1.738935E-01,1.319558E-01,9.518158E-02,6.622197E-02,4.751258E-02,3.182835E-02,2.127287E-02,1.323795E-02,8.167592E-03,4.772728E-03,2.851800E-03,1.480979E-03,8.516459E-04,4.553761E-04,2.355792E-04,1.203019E-04,6.687307E-05,3.319597E-05
74.80000,34.08000,0.00000,9.973810E-01,9.966680E-01,9.955226E-01,9.939045E-01,9.913926E-01,9.880717E-01,9.821768E-01,9.753823E-01,9.652718E-01,9.514649E-01,9.337946E-01,9.153196E-01,8.897746E-01,8.601099E-01,8.195914E-01,7.718362E-01,7.112989E-01,6.470518E-01,5.588140E-01,4.807110E-01,3.913752E-01,3.019577E-01,2.231518E-01,1.680930E-01,1.192401E-01,8.466443E-02,5.690495E-02,3.820327E-02,2.463887E-02,1.619625E-02,9.443535E-03,5.932398E-03,3.459886E-03,1.930554E-03,1.051489E-03,6.146810E-04,3.240883E-04
76.95000,8.50000,0.00000,5.372112E-01,5.057229E-01,4.647496E-01,4.196210E-01,3.670080E-01,3.161347E-01,2.537338E-01,2.053123E-01,1.571924E-01,1.154300E-01,8.244908E-02,6.083762E-02,4.232815E-02,2.952151E-02,1.943282E-02,1.278736E-02,8.099637E-03,5.272300E-03,3.080009E-03,1.963773E-03,1.180659E-03,6.902025E-04,4.002560E-04,2.507551E-04,1.467502E-04,8.788448E-05,4.951736E-05,2.846498E-05,1.585539E-05,9.248493E-06,4.722333E-06,2.670201E-06,1.378434E-06,6.682656E-07,3.111932E-07,1.572858E-07,6.934491E-08
77.11000,28.56000,0.00000,8.500090E-01,8.383391E-01,8.202670E-01,7.966578E-01,7.641550E-01,7.273360E-01,6.740231E-01,6.251908E-01,5.681114E-01,5.085633E-01,4.508386E-01,4.041229E-01,3.538599E-01,3.087499E-01,2.614108E-01,2.188041E-01,1.774572E-01,1.434277E-01,1.074462E-01,8.285298E-02,6.068410E-02,4.296989E-02,2.983309E-02,2.158600E-02,1.472398E-02,1.007240E-02,6.459728E-03,4.110030E-03,2.480776E-03,1.526322E-03,8.221063E-04,4.885056E-04,2.721974E-04,1.480528E-04,8.032148E-05,4.742199E-05,2.556137E-05
77.58000,12.98000,0.00000,5.753433E-01,5.530608E-01,5.236520E-01,4.906928E-01,4.512623E-01,4.116237E-01,3.598830E-01,3.161856E-01,2.681304E-01,2.208134E-01,1.777628E-01,1.453621E-01,1.135207E-01,8.807780E-02,6.489276E-02,4.718808E-02,3.280620E-02,2.294128E-02,1.434688E-02,9.519831E-03,5.891313E-03,3.499118E-03,2.037719E-03,1.271483E-03,7.357607E-04,4.334395E-04,2.382039E-04,1.328493E-04,7.123908E-05,3.984807E-05,1.912856E-05,1.014606E-05,4.770526E-06,2.035356E-06,7.926732E-07,3.323503E-07,1.081057E-07
78.04000,30.33000,0.00000,9.931780E-01,9.910396E-01,9.877167E-01,9.831436E-01,9.761806E-01,9.671361E-01,9.514890E-01,9.340904E-01,9.092835E-01,8.769634E-01,8.375257E-01,7.983391E-01,7.476724E-01,6.939228E-01,6.284708E-01,5.610725E-01,4.873019E-01,4.198036E-01,3.410354E-01,2.818618E-01,2.235389E-01,1.722436E-01,1.301926E-01,1.011613E-01,7.470120E-02,5.502365E-02,3.828381E-02,2.635354E-02,1.730690E-02,1.151182E-02,6.808714E-03,4.345694E-03,2.600198E-03,1.511103E-03,8.680919E-04,5.355272E-04,3.050017E-04
78.46000,17.45000,0.00000,6.633900E-01,6.378220E-01,6.043055E-01,5.667439E-01,5.214028E-01,4.750505E-01,4.131688E-01,3.598108E-01,3.004049E-01,2.418139E-01,1.891147E-01,1.503171E-01,1.133578E-01,8.500206E-02,6.038667E-02,4.259346E-02,2.891629E-02,1.998737E-02,1.251308E-02,8.417632E-03,5.355915E-03,3.313355E-03,2.028679E-03,1.328044E-03,8.147297E-04,5.088776E-04,2.995426E-04,1.790918E-04,1.038066E-04,6.285291E-05,3.375926E-05,2.000416E-05,1.094469E-05,5.671731E-06,2.821111E-06,1.493737E-06,6.806781E-07
