# generated_by='OpenQuake engine 3.6.0-git38efbb0b90', start_date='2019-07-04T13:50:13', checksum=646057594, kind='mean', investigation_time=50.0, imt='SA(1.0)'
lon,lat,depth,poe-0.0047000,poe-0.0056000,poe-0.0068000,poe-0.0082000,poe-0.0100000,poe-0.0120000,poe-0.0150000,poe-0.0180000,poe-0.0220000,poe-0.0270000,poe-0.0330000,poe-0.0390000,poe-0.0470000,poe-0.0560000,poe-0.0680000,poe-0.0820000,poe-0.1000000,poe-0.1200000,poe-0.1500000,poe-0.1800000,poe-0.2200000,poe-0.2700000,poe-0.3300000,poe-0.3900000,poe-0.4700000,poe-0.5600000,poe-0.6800000,poe-0.8200000,poe-1.0000000,poe-1.2000000,poe-1.5000000,poe-1.8000000,poe-2.2000000,poe-2.7000000,poe-3.3000000,poe-3.9000000,poe-4.7000000
69.66000,23.25000,0.00000,9.480913E-01,9.354724E-01,9.159683E-01,8.902200E-01,8.540203E-01,8.119325E-01,7.491456E-01,6.898475E-01,6.183147E-01,5.410844E-01,4.640206E-01,4.008746E-01,3.335595E-01,2.751850E-01,2.175461E-01,1.698913E-01,1.280890E-01,9.719197E-02,6.802569E-02,5.014102E-02,3.539802E-02,2.450621E-02,1.688896E-02,1.226994E-02,8.488303E-03,5.929443E-03,3.919097E-03,2.582788E-03,1.628740E-03,1.049707E-03,6.029413E-04,3.790591E-04,2.248983E-04,1.299722E-04,7.440029E-05,4.588745E-05,2.586792E-05
72.61000,23.03000,0.00000,6.545792E-01,6.155127E-01,5.643057E-01,5.085334E-01,4.450184E-01,3.851937E-01,3.134885E-01,2.585211E-01,2.037228E-01,1.552179E-01,1.154924E-01,8.825377E-02,6.369642E-02,4.571694E-02,3.075496E-02,2.042412E-02,1.290599E-02,8.314313E-03,4.773349E-03,3.006918E-03,1.799333E-03,1.063042E-03,6.347417E-04,4.135231E-04,2.564052E-04,1.635987E-04,9.909119E-05,6.083876E-05,3.612218E-05,2.232435E-05,1.236393E-05,7.603358E-06,4.420192E-06,2.506850E-06,1.412193E-06,8.602104E-07,4.812301E-07
72.85000,19.11000,0.00000,6.763867E-01,6.434177E-01,5.971839E-01,5.433570E-01,4.784646E-01,4.146982E-01,3.360084E-01,2.747594E-01,2.135327E-01,1.597435E-01,1.164541E-01,8.748103E-02,6.212286E-02,4.418176E-02,2.973825E-02,2.001581E-02,1.300751E-02,8.687079E-03,5.256379E-03,3.463910E-03,2.171990E-03,1.335572E-03,8.195512E-04,5.400248E-04,3.346365E-04,2.107767E-04,1.244193E-04,7.376904E-05,4.175969E-05,2.443607E-05,1.244305E-05,7.023659E-06,3.635396E-06,1.776592E-06,8.283154E-07,4.107454E-07,1.701003E-07
73.75000,17.40000,0.00000,8.139811E-01,7.911601E-01,7.594410E-01,7.225264E-01,6.775485E-01,6.323120E-01,5.740892E-01,5.259076E-01,4.737335E-01,4.223186E-01,3.738486E-01,3.345878E-01,2.914608E-01,2.515529E-01,2.084611E-01,1.690691E-01,1.310539E-01,1.006176E-01,7.004827E-02,5.055682E-02,3.429800E-02,2.241653E-02,1.438386E-02,9.751050E-03,6.192981E-03,3.970835E-03,2.380384E-03,1.427977E-03,8.166913E-04,4.814618E-04,2.468386E-04,1.398607E-04,7.255250E-05,3.544785E-05,1.644886E-05,8.114001E-06,3.323720E-06
74.80000,34.08000,0.00000,9.911920E-01,9.879878E-01,9.830489E-01,9.765048E-01,9.671626E-01,9.559118E-01,9.378874E-01,9.189481E-01,8.928014E-01,8.592919E-01,8.185281E-01,7.777199E-01,7.241302E-01,6.661765E-01,5.944552E-01,5.201144E-01,4.394297E-01,3.673895E-01,2.867647E-01,2.296638E-01,1.770436E-01,1.340273E-01,1.010868E-01,7.946345E-02,6.036428E-02,4.634613E-02,3.432432E-02,2.549418E-02,1.843924E-02,1.358290E-02,9.243966E-03,6.687064E-03,4.631492E-03,3.140661E-03,2.114106E-03,1.501555E-03,1.006820E-03
76.95000,8.50000,0.00000,3.092060E-01,2.661846E-01,2.198493E-01,1.780888E-01,1.383953E-01,1.069086E-01,7.531564E-02,5.504192E-02,3.793225E-02,2.524292E-02,1.653087E-02,1.143359E-02,7.461295E-03,4.936982E-03,3.087882E-03,1.944851E-03,1.180351E-03,7.396136E-04,4.125412E-04,2.536509E-04,1.472972E-04,8.410915E-05,4.850168E-05,3.071869E-05,1.848409E-05,1.146934E-05,6.723952E-06,3.972377E-06,2.228355E-06,1.277468E-06,6.227232E-07,3.334877E-07,1.601063E-07,7.145034E-08,3.026295E-08,1.353304E-08,4.633022E-09
77.11000,28.56000,0.00000,7.395706E-01,7.039584E-01,6.595880E-01,6.130540E-01,5.611853E-01,5.124996E-01,4.530369E-01,4.054257E-01,3.546917E-01,3.052330E-01,2.595083E-01,2.238593E-01,1.870118E-01,1.555777E-01,1.246110E-01,9.875886E-02,7.565102E-02,5.815946E-02,4.119978E-02,3.053106E-02,2.156650E-02,1.485413E-02,1.013848E-02,7.293340E-03,4.994405E-03,3.470538E-03,2.302519E-03,1.543955E-03,1.009246E-03,6.833010E-04,4.244270E-04,2.868820E-04,1.852731E-04,1.175767E-04,7.457765E-05,5.067631E-05,3.267348E-05
77.58000,12.98000,0.00000,3.949945E-01,3.574660E-01,3.144810E-01,2.726516E-01,2.291913E-01,1.912328E-01,1.488015E-01,1.183083E-01,8.962499E-02,6.571893E-02,4.725730E-02,3.523281E-02,2.487267E-02,1.759338E-02,1.172883E-02,7.763042E-03,4.897714E-03,3.141573E-03,1.776981E-03,1.093097E-03,6.286771E-04,3.521485E-04,1.976731E-04,1.216472E-04,7.034845E-05,4.169887E-05,2.297034E-05,1.260619E-05,6.425225E-06,3.303301E-06,1.369624E-06,6.235954E-07,2.405274E-07,8.298240E-08,2.972601E-08,1.274678E-08,4.058451E-09
78.04000,30.33000,0.00000,9.776673E-01,9.695038E-01,9.571139E-01,9.409776E-01,9.183722E-01,8.917698E-01,8.508099E-01,8.104025E-01,7.593515E-01,7.014069E-01,6.403910E-01,5.874549E-01,5.271376E-01,4.704050E-01,4.086991E-01,3.515821E-01,2.947807E-01,2.468304E-01,1.944684E-01,1.572113E-01,1.220493E-01,9.230959E-02,6.879040E-02,5.304638E-02,3.907057E-02,2.891095E-02,2.040818E-02,1.439582E-02,9.816995E-03,6.830720E-03,4.320673E-03,2.937642E-03,1.894515E-03,1.188610E-03,7.378636E-04,4.868909E-04,2.990647E-04
78.46000,17.45000,0.00000,4.739264E-01,4.313721E-01,3.814958E-01,3.319590E-01,2.796395E-01,2.333676E-01,1.811364E-01,1.433584E-01,1.077505E-01,7.816887E-02,5.554829E-02,4.103496E-02,2.875998E-02,2.030819E-02,1.362151E-02,9.154703E-03,5.932236E-03,3.936076E-03,2.344832E-03,1.515938E-03,9.260457E-04,5.537225E-04,3.321287E-04,2.165276E-04,1.342695E-04,8.571915E-05,5.197045E-05,3.179224E-05,1.854591E-05,1.103713E-05,5.614353E-06,3.095501E-06,1.519700E-06,6.788061E-07,2.783073E-07,1.181897E-07,3.763767E-08
