# generated_by='OpenQuake engine 3.6.0-git38efbb0b90', start_date='2019-07-04T13:50:13', checksum=646057594, kind='mean', investigation_time=50.0, imt='SA(0.2)'
lon,lat,depth,poe-0.0047000,poe-0.0056000,poe-0.0068000,poe-0.0082000,poe-0.0100000,poe-0.0120000,poe-0.0150000,poe-0.0180000,poe-0.0220000,poe-0.0270000,poe-0.0330000,poe-0.0390000,poe-0.0470000,poe-0.0560000,poe-0.0680000,poe-0.0820000,poe-0.1000000,poe-0.1200000,poe-0.1500000,poe-0.1800000,poe-0.2200000,poe-0.2700000,poe-0.3300000,poe-0.3900000,poe-0.4700000,poe-0.5600000,poe-0.6800000,poe-0.8200000,poe-1.0000000,poe-1.2000000,poe-1.5000000,poe-1.8000000,poe-2.2000000,poe-2.7000000,poe-3.3000000,poe-3.9000000,poe-4.7000000
69.66000,23.25000,0.00000,9.745440E-01,9.741778E-01,9.735144E-01,9.724966E-01,9.708238E-01,9.685094E-01,9.641508E-01,9.586864E-01,9.496198E-01,9.355861E-01,9.154732E-01,8.926485E-01,8.591544E-01,8.188021E-01,7.634709E-01,7.005135E-01,6.260573E-01,5.535220E-01,4.630951E-01,3.904240E-01,3.141723E-01,2.430632E-01,1.825053E-01,1.401857E-01,1.018698E-01,7.391691E-02,5.074402E-02,3.467149E-02,2.275837E-02,1.523106E-02,9.136735E-03,5.921552E-03,3.619433E-03,2.162921E-03,1.293971E-03,8.390690E-04,5.138196E-04
72.61000,23.03000,0.00000,7.723455E-01,7.712428E-01,7.692295E-01,7.660409E-01,7.605199E-01,7.524455E-01,7.365700E-01,7.164525E-01,6.837581E-01,6.354992E-01,5.716340E-01,5.071254E-01,4.273009E-01,3.507117E-01,2.707269E-01,2.032575E-01,1.447047E-01,1.028822E-01,6.558635E-02,4.439912E-02,2.838068E-02,1.771583E-02,1.105016E-02,7.416237E-03,4.725876E-03,3.081200E-03,1.907358E-03,1.193697E-03,7.204523E-04,4.490832E-04,2.481140E-04,1.505109E-04,8.546343E-05,4.743804E-05,2.648631E-05,1.627556E-05,9.438972E-06
72.85000,19.11000,0.00000,7.622938E-01,7.614164E-01,7.599019E-01,7.576746E-01,7.541018E-01,7.491388E-01,7.395234E-01,7.272301E-01,7.070345E-01,6.765805E-01,6.339442E-01,5.871080E-01,5.231133E-01,4.549837E-01,3.761475E-01,3.025514E-01,2.320684E-01,1.767085E-01,1.222568E-01,8.815169E-02,6.002431E-02,3.961462E-02,2.582964E-02,1.783466E-02,1.161798E-02,7.657421E-03,4.743196E-03,2.935726E-03,1.729992E-03,1.043385E-03,5.464496E-04,3.142165E-04,1.665899E-04,8.466160E-05,4.248696E-05,2.360175E-05,1.203018E-05
73.75000,17.40000,0.00000,8.759221E-01,8.755223E-01,8.747784E-01,8.735953E-01,8.715378E-01,8.684753E-01,8.622640E-01,8.542351E-01,8.412707E-01,8.225058E-01,7.975215E-01,7.708561E-01,7.341248E-01,6.931663E-01,6.419309E-01,5.890466E-01,5.319976E-01,4.806332E-01,4.208381E-01,3.750936E-01,3.273508E-01,2.793297E-01,2.308781E-01,1.897349E-01,1.453769E-01,1.081191E-01,7.414331E-02,4.931035E-02,3.068596E-02,1.916618E-02,1.034948E-02,6.060096E-03,3.248571E-03,1.658471E-03,8.406628E-04,4.701087E-04,2.404620E-04
74.80000,34.08000,0.00000,9.985385E-01,9.982782E-01,9.978639E-01,9.972793E-01,9.963604E-01,9.951118E-01,9.927850E-01,9.899246E-01,9.853340E-01,9.784993E-01,9.690074E-01,9.584935E-01,9.434873E-01,9.259583E-01,9.023967E-01,8.752503E-01,8.409985E-01,8.034082E-01,7.472260E-01,6.912484E-01,6.181567E-01,5.320966E-01,4.402735E-01,3.627862E-01,2.807831E-01,2.126082E-01,1.501738E-01,1.036527E-01,6.759815E-02,4.432257E-02,2.542450E-02,1.560034E-02,8.773311E-03,4.666152E-03,2.392313E-03,1.316693E-03,6.414237E-04
76.95000,8.50000,0.00000,6.345176E-01,6.257335E-01,6.123838E-01,5.950070E-01,5.707290E-01,5.422648E-01,4.985139E-01,4.552592E-01,4.005406E-01,3.391645E-01,2.771429E-01,2.271426E-01,1.760154E-01,1.345028E-01,9.691358E-02,6.890145E-02,4.696704E-02,3.252584E-02,2.041283E-02,1.378759E-02,8.843249E-03,5.538453E-03,3.441820E-03,2.281238E-03,1.414209E-03,8.852640E-04,5.148837E-04,2.985879E-04,1.640267E-04,9.307347E-05,4.581246E-05,2.539028E-05,1.304240E-05,6.458348E-06,3.120043E-06,1.640165E-06,7.572454E-07
77.11000,28.56000,0.00000,8.688391E-01,8.665374E-01,8.627498E-01,8.572249E-01,8.483984E-01,8.365466E-01,8.155345E-01,7.917563E-01,7.575862E-01,7.136062E-01,6.622632E-01,6.146972E-01,5.585661E-01,5.051832E-01,4.475052E-01,3.947528E-01,3.424121E-01,2.973523E-01,2.455133E-01,2.056519E-01,1.647599E-01,1.271810E-01,9.541211E-02,7.322007E-02,5.304668E-02,3.824083E-02,2.590108E-02,1.732899E-02,1.100308E-02,7.060479E-03,3.958944E-03,2.395661E-03,1.336830E-03,7.154307E-04,3.789930E-04,2.202958E-04,1.185903E-04
77.58000,12.98000,0.00000,6.412020E-01,6.357335E-01,6.272772E-01,6.160878E-01,6.001989E-01,5.812767E-01,5.517397E-01,5.221362E-01,4.841267E-01,4.403802E-01,3.940476E-01,3.540310E-01,3.090155E-01,2.675192E-01,2.235389E-01,1.840426E-01,1.460989E-01,1.153164E-01,8.334870E-02,6.200046E-02,4.331127E-02,2.896756E-02,1.885141E-02,1.283445E-02,8.115957E-03,5.133157E-03,2.995943E-03,1.731201E-03,9.414660E-04,5.269193E-04,2.536533E-04,1.376409E-04,6.915751E-05,3.312287E-05,1.523635E-05,7.594520E-06,3.224930E-06
78.04000,30.33000,0.00000,9.956751E-01,9.945518E-01,9.928825E-01,9.906808E-01,9.874403E-01,9.832970E-01,9.760302E-01,9.675713E-01,9.546764E-01,9.365855E-01,9.131584E-01,8.889963E-01,8.568592E-01,8.216134E-01,7.764872E-01,7.265235E-01,6.665459E-01,6.056063E-01,5.251393E-01,4.565572E-01,3.808828E-01,3.069190E-01,2.410012E-01,1.927378E-01,1.467373E-01,1.111703E-01,7.980460E-02,5.659609E-02,3.827094E-02,2.602070E-02,1.562585E-02,9.957314E-03,5.835100E-03,3.234674E-03,1.723667E-03,9.754342E-04,4.880182E-04
78.46000,17.45000,0.00000,7.404199E-01,7.329377E-01,7.215004E-01,7.065832E-01,6.857343E-01,6.612782E-01,6.236169E-01,5.861981E-01,5.382714E-01,4.829133E-01,4.238219E-01,3.724521E-01,3.146785E-01,2.620621E-01,2.078964E-01,1.616046E-01,1.201418E-01,8.927191E-02,6.031160E-02,4.287616E-02,2.888343E-02,1.891767E-02,1.225276E-02,8.402930E-03,5.418541E-03,3.526527E-03,2.146218E-03,1.303033E-03,7.529987E-04,4.480342E-04,2.332223E-04,1.348174E-04,7.276161E-05,3.824661E-05,1.993313E-05,1.128386E-05,5.715193E-06
