# generated_by='OpenQuake engine 3.6.0-git38efbb0b90', start_date='2019-07-04T13:50:13', checksum=646057594, kind='mean', investigation_time=50.0, imt='SA(1.5)'
lon,lat,depth,poe-0.0047000,poe-0.0056000,poe-0.0068000,poe-0.0082000,poe-0.0100000,poe-0.0120000,poe-0.0150000,poe-0.0180000,poe-0.0220000,poe-0.0270000,poe-0.0330000,poe-0.0390000,poe-0.0470000,poe-0.0560000,poe-0.0680000,poe-0.0820000,poe-0.1000000,poe-0.1200000,poe-0.1500000,poe-0.1800000,poe-0.2200000,poe-0.2700000,poe-0.3300000,poe-0.3900000,poe-0.4700000,poe-0.5600000,poe-0.6800000,poe-0.8200000,poe-1.0000000,poe-1.2000000,poe-1.5000000,poe-1.8000000,poe-2.2000000,poe-2.7000000,poe-3.3000000,poe-3.9000000,poe-4.7000000
69.66000,23.25000,0.00000,8.727840E-01,8.391705E-01,7.939398E-01,7.427810E-01,6.815881E-01,6.204517E-01,5.414802E-01,4.755442E-01,4.038287E-01,3.340301E-01,2.711814E-01,2.242331E-01,1.782869E-01,1.415767E-01,1.079412E-01,8.193301E-02,6.035639E-02,4.509376E-02,3.117209E-02,2.283785E-02,1.605823E-02,1.108161E-02,7.604910E-03,5.495277E-03,3.769621E-03,2.608334E-03,1.706597E-03,1.117170E-03,7.036256E-04,4.555272E-04,2.641252E-04,1.670153E-04,9.900786E-05,5.666637E-05,3.159780E-05,1.873261E-05,9.915831E-06
72.61000,23.03000,0.00000,4.821208E-01,4.308651E-01,3.734220E-01,3.191510E-01,2.645782E-01,2.183845E-01,1.682037E-01,1.329274E-01,1.001938E-01,7.311608E-02,5.223778E-02,3.862321E-02,2.690030E-02,1.871795E-02,1.223132E-02,7.956886E-03,4.961490E-03,3.178884E-03,1.824616E-03,1.152761E-03,6.931129E-04,4.119325E-04,2.475033E-04,1.620836E-04,1.010546E-04,6.479360E-05,3.955060E-05,2.457238E-05,1.484720E-05,9.334835E-06,5.253497E-06,3.248793E-06,1.884285E-06,1.057230E-06,5.827569E-07,3.455918E-07,1.863178E-07
72.85000,19.11000,0.00000,5.050584E-01,4.504646E-01,3.878906E-01,3.280175E-01,2.676140E-01,2.167280E-01,1.621721E-01,1.246172E-01,9.072012E-02,6.374495E-02,4.393943E-02,3.167454E-02,2.163305E-02,1.494268E-02,9.816865E-03,6.499573E-03,4.174020E-03,2.766798E-03,1.662542E-03,1.090099E-03,6.796746E-04,4.153209E-04,2.533499E-04,1.663158E-04,1.028464E-04,6.480647E-05,3.836812E-05,2.283826E-05,1.295540E-05,7.545018E-06,3.765070E-06,2.056975E-06,1.004435E-06,4.482831E-07,1.827832E-07,7.802795E-08,2.496636E-08
73.75000,17.40000,0.00000,6.917709E-01,6.521621E-01,6.054442E-01,5.588773E-01,5.092658E-01,4.644381E-01,4.112568E-01,3.691275E-01,3.236964E-01,2.780059E-01,2.341330E-01,1.989152E-01,1.619465E-01,1.303989E-01,9.984522E-02,7.519425E-02,5.420628E-02,3.922624E-02,2.568057E-02,1.778605E-02,1.162642E-02,7.373588E-03,4.625448E-03,3.092563E-03,1.944070E-03,1.240569E-03,7.430231E-04,4.463312E-04,2.551051E-04,1.493672E-04,7.480932E-05,4.089600E-05,1.995284E-05,8.876173E-06,3.587049E-06,1.525308E-06,4.889358E-07
74.80000,34.08000,0.00000,9.756943E-01,9.675888E-01,9.559845E-01,9.416777E-01,9.225311E-01,9.006912E-01,8.674214E-01,8.340015E-01,7.898030E-01,7.360784E-01,6.751568E-01,6.190194E-01,5.521344E-01,4.874317E-01,4.165151E-01,3.517209E-01,2.892967E-01,2.388551E-01,1.865790E-01,1.512304E-01,1.191364E-01,9.268828E-02,7.191744E-02,5.785623E-02,4.504239E-02,3.534236E-02,2.678086E-02,2.032159E-02,1.503308E-02,1.130821E-02,7.901339E-03,5.845721E-03,4.156471E-03,2.901580E-03,2.014504E-03,1.470898E-03,1.020548E-03
76.95000,8.50000,0.00000,1.539591E-01,1.237110E-01,9.470813E-02,7.140540E-02,5.155364E-02,3.734147E-02,2.445005E-02,1.692145E-02,1.104902E-02,7.006649E-03,4.405746E-03,2.959973E-03,1.879091E-03,1.216764E-03,7.457648E-04,4.622398E-04,2.769062E-04,1.724111E-04,9.648001E-05,6.016804E-05,3.592973E-05,2.133038E-05,1.281744E-05,8.364040E-06,5.150656E-06,3.225560E-06,1.884189E-06,1.096220E-06,5.989238E-07,3.326916E-07,1.549946E-07,7.913993E-08,3.551228E-08,1.394977E-08,4.575897E-09,1.435675E-09,1.678897E-10
77.11000,28.56000,0.00000,5.937429E-01,5.503070E-01,5.014062E-01,4.543159E-01,4.052121E-01,3.613634E-01,3.099382E-01,2.701588E-01,2.291205E-01,1.906100E-01,1.565255E-01,1.310922E-01,1.059582E-01,8.551913E-02,6.635617E-02,5.114793E-02,3.820117E-02,2.883021E-02,2.011457E-02,1.482464E-02,1.049428E-02,7.315540E-03,5.108498E-03,3.779710E-03,2.697772E-03,1.966217E-03,1.385657E-03,9.890457E-04,6.910666E-04,4.950986E-04,3.268062E-04,2.311958E-04,1.567886E-04,1.046728E-04,6.995568E-05,4.976008E-05,3.378936E-05
77.58000,12.98000,0.00000,2.379784E-01,2.027129E-01,1.660639E-01,1.339805E-01,1.041363E-01,8.080652E-02,5.758490E-02,4.268310E-02,3.000238E-02,2.043772E-02,1.371178E-02,9.670504E-03,6.432906E-03,4.315603E-03,2.723474E-03,1.717967E-03,1.037106E-03,6.441830E-04,3.554346E-04,2.173059E-04,1.257957E-04,7.146753E-05,4.057694E-05,2.499323E-05,1.425973E-05,8.215824E-06,4.307027E-06,2.219880E-06,1.047001E-06,4.990025E-07,1.893713E-07,8.255132E-08,3.414923E-08,1.288491E-08,3.899637E-09,1.129270E-09,1.244313E-10
78.04000,30.33000,0.00000,9.439788E-01,9.252242E-01,8.987741E-01,8.671272E-01,8.269343E-01,7.844289E-01,7.263165E-01,6.750020E-01,6.157663E-01,5.535761E-01,4.922080E-01,4.417178E-01,3.868936E-01,3.377005E-01,2.865548E-01,2.412042E-01,1.978716E-01,1.626191E-01,1.255164E-01,1.000315E-01,7.671231E-02,5.756659E-02,4.280736E-02,3.310657E-02,2.459436E-02,1.843747E-02,1.326736E-02,9.566595E-03,6.691115E-03,4.765788E-03,3.091781E-03,2.137800E-03,1.400062E-03,8.900626E-04,5.589016E-04,3.732364E-04,2.337304E-04
78.46000,17.45000,0.00000,3.034054E-01,2.612128E-01,2.165535E-01,1.766890E-01,1.388533E-01,1.086925E-01,7.810943E-02,5.818952E-02,4.109696E-02,2.816278E-02,1.906986E-02,1.360997E-02,9.227502E-03,6.341930E-03,4.141773E-03,2.719659E-03,1.724530E-03,1.126375E-03,6.636761E-04,4.292760E-04,2.654764E-04,1.627105E-04,1.007406E-04,6.741181E-05,4.271412E-05,2.747844E-05,1.651242E-05,9.843594E-06,5.498325E-06,3.102418E-06,1.448860E-06,7.312321E-07,3.159840E-07,1.185895E-07,3.639570E-08,1.077953E-08,1.256955E-09
