ordinal,branch_path,weight
2159,b1m1~b1m3_b2m5_b3m4_b4m4_b5m3_b6m2_b7m2_b9m4_b8m4,3.3333334e-05
2160,b1m1~b1m3_b2m4_b3m1_b4m1_b5m2_b6m2_b7m2_b9m3_b8m2,3.3333334e-05
2161,b1m1~b1m3_b2m3_b3m2_b4m3_b5m3_b6m3_b7m2_b9m2_b8m4,3.3333334e-05
2162,b1m1~b1m2_b2m3_b3m1_b4m1_b5m4_b6m1_b7m1_b9m2_b8m4,3.3333334e-05
2163,b1m1~b1m4_b2m2_b3m4_b4m2_b5m2_b6m1_b7m1_b9m3_b8m3,3.3333334e-05
2164,b1m1~b1m2_b2m5_b3m2_b4m3_b5m4_b6m1_b7m3_b9m4_b8m4,3.3333334e-05
2165,b1m1~b1m4_b2m5_b3m3_b4m2_b5m2_b6m1_b7m4_b9m1_b8m1,3.3333334e-05
2166,b1m1~b1m3_b2m3_b3m3_b4m3_b5m4_b6m3_b7m1_b9m2_b8m3,3.3333334e-05
2167,b1m1~b1m1_b2m3_b3m3_b4m1_b5m2_b6m2_b7m4_b9m2_b8m3,3.3333334e-05
2168,b1m1~b1m3_b2m4_b3m3_b4m1_b5m2_b6m2_b7m3_b9m1_b8m2,3.3333334e-05
2169,b1m1~b1m2_b2m2_b3m3_b4m1_b5m1_b6m1_b7m2_b9m3_b8m2,3.3333334e-05
2170,b1m1~b1m3_b2m4_b3m3_b4m4_b5m3_b6m2_b7m2_b9m4_b8m4,3.3333334e-05
2171,b1m1~b1m1_b2m2_b3m2_b4m3_b5m2_b6m1_b7m2_b9m3_b8m3,3.3333334e-05
2172,b1m1~b1m1_b2m4_b3m2_b4m4_b5m4_b6m3_b7m3_b9m1_b8m3,3.3333334e-05
2173,b1m1~b1m4_b2m3_b3m1_b4m2_b5m4_b6m2_b7m1_b9m1_b8m2,3.3333334e-05
2174,b1m1~b1m1_b2m5_b3m3_b4m1_b5m3_b6m3_b7m2_b9m2_b8m4,3.3333334e-05
2175,b1m1~b1m4_b2m2_b3m3_b4m4_b5m4_b6m2_b7m1_b9m4_b8m4,3.3333334e-05
2176,b1m1~b1m2_b2m1_b3m3_b4m2_b5m2_b6m2_b7m2_b9m3_b8m3,3.3333334e-05
2177,b1m1~b1m3_b2m3_b3m4_b4m2_b5m3_b6m3_b7m3_b9m3_b8m3,3.3333334e-05
2178,b1m1~b1m3_b2m4_b3m4_b4m3_b5m1_b6m2_b7m3_b9m1_b8m3,3.3333334e-05
2179,b1m1~b1m3_b2m1_b3m2_b4m1_b5m1_b6m1_b7m3_b9m2_b8m2,3.3333334e-05
2180,b1m1~b1m2_b2m2_b3m1_b4m2_b5m3_b6m3_b7m2_b9m3_b8m2,3.3333334e-05
2181,b1m1~b1m1_b2m5_b3m2_b4m1_b5m1_b6m1_b7m3_b9m1_b8m4,3.3333334e-05
2182,b1m1~b1m1_b2m1_b3m3_b4m3_b5m3_b6m2_b7m2_b9m4_b8m1,3.3333334e-05
2183,b1m1~b1m2_b2m2_b3m1_b4m2_b5m2_b6m1_b7m1_b9m3_b8m2,3.3333334e-05
2184,b1m1~b1m3_b2m4_b3m1_b4m2_b5m1_b6m1_b7m1_b9m3_b8m2,3.3333334e-05
2185,b1m1~b1m4_b2m4_b3m4_b4m1_b5m2_b6m1_b7m1_b9m2_b8m2,3.3333334e-05
2186,b1m1~b1m4_b2m3_b3m2_b4m3_b5m4_b6m1_b7m2_b9m3_b8m4,3.3333334e-05
2187,b1m1~b1m4_b2m1_b3m2_b4m2_b5m1_b6m2_b7m3_b9m3_b8m4,3.3333334e-05
2188,b1m1~b1m4_b2m1_b3m4_b4m1_b5m2_b6m1_b7m3_b9m3_b8m1,3.3333334e-05
2189,b1m1~b1m3_b2m4_b3m2_b4m1_b5m4_b6m1_b7m3_b9m1_b8m3,3.3333334e-05
2190,b1m1~b1m2_b2m1_b3m1_b4m4_b5m2_b6m1_b7m3_b9m1_b8m1,3.3333334e-05
2191,b1m1~b1m4_b2m4_b3m1_b4m3_b5m2_b6m1_b7m3_b9m3_b8m1,3.3333334e-05
2192,b1m1~b1m3_b2m4_b3m2_b4m3_b5m3_b6m2_b7m3_b9m2_b8m4,3.3333334e-05
2193,b1m1~b1m3_b2m2_b3m1_b4m4_b5m2_b6m2_b7m1_b9m2_b8m2,3.3333334e-05
2194,b1m1~b1m1_b2m3_b3m1_b4m4_b5m3_b6m1_b7m1_b9m4_b8m1,3.3333334e-05
2195,b1m1~b1m2_b2m4_b3m4_b4m4_b5m1_b6m1_b7m3_b9m4_b8m1,3.3333334e-05
2196,b1m1~b1m2_b2m5_b3m1_b4m4_b5m2_b6m1_b7m4_b9m1_b8m2,3.3333334e-05
2197,b1m1~b1m4_b2m3_b3m2_b4m1_b5m3_b6m2_b7m4_b9m3_b8m4,3.3333334e-05
2198,b1m1~b1m3_b2m1_b3m4_b4m3_b5m4_b6m3_b7m1_b9m3_b8m1,3.3333334e-05
2199,b1m1~b1m2_b2m3_b3m3_b4m2_b5m3_b6m3_b7m3_b9m4_b8m4,3.3333334e-05
2200,b1m1~b1m4_b2m5_b3m3_b4m1_b5m3_b6m1_b7m4_b9m3_b8m3,3.3333334e-05
2201,b1m1~b1m1_b2m3_b3m1_b4m4_b5m2_b6m3_b7m1_b9m3_b8m3,3.3333334e-05
2202,b1m1~b1m2_b2m4_b3m2_b4m4_b5m1_b6m3_b7m3_b9m2_b8m2,3.3333334e-05
2203,b1m1~b1m1_b2m1_b3m4_b4m2_b5m2_b6m3_b7m2_b9m2_b8m4,3.3333334e-05
2204,b1m1~b1m3_b2m5_b3m4_b4m1_b5m4_b6m1_b7m1_b9m4_b8m3,3.3333334e-05
2205,b1m1~b1m4_b2m4_b3m2_b4m2_b5m4_b6m1_b7m2_b9m3_b8m3,3.3333334e-05
2206,b1m1~b1m2_b2m1_b3m3_b4m2_b5m3_b6m2_b7m2_b9m2_b8m2,3.3333334e-05
2207,b1m1~b1m4_b2m3_b3m1_b4m3_b5m3_b6m3_b7m1_b9m1_b8m2,3.3333334e-05
2208,b1m1~b1m2_b2m1_b3m4_b4m2_b5m3_b6m1_b7m1_b9m2_b8m4,3.3333334e-05
2209,b1m1~b1m4_b2m4_b3m1_b4m4_b5m2_b6m3_b7m2_b9m2_b8m3,3.3333334e-05
2210,b1m1~b1m4_b2m1_b3m1_b4m2_b5m2_b6m1_b7m1_b9m4_b8m2,3.3333334e-05
2211,b1m1~b1m4_b2m2_b3m1_b4m2_b5m3_b6m1_b7m4_b9m2_b8m2,3.3333334e-05
2212,b1m1~b1m1_b2m1_b3m2_b4m2_b5m4_b6m1_b7m1_b9m3_b8m2,3.3333334e-05
2213,b1m1~b1m4_b2m5_b3m2_b4m1_b5m1_b6m2_b7m1_b9m4_b8m1,3.3333334e-05
2214,b1m1~b1m3_b2m5_b3m3_b4m1_b5m3_b6m1_b7m2_b9m3_b8m3,3.3333334e-05
2215,b1m1~b1m2_b2m2_b3m1_b4m2_b5m3_b6m1_b7m1_b9m4_b8m4,3.3333334e-05
2216,b1m1~b1m4_b2m2_b3m3_b4m2_b5m2_b6m2_b7m4_b9m2_b8m4,3.3333334e-05
2217,b1m1~b1m2_b2m1_b3m3_b4m3_b5m1_b6m2_b7m1_b9m1_b8m3,3.3333334e-05
2218,b1m1~b1m4_b2m3_b3m2_b4m4_b5m2_b6m1_b7m2_b9m2_b8m4,3.3333334e-05
2219,b1m1~b1m1_b2m3_b3m2_b4m1_b5m1_b6m1_b7m2_b9m1_b8m4,3.3333334e-05
2220,b1m1~b1m3_b2m5_b3m1_b4m2_b5m1_b6m3_b7m1_b9m3_b8m2,3.3333334e-05
2221,b1m1~b1m3_b2m1_b3m4_b4m2_b5m1_b6m1_b7m2_b9m1_b8m3,3.3333334e-05
2222,b1m1~b1m1_b2m2_b3m4_b4m3_b5m4_b6m2_b7m3_b9m4_b8m1,3.3333334e-05
2223,b1m1~b1m1_b2m5_b3m4_b4m2_b5m2_b6m2_b7m4_b9m2_b8m4,3.3333334e-05
2224,b1m1~b1m1_b2m1_b3m1_b4m4_b5m4_b6m3_b7m3_b9m3_b8m1,3.3333334e-05
2225,b1m1~b1m2_b2m5_b3m2_b4m3_b5m1_b6m1_b7m1_b9m2_b8m1,3.3333334e-05
2226,b1m1~b1m2_b2m2_b3m1_b4m1_b5m2_b6m2_b7m4_b9m2_b8m3,3.3333334e-05
2227,b1m1~b1m3_b2m2_b3m4_b4m4_b5m2_b6m3_b7m3_b9m4_b8m1,3.3333334e-05
2228,b1m1~b1m2_b2m1_b3m4_b4m4_b5m1_b6m2_b7m2_b9m3_b8m2,3.3333334e-05
2229,b1m1~b1m2_b2m1_b3m4_b4m4_b5m4_b6m3_b7m3_b9m4_b8m1,3.3333334e-05
2230,b1m1~b1m3_b2m5_b3m4_b4m2_b5m4_b6m1_b7m4_b9m2_b8m4,3.3333334e-05
2231,b1m1~b1m1_b2m1_b3m4_b4m4_b5m2_b6m2_b7m4_b9m2_b8m4,3.3333334e-05
2232,b1m1~b1m4_b2m4_b3m1_b4m1_b5m4_b6m3_b7m1_b9m2_b8m4,3.3333334e-05
2233,b1m1~b1m4_b2m3_b3m1_b4m1_b5m3_b6m3_b7m3_b9m4_b8m1,3.3333334e-05
2234,b1m1~b1m3_b2m4_b3m2_b4m2_b5m3_b6m3_b7m2_b9m2_b8m4,3.3333334e-05
2235,b1m1~b1m3_b2m2_b3m4_b4m2_b5m4_b6m1_b7m4_b9m4_b8m3,3.3333334e-05
2236,b1m1~b1m4_b2m3_b3m4_b4m2_b5m3_b6m1_b7m2_b9m4_b8m1,3.3333334e-05
2237,b1m1~b1m1_b2m4_b3m3_b4m4_b5m2_b6m1_b7m3_b9m3_b8m3,3.3333334e-05
2238,b1m1~b1m1_b2m2_b3m3_b4m2_b5m2_b6m1_b7m1_b9m4_b8m4,3.3333334e-05
2239,b1m1~b1m1_b2m5_b3m4_b4m1_b5m3_b6m2_b7m3_b9m4_b8m2,3.3333334e-05
2240,b1m1~b1m4_b2m1_b3m4_b4m3_b5m2_b6m1_b7m1_b9m3_b8m4,3.3333334e-05
2241,b1m1~b1m1_b2m1_b3m3_b4m4_b5m1_b6m2_b7m1_b9m3_b8m1,3.3333334e-05
2242,b1m1~b1m3_b2m2_b3m3_b4m3_b5m2_b6m3_b7m4_b9m4_b8m3,3.3333334e-05
2243,b1m1~b1m4_b2m5_b3m4_b4m3_b5m3_b6m1_b7m2_b9m4_b8m3,3.3333334e-05
2244,b1m1~b1m4_b2m3_b3m1_b4m2_b5m4_b6m1_b7m4_b9m2_b8m4,3.3333334e-05
2245,b1m1~b1m3_b2m1_b3m2_b4m3_b5m4_b6m2_b7m2_b9m2_b8m3,3.3333334e-05
2246,b1m1~b1m1_b2m2_b3m2_b4m1_b5m2_b6m2_b7m2_b9m3_b8m1,3.3333334e-05
2247,b1m1~b1m4_b2m2_b3m3_b4m3_b5m1_b6m1_b7m2_b9m4_b8m3,3.3333334e-05
2248,b1m1~b1m3_b2m2_b3m4_b4m4_b5m3_b6m3_b7m1_b9m2_b8m1,3.3333334e-05
2249,b1m1~b1m1_b2m3_b3m2_b4m1_b5m4_b6m1_b7m2_b9m2_b8m2,3.3333334e-05
2250,b1m1~b1m1_b2m2_b3m4_b4m3_b5m1_b6m1_b7m2_b9m3_b8m3,3.3333334e-05
2251,b1m1~b1m4_b2m4_b3m1_b4m4_b5m1_b6m1_b7m4_b9m4_b8m2,3.3333334e-05
2252,b1m1~b1m3_b2m4_b3m2_b4m3_b5m1_b6m2_b7m3_b9m4_b8m3,3.3333334e-05
2253,b1m1~b1m4_b2m2_b3m3_b4m2_b5m2_b6m2_b7m2_b9m4_b8m2,3.3333334e-05
2254,b1m1~b1m4_b2m3_b3m3_b4m2_b5m2_b6m1_b7m2_b9m1_b8m2,3.3333334e-05
2255,b1m1~b1m3_b2m2_b3m2_b4m3_b5m4_b6m3_b7m3_b9m2_b8m3,3.3333334e-05
2256,b1m1~b1m3_b2m1_b3m2_b4m2_b5m3_b6m1_b7m4_b9m4_b8m4,3.3333334e-05
2257,b1m1~b1m2_b2m4_b3m3_b4m2_b5m3_b6m3_b7m4_b9m2_b8m2,3.3333334e-05
2258,b1m1~b1m2_b2m2_b3m2_b4m2_b5m2_b6m3_b7m1_b9m2_b8m1,3.3333334e-05
2259,b1m1~b1m2_b2m4_b3m3_b4m4_b5m1_b6m1_b7m4_b9m2_b8m3,3.3333334e-05
2260,b1m1~b1m4_b2m1_b3m2_b4m4_b5m3_b6m2_b7m3_b9m4_b8m1,3.3333334e-05
2261,b1m1~b1m3_b2m3_b3m1_b4m1_b5m3_b6m2_b7m2_b9m3_b8m1,3.3333334e-05
2262,b1m1~b1m4_b2m3_b3m4_b4m2_b5m3_b6m2_b7m2_b9m1_b8m3,3.3333334e-05
2263,b1m1~b1m2_b2m4_b3m4_b4m2_b5m4_b6m2_b7m3_b9m2_b8m1,3.3333334e-05
2264,b1m1~b1m3_b2m3_b3m1_b4m3_b5m2_b6m1_b7m1_b9m4_b8m3,3.3333334e-05
2265,b1m1~b1m3_b2m3_b3m3_b4m3_b5m1_b6m1_b7m1_b9m4_b8m3,3.3333334e-05
2266,b1m1~b1m3_b2m2_b3m4_b4m2_b5m2_b6m2_b7m1_b9m2_b8m4,3.3333334e-05
2267,b1m1~b1m3_b2m5_b3m1_b4m1_b5m4_b6m2_b7m1_b9m2_b8m4,3.3333334e-05
2268,b1m1~b1m1_b2m5_b3m3_b4m4_b5m4_b6m3_b7m3_b9m4_b8m4,3.3333334e-05
2269,b1m1~b1m3_b2m1_b3m1_b4m4_b5m4_b6m3_b7m2_b9m4_b8m3,3.3333334e-05
2270,b1m1~b1m1_b2m3_b3m1_b4m2_b5m2_b6m2_b7m1_b9m4_b8m3,3.3333334e-05
2271,b1m1~b1m2_b2m3_b3m3_b4m4_b5m1_b6m1_b7m3_b9m1_b8m2,3.3333334e-05
2272,b1m1~b1m2_b2m5_b3m4_b4m1_b5m1_b6m1_b7m3_b9m3_b8m1,3.3333334e-05
2273,b1m1~b1m3_b2m4_b3m1_b4m1_b5m3_b6m3_b7m3_b9m1_b8m3,3.3333334e-05
2274,b1m1~b1m4_b2m5_b3m1_b4m1_b5m1_b6m3_b7m1_b9m1_b8m3,3.3333334e-05
2275,b1m1~b1m3_b2m3_b3m1_b4m1_b5m1_b6m3_b7m2_b9m4_b8m4,3.3333334e-05
2276,b1m1~b1m3_b2m5_b3m4_b4m2_b5m4_b6m3_b7m2_b9m3_b8m2,3.3333334e-05
2277,b1m1~b1m3_b2m1_b3m1_b4m3_b5m1_b6m1_b7m1_b9m1_b8m4,3.3333334e-05
2278,b1m1~b1m3_b2m3_b3m3_b4m3_b5m4_b6m2_b7m4_b9m4_b8m2,3.3333334e-05
2279,b1m1~b1m1_b2m2_b3m2_b4m3_b5m3_b6m3_b7m2_b9m3_b8m1,3.3333334e-05
2280,b1m1~b1m2_b2m1_b3m1_b4m2_b5m2_b6m2_b7m4_b9m2_b8m4,3.3333334e-05
2281,b1m1~b1m2_b2m3_b3m1_b4m4_b5m4_b6m1_b7m3_b9m1_b8m1,3.3333334e-05
2282,b1m1~b1m2_b2m5_b3m2_b4m4_b5m1_b6m3_b7m2_b9m2_b8m4,3.3333334e-05
2283,b1m1~b1m1_b2m1_b3m4_b4m3_b5m3_b6m2_b7m2_b9m1_b8m3,3.3333334e-05
2284,b1m1~b1m1_b2m3_b3m4_b4m1_b5m4_b6m1_b7m3_b9m4_b8m1,3.3333334e-05
2285,b1m1~b1m2_b2m1_b3m3_b4m1_b5m3_b6m1_b7m4_b9m4_b8m2,3.3333334e-05
2286,b1m1~b1m4_b2m5_b3m2_b4m3_b5m4_b6m2_b7m3_b9m3_b8m4,3.3333334e-05
2287,b1m1~b1m2_b2m2_b3m3_b4m3_b5m1_b6m1_b7m2_b9m2_b8m4,3.3333334e-05
2288,b1m1~b1m2_b2m5_b3m3_b4m3_b5m2_b6m1_b7m1_b9m1_b8m3,3.3333334e-05
2289,b1m1~b1m1_b2m4_b3m4_b4m3_b5m4_b6m1_b7m1_b9m1_b8m1,3.3333334e-05
2290,b1m1~b1m3_b2m3_b3m1_b4m4_b5m2_b6m3_b7m2_b9m3_b8m2,3.3333334e-05
2291,b1m1~b1m2_b2m1_b3m3_b4m2_b5m4_b6m1_b7m4_b9m2_b8m1,3.3333334e-05
2292,b1m1~b1m1_b2m5_b3m1_b4m3_b5m1_b6m3_b7m4_b9m2_b8m3,3.3333334e-05
2293,b1m1~b1m3_b2m1_b3m2_b4m2_b5m2_b6m1_b7m3_b9m3_b8m1,3.3333334e-05
2294,b1m1~b1m1_b2m1_b3m1_b4m2_b5m4_b6m1_b7m1_b9m3_b8m2,3.3333334e-05
2295,b1m1~b1m1_b2m1_b3m1_b4m3_b5m2_b6m3_b7m2_b9m3_b8m4,3.3333334e-05
2296,b1m1~b1m1_b2m5_b3m2_b4m3_b5m1_b6m2_b7m1_b9m4_b8m3,3.3333334e-05
2297,b1m1~b1m1_b2m1_b3m3_b4m4_b5m4_b6m1_b7m1_b9m1_b8m1,3.3333334e-05
2298,b1m1~b1m1_b2m3_b3m1_b4m3_b5m3_b6m1_b7m4_b9m2_b8m1,3.3333334e-05
2299,b1m1~b1m2_b2m2_b3m4_b4m1_b5m2_b6m3_b7m1_b9m4_b8m3,3.3333334e-05
2300,b1m1~b1m4_b2m2_b3m1_b4m1_b5m4_b6m1_b7m4_b9m3_b8m4,3.3333334e-05
2301,b1m1~b1m3_b2m2_b3m2_b4m4_b5m1_b6m1_b7m3_b9m3_b8m3,3.3333334e-05
2302,b1m1~b1m3_b2m1_b3m2_b4m1_b5m1_b6m1_b7m3_b9m3_b8m2,3.3333334e-05
2303,b1m1~b1m2_b2m1_b3m4_b4m2_b5m4_b6m2_b7m4_b9m4_b8m4,3.3333334e-05
2304,b1m1~b1m4_b2m4_b3m3_b4m3_b5m1_b6m2_b7m4_b9m3_b8m4,3.3333334e-05
2305,b1m1~b1m2_b2m3_b3m4_b4m4_b5m1_b6m1_b7m3_b9m1_b8m3,3.3333334e-05
2306,b1m1~b1m1_b2m2_b3m3_b4m4_b5m4_b6m2_b7m2_b9m3_b8m4,3.3333334e-05
2307,b1m1~b1m3_b2m3_b3m2_b4m2_b5m2_b6m3_b7m3_b9m1_b8m3,3.3333334e-05
2308,b1m1~b1m1_b2m3_b3m2_b4m1_b5m2_b6m3_b7m1_b9m3_b8m1,3.3333334e-05
2309,b1m1~b1m2_b2m2_b3m4_b4m3_b5m2_b6m3_b7m3_b9m3_b8m3,3.3333334e-05
2310,b1m1~b1m3_b2m1_b3m1_b4m3_b5m2_b6m2_b7m2_b9m4_b8m2,3.3333334e-05
2311,b1m1~b1m4_b2m3_b3m2_b4m4_b5m4_b6m1_b7m1_b9m1_b8m1,3.3333334e-05
2312,b1m1~b1m2_b2m5_b3m4_b4m2_b5m4_b6m3_b7m1_b9m4_b8m2,3.3333334e-05
2313,b1m1~b1m3_b2m5_b3m1_b4m1_b5m3_b6m3_b7m3_b9m3_b8m4,3.3333334e-05
2314,b1m1~b1m4_b2m5_b3m4_b4m2_b5m3_b6m3_b7m2_b9m3_b8m3,3.3333334e-05
2315,b1m1~b1m1_b2m3_b3m3_b4m3_b5m1_b6m1_b7m4_b9m3_b8m3,3.3333334e-05
2316,b1m1~b1m2_b2m1_b3m2_b4m4_b5m4_b6m2_b7m4_b9m4_b8m2,3.3333334e-05
2317,b1m1~b1m2_b2m3_b3m4_b4m3_b5m2_b6m1_b7m1_b9m3_b8m3,3.3333334e-05
2318,b1m1~b1m2_b2m4_b3m2_b4m3_b5m4_b6m3_b7m4_b9m2_b8m1,3.3333334e-05
2319,b1m1~b1m2_b2m4_b3m1_b4m4_b5m3_b6m1_b7m2_b9m2_b8m1,3.3333334e-05
2320,b1m1~b1m4_b2m4_b3m1_b4m3_b5m2_b6m3_b7m1_b9m4_b8m3,3.3333334e-05
2321,b1m1~b1m3_b2m5_b3m2_b4m1_b5m2_b6m3_b7m4_b9m3_b8m1,3.3333334e-05
2322,b1m1~b1m3_b2m3_b3m1_b4m3_b5m3_b6m1_b7m2_b9m2_b8m3,3.3333334e-05
2323,b1m1~b1m2_b2m2_b3m1_b4m3_b5m4_b6m3_b7m4_b9m4_b8m4,3.3333334e-05
2324,b1m1~b1m4_b2m2_b3m2_b4m4_b5m3_b6m2_b7m2_b9m2_b8m3,3.3333334e-05
2325,b1m1~b1m4_b2m5_b3m1_b4m2_b5m3_b6m2_b7m2_b9m3_b8m4,3.3333334e-05
2326,b1m1~b1m4_b2m2_b3m2_b4m3_b5m4_b6m1_b7m2_b9m3_b8m2,3.3333334e-05
2327,b1m1~b1m1_b2m1_b3m1_b4m1_b5m3_b6m1_b7m1_b9m1_b8m1,3.3333334e-05
2328,b1m1~b1m3_b2m3_b3m3_b4m4_b5m3_b6m2_b7m4_b9m1_b8m2,3.3333334e-05
2329,b1m1~b1m1_b2m2_b3m1_b4m1_b5m2_b6m2_b7m2_b9m2_b8m3,3.3333334e-05
2330,b1m1~b1m2_b2m1_b3m1_b4m3_b5m2_b6m3_b7m1_b9m4_b8m2,3.3333334e-05
2331,b1m1~b1m1_b2m2_b3m1_b4m4_b5m1_b6m1_b7m3_b9m2_b8m1,3.3333334e-05
2332,b1m1~b1m3_b2m3_b3m1_b4m2_b5m1_b6m3_b7m3_b9m2_b8m1,3.3333334e-05
2333,b1m1~b1m3_b2m4_b3m3_b4m4_b5m3_b6m3_b7m3_b9m1_b8m1,3.3333334e-05
2334,b1m1~b1m1_b2m3_b3m2_b4m1_b5m3_b6m2_b7m3_b9m3_b8m1,3.3333334e-05
2335,b1m1~b1m2_b2m3_b3m3_b4m3_b5m4_b6m1_b7m4_b9m4_b8m1,3.3333334e-05
2336,b1m1~b1m2_b2m5_b3m1_b4m2_b5m4_b6m3_b7m4_b9m4_b8m1,3.3333334e-05
2337,b1m1~b1m2_b2m3_b3m2_b4m3_b5m1_b6m2_b7m1_b9m3_b8m3,3.3333334e-05
2338,b1m1~b1m1_b2m3_b3m2_b4m3_b5m3_b6m3_b7m3_b9m4_b8m4,3.3333334e-05
2339,b1m1~b1m2_b2m4_b3m2_b4m3_b5m1_b6m1_b7m4_b9m1_b8m1,3.3333334e-05
2340,b1m1~b1m4_b2m1_b3m1_b4m1_b5m2_b6m2_b7m3_b9m1_b8m2,3.3333334e-05
2341,b1m1~b1m1_b2m2_b3m2_b4m3_b5m3_b6m3_b7m3_b9m3_b8m3,3.3333334e-05
2342,b1m1~b1m1_b2m2_b3m3_b4m2_b5m3_b6m2_b7m4_b9m3_b8m1,3.3333334e-05
2343,b1m1~b1m2_b2m3_b3m1_b4m2_b5m3_b6m1_b7m2_b9m2_b8m1,3.3333334e-05
2344,b1m1~b1m4_b2m4_b3m4_b4m2_b5m2_b6m2_b7m1_b9m4_b8m3,3.3333334e-05
2345,b1m1~b1m3_b2m4_b3m2_b4m2_b5m4_b6m3_b7m2_b9m2_b8m1,3.3333334e-05
2346,b1m1~b1m3_b2m4_b3m3_b4m2_b5m1_b6m3_b7m1_b9m2_b8m2,3.3333334e-05
2347,b1m1~b1m2_b2m3_b3m1_b4m4_b5m4_b6m1_b7m4_b9m1_b8m2,3.3333334e-05
2348,b1m1~b1m3_b2m2_b3m4_b4m2_b5m4_b6m3_b7m3_b9m3_b8m3,3.3333334e-05
2349,b1m1~b1m1_b2m1_b3m1_b4m4_b5m1_b6m3_b7m4_b9m3_b8m2,3.3333334e-05
2350,b1m1~b1m3_b2m3_b3m3_b4m4_b5m3_b6m1_b7m3_b9m2_b8m3,3.3333334e-05
2351,b1m1~b1m4_b2m4_b3m2_b4m1_b5m2_b6m1_b7m1_b9m1_b8m2,3.3333334e-05
2352,b1m1~b1m3_b2m3_b3m2_b4m1_b5m1_b6m1_b7m2_b9m1_b8m3,3.3333334e-05
2353,b1m1~b1m4_b2m3_b3m2_b4m4_b5m3_b6m2_b7m1_b9m1_b8m1,3.3333334e-05
2354,b1m1~b1m3_b2m5_b3m2_b4m4_b5m3_b6m3_b7m1_b9m1_b8m4,3.3333334e-05
2355,b1m1~b1m1_b2m3_b3m2_b4m3_b5m3_b6m1_b7m4_b9m4_b8m1,3.3333334e-05
2356,b1m1~b1m4_b2m4_b3m1_b4m1_b5m4_b6m1_b7m2_b9m3_b8m3,3.3333334e-05
2357,b1m1~b1m1_b2m2_b3m2_b4m2_b5m2_b6m1_b7m1_b9m3_b8m2,3.3333334e-05
2358,b1m1~b1m3_b2m1_b3m3_b4m3_b5m4_b6m2_b7m2_b9m3_b8m4,3.3333334e-05
2359,b1m1~b1m1_b2m3_b3m4_b4m2_b5m2_b6m3_b7m4_b9m1_b8m4,3.3333334e-05
2360,b1m1~b1m1_b2m1_b3m1_b4m4_b5m3_b6m3_b7m4_b9m4_b8m2,3.3333334e-05
2361,b1m1~b1m2_b2m4_b3m2_b4m4_b5m1_b6m1_b7m3_b9m2_b8m4,3.3333334e-05
2362,b1m1~b1m2_b2m1_b3m4_b4m3_b5m2_b6m2_b7m4_b9m4_b8m2,3.3333334e-05
2363,b1m1~b1m2_b2m5_b3m3_b4m4_b5m3_b6m1_b7m1_b9m4_b8m4,3.3333334e-05
2364,b1m1~b1m3_b2m2_b3m3_b4m1_b5m3_b6m3_b7m2_b9m4_b8m1,3.3333334e-05
2365,b1m1~b1m1_b2m1_b3m4_b4m2_b5m4_b6m3_b7m4_b9m4_b8m2,3.3333334e-05
2366,b1m1~b1m1_b2m3_b3m2_b4m4_b5m2_b6m2_b7m2_b9m2_b8m2,3.3333334e-05
2367,b1m1~b1m3_b2m2_b3m1_b4m3_b5m4_b6m1_b7m1_b9m3_b8m4,3.3333334e-05
2368,b1m1~b1m2_b2m2_b3m4_b4m2_b5m4_b6m1_b7m4_b9m1_b8m1,3.3333334e-05
2369,b1m1~b1m3_b2m5_b3m3_b4m2_b5m2_b6m2_b7m1_b9m1_b8m2,3.3333334e-05
2370,b1m1~b1m3_b2m4_b3m1_b4m1_b5m3_b6m3_b7m4_b9m1_b8m4,3.3333334e-05
2371,b1m1~b1m4_b2m2_b3m4_b4m3_b5m3_b6m2_b7m1_b9m2_b8m4,3.3333334e-05
2372,b1m1~b1m3_b2m4_b3m4_b4m2_b5m3_b6m2_b7m1_b9m3_b8m3,3.3333334e-05
2373,b1m1~b1m2_b2m4_b3m3_b4m2_b5m3_b6m1_b7m4_b9m3_b8m4,3.3333334e-05
2374,b1m1~b1m3_b2m4_b3m2_b4m4_b5m2_b6m2_b7m1_b9m4_b8m1,3.3333334e-05
2375,b1m1~b1m2_b2m1_b3m3_b4m1_b5m1_b6m2_b7m2_b9m4_b8m2,3.3333334e-05
2376,b1m1~b1m2_b2m2_b3m1_b4m3_b5m1_b6m1_b7m1_b9m4_b8m4,3.3333334e-05
2377,b1m1~b1m4_b2m1_b3m4_b4m1_b5m2_b6m3_b7m3_b9m4_b8m1,3.3333334e-05
2378,b1m1~b1m2_b2m4_b3m4_b4m3_b5m4_b6m2_b7m1_b9m4_b8m4,3.3333334e-05
2379,b1m1~b1m4_b2m1_b3m4_b4m4_b5m2_b6m3_b7m4_b9m1_b8m2,3.3333334e-05
2380,b1m1~b1m4_b2m2_b3m2_b4m4_b5m1_b6m3_b7m1_b9m2_b8m3,3.3333334e-05
2381,b1m1~b1m4_b2m3_b3m1_b4m3_b5m2_b6m3_b7m1_b9m1_b8m3,3.3333334e-05
2382,b1m1~b1m4_b2m4_b3m2_b4m2_b5m2_b6m1_b7m4_b9m3_b8m1,3.3333334e-05
2383,b1m1~b1m2_b2m4_b3m3_b4m2_b5m4_b6m2_b7m4_b9m4_b8m3,3.3333334e-05
