ordinal,branch_path,weight
10628,b1m1~b1m1_b2m5_b3m1_b4m3_b5m3_b6m2_b7m4_b9m4_b8m3,3.3333334e-05
10629,b1m1~b1m3_b2m1_b3m2_b4m4_b5m4_b6m2_b7m4_b9m1_b8m4,3.3333334e-05
10630,b1m1~b1m3_b2m2_b3m1_b4m2_b5m3_b6m2_b7m3_b9m1_b8m2,3.3333334e-05
10631,b1m1~b1m3_b2m5_b3m4_b4m2_b5m3_b6m2_b7m1_b9m1_b8m3,3.3333334e-05
10632,b1m1~b1m1_b2m5_b3m2_b4m3_b5m2_b6m2_b7m2_b9m2_b8m3,3.3333334e-05
10633,b1m1~b1m2_b2m3_b3m2_b4m2_b5m4_b6m2_b7m2_b9m1_b8m4,3.3333334e-05
10634,b1m1~b1m2_b2m3_b3m2_b4m1_b5m2_b6m3_b7m4_b9m2_b8m4,3.3333334e-05
10635,b1m1~b1m4_b2m5_b3m1_b4m4_b5m1_b6m1_b7m1_b9m4_b8m4,3.3333334e-05
10636,b1m1~b1m2_b2m4_b3m4_b4m3_b5m1_b6m1_b7m3_b9m4_b8m4,3.3333334e-05
10637,b1m1~b1m4_b2m1_b3m1_b4m2_b5m3_b6m2_b7m3_b9m1_b8m4,3.3333334e-05
10638,b1m1~b1m4_b2m1_b3m1_b4m1_b5m2_b6m1_b7m1_b9m2_b8m4,3.3333334e-05
10639,b1m1~b1m2_b2m1_b3m2_b4m1_b5m4_b6m3_b7m3_b9m4_b8m1,3.3333334e-05
10640,b1m1~b1m3_b2m2_b3m2_b4m3_b5m4_b6m3_b7m4_b9m4_b8m3,3.3333334e-05
10641,b1m1~b1m4_b2m3_b3m4_b4m3_b5m1_b6m3_b7m1_b9m2_b8m4,3.3333334e-05
10642,b1m1~b1m2_b2m5_b3m3_b4m1_b5m1_b6m1_b7m4_b9m1_b8m1,3.3333334e-05
10643,b1m1~b1m4_b2m4_b3m4_b4m3_b5m2_b6m3_b7m2_b9m1_b8m1,3.3333334e-05
10644,b1m1~b1m1_b2m5_b3m2_b4m1_b5m3_b6m2_b7m3_b9m1_b8m2,3.3333334e-05
10645,b1m1~b1m1_b2m2_b3m2_b4m4_b5m3_b6m3_b7m4_b9m1_b8m2,3.3333334e-05
10646,b1m1~b1m4_b2m3_b3m4_b4m2_b5m2_b6m1_b7m1_b9m3_b8m4,3.3333334e-05
10647,b1m1~b1m4_b2m2_b3m4_b4m4_b5m2_b6m1_b7m1_b9m2_b8m3,3.3333334e-05
10648,b1m1~b1m4_b2m5_b3m4_b4m2_b5m3_b6m2_b7m3_b9m1_b8m3,3.3333334e-05
10649,b1m1~b1m3_b2m4_b3m3_b4m2_b5m2_b6m2_b7m4_b9m2_b8m4,3.3333334e-05
10650,b1m1~b1m4_b2m4_b3m3_b4m4_b5m3_b6m3_b7m4_b9m3_b8m1,3.3333334e-05
10651,b1m1~b1m4_b2m2_b3m3_b4m1_b5m3_b6m2_b7m2_b9m4_b8m3,3.3333334e-05
10652,b1m1~b1m4_b2m2_b3m4_b4m3_b5m1_b6m3_b7m3_b9m2_b8m3,3.3333334e-05
10653,b1m1~b1m3_b2m2_b3m2_b4m3_b5m1_b6m2_b7m3_b9m1_b8m1,3.3333334e-05
10654,b1m1~b1m2_b2m3_b3m3_b4m3_b5m2_b6m2_b7m2_b9m1_b8m2,3.3333334e-05
10655,b1m1~b1m4_b2m4_b3m3_b4m4_b5m1_b6m1_b7m3_b9m4_b8m1,3.3333334e-05
10656,b1m1~b1m2_b2m4_b3m3_b4m3_b5m2_b6m1_b7m2_b9m2_b8m2,3.3333334e-05
10657,b1m1~b1m3_b2m1_b3m4_b4m1_b5m2_b6m3_b7m1_b9m2_b8m1,3.3333334e-05
10658,b1m1~b1m2_b2m4_b3m4_b4m3_b5m4_b6m1_b7m1_b9m2_b8m2,3.3333334e-05
10659,b1m1~b1m3_b2m2_b3m2_b4m1_b5m3_b6m3_b7m4_b9m3_b8m2,3.3333334e-05
10660,b1m1~b1m2_b2m5_b3m2_b4m3_b5m3_b6m1_b7m3_b9m4_b8m4,3.3333334e-05
10661,b1m1~b1m1_b2m1_b3m4_b4m4_b5m2_b6m2_b7m1_b9m4_b8m1,3.3333334e-05
10662,b1m1~b1m4_b2m3_b3m3_b4m3_b5m2_b6m1_b7m1_b9m2_b8m1,3.3333334e-05
10663,b1m1~b1m2_b2m4_b3m4_b4m3_b5m1_b6m3_b7m2_b9m4_b8m3,3.3333334e-05
10664,b1m1~b1m3_b2m2_b3m4_b4m1_b5m2_b6m3_b7m3_b9m1_b8m3,3.3333334e-05
10665,b1m1~b1m1_b2m3_b3m4_b4m1_b5m3_b6m1_b7m2_b9m4_b8m3,3.3333334e-05
10666,b1m1~b1m1_b2m1_b3m1_b4m2_b5m1_b6m2_b7m1_b9m1_b8m1,3.3333334e-05
10667,b1m1~b1m1_b2m5_b3m4_b4m3_b5m2_b6m3_b7m4_b9m3_b8m3,3.3333334e-05
10668,b1m1~b1m3_b2m5_b3m1_b4m2_b5m2_b6m3_b7m3_b9m2_b8m4,3.3333334e-05
10669,b1m1~b1m1_b2m2_b3m4_b4m4_b5m3_b6m3_b7m4_b9m3_b8m3,3.3333334e-05
10670,b1m1~b1m4_b2m4_b3m1_b4m3_b5m4_b6m2_b7m1_b9m3_b8m1,3.3333334e-05
10671,b1m1~b1m1_b2m5_b3m2_b4m1_b5m4_b6m1_b7m3_b9m3_b8m4,3.3333334e-05
10672,b1m1~b1m1_b2m5_b3m1_b4m2_b5m2_b6m3_b7m3_b9m3_b8m1,3.3333334e-05
10673,b1m1~b1m1_b2m4_b3m3_b4m3_b5m1_b6m1_b7m4_b9m4_b8m4,3.3333334e-05
10674,b1m1~b1m1_b2m1_b3m2_b4m1_b5m2_b6m3_b7m3_b9m4_b8m1,3.3333334e-05
10675,b1m1~b1m4_b2m1_b3m2_b4m3_b5m4_b6m3_b7m3_b9m4_b8m3,3.3333334e-05
10676,b1m1~b1m4_b2m3_b3m3_b4m1_b5m1_b6m1_b7m1_b9m3_b8m1,3.3333334e-05
10677,b1m1~b1m3_b2m3_b3m2_b4m1_b5m3_b6m1_b7m2_b9m3_b8m1,3.3333334e-05
10678,b1m1~b1m1_b2m4_b3m4_b4m1_b5m1_b6m3_b7m3_b9m4_b8m1,3.3333334e-05
10679,b1m1~b1m2_b2m1_b3m3_b4m4_b5m2_b6m1_b7m2_b9m4_b8m2,3.3333334e-05
10680,b1m1~b1m2_b2m5_b3m3_b4m1_b5m2_b6m1_b7m3_b9m1_b8m4,3.3333334e-05
10681,b1m1~b1m4_b2m5_b3m1_b4m2_b5m2_b6m2_b7m3_b9m3_b8m4,3.3333334e-05
10682,b1m1~b1m1_b2m5_b3m4_b4m4_b5m1_b6m2_b7m4_b9m2_b8m1,3.3333334e-05
10683,b1m1~b1m3_b2m5_b3m3_b4m3_b5m1_b6m2_b7m3_b9m1_b8m2,3.3333334e-05
10684,b1m1~b1m2_b2m4_b3m4_b4m1_b5m3_b6m2_b7m2_b9m4_b8m3,3.3333334e-05
10685,b1m1~b1m2_b2m1_b3m4_b4m4_b5m2_b6m1_b7m3_b9m4_b8m3,3.3333334e-05
10686,b1m1~b1m2_b2m5_b3m1_b4m2_b5m4_b6m2_b7m3_b9m4_b8m2,3.3333334e-05
10687,b1m1~b1m1_b2m2_b3m2_b4m3_b5m4_b6m1_b7m2_b9m3_b8m4,3.3333334e-05
10688,b1m1~b1m4_b2m1_b3m4_b4m4_b5m3_b6m1_b7m4_b9m4_b8m2,3.3333334e-05
10689,b1m1~b1m1_b2m5_b3m4_b4m2_b5m4_b6m2_b7m2_b9m1_b8m2,3.3333334e-05
10690,b1m1~b1m3_b2m5_b3m3_b4m1_b5m1_b6m2_b7m3_b9m2_b8m2,3.3333334e-05
10691,b1m1~b1m1_b2m2_b3m2_b4m2_b5m4_b6m2_b7m2_b9m4_b8m2,3.3333334e-05
10692,b1m1~b1m4_b2m5_b3m1_b4m2_b5m3_b6m2_b7m3_b9m2_b8m1,3.3333334e-05
10693,b1m1~b1m1_b2m4_b3m4_b4m2_b5m4_b6m1_b7m1_b9m3_b8m4,3.3333334e-05
10694,b1m1~b1m4_b2m3_b3m3_b4m3_b5m2_b6m3_b7m3_b9m4_b8m3,3.3333334e-05
10695,b1m1~b1m4_b2m2_b3m1_b4m4_b5m1_b6m1_b7m2_b9m3_b8m1,3.3333334e-05
10696,b1m1~b1m4_b2m5_b3m2_b4m2_b5m3_b6m3_b7m3_b9m2_b8m2,3.3333334e-05
10697,b1m1~b1m2_b2m5_b3m3_b4m1_b5m4_b6m3_b7m1_b9m2_b8m3,3.3333334e-05
10698,b1m1~b1m3_b2m5_b3m3_b4m1_b5m4_b6m1_b7m1_b9m4_b8m2,3.3333334e-05
10699,b1m1~b1m2_b2m3_b3m2_b4m3_b5m3_b6m2_b7m3_b9m1_b8m2,3.3333334e-05
10700,b1m1~b1m1_b2m4_b3m3_b4m3_b5m4_b6m3_b7m4_b9m4_b8m3,3.3333334e-05
10701,b1m1~b1m2_b2m4_b3m4_b4m2_b5m4_b6m1_b7m2_b9m3_b8m3,3.3333334e-05
10702,b1m1~b1m1_b2m4_b3m2_b4m2_b5m1_b6m1_b7m2_b9m4_b8m3,3.3333334e-05
10703,b1m1~b1m4_b2m5_b3m3_b4m3_b5m2_b6m1_b7m1_b9m1_b8m4,3.3333334e-05
10704,b1m1~b1m1_b2m2_b3m4_b4m3_b5m4_b6m1_b7m3_b9m2_b8m2,3.3333334e-05
10705,b1m1~b1m3_b2m2_b3m4_b4m1_b5m3_b6m1_b7m3_b9m2_b8m1,3.3333334e-05
10706,b1m1~b1m3_b2m3_b3m3_b4m1_b5m2_b6m3_b7m3_b9m2_b8m4,3.3333334e-05
10707,b1m1~b1m3_b2m1_b3m4_b4m1_b5m1_b6m3_b7m1_b9m4_b8m3,3.3333334e-05
10708,b1m1~b1m3_b2m4_b3m1_b4m4_b5m4_b6m2_b7m4_b9m1_b8m3,3.3333334e-05
10709,b1m1~b1m1_b2m3_b3m2_b4m2_b5m1_b6m3_b7m1_b9m3_b8m1,3.3333334e-05
10710,b1m1~b1m3_b2m2_b3m1_b4m2_b5m3_b6m2_b7m2_b9m1_b8m2,3.3333334e-05
10711,b1m1~b1m2_b2m1_b3m3_b4m4_b5m4_b6m2_b7m4_b9m3_b8m2,3.3333334e-05
10712,b1m1~b1m4_b2m4_b3m4_b4m1_b5m4_b6m2_b7m2_b9m1_b8m2,3.3333334e-05
10713,b1m1~b1m4_b2m1_b3m1_b4m4_b5m4_b6m2_b7m2_b9m2_b8m3,3.3333334e-05
10714,b1m1~b1m4_b2m5_b3m2_b4m4_b5m1_b6m3_b7m2_b9m4_b8m2,3.3333334e-05
10715,b1m1~b1m1_b2m1_b3m4_b4m1_b5m1_b6m1_b7m1_b9m4_b8m2,3.3333334e-05
10716,b1m1~b1m2_b2m1_b3m3_b4m4_b5m1_b6m3_b7m4_b9m3_b8m3,3.3333334e-05
10717,b1m1~b1m1_b2m4_b3m4_b4m3_b5m3_b6m1_b7m2_b9m3_b8m4,3.3333334e-05
10718,b1m1~b1m1_b2m1_b3m1_b4m4_b5m3_b6m1_b7m4_b9m2_b8m2,3.3333334e-05
10719,b1m1~b1m1_b2m5_b3m4_b4m2_b5m3_b6m1_b7m3_b9m1_b8m2,3.3333334e-05
10720,b1m1~b1m3_b2m4_b3m3_b4m2_b5m1_b6m3_b7m2_b9m4_b8m4,3.3333334e-05
10721,b1m1~b1m1_b2m5_b3m3_b4m2_b5m4_b6m3_b7m2_b9m3_b8m1,3.3333334e-05
10722,b1m1~b1m3_b2m1_b3m1_b4m3_b5m4_b6m2_b7m3_b9m2_b8m1,3.3333334e-05
10723,b1m1~b1m4_b2m3_b3m4_b4m1_b5m1_b6m2_b7m1_b9m4_b8m3,3.3333334e-05
10724,b1m1~b1m3_b2m4_b3m4_b4m3_b5m1_b6m1_b7m1_b9m1_b8m2,3.3333334e-05
10725,b1m1~b1m2_b2m3_b3m4_b4m3_b5m2_b6m1_b7m2_b9m2_b8m4,3.3333334e-05
10726,b1m1~b1m2_b2m3_b3m2_b4m4_b5m1_b6m3_b7m2_b9m1_b8m2,3.3333334e-05
10727,b1m1~b1m2_b2m5_b3m1_b4m2_b5m4_b6m2_b7m1_b9m1_b8m2,3.3333334e-05
10728,b1m1~b1m1_b2m4_b3m3_b4m1_b5m3_b6m2_b7m4_b9m2_b8m2,3.3333334e-05
10729,b1m1~b1m3_b2m3_b3m3_b4m3_b5m4_b6m2_b7m3_b9m1_b8m4,3.3333334e-05
10730,b1m1~b1m2_b2m3_b3m2_b4m1_b5m3_b6m1_b7m2_b9m2_b8m3,3.3333334e-05
10731,b1m1~b1m4_b2m3_b3m1_b4m1_b5m4_b6m1_b7m1_b9m2_b8m2,3.3333334e-05
10732,b1m1~b1m4_b2m1_b3m1_b4m3_b5m1_b6m2_b7m1_b9m3_b8m3,3.3333334e-05
10733,b1m1~b1m3_b2m3_b3m1_b4m4_b5m2_b6m2_b7m2_b9m2_b8m4,3.3333334e-05
10734,b1m1~b1m2_b2m3_b3m2_b4m1_b5m3_b6m1_b7m3_b9m1_b8m3,3.3333334e-05
10735,b1m1~b1m1_b2m5_b3m1_b4m4_b5m1_b6m3_b7m1_b9m3_b8m1,3.3333334e-05
10736,b1m1~b1m4_b2m1_b3m3_b4m1_b5m2_b6m2_b7m2_b9m3_b8m3,3.3333334e-05
10737,b1m1~b1m2_b2m5_b3m3_b4m4_b5m3_b6m2_b7m4_b9m1_b8m4,3.3333334e-05
10738,b1m1~b1m1_b2m5_b3m2_b4m4_b5m4_b6m3_b7m1_b9m1_b8m3,3.3333334e-05
10739,b1m1~b1m1_b2m4_b3m4_b4m3_b5m2_b6m3_b7m2_b9m4_b8m3,3.3333334e-05
10740,b1m1~b1m1_b2m4_b3m2_b4m1_b5m4_b6m3_b7m1_b9m3_b8m1,3.3333334e-05
10741,b1m1~b1m4_b2m1_b3m3_b4m1_b5m3_b6m3_b7m2_b9m1_b8m4,3.3333334e-05
10742,b1m1~b1m1_b2m5_b3m3_b4m2_b5m2_b6m1_b7m2_b9m1_b8m4,3.3333334e-05
10743,b1m1~b1m3_b2m1_b3m3_b4m1_b5m3_b6m1_b7m2_b9m1_b8m4,3.3333334e-05
10744,b1m1~b1m2_b2m5_b3m1_b4m1_b5m2_b6m3_b7m4_b9m4_b8m1,3.3333334e-05
10745,b1m1~b1m3_b2m2_b3m3_b4m2_b5m2_b6m3_b7m3_b9m4_b8m2,3.3333334e-05
10746,b1m1~b1m4_b2m3_b3m3_b4m1_b5m3_b6m3_b7m2_b9m1_b8m2,3.3333334e-05
10747,b1m1~b1m4_b2m3_b3m2_b4m2_b5m3_b6m3_b7m1_b9m3_b8m2,3.3333334e-05
10748,b1m1~b1m2_b2m5_b3m1_b4m1_b5m2_b6m2_b7m1_b9m3_b8m1,3.3333334e-05
10749,b1m1~b1m1_b2m1_b3m2_b4m1_b5m4_b6m3_b7m1_b9m1_b8m1,3.3333334e-05
10750,b1m1~b1m2_b2m4_b3m3_b4m1_b5m2_b6m3_b7m3_b9m1_b8m3,3.3333334e-05
10751,b1m1~b1m3_b2m3_b3m1_b4m2_b5m4_b6m3_b7m4_b9m1_b8m3,3.3333334e-05
10752,b1m1~b1m3_b2m2_b3m1_b4m3_b5m2_b6m3_b7m4_b9m2_b8m1,3.3333334e-05
10753,b1m1~b1m3_b2m4_b3m1_b4m1_b5m2_b6m3_b7m1_b9m3_b8m1,3.3333334e-05
10754,b1m1~b1m1_b2m4_b3m1_b4m2_b5m2_b6m1_b7m3_b9m3_b8m2,3.3333334e-05
10755,b1m1~b1m3_b2m3_b3m4_b4m3_b5m4_b6m2_b7m3_b9m4_b8m1,3.3333334e-05
10756,b1m1~b1m1_b2m4_b3m3_b4m3_b5m2_b6m3_b7m2_b9m3_b8m1,3.3333334e-05
10757,b1m1~b1m4_b2m1_b3m1_b4m1_b5m1_b6m3_b7m1_b9m1_b8m1,3.3333334e-05
10758,b1m1~b1m2_b2m2_b3m4_b4m1_b5m3_b6m1_b7m1_b9m2_b8m3,3.3333334e-05
10759,b1m1~b1m3_b2m5_b3m1_b4m4_b5m1_b6m2_b7m4_b9m4_b8m4,3.3333334e-05
10760,b1m1~b1m1_b2m1_b3m4_b4m4_b5m2_b6m1_b7m4_b9m1_b8m4,3.3333334e-05
10761,b1m1~b1m2_b2m4_b3m1_b4m3_b5m3_b6m1_b7m1_b9m3_b8m4,3.3333334e-05
10762,b1m1~b1m3_b2m5_b3m1_b4m2_b5m3_b6m2_b7m2_b9m2_b8m2,3.3333334e-05
10763,b1m1~b1m1_b2m5_b3m3_b4m1_b5m3_b6m2_b7m1_b9m3_b8m4,3.3333334e-05
10764,b1m1~b1m4_b2m1_b3m4_b4m3_b5m2_b6m3_b7m4_b9m3_b8m2,3.3333334e-05
10765,b1m1~b1m3_b2m3_b3m3_b4m2_b5m4_b6m2_b7m1_b9m4_b8m1,3.3333334e-05
10766,b1m1~b1m3_b2m2_b3m4_b4m1_b5m1_b6m1_b7m1_b9m4_b8m4,3.3333334e-05
10767,b1m1~b1m2_b2m3_b3m1_b4m2_b5m1_b6m2_b7m3_b9m3_b8m1,3.3333334e-05
10768,b1m1~b1m2_b2m5_b3m3_b4m3_b5m2_b6m2_b7m3_b9m2_b8m4,3.3333334e-05
10769,b1m1~b1m3_b2m2_b3m4_b4m4_b5m1_b6m2_b7m4_b9m2_b8m1,3.3333334e-05
10770,b1m1~b1m2_b2m5_b3m2_b4m4_b5m1_b6m3_b7m2_b9m1_b8m1,3.3333334e-05
10771,b1m1~b1m3_b2m4_b3m4_b4m4_b5m2_b6m3_b7m3_b9m1_b8m2,3.3333334e-05
10772,b1m1~b1m2_b2m4_b3m3_b4m3_b5m4_b6m1_b7m2_b9m3_b8m2,3.3333334e-05
10773,b1m1~b1m1_b2m5_b3m1_b4m1_b5m3_b6m3_b7m3_b9m4_b8m3,3.3333334e-05
10774,b1m1~b1m1_b2m5_b3m2_b4m1_b5m2_b6m3_b7m3_b9m1_b8m1,3.3333334e-05
10775,b1m1~b1m1_b2m1_b3m1_b4m2_b5m4_b6m2_b7m2_b9m1_b8m3,3.3333334e-05
10776,b1m1~b1m2_b2m2_b3m1_b4m1_b5m2_b6m1_b7m3_b9m3_b8m4,3.3333334e-05
10777,b1m1~b1m3_b2m5_b3m4_b4m4_b5m3_b6m2_b7m4_b9m2_b8m2,3.3333334e-05
10778,b1m1~b1m4_b2m1_b3m4_b4m3_b5m1_b6m2_b7m3_b9m2_b8m2,3.3333334e-05
10779,b1m1~b1m1_b2m5_b3m1_b4m1_b5m4_b6m1_b7m2_b9m4_b8m3,3.3333334e-05
10780,b1m1~b1m4_b2m5_b3m1_b4m3_b5m4_b6m2_b7m3_b9m4_b8m3,3.3333334e-05
10781,b1m1~b1m3_b2m1_b3m1_b4m1_b5m4_b6m1_b7m1_b9m4_b8m3,3.3333334e-05
10782,b1m1~b1m4_b2m4_b3m2_b4m2_b5m2_b6m3_b7m1_b9m4_b8m1,3.3333334e-05
10783,b1m1~b1m3_b2m5_b3m1_b4m3_b5m1_b6m2_b7m4_b9m4_b8m3,3.3333334e-05
10784,b1m1~b1m3_b2m5_b3m2_b4m4_b5m1_b6m3_b7m1_b9m3_b8m2,3.3333334e-05
10785,b1m1~b1m1_b2m2_b3m3_b4m4_b5m1_b6m3_b7m3_b9m2_b8m1,3.3333334e-05
10786,b1m1~b1m1_b2m5_b3m2_b4m3_b5m2_b6m2_b7m4_b9m1_b8m1,3.3333334e-05
10787,b1m1~b1m1_b2m1_b3m1_b4m3_b5m4_b6m1_b7m4_b9m2_b8m3,3.3333334e-05
10788,b1m1~b1m3_b2m5_b3m2_b4m2_b5m1_b6m2_b7m4_b9m3_b8m4,3.3333334e-05
10789,b1m1~b1m2_b2m2_b3m4_b4m3_b5m1_b6m3_b7m3_b9m3_b8m2,3.3333334e-05
10790,b1m1~b1m4_b2m1_b3m3_b4m4_b5m3_b6m3_b7m3_b9m4_b8m4,3.3333334e-05
10791,b1m1~b1m2_b2m2_b3m4_b4m1_b5m2_b6m3_b7m3_b9m1_b8m1,3.3333334e-05
10792,b1m1~b1m4_b2m2_b3m2_b4m3_b5m1_b6m3_b7m1_b9m4_b8m4,3.3333334e-05
10793,b1m1~b1m1_b2m3_b3m3_b4m2_b5m4_b6m1_b7m4_b9m3_b8m1,3.3333334e-05
10794,b1m1~b1m1_b2m4_b3m2_b4m4_b5m2_b6m3_b7m4_b9m1_b8m1,3.3333334e-05
10795,b1m1~b1m2_b2m2_b3m4_b4m2_b5m1_b6m1_b7m4_b9m4_b8m2,3.3333334e-05
10796,b1m1~b1m2_b2m4_b3m1_b4m3_b5m3_b6m3_b7m3_b9m2_b8m2,3.3333334e-05
10797,b1m1~b1m2_b2m2_b3m4_b4m4_b5m3_b6m2_b7m1_b9m1_b8m2,3.3333334e-05
10798,b1m1~b1m4_b2m1_b3m2_b4m1_b5m2_b6m2_b7m2_b9m3_b8m2,3.3333334e-05
10799,b1m1~b1m1_b2m2_b3m4_b4m4_b5m1_b6m1_b7m2_b9m1_b8m3,3.3333334e-05
10800,b1m1~b1m2_b2m3_b3m1_b4m1_b5m2_b6m2_b7m3_b9m3_b8m4,3.3333334e-05
10801,b1m1~b1m4_b2m2_b3m3_b4m4_b5m4_b6m3_b7m1_b9m1_b8m1,3.3333334e-05
10802,b1m1~b1m1_b2m2_b3m2_b4m2_b5m2_b6m2_b7m2_b9m4_b8m4,3.3333334e-05
10803,b1m1~b1m4_b2m4_b3m4_b4m2_b5m3_b6m1_b7m3_b9m2_b8m3,3.3333334e-05
10804,b1m1~b1m4_b2m5_b3m3_b4m4_b5m3_b6m2_b7m2_b9m4_b8m2,3.3333334e-05
10805,b1m1~b1m1_b2m2_b3m4_b4m1_b5m2_b6m2_b7m1_b9m2_b8m3,3.3333334e-05
10806,b1m1~b1m2_b2m1_b3m4_b4m2_b5m1_b6m3_b7m2_b9m4_b8m4,3.3333334e-05
10807,b1m1~b1m2_b2m3_b3m2_b4m4_b5m1_b6m3_b7m1_b9m1_b8m2,3.3333334e-05
10808,b1m1~b1m4_b2m1_b3m3_b4m1_b5m2_b6m3_b7m2_b9m2_b8m2,3.3333334e-05
10809,b1m1~b1m3_b2m2_b3m4_b4m3_b5m3_b6m3_b7m2_b9m2_b8m3,3.3333334e-05
10810,b1m1~b1m3_b2m3_b3m4_b4m3_b5m1_b6m3_b7m2_b9m2_b8m4,3.3333334e-05
10811,b1m1~b1m4_b2m1_b3m1_b4m3_b5m2_b6m2_b7m4_b9m2_b8m2,3.3333334e-05
10812,b1m1~b1m1_b2m3_b3m2_b4m2_b5m4_b6m1_b7m1_b9m1_b8m3,3.3333334e-05
10813,b1m1~b1m4_b2m2_b3m3_b4m3_b5m3_b6m2_b7m3_b9m1_b8m2,3.3333334e-05
10814,b1m1~b1m3_b2m5_b3m1_b4m2_b5m4_b6m1_b7m3_b9m2_b8m2,3.3333334e-05
10815,b1m1~b1m3_b2m2_b3m3_b4m1_b5m3_b6m3_b7m4_b9m4_b8m4,3.3333334e-05
10816,b1m1~b1m4_b2m3_b3m4_b4m1_b5m3_b6m3_b7m3_b9m2_b8m2,3.3333334e-05
10817,b1m1~b1m3_b2m5_b3m1_b4m1_b5m1_b6m2_b7m1_b9m3_b8m4,3.3333334e-05
10818,b1m1~b1m1_b2m5_b3m1_b4m1_b5m3_b6m1_b7m3_b9m1_b8m2,3.3333334e-05
10819,b1m1~b1m2_b2m4_b3m3_b4m2_b5m3_b6m1_b7m1_b9m4_b8m3,3.3333334e-05
10820,b1m1~b1m2_b2m5_b3m4_b4m3_b5m1_b6m2_b7m1_b9m2_b8m4,3.3333334e-05
10821,b1m1~b1m1_b2m2_b3m1_b4m2_b5m3_b6m3_b7m1_b9m1_b8m3,3.3333334e-05
10822,b1m1~b1m4_b2m5_b3m1_b4m2_b5m2_b6m3_b7m4_b9m1_b8m4,3.3333334e-05
10823,b1m1~b1m1_b2m3_b3m3_b4m2_b5m1_b6m2_b7m3_b9m4_b8m4,3.3333334e-05
10824,b1m1~b1m3_b2m4_b3m4_b4m4_b5m1_b6m3_b7m2_b9m1_b8m1,3.3333334e-05
10825,b1m1~b1m3_b2m1_b3m1_b4m2_b5m4_b6m3_b7m4_b9m3_b8m4,3.3333334e-05
10826,b1m1~b1m1_b2m1_b3m3_b4m1_b5m1_b6m3_b7m2_b9m3_b8m4,3.3333334e-05
10827,b1m1~b1m4_b2m4_b3m2_b4m4_b5m4_b6m3_b7m1_b9m1_b8m2,3.3333334e-05
10828,b1m1~b1m4_b2m3_b3m1_b4m1_b5m3_b6m2_b7m1_b9m1_b8m4,3.3333334e-05
10829,b1m1~b1m3_b2m1_b3m2_b4m4_b5m4_b6m1_b7m1_b9m3_b8m2,3.3333334e-05
10830,b1m1~b1m1_b2m5_b3m3_b4m2_b5m2_b6m1_b7m1_b9m3_b8m1,3.3333334e-05
10831,b1m1~b1m1_b2m3_b3m2_b4m3_b5m4_b6m3_b7m1_b9m1_b8m2,3.3333334e-05
10832,b1m1~b1m2_b2m3_b3m2_b4m1_b5m2_b6m1_b7m2_b9m3_b8m4,3.3333334e-05
10833,b1m1~b1m2_b2m1_b3m1_b4m2_b5m3_b6m3_b7m4_b9m2_b8m3,3.3333334e-05
10834,b1m1~b1m3_b2m1_b3m1_b4m3_b5m1_b6m2_b7m3_b9m4_b8m1,3.3333334e-05
10835,b1m1~b1m4_b2m5_b3m2_b4m2_b5m2_b6m1_b7m1_b9m1_b8m1,3.3333334e-05
10836,b1m1~b1m3_b2m2_b3m2_b4m4_b5m4_b6m3_b7m4_b9m2_b8m1,3.3333334e-05
10837,b1m1~b1m4_b2m3_b3m4_b4m1_b5m4_b6m1_b7m2_b9m2_b8m2,3.3333334e-05
10838,b1m1~b1m3_b2m4_b3m1_b4m1_b5m2_b6m1_b7m2_b9m2_b8m4,3.3333334e-05
10839,b1m1~b1m2_b2m5_b3m3_b4m1_b5m1_b6m1_b7m4_b9m4_b8m1,3.3333334e-05
10840,b1m1~b1m4_b2m3_b3m1_b4m2_b5m2_b6m3_b7m3_b9m4_b8m1,3.3333334e-05
10841,b1m1~b1m2_b2m5_b3m2_b4m3_b5m4_b6m2_b7m1_b9m1_b8m4,3.3333334e-05
10842,b1m1~b1m4_b2m3_b3m2_b4m2_b5m4_b6m3_b7m3_b9m1_b8m3,3.3333334e-05
10843,b1m1~b1m2_b2m1_b3m4_b4m2_b5m2_b6m1_b7m3_b9m3_b8m2,3.3333334e-05
10844,b1m1~b1m1_b2m3_b3m3_b4m2_b5m1_b6m3_b7m3_b9m3_b8m2,3.3333334e-05
10845,b1m1~b1m4_b2m3_b3m1_b4m2_b5m3_b6m3_b7m2_b9m3_b8m3,3.3333334e-05
10846,b1m1~b1m3_b2m2_b3m3_b4m4_b5m4_b6m3_b7m3_b9m3_b8m4,3.3333334e-05
10847,b1m1~b1m4_b2m3_b3m4_b4m1_b5m3_b6m1_b7m1_b9m2_b8m4,3.3333334e-05
10848,b1m1~b1m4_b2m4_b3m4_b4m1_b5m1_b6m2_b7m2_b9m1_b8m1,3.3333334e-05
10849,b1m1~b1m1_b2m2_b3m1_b4m2_b5m1_b6m2_b7m4_b9m3_b8m4,3.3333334e-05
10850,b1m1~b1m3_b2m1_b3m1_b4m1_b5m2_b6m1_b7m3_b9m4_b8m3,3.3333334e-05
10851,b1m1~b1m2_b2m3_b3m2_b4m4_b5m4_b6m3_b7m4_b9m2_b8m4,3.3333334e-05
10852,b1m1~b1m3_b2m3_b3m3_b4m1_b5m2_b6m1_b7m2_b9m1_b8m3,3.3333334e-05
