# generated_by='OpenQuake engine 3.6.0-git38efbb0b90', start_date='2019-07-04T13:50:13', checksum=646057594, kind='mean', investigation_time=50.0, imt='SA(0.15)'
lon,lat,depth,poe-0.0047000,poe-0.0056000,poe-0.0068000,poe-0.0082000,poe-0.0100000,poe-0.0120000,poe-0.0150000,poe-0.0180000,poe-0.0220000,poe-0.0270000,poe-0.0330000,poe-0.0390000,poe-0.0470000,poe-0.0560000,poe-0.0680000,poe-0.0820000,poe-0.1000000,poe-0.1200000,poe-0.1500000,poe-0.1800000,poe-0.2200000,poe-0.2700000,poe-0.3300000,poe-0.3900000,poe-0.4700000,poe-0.5600000,poe-0.6800000,poe-0.8200000,poe-1.0000000,poe-1.2000000,poe-1.5000000,poe-1.8000000,poe-2.2000000,poe-2.7000000,poe-3.3000000,poe-3.9000000,poe-4.7000000
69.66000,23.25000,0.00000,9.745990E-01,9.742738E-01,9.736840E-01,9.727772E-01,9.712868E-01,9.692342E-01,9.654235E-01,9.607480E-01,9.531270E-01,9.413749E-01,9.243731E-01,9.048904E-01,8.761762E-01,8.414371E-01,7.932971E-01,7.375174E-01,6.700062E-01,6.025840E-01,5.162433E-01,4.449955E-01,3.682621E-01,2.940721E-01,2.277499E-01,1.790420E-01,1.329297E-01,9.798186E-02,6.813675E-02,4.697080E-02,3.102602E-02,2.084789E-02,1.255899E-02,8.166940E-03,5.003920E-03,2.992793E-03,1.791001E-03,1.161010E-03,7.109080E-04
72.61000,23.03000,0.00000,7.724792E-01,7.714988E-01,7.697505E-01,7.670538E-01,7.624760E-01,7.558120E-01,7.425454E-01,7.254145E-01,6.971813E-01,6.551368E-01,5.987518E-01,5.404109E-01,4.656923E-01,3.909470E-01,3.094817E-01,2.379500E-01,1.735956E-01,1.261543E-01,8.256368E-02,5.703954E-02,3.720836E-02,2.364446E-02,1.496431E-02,1.014496E-02,6.526263E-03,4.286772E-03,2.672374E-03,1.681750E-03,1.019836E-03,6.376652E-04,3.535747E-04,2.151910E-04,1.223349E-04,6.753344E-05,3.733436E-05,2.268331E-05,1.296091E-05
72.85000,19.11000,0.00000,7.623889E-01,7.615784E-01,7.601882E-01,7.581750E-01,7.550405E-01,7.508590E-01,7.430515E-01,7.331331E-01,7.164878E-01,6.907786E-01,6.544423E-01,6.142386E-01,5.583047E-01,4.968233E-01,4.228136E-01,3.507586E-01,2.786731E-01,2.194615E-01,1.583138E-01,1.179419E-01,8.293535E-02,5.623034E-02,3.740539E-02,2.614729E-02,1.720667E-02,1.142411E-02,7.125544E-03,4.438842E-03,2.634080E-03,1.599589E-03,8.459089E-04,4.909281E-04,2.625120E-04,1.345810E-04,6.775484E-05,3.742769E-05,1.896125E-05
73.75000,17.40000,0.00000,8.759969E-01,8.756572E-01,8.750315E-01,8.740512E-01,8.723924E-01,8.699954E-01,8.652096E-01,8.589548E-01,8.485625E-01,8.330562E-01,8.120106E-01,7.893268E-01,7.577907E-01,7.220214E-01,6.761171E-01,6.272661E-01,5.729062E-01,5.225476E-01,4.622876E-01,4.151759E-01,3.660478E-01,3.181945E-01,2.716375E-01,2.317112E-01,1.859896E-01,1.442050E-01,1.028869E-01,7.056751E-02,4.506510E-02,2.870611E-02,1.579525E-02,9.380620E-03,5.109958E-03,2.642055E-03,1.334491E-03,7.425758E-04,3.785088E-04
74.80000,34.08000,0.00000,9.984961E-01,9.982202E-01,9.977796E-01,9.971543E-01,9.961649E-01,9.948118E-01,9.922768E-01,9.891549E-01,9.841592E-01,9.767797E-01,9.666553E-01,9.555908E-01,9.400239E-01,9.221142E-01,8.984404E-01,8.716902E-01,8.386682E-01,8.031543E-01,7.508057E-01,6.987401E-01,6.301727E-01,5.481356E-01,4.586976E-01,3.814347E-01,2.977274E-01,2.266127E-01,1.603328E-01,1.103384E-01,7.137705E-02,4.625795E-02,2.606185E-02,1.573572E-02,8.677589E-03,4.528754E-03,2.290297E-03,1.251967E-03,6.075384E-04
76.95000,8.50000,0.00000,6.388016E-01,6.315742E-01,6.204427E-01,6.057158E-01,5.847699E-01,5.597960E-01,5.208023E-01,4.817102E-01,4.315031E-01,3.739199E-01,3.138866E-01,2.637349E-01,2.104460E-01,1.653460E-01,1.227773E-01,8.974399E-02,6.287869E-02,4.457936E-02,2.874481E-02,1.982091E-02,1.298421E-02,8.294894E-03,5.249366E-03,3.529949E-03,2.223190E-03,1.411680E-03,8.332026E-04,4.889043E-04,2.706283E-04,1.537289E-04,7.508686E-05,4.116698E-05,2.092779E-05,1.027448E-05,4.981310E-06,2.637692E-06,1.241368E-06
77.11000,28.56000,0.00000,8.692257E-01,8.672187E-01,8.639735E-01,8.592862E-01,8.517946E-01,8.416516E-01,8.234426E-01,8.025971E-01,7.723452E-01,7.329447E-01,6.861894E-01,6.420175E-01,5.887467E-01,5.368968E-01,4.796675E-01,4.264594E-01,3.732060E-01,3.273361E-01,2.748264E-01,2.344906E-01,1.926151E-01,1.529976E-01,1.181018E-01,9.270284E-02,6.873719E-02,5.053817E-02,3.491545E-02,2.377561E-02,1.536693E-02,1.002137E-02,5.730255E-03,3.522013E-03,1.996802E-03,1.081708E-03,5.755210E-04,3.340215E-04,1.787852E-04
77.58000,12.98000,0.00000,6.438851E-01,6.394703E-01,6.325401E-01,6.232224E-01,6.097899E-01,5.935796E-01,5.679210E-01,5.418048E-01,5.076756E-01,4.675567E-01,4.241253E-01,3.858841E-01,3.421406E-01,3.011479E-01,2.569723E-01,2.165643E-01,1.768643E-01,1.437557E-01,1.081227E-01,8.324426E-02,6.040095E-02,4.192244E-02,2.821286E-02,1.970764E-02,1.279617E-02,8.279419E-03,4.942450E-03,2.907954E-03,1.601932E-03,9.003567E-04,4.313414E-04,2.316828E-04,1.148849E-04,5.506735E-05,2.575463E-05,1.307946E-05,5.781297E-06
78.04000,30.33000,0.00000,9.954056E-01,9.942174E-01,9.924592E-01,9.901559E-01,9.867995E-01,9.825627E-01,9.752548E-01,9.668919E-01,9.543289E-01,9.368981E-01,9.144568E-01,8.913666E-01,8.607537E-01,8.274336E-01,7.853093E-01,7.392433E-01,6.842150E-01,6.280774E-01,5.529588E-01,4.875143E-01,4.132701E-01,3.383136E-01,2.694162E-01,2.177717E-01,1.677057E-01,1.284889E-01,9.350601E-02,6.730688E-02,4.632858E-02,3.206731E-02,1.971555E-02,1.282337E-02,7.691176E-03,4.357452E-03,2.372193E-03,1.368385E-03,7.004815E-04
78.46000,17.45000,0.00000,7.436677E-01,7.373723E-01,7.276111E-01,7.147027E-01,6.964418E-01,6.748053E-01,6.411346E-01,6.072803E-01,5.633303E-01,5.117760E-01,4.558785E-01,4.065542E-01,3.501906E-01,2.978400E-01,2.426429E-01,1.940598E-01,1.489516E-01,1.139643E-01,7.961529E-02,5.796482E-02,3.991325E-02,2.662255E-02,1.750305E-02,1.214042E-02,7.923639E-03,5.215320E-03,3.214376E-03,1.973795E-03,1.151280E-03,6.885268E-04,3.588906E-04,2.071089E-04,1.109102E-04,5.754545E-05,2.976750E-05,1.688406E-05,8.680360E-06
