# generated_by='OpenQuake engine 3.6.0-git38efbb0b90', start_date='2019-07-04T13:50:13', checksum=646057594, kind='mean', investigation_time=50.0, imt='SA(0.1)'
lon,lat,depth,poe-0.0047000,poe-0.0056000,poe-0.0068000,poe-0.0082000,poe-0.0100000,poe-0.0120000,poe-0.0150000,poe-0.0180000,poe-0.0220000,poe-0.0270000,poe-0.0330000,poe-0.0390000,poe-0.0470000,poe-0.0560000,poe-0.0680000,poe-0.0820000,poe-0.1000000,poe-0.1200000,poe-0.1500000,poe-0.1800000,poe-0.2200000,poe-0.2700000,poe-0.3300000,poe-0.3900000,poe-0.4700000,poe-0.5600000,poe-0.6800000,poe-0.8200000,poe-1.0000000,poe-1.2000000,poe-1.5000000,poe-1.8000000,poe-2.2000000,poe-2.7000000,poe-3.3000000,poe-3.9000000,poe-4.7000000
69.66000,23.25000,0.00000,9.745870E-01,9.742612E-01,9.736767E-01,9.727874E-01,9.713397E-01,9.693666E-01,9.657566E-01,9.614070E-01,9.544439E-01,9.438451E-01,9.286077E-01,9.112506E-01,8.859484E-01,8.557460E-01,8.141273E-01,7.655724E-01,7.059486E-01,6.454434E-01,5.664222E-01,4.995407E-01,4.254804E-01,3.517196E-01,2.833264E-01,2.306096E-01,1.776857E-01,1.349610E-01,9.635552E-02,6.768576E-02,4.535548E-02,3.077026E-02,1.870102E-02,1.223739E-02,7.544825E-03,4.528871E-03,2.710283E-03,1.755397E-03,1.072852E-03
72.61000,23.03000,0.00000,7.723804E-01,7.713687E-01,7.696069E-01,7.669620E-01,7.625910E-01,7.563490E-01,7.440429E-01,7.282062E-01,7.022613E-01,6.641611E-01,6.139113E-01,5.622519E-01,4.953998E-01,4.266231E-01,3.484765E-01,2.765010E-01,2.086122E-01,1.562833E-01,1.060994E-01,7.549269E-02,5.079005E-02,3.321155E-02,2.153908E-02,1.485997E-02,9.720218E-03,6.470490E-03,4.085323E-03,2.599138E-03,1.592393E-03,1.004359E-03,5.620085E-04,3.446042E-04,1.976177E-04,1.096067E-04,6.023348E-05,3.621722E-05,2.035914E-05
72.85000,19.11000,0.00000,7.623110E-01,7.614707E-01,7.600505E-01,7.580308E-01,7.549621E-01,7.509923E-01,7.438245E-01,7.348871E-01,7.199033E-01,6.967558E-01,6.645107E-01,6.296110E-01,5.817013E-01,5.287257E-01,4.632416E-01,3.969988E-01,3.278044E-01,2.682743E-01,2.034717E-01,1.581769E-01,1.165251E-01,8.259694E-02,5.708049E-02,4.096898E-02,2.759989E-02,1.863511E-02,1.179094E-02,7.430512E-03,4.460993E-03,2.740919E-03,1.473123E-03,8.680220E-04,4.731616E-04,2.471404E-04,1.267284E-04,7.078077E-05,3.572715E-05
73.75000,17.40000,0.00000,8.759931E-01,8.756608E-01,8.750587E-01,8.741349E-01,8.726091E-01,8.704661E-01,8.663027E-01,8.609284E-01,8.519765E-01,8.385347E-01,8.203248E-01,8.008850E-01,7.740970E-01,7.437248E-01,7.042100E-01,6.611452E-01,6.118364E-01,5.647449E-01,5.064227E-01,4.591874E-01,4.085854E-01,3.590599E-01,3.122122E-01,2.737210E-01,2.304644E-01,1.892808E-01,1.443759E-01,1.049207E-01,7.047579E-02,4.661343E-02,2.665500E-02,1.624587E-02,9.092761E-03,4.842029E-03,2.506816E-03,1.397401E-03,7.100345E-04
74.80000,34.08000,0.00000,9.983701E-01,9.980397E-01,9.975052E-01,9.967365E-01,9.955047E-01,9.938049E-01,9.906075E-01,9.866816E-01,9.804647E-01,9.714488E-01,9.593811E-01,9.465326E-01,9.289392E-01,9.092351E-01,8.837936E-01,8.555130E-01,8.208627E-01,7.836851E-01,7.290670E-01,6.752574E-01,6.055940E-01,5.241308E-01,4.371095E-01,3.627869E-01,2.825662E-01,2.143513E-01,1.506420E-01,1.025635E-01,6.524386E-02,4.141305E-02,2.259120E-02,1.322728E-02,7.040039E-03,3.544399E-03,1.753693E-03,9.537191E-04,4.668814E-04
76.95000,8.50000,0.00000,6.406300E-01,6.342033E-01,6.243041E-01,6.111861E-01,5.924732E-01,5.700959E-01,5.350929E-01,4.999856E-01,4.548367E-01,4.027008E-01,3.473973E-01,2.999198E-01,2.476004E-01,2.012956E-01,1.553464E-01,1.177649E-01,8.561369E-02,6.265309E-02,4.188239E-02,2.970084E-02,2.004149E-02,1.318015E-02,8.572693E-03,5.894372E-03,3.803847E-03,2.471152E-03,1.495726E-03,8.990228E-04,5.098969E-04,2.953569E-04,1.467876E-04,8.102351E-05,4.128149E-05,2.031565E-05,9.863893E-06,5.280618E-06,2.522665E-06
77.11000,28.56000,0.00000,8.691073E-01,8.671213E-01,8.639653E-01,8.594824E-01,8.524156E-01,8.429455E-01,8.261065E-01,8.070235E-01,7.796196E-01,7.442442E-01,7.023465E-01,6.624839E-01,6.136791E-01,5.651711E-01,5.103399E-01,4.582122E-01,4.051742E-01,3.590470E-01,3.061030E-01,2.655688E-01,2.235763E-01,1.834438E-01,1.469720E-01,1.191866E-01,9.155833E-02,6.941071E-02,4.943506E-02,3.455427E-02,2.290826E-02,1.527813E-02,8.981797E-03,5.649664E-03,3.286349E-03,1.825875E-03,9.916398E-04,5.813532E-04,3.123446E-04
77.58000,12.98000,0.00000,6.450002E-01,6.411140E-01,6.350124E-01,6.268011E-01,6.149565E-01,6.006692E-01,5.780792E-01,5.550764E-01,5.248895E-01,4.890652E-01,4.497232E-01,4.145189E-01,3.735444E-01,3.344392E-01,2.914781E-01,2.513920E-01,2.111848E-01,1.768473E-01,1.387258E-01,1.110533E-01,8.442885E-02,6.158773E-02,4.351270E-02,3.160688E-02,2.138874E-02,1.435436E-02,8.900844E-03,5.420255E-03,3.087746E-03,1.782646E-03,8.751703E-04,4.758388E-04,2.373471E-04,1.138811E-04,5.419162E-05,2.834538E-05,1.295426E-05
78.04000,30.33000,0.00000,9.950612E-01,9.937409E-01,9.917794E-01,9.892085E-01,9.854775E-01,9.808077E-01,9.728629E-01,9.639265E-01,9.507580E-01,9.328617E-01,9.102288E-01,8.872152E-01,8.569398E-01,8.241900E-01,7.830380E-01,7.382856E-01,6.849731E-01,6.305623E-01,5.574393E-01,4.932499E-01,4.197380E-01,3.447359E-01,2.751239E-01,2.226066E-01,1.715237E-01,1.314619E-01,9.574127E-02,6.900723E-02,4.760698E-02,3.305169E-02,2.041984E-02,1.334140E-02,8.033887E-03,4.565119E-03,2.488675E-03,1.434542E-03,7.314372E-04
78.46000,17.45000,0.00000,7.448773E-01,7.391250E-01,7.302086E-01,7.184244E-01,7.017790E-01,6.821048E-01,6.515686E-01,6.208844E-01,5.809369E-01,5.337807E-01,4.822042E-01,4.362382E-01,3.830584E-01,3.328568E-01,2.787917E-01,2.299368E-01,1.831093E-01,1.453483E-01,1.064010E-01,8.043735E-02,5.754991E-02,3.971339E-02,2.685376E-02,1.900435E-02,1.265640E-02,8.479011E-03,5.329005E-03,3.336764E-03,1.986141E-03,1.208138E-03,6.405960E-04,3.737123E-04,2.020900E-04,1.051015E-04,5.396584E-05,3.047326E-05,1.574696E-05
