# generated_by='OpenQuake engine 3.6.0-git38efbb0b90', start_date='2019-07-04T13:50:13', checksum=646057594, kind='mean', investigation_time=50.0, imt='SA(2.5)'
lon,lat,depth,poe-0.0047000,poe-0.0056000,poe-0.0068000,poe-0.0082000,poe-0.0100000,poe-0.0120000,poe-0.0150000,poe-0.0180000,poe-0.0220000,poe-0.0270000,poe-0.0330000,poe-0.0390000,poe-0.0470000,poe-0.0560000,poe-0.0680000,poe-0.0820000,poe-0.1000000,poe-0.1200000,poe-0.1500000,poe-0.1800000,poe-0.2200000,poe-0.2700000,poe-0.3300000,poe-0.3900000,poe-0.4700000,poe-0.5600000,poe-0.6800000,poe-0.8200000,poe-1.0000000,poe-1.2000000,poe-1.5000000,poe-1.8000000,poe-2.2000000,poe-2.7000000,poe-3.3000000,poe-3.9000000,poe-4.7000000
69.66000,23.25000,0.00000,6.693873E-01,6.165056E-01,5.551197E-01,4.945467E-01,4.305328E-01,3.734027E-01,3.075727E-01,2.583400E-01,2.097749E-01,1.667616E-01,1.310981E-01,1.061097E-01,8.286175E-02,6.505081E-02,4.924885E-02,3.731299E-02,2.754779E-02,2.067705E-02,1.439634E-02,1.060824E-02,7.499225E-03,5.198989E-03,3.586573E-03,2.609621E-03,1.813288E-03,1.278137E-03,8.598223E-04,5.809527E-04,3.784382E-04,2.514628E-04,1.488284E-04,9.451837E-05,5.546953E-05,3.085870E-05,1.649520E-05,9.308770E-06,4.562385E-06
72.61000,23.03000,0.00000,2.765087E-01,2.361585E-01,1.950514E-01,1.595331E-01,1.266179E-01,1.007274E-01,7.449248E-02,5.716005E-02,4.185271E-02,2.974894E-02,2.079554E-02,1.516998E-02,1.048493E-02,7.305274E-03,4.826467E-03,3.198412E-03,2.046145E-03,1.346411E-03,7.997430E-04,5.195524E-04,3.217093E-04,1.964955E-04,1.208756E-04,8.051432E-05,5.106737E-05,3.331700E-05,2.080042E-05,1.322697E-05,8.168690E-06,5.204609E-06,2.948598E-06,1.821279E-06,1.045291E-06,5.754367E-07,3.094199E-07,1.784532E-07,9.177413E-08
72.85000,19.11000,0.00000,2.724130E-01,2.285783E-01,1.843407E-01,1.466959E-01,1.125519E-01,8.643804E-02,6.096931E-02,4.493660E-02,3.152114E-02,2.156608E-02,1.465554E-02,1.053108E-02,7.223861E-03,5.038842E-03,3.360036E-03,2.261026E-03,1.477649E-03,9.948142E-04,6.093677E-04,4.063143E-04,2.587091E-04,1.621704E-04,1.018093E-04,6.856584E-05,4.361403E-05,2.814927E-05,1.700860E-05,1.023232E-05,5.799432E-06,3.335071E-06,1.608031E-06,8.402358E-07,3.823834E-07,1.542821E-07,5.518338E-08,1.965309E-08,4.606572E-09
73.75000,17.40000,0.00000,4.972042E-01,4.565180E-01,4.122385E-01,3.704821E-01,3.272499E-01,2.885591E-01,2.429263E-01,2.075460E-01,1.712340E-01,1.376874E-01,1.087945E-01,8.796031E-02,6.818164E-02,5.282390E-02,3.912349E-02,2.880906E-02,2.048083E-02,1.475361E-02,9.697084E-03,6.783987E-03,4.512130E-03,2.929662E-03,1.888687E-03,1.294220E-03,8.360076E-04,5.456113E-04,3.328745E-04,2.016539E-04,1.148981E-04,6.625380E-05,3.197685E-05,1.668516E-05,7.590392E-06,3.048366E-06,1.083265E-06,3.830763E-07,8.717740E-08
74.80000,34.08000,0.00000,9.237167E-01,9.038725E-01,8.772670E-01,8.463079E-01,8.069943E-01,7.643983E-01,7.035233E-01,6.470773E-01,5.794011E-01,5.068913E-01,4.357201E-01,3.787238E-01,3.194755E-01,2.692778E-01,2.204607E-01,1.801795E-01,1.442768E-01,1.168081E-01,8.938161E-02,7.126123E-02,5.503683E-02,4.183245E-02,3.160891E-02,2.480076E-02,1.871746E-02,1.422036E-02,1.035760E-02,7.532424E-03,5.296815E-03,3.779766E-03,2.452670E-03,1.693605E-03,1.103410E-03,6.950240E-04,4.296941E-04,2.810670E-04,1.697806E-04
76.95000,8.50000,0.00000,5.547051E-02,4.220291E-02,3.058247E-02,2.201274E-02,1.524736E-02,1.070838E-02,6.815944E-03,4.647033E-03,3.010889E-03,1.911623E-03,1.213995E-03,8.278917E-04,5.379031E-04,3.580014E-04,2.280396E-04,1.478164E-04,9.345971E-05,6.135230E-05,3.665556E-05,2.402173E-05,1.502545E-05,9.227050E-06,5.643079E-06,3.695170E-06,2.263150E-06,1.402652E-06,8.045114E-07,4.575488E-07,2.433502E-07,1.312513E-07,5.805000E-08,2.789204E-08,1.095773E-08,3.410972E-09,7.519403E-10,6.778034E-11,0.000000E+00
77.11000,28.56000,0.00000,4.096999E-01,3.702230E-01,3.279832E-01,2.891142E-01,2.502530E-01,2.169394E-01,1.795795E-01,1.520171E-01,1.248781E-01,1.006780E-01,8.034052E-02,6.585687E-02,5.214286E-02,4.143674E-02,3.176349E-02,2.433394E-02,1.817253E-02,1.379369E-02,9.762350E-03,7.316695E-03,5.297228E-03,3.786852E-03,2.707344E-03,2.035371E-03,1.469140E-03,1.071281E-03,7.448078E-04,5.168130E-04,3.448323E-04,2.339169E-04,1.422247E-04,9.293146E-05,5.698724E-05,3.386503E-05,1.995516E-05,1.267632E-05,7.534900E-06
77.58000,12.98000,0.00000,1.013632E-01,8.098702E-02,6.195644E-02,4.697398E-02,3.436329E-02,2.536182E-02,1.713616E-02,1.224899E-02,8.340026E-03,5.551135E-03,3.676133E-03,2.585127E-03,1.729657E-03,1.177197E-03,7.627752E-04,4.981924E-04,3.143132E-04,2.038214E-04,1.180770E-04,7.444339E-05,4.397043E-05,2.508539E-05,1.408834E-05,8.504183E-06,4.708818E-06,2.622691E-06,1.320228E-06,6.543410E-07,2.988289E-07,1.391944E-07,5.581769E-08,2.585639E-08,9.664574E-09,2.781357E-09,5.624760E-10,5.127099E-11,0.000000E+00
78.04000,30.33000,0.00000,8.445582E-01,8.071863E-01,7.609541E-01,7.124632E-01,6.579189E-01,6.058885E-01,5.409676E-01,4.879063E-01,4.305404E-01,3.741389E-01,3.218666E-01,2.811292E-01,2.390205E-01,2.029979E-01,1.672348E-01,1.369364E-01,1.092258E-01,8.758963E-02,6.572653E-02,5.127168E-02,3.846944E-02,2.828022E-02,2.063099E-02,1.570244E-02,1.144441E-02,8.404891E-03,5.877974E-03,4.093303E-03,2.733841E-03,1.850037E-03,1.115642E-03,7.191576E-04,4.304183E-04,2.462760E-04,1.376739E-04,8.248036E-05,4.500952E-05
78.46000,17.45000,0.00000,1.434980E-01,1.166245E-01,9.082558E-02,6.996063E-02,5.196668E-02,3.885381E-02,2.665435E-02,1.929260E-02,1.332899E-02,9.020729E-03,6.087062E-03,4.357912E-03,2.983764E-03,2.082282E-03,1.393461E-03,9.445671E-04,6.251126E-04,4.275780E-04,2.682787E-04,1.826494E-04,1.187267E-04,7.551332E-05,4.763820E-05,3.194108E-05,2.002596E-05,1.263479E-05,7.369497E-06,4.235687E-06,2.253338E-06,1.204578E-06,5.184403E-07,2.394382E-07,8.982351E-08,2.610787E-08,5.470320E-09,5.058853E-10,0.000000E+00
