siteid,lon,lat,prob40,prob30,prob20,prob15,prob10,prob9,prob8,prob7,prob6,prob5,prob4,prob3,prob2,prob1,prob_pt8,prob_pt6,prob_pt5
1,80.4,6,0.003242,0.008544,0.016181,0.021967,0.030931,0.033448,0.036367,0.039815,0.043994,0.049228,0.056091,0.065741,0.080998,0.111954,0.123296,0.13895,0.149485
2,80.6,6,0.001181,0.006305,0.013664,0.019228,0.027841,0.030259,0.033063,0.036376,0.040393,0.045426,0.052032,0.061328,0.076047,0.105974,0.116963,0.132148,0.142379
3,80.2,6.2,0.003727,0.008833,0.016475,0.02248,0.032097,0.034859,0.038088,0.041943,0.046663,0.052643,0.060591,0.071937,0.09022,0.128327,0.142572,0.162442,0.175935
4,80.4,6.2,0.003629,0.008755,0.01627,0.022069,0.031206,0.033802,0.036825,0.040417,0.044795,0.050312,0.057603,0.067944,0.084477,0.118547,0.13118,0.148728,0.160604
5,80.6,6.2,0.003063,0.00835,0.015964,0.021734,0.030672,0.033183,0.036094,0.039534,0.043703,0.048924,0.055774,0.065404,0.080636,0.111552,0.122883,0.138524,0.149053
6,80.8,6.2,0.000848,0.005805,0.013113,0.018638,0.027188,0.029589,0.032373,0.035665,0.039654,0.044654,0.051219,0.06046,0.0751,0.104892,0.115839,0.130973,0.141172
7,81,6.2,0.000848,0.003919,0.010975,0.016507,0.025003,0.027377,0.030122,0.033361,0.037275,0.042165,0.048564,0.057536,0.071681,0.10024,0.110669,0.125041,0.134701
8,81.2,6.2,0.000891,0.003944,0.00883,0.014087,0.022204,0.024481,0.027117,0.030232,0.034006,0.038732,0.04493,0.053645,0.067428,0.095397,0.105644,0.119786,0.129303
9,80,6.4,0.006189,0.012221,0.021435,0.028779,0.040644,0.044064,0.048069,0.052853,0.058715,0.066148,0.076029,0.090132,0.112828,0.15995,0.177478,0.201826,0.218294
10,80.2,6.4,0.005679,0.011356,0.01988,0.026584,0.037304,0.040376,0.043965,0.048243,0.053474,0.060088,0.068857,0.081339,0.101363,0.142791,0.158176,0.179545,0.193992
11,80.4,6.4,0.003513,0.008574,0.016154,0.022114,0.031668,0.034413,0.037625,0.041458,0.046154,0.052108,0.060022,0.071327,0.089556,0.127589,0.141817,0.161672,0.17516
12,80.6,6.4,0.003095,0.008139,0.015534,0.021244,0.030251,0.032812,0.035796,0.039343,0.043669,0.049126,0.056341,0.066587,0.082987,0.116856,0.129435,0.146923,0.158767
13,80.8,6.4,0.002483,0.007732,0.015275,0.020978,0.029797,0.032271,0.035138,0.038525,0.042627,0.047762,0.054494,0.063954,0.078901,0.109205,0.120305,0.135622,0.145928
14,81,6.4,0.000849,0.005412,0.0129,0.018524,0.027166,0.02958,0.032373,0.035665,0.039645,0.044616,0.051117,0.060229,0.074573,0.103488,0.114035,0.12856,0.138315
15,81.2,6.4,0.000893,0.003946,0.010305,0.015667,0.023943,0.026263,0.028949,0.032122,0.035964,0.040773,0.047074,0.055928,0.069916,0.09825,0.108616,0.122912,0.132528
16,81.4,6.4,0.000977,0.003993,0.009633,0.014593,0.022341,0.02453,0.027073,0.030087,0.03375,0.038352,0.044409,0.052958,0.066529,0.094186,0.104343,0.118373,0.127821
17,81.6,6.4,0.001087,0.004323,0.010478,0.015246,0.022772,0.024911,0.027402,0.030361,0.033967,0.038507,0.044498,0.052976,0.06647,0.094042,0.104182,0.118198,0.12764
18,80,6.6,0.008244,0.015039,0.025483,0.033831,0.047321,0.051206,0.055754,0.061184,0.067833,0.076253,0.087428,0.103342,0.128861,0.181462,0.200905,0.227836,0.24601
19,80.2,6.6,0.006253,0.012202,0.021259,0.028463,0.040082,0.043427,0.047343,0.052019,0.057746,0.065006,0.074652,0.088414,0.110555,0.15652,0.173623,0.19739,0.213471
20,80.4,6.6,0.005086,0.010587,0.018847,0.025345,0.035748,0.038731,0.042219,0.046377,0.051465,0.057904,0.066447,0.07862,0.09818,0.138752,0.153855,0.174859,0.189082
21,80.6,6.6,0.004728,0.010047,0.017851,0.02387,0.033339,0.036026,0.039153,0.042866,0.047385,0.053078,0.06059,0.071227,0.088193,0.12304,0.135925,0.153796,0.165872
22,80.8,6.6,0.003825,0.009194,0.016926,0.022781,0.031845,0.034389,0.037337,0.04082,0.045038,0.050317,0.057236,0.066955,0.082309,0.11341,0.12479,0.140489,0.151046
23,81,6.6,0.001083,0.006215,0.013582,0.019151,0.027764,0.030182,0.032985,0.036299,0.040313,0.045343,0.051946,0.061235,0.07594,0.105838,0.116816,0.131984,0.142203
24,81.2,6.6,0.000893,0.004428,0.011655,0.017105,0.025513,0.027869,0.030596,0.033816,0.037713,0.042587,0.048971,0.057935,0.072082,0.100681,0.111131,0.125536,0.135219
25,81.4,6.6,0.000977,0.003993,0.010435,0.015502,0.023404,0.025634,0.028223,0.03129,0.035014,0.039689,0.045835,0.054499,0.068236,0.096175,0.106421,0.120566,0.130086
26,81.6,6.6,0.001085,0.004698,0.010969,0.015818,0.023462,0.025632,0.028159,0.031158,0.034811,0.039407,0.045467,0.054033,0.067655,0.09545,0.105663,0.119772,0.129273
27,80,6.8,0.009654,0.016995,0.028365,0.037496,0.052295,0.056564,0.061564,0.067536,0.074851,0.084118,0.096422,0.113945,0.142042,0.199959,0.221404,0.251161,0.271278
28,80.2,6.8,0.008498,0.015197,0.02541,0.033521,0.046561,0.050304,0.054681,0.059898,0.066277,0.074344,0.08503,0.100215,0.124506,0.174399,0.192787,0.218204,0.235324
29,80.4,6.8,0.004876,0.010437,0.018927,0.025703,0.036678,0.039849,0.043565,0.048009,0.053462,0.060388,0.069613,0.082812,0.104132,0.148679,0.165346,0.188583,0.20435
30,80.6,6.8,0.004116,0.009303,0.017062,0.023155,0.032902,0.035699,0.038968,0.042868,0.047641,0.053686,0.061714,0.073165,0.091598,0.129959,0.144282,0.164246,0.177794
31,80.8,6.8,0.003229,0.008301,0.015735,0.021472,0.030516,0.033087,0.036083,0.039642,0.043982,0.049455,0.05669,0.066959,0.08339,0.117303,0.129893,0.147391,0.15924
32,81,6.8,0.002251,0.007494,0.015026,0.020719,0.029519,0.031988,0.034848,0.038228,0.042321,0.047445,0.054164,0.063604,0.078525,0.108784,0.11987,0.135169,0.145466
33,81.2,6.8,0.000892,0.005464,0.012798,0.018327,0.026854,0.029241,0.032004,0.035266,0.039211,0.044143,0.050601,0.05966,0.073942,0.102766,0.113289,0.127784,0.137521
34,81.4,6.8,0.000975,0.004373,0.011134,0.016287,0.024315,0.026577,0.029204,0.032313,0.036086,0.040817,0.047033,0.055787,0.069653,0.097807,0.10812,0.12235,0.131924
35,81.6,6.8,0.001081,0.004968,0.011341,0.016264,0.024014,0.026213,0.028772,0.031808,0.035503,0.04015,0.046273,0.054922,0.068665,0.096679,0.106963,0.121167,0.13073
36,81.8,6.8,0.002458,0.006794,0.013231,0.01823,0.026128,0.02837,0.030979,0.034076,0.037842,0.042578,0.048814,0.057615,0.07158,0.099966,0.110367,0.124718,0.134371
37,93.8,6.8,0.271753,0.344478,0.467316,0.565507,0.721553,0.765745,0.817025,0.877619,0.950915,1.042375,1.161592,1.327579,1.586066,2.098014,2.282344,2.534267,2.702282
38,80,7,0.012908,0.021215,0.034033,0.044276,0.060783,0.065523,0.071064,0.077665,0.085731,0.095915,0.109379,0.128453,0.158796,0.220637,0.243354,0.274727,0.295829
39,80.2,7,0.009645,0.016815,0.02782,0.036596,0.050736,0.054799,0.059551,0.065219,0.072149,0.080911,0.092518,0.109006,0.135349,0.189312,0.209167,0.2366,0.255075
40,80.4,7,0.006271,0.012296,0.021501,0.028841,0.040704,0.044123,0.048126,0.05291,0.058771,0.066203,0.076082,0.090184,0.112878,0.159993,0.177519,0.201863,0.21833
41,80.6,7,0.004902,0.010358,0.018551,0.024999,0.035327,0.03829,0.041755,0.045887,0.050943,0.057345,0.06584,0.077951,0.097422,0.137842,0.152898,0.173846,0.188038
42,80.8,7,0.004226,0.009464,0.017142,0.023064,0.032385,0.035031,0.038112,0.04177,0.046225,0.051838,0.059248,0.069749,0.086515,0.121,0.13377,0.15149,0.163474
43,81,7,0.002952,0.00825,0.015875,0.021648,0.030588,0.033099,0.036009,0.039448,0.043614,0.048832,0.055676,0.065299,0.080516,0.1114,0.12272,0.138346,0.148865
44,81.2,7,0.000894,0.005521,0.012665,0.018085,0.026495,0.028861,0.031607,0.034854,0.038794,0.043736,0.050231,0.059385,0.073905,0.1035,0.114388,0.129448,0.139604
45,81.4,7,0.000974,0.004821,0.011681,0.016905,0.025031,0.02732,0.029976,0.033117,0.036928,0.041704,0.047975,0.056801,0.070767,0.099089,0.109455,0.123753,0.13337
46,81.6,7,0.001078,0.0052,0.011631,0.016592,0.024392,0.026603,0.029175,0.032226,0.035937,0.040602,0.046745,0.055418,0.069187,0.097225,0.107513,0.121715,0.131275
47,81.8,7,0.002516,0.006875,0.013341,0.01836,0.026282,0.028531,0.031147,0.034251,0.038026,0.042772,0.049019,0.057834,0.071818,0.100231,0.11064,0.125,0.134659
48,93.8,7,0.268721,0.338751,0.456346,0.551032,0.701445,0.744034,0.793449,0.851838,0.922462,1.010587,1.12546,1.285411,1.534548,2.028257,2.206136,2.449376,2.611688
49,80,7.2,0.015888,0.024959,0.038897,0.049978,0.067735,0.072814,0.078738,0.085782,0.094366,0.105172,0.119405,0.139468,0.171178,0.235228,0.258596,0.290718,0.312234
50,80.2,7.2,0.009194,0.016383,0.027545,0.036527,0.05111,0.055323,0.060259,0.066157,0.073387,0.082554,0.094734,0.1121,0.139987,0.197596,0.218961,0.248628,0.2687
51,80.4,7.2,0.007688,0.014087,0.023846,0.031605,0.044096,0.047688,0.051888,0.056898,0.06303,0.070789,0.081082,0.095733,0.119222,0.167676,0.1856,0.210426,0.227175
52,80.6,7.2,0.005792,0.011468,0.019993,0.026698,0.037419,0.040491,0.044081,0.048358,0.053589,0.060203,0.068971,0.081451,0.101472,0.142891,0.158272,0.179634,0.194078
53,80.8,7.2,0.004901,0.01026,0.018126,0.024191,0.033734,0.036441,0.039593,0.043333,0.047887,0.053621,0.061186,0.071899,0.08898,0.12405,0.137015,0.15499,0.167135
54,81,7.2,0.003634,0.008992,0.016704,0.022544,0.03158,0.034117,0.037056,0.040528,0.044733,0.049997,0.056896,0.066589,0.081904,0.112937,0.124298,0.139971,0.150514
55,81.2,7.2,0.001044,0.006064,0.013294,0.018776,0.027279,0.029671,0.032445,0.035725,0.039703,0.044692,0.051245,0.060474,0.075101,0.104881,0.115826,0.130956,0.141154
56,81.4,7.2,0.000972,0.005092,0.012022,0.017295,0.02549,0.027797,0.030473,0.033637,0.037474,0.042282,0.048592,0.057468,0.071508,0.099957,0.110366,0.12472,0.134373
57,81.6,7.2,0.001072,0.005256,0.011729,0.016717,0.024555,0.026776,0.029358,0.032421,0.036145,0.040825,0.046986,0.055681,0.069481,0.097567,0.107869,0.122089,0.131659
58,81.8,7.2,0.002426,0.006783,0.013244,0.018257,0.026168,0.028414,0.031027,0.034126,0.037896,0.042635,0.048874,0.057678,0.071645,0.100029,0.110429,0.124776,0.134428
59,93.8,7.2,0.272686,0.340933,0.452854,0.544217,0.689151,0.730155,0.777712,0.833885,0.9018,0.986512,1.096887,1.25052,1.489727,1.963616,2.134347,2.367856,2.523729
60,80,7.4,0.017378,0.026865,0.041433,0.053003,0.071513,0.0768,0.082963,0.090285,0.0992,0.11041,0.125153,0.14589,0.178587,0.244414,0.26836,0.301212,0.323183
61,80.2,7.4,0.010464,0.01797,0.029593,0.03892,0.054018,0.058369,0.063463,0.069543,0.076988,0.086413,0.098913,0.116697,0.145162,0.203687,0.225317,0.255299,0.275549
62,80.4,7.4,0.008315,0.01492,0.025008,0.033031,0.045945,0.049656,0.053996,0.059171,0.065501,0.07351,0.084125,0.09922,0.123389,0.173107,0.191452,0.216824,0.233922
63,80.6,7.4,0.006408,0.012193,0.020876,0.027696,0.038588,0.041704,0.045344,0.04968,0.054978,0.061672,0.070539,0.083144,0.103338,0.14502,0.160472,0.181908,0.196388
64,80.8,7.4,0.003294,0.008263,0.015701,0.021553,0.030935,0.033632,0.036788,0.040557,0.045176,0.051033,0.058824,0.069959,0.087931,0.125482,0.139547,0.159189,0.172543
65,81,7.4,0.004026,0.009421,0.017189,0.023069,0.032166,0.034719,0.037676,0.041169,0.045399,0.050691,0.057626,0.067364,0.082744,0.113876,0.125265,0.14097,0.15153
66,81.2,7.4,0.001312,0.006361,0.013632,0.019144,0.027692,0.030095,0.032883,0.036178,0.040174,0.045185,0.051764,0.061028,0.075703,0.105562,0.11653,0.13169,0.141905
67,81.4,7.4,0.000965,0.005206,0.012172,0.017468,0.025694,0.028008,0.030691,0.033864,0.03771,0.042527,0.048848,0.057738,0.071792,0.100253,0.110664,0.125017,0.134668
68,81.6,7.4,0.001064,0.00515,0.011636,0.016631,0.024476,0.026698,0.029282,0.032345,0.03607,0.040752,0.046914,0.05561,0.069412,0.097501,0.107804,0.122025,0.131597
69,81.8,7.4,0.002203,0.006541,0.012967,0.017952,0.025821,0.028055,0.030654,0.033738,0.03749,0.042206,0.048416,0.057182,0.071092,0.099373,0.109738,0.124039,0.133661
70,79.8,7.6,0.024409,0.035703,0.052956,0.066567,0.088169,0.094301,0.101428,0.109982,0.120558,0.133768,0.151009,0.175067,0.212661,0.287383,0.314275,0.350994,0.375463
71,80,7.6,0.01765,0.027161,0.041765,0.053357,0.071898,0.077193,0.083364,0.090695,0.099618,0.110837,0.125589,0.146335,0.179038,0.245015,0.269346,0.302689,0.324969
72,80.2,7.6,0.010651,0.01817,0.029813,0.039152,0.054268,0.058624,0.063723,0.069809,0.077259,0.08669,0.099197,0.116986,0.145457,0.203976,0.225602,0.255577,0.27582
73,80.4,7.6,0.008467,0.015084,0.02519,0.033228,0.046166,0.049883,0.054229,0.059412,0.065752,0.073772,0.084401,0.099514,0.123707,0.173459,0.191812,0.217193,0.234294
74,80.6,7.6,0.006533,0.012319,0.021005,0.027829,0.038726,0.041845,0.045486,0.049824,0.055124,0.061821,0.07069,0.083298,0.103495,0.145175,0.160625,0.182057,0.196533
75,80.8,7.6,0.003393,0.008361,0.015801,0.021655,0.031043,0.033741,0.036898,0.040669,0.04529,0.05115,0.058943,0.070082,0.088057,0.125611,0.139675,0.159316,0.172668
76,81,7.6,0.004123,0.009518,0.017288,0.023171,0.032273,0.034827,0.037786,0.041281,0.045512,0.050808,0.057746,0.06749,0.082878,0.114025,0.125419,0.141129,0.151692
77,81.2,7.6,0.001343,0.006398,0.013676,0.019192,0.027745,0.030149,0.032938,0.036234,0.040233,0.045244,0.051826,0.061092,0.075769,0.105629,0.116598,0.131757,0.141972
78,81.4,7.6,0.000957,0.005099,0.012082,0.017387,0.025622,0.027939,0.030624,0.033799,0.037647,0.042467,0.048791,0.057683,0.071741,0.100208,0.11062,0.124975,0.134628
79,81.6,7.6,0.00105,0.004884,0.011355,0.016335,0.024155,0.026369,0.028945,0.031999,0.035713,0.040381,0.046526,0.0552,0.06897,0.097008,0.107296,0.1215,0.131061
80,79.8,7.8,0.022858,0.033728,0.050366,0.063519,0.085081,0.091284,0.098488,0.107012,0.117339,0.130255,0.14714,0.17074,0.207705,0.281475,0.308109,0.344537,0.368848
81,80,7.8,0.016636,0.025824,0.039945,0.051169,0.069148,0.074287,0.080281,0.087407,0.096287,0.107601,0.12246,0.143331,0.176193,0.242264,0.266295,0.299279,0.321345
82,80.2,7.8,0.00979,0.017045,0.028306,0.037361,0.052051,0.056292,0.061258,0.067192,0.074464,0.083678,0.095915,0.113351,0.141326,0.19905,0.22044,0.250132,0.270214
83,80.4,7.8,0.008146,0.014569,0.024371,0.032162,0.044702,0.048306,0.052519,0.057546,0.063694,0.071475,0.081791,0.096468,0.119988,0.168466,0.186388,0.211205,0.227945
84,80.6,7.8,0.006168,0.011851,0.020392,0.027112,0.037858,0.040936,0.044533,0.048819,0.054059,0.060684,0.069465,0.081958,0.101995,0.143421,0.158799,0.180152,0.194586
85,80.8,7.8,0.005231,0.010588,0.018456,0.024526,0.034079,0.036789,0.039944,0.043688,0.048247,0.053987,0.061559,0.072279,0.089369,0.124447,0.137411,0.155383,0.167523
86,81,7.8,0.003925,0.00928,0.016995,0.022838,0.031884,0.034422,0.037365,0.04084,0.04505,0.050319,0.057225,0.066928,0.082258,0.113313,0.124679,0.140358,0.150904
87,81.2,7.8,0.001134,0.006163,0.013404,0.018893,0.027403,0.029796,0.032571,0.035853,0.039833,0.044822,0.051377,0.060606,0.075233,0.105006,0.115948,0.131074,0.141269
88,81.4,7.8,0.000948,0.00478,0.011753,0.017048,0.025266,0.027577,0.030256,0.033424,0.037264,0.042074,0.048385,0.05726,0.071294,0.099726,0.110128,0.124473,0.134119
89,81.6,7.8,0.001038,0.00452,0.010949,0.015895,0.023659,0.025858,0.028415,0.031448,0.035136,0.039773,0.045879,0.054498,0.068187,0.096076,0.106313,0.120449,0.129966
90,80,8,0.014378,0.022895,0.036018,0.046482,0.063595,0.068671,0.074585,0.081607,0.090158,0.100913,0.115072,0.135034,0.166614,0.230542,0.253925,0.286141,0.307767
91,80.2,8,0.010703,0.017995,0.029182,0.038092,0.052426,0.056542,0.061352,0.067084,0.074089,0.082938,0.094982,0.112233,0.139635,0.195344,0.215747,0.243881,0.262796
92,80.4,8,0.007038,0.013122,0.022424,0.029838,0.041807,0.045255,0.04929,0.054109,0.060011,0.06749,0.077427,0.091596,0.114377,0.161594,0.179135,0.203487,0.21995
93,80.6,8,0.00552,0.010994,0.019222,0.0257,0.036074,0.03905,0.042528,0.046676,0.051749,0.05817,0.066688,0.078825,0.098324,0.138763,0.153815,0.17475,0.188927
94,80.8,8,0.004769,0.010007,0.017698,0.023633,0.032978,0.035631,0.038719,0.042386,0.046853,0.052478,0.059904,0.070425,0.087215,0.121729,0.134502,0.152223,0.164205
95,81,8,0.003433,0.008723,0.016344,0.022119,0.031066,0.033579,0.036491,0.039934,0.044105,0.049328,0.056179,0.06581,0.081039,0.11194,0.123263,0.138891,0.14941
96,81.2,8,0.000884,0.005676,0.012853,0.018294,0.026731,0.029103,0.031855,0.03511,0.039057,0.044009,0.050515,0.059681,0.074215,0.103829,0.11472,0.129783,0.13994
97,81.4,8,0.00094,0.004283,0.011213,0.016473,0.024634,0.026928,0.029589,0.032736,0.03655,0.041329,0.047599,0.05642,0.070373,0.098662,0.109016,0.123298,0.132905
98,93.4,8,0.268895,0.338342,0.445916,0.533922,0.674537,0.714155,0.760027,0.814102,0.879337,0.960496,1.065935,1.212185,1.438975,1.885858,2.046268,2.26529,2.4113
99,77.4,8.2,0.008622,0.020901,0.038796,0.052489,0.073874,0.079909,0.086915,0.09521,0.105276,0.117898,0.134469,0.157771,0.194558,0.268959,0.296169,0.333654,0.358827
100,77.6,8.2,0.008481,0.021047,0.039566,0.053884,0.076437,0.082833,0.090276,0.099106,0.109847,0.123352,0.141134,0.166221,0.205979,0.286787,0.316428,0.357306,0.384777
101,80,8.2,0.011762,0.01948,0.031395,0.041247,0.057691,0.062389,0.067867,0.074382,0.082327,0.09234,0.105559,0.124262,0.15401,0.214683,0.236995,0.26785,0.288643
102,80.2,8.2,0.009956,0.016854,0.027368,0.035704,0.049077,0.053023,0.057785,0.063438,0.070322,0.078984,0.090402,0.106532,0.132153,0.184295,0.203396,0.229725,0.247419
103,80.4,8.2,0.00583,0.011516,0.020205,0.027141,0.038365,0.041605,0.045399,0.049935,0.055497,0.062556,0.071951,0.085939,0.10845,0.155056,0.172387,0.196476,0.212778
104,80.6,8.2,0.004967,0.010196,0.018028,0.024177,0.03401,0.036829,0.040124,0.044053,0.048859,0.054941,0.063013,0.074518,0.093015,0.131445,0.145777,0.165738,0.179277
105,80.8,8.2,0.003965,0.009048,0.016511,0.022276,0.031368,0.033952,0.036962,0.04054,0.044901,0.050398,0.057665,0.067973,0.084458,0.118443,0.13105,0.148563,0.160418
106,81,8.2,0.002913,0.008151,0.015683,0.02138,0.030194,0.032666,0.035532,0.038918,0.043018,0.048151,0.05488,0.064335,0.079275,0.10956,0.120652,0.135956,0.146253
107,81.2,8.2,0.000881,0.005667,0.013045,0.0186,0.027157,0.029551,0.032321,0.035589,0.039541,0.04448,0.050945,0.060011,0.074293,0.103105,0.113621,0.128104,0.137832
108,81.4,8.2,0.000931,0.003972,0.010459,0.015673,0.023761,0.026035,0.028673,0.031793,0.035575,0.040315,0.046537,0.055292,0.069149,0.097272,0.107574,0.121787,0.131351
109,77,8.4,0.005773,0.017175,0.034417,0.0476,0.068192,0.074008,0.080765,0.088769,0.098491,0.110698,0.126748,0.149359,0.185149,0.257854,0.284542,0.321386,0.346179
110,77.2,8.4,0.009249,0.021703,0.039724,0.053435,0.074727,0.080713,0.087653,0.095855,0.105791,0.118228,0.13452,0.157373,0.193343,0.265757,0.292151,0.328442,0.35277
111,77.4,8.4,0.010398,0.022667,0.04055,0.054243,0.075629,0.081664,0.088671,0.096966,0.107032,0.119657,0.136235,0.159548,0.19636,0.270829,0.298069,0.335607,0.360819
112,77.6,8.4,0.010431,0.02271,0.040793,0.054767,0.076772,0.083013,0.090276,0.098893,0.109373,0.122552,0.139906,0.164392,0.203217,0.282196,0.311195,0.351228,0.378155
113,77.8,8.4,0.011667,0.02475,0.044109,0.059103,0.082722,0.089419,0.097208,0.106445,0.117675,0.131783,0.150337,0.176474,0.217804,0.301446,0.332,0.374035,0.402224
114,78,8.4,0.012926,0.026718,0.04727,0.063266,0.08855,0.095731,0.104089,0.114008,0.126072,0.141233,0.16118,0.189276,0.233661,0.323109,0.355656,0.400348,0.43027
115,80,8.4,0.010844,0.018182,0.029774,0.039536,0.055041,0.059457,0.064603,0.070716,0.078161,0.087533,0.099888,0.117341,0.145049,0.201336,0.221942,0.250348,0.269442
116,80.2,8.4,0.007648,0.013875,0.023381,0.031076,0.044306,0.048079,0.052478,0.05771,0.064091,0.072138,0.082775,0.097856,0.121937,0.171413,0.189685,0.214979,0.232041
117,80.4,8.4,0.006431,0.012067,0.020532,0.027186,0.037817,0.040862,0.044575,0.049129,0.054671,0.061647,0.070847,0.083866,0.104619,0.147227,0.162981,0.184819,0.199563
118,80.6,8.4,0.0058,0.011176,0.01908,0.02518,0.03478,0.037502,0.040671,0.044432,0.049009,0.054771,0.062372,0.073125,0.091005,0.127622,0.141078,0.159686,0.172229
119,80.8,8.4,0.004682,0.01005,0.017804,0.023692,0.032822,0.035388,0.038362,0.041876,0.046134,0.051466,0.058458,0.068286,0.08382,0.115303,0.126829,0.142729,0.153423
120,81,8.4,0.001919,0.007045,0.014414,0.019992,0.028625,0.03105,0.033861,0.037183,0.041209,0.046253,0.052873,0.062185,0.076923,0.10687,0.11786,0.133041,0.143267
121,81.2,8.4,0.000879,0.00463,0.011936,0.017434,0.025901,0.028271,0.031012,0.034248,0.038161,0.043053,0.049457,0.058443,0.072613,0.101232,0.111685,0.126088,0.13577
122,77,8.6,0.005576,0.017309,0.035661,0.049786,0.071984,0.078277,0.085599,0.094288,0.10486,0.118158,0.135677,0.160419,0.199698,0.279778,0.309228,0.349904,0.377268
123,77.2,8.6,0.008257,0.019728,0.038021,0.052123,0.074312,0.080607,0.087933,0.096628,0.107209,0.120522,0.138063,0.16284,0.202188,0.282461,0.311999,0.352817,0.380294
124,77.4,8.6,0.009271,0.021661,0.039859,0.053903,0.076002,0.08227,0.089566,0.098221,0.108756,0.122006,0.139461,0.164109,0.203228,0.28296,0.312285,0.352799,0.380071
125,77.6,8.6,0.009458,0.021289,0.039082,0.05293,0.074887,0.081146,0.088444,0.097123,0.107709,0.121057,0.138693,0.163679,0.203504,0.285185,0.315374,0.3572,0.38543
126,77.8,8.6,0.010231,0.022575,0.040943,0.055266,0.077995,0.084471,0.092021,0.100997,0.111939,0.12573,0.143937,0.169707,0.210723,0.29462,0.32555,0.36833,0.397155
127,78,8.6,0.013362,0.026855,0.046874,0.062404,0.086879,0.09382,0.10189,0.11146,0.123091,0.137696,0.156894,0.183909,0.226567,0.312604,0.343929,0.386946,0.415746
128,80,8.6,0.00882,0.015483,0.026852,0.0358,0.049981,0.054017,0.058718,0.064302,0.071105,0.079669,0.090965,0.106938,0.132348,0.184207,0.203248,0.229526,0.247203
129,80.2,8.6,0.005514,0.011105,0.019773,0.027392,0.039532,0.043001,0.047052,0.051874,0.057764,0.065208,0.075069,0.089097,0.111603,0.158239,0.175599,0.199746,0.216099
130,80.4,8.6,0.005011,0.010254,0.018109,0.024279,0.035138,0.03823,0.04183,0.046104,0.05131,0.057868,0.066524,0.078793,0.098393,0.138787,0.153774,0.1746,0.188696
131,80.6,8.6,0.004418,0.009536,0.017055,0.022863,0.032019,0.03462,0.037771,0.04167,0.0464,0.052333,0.06013,0.071123,0.088571,0.124217,0.137362,0.155572,0.167869
132,80.8,8.6,0.00372,0.008987,0.016569,0.022307,0.031185,0.033676,0.036562,0.039971,0.044099,0.049265,0.056033,0.065541,0.080552,0.112216,0.123832,0.139812,0.150539
133,81,8.6,0.001236,0.006476,0.013964,0.019595,0.028254,0.030673,0.033472,0.036772,0.040762,0.045746,0.052264,0.061395,0.075767,0.104724,0.115284,0.12982,0.13958
134,81.2,8.6,0.000875,0.003942,0.010593,0.01602,0.024373,0.026712,0.029417,0.032611,0.036474,0.041304,0.04763,0.056509,0.070523,0.098867,0.109229,0.123514,0.133121
135,76.8,8.8,0.007155,0.019405,0.037765,0.053839,0.079025,0.086146,0.094423,0.104227,0.116137,0.131083,0.150723,0.178358,0.221997,0.310015,0.342043,0.386004,0.415421
136,77,8.8,0.007224,0.020457,0.04156,0.057777,0.083186,0.09037,0.098717,0.108605,0.120611,0.135678,0.15547,0.183312,0.227255,0.315806,0.348011,0.392204,0.421771
137,77.2,8.8,0.007851,0.021779,0.04224,0.058022,0.082835,0.089869,0.098051,0.107755,0.119556,0.134388,0.153907,0.181429,0.225009,0.313343,0.345624,0.390034,0.419813
138,77.4,8.8,0.010431,0.024109,0.044164,0.059596,0.083799,0.090646,0.098605,0.108037,0.119495,0.133878,0.152783,0.1794,0.221479,0.30662,0.337709,0.380456,0.409097
139,77.6,8.8,0.010372,0.02249,0.041301,0.055916,0.079048,0.085634,0.09331,0.102433,0.113552,0.127563,0.146057,0.172233,0.213894,0.299121,0.330537,0.373982,0.403241
140,77.8,8.8,0.010317,0.022757,0.041243,0.055648,0.078499,0.085012,0.092606,0.101637,0.112647,0.126527,0.144857,0.170811,0.21214,0.296755,0.32797,0.371166,0.40028
141,78,8.8,0.011043,0.023668,0.042486,0.057176,0.080489,0.087132,0.094875,0.104079,0.115296,0.12943,0.14808,0.174463,0.216412,0.302041,0.333544,0.377056,0.406336
142,80,8.8,0.006091,0.012434,0.022709,0.03073,0.043462,0.047093,0.051327,0.056362,0.062505,0.070256,0.080506,0.095055,0.118329,0.16634,0.184143,0.208848,0.225546
143,80.2,8.8,0.005506,0.010934,0.020096,0.027362,0.038788,0.042029,0.045799,0.050274,0.055721,0.062576,0.071619,0.084418,0.104831,0.14679,0.162325,0.183881,0.198452
144,80.4,8.8,0.00526,0.010549,0.01849,0.025282,0.035816,0.038778,0.042212,0.046271,0.051192,0.057361,0.065457,0.076854,0.094906,0.131661,0.145178,0.163876,0.176486
145,80.6,8.8,0.004708,0.010062,0.017787,0.023644,0.033533,0.036336,0.039573,0.043383,0.047978,0.053704,0.061172,0.071604,0.087978,0.120869,0.132842,0.149313,0.160367
146,80.8,8.8,0.002147,0.007268,0.014635,0.020214,0.028853,0.03128,0.034093,0.037534,0.041908,0.047363,0.054483,0.064444,0.080101,0.111658,0.123179,0.139054,0.149726
147,81,8.8,0.000859,0.004885,0.012259,0.0178,0.026319,0.0287,0.031455,0.034704,0.038632,0.043541,0.049964,0.05897,0.073162,0.101962,0.112812,0.127727,0.13773
