siteid,lon,lat,prob40,prob30,prob20,prob15,prob10,prob9,prob8,prob7,prob6,prob5,prob4,prob3,prob2,prob1,prob_pt8,prob_pt6,prob_pt5
4509,76.2,24.8,0.003348,0.005064,0.009865,0.015306,0.025271,0.028143,0.031507,0.035526,0.040452,0.0467,0.05501,0.066885,0.08603,0.125963,0.140878,0.16163,0.17568
4510,76.4,24.8,0.003291,0.005008,0.009808,0.015345,0.025279,0.028143,0.031498,0.035507,0.040423,0.046659,0.054957,0.066816,0.085942,0.125847,0.140755,0.161499,0.175545
4511,76.6,24.8,0.003291,0.005008,0.009794,0.015625,0.025543,0.028404,0.031755,0.035761,0.040674,0.046908,0.055202,0.067058,0.086181,0.12608,0.140985,0.161727,0.17577
4512,76.8,24.8,0.003218,0.004935,0.009827,0.015985,0.025943,0.028817,0.032183,0.036208,0.041144,0.047406,0.05574,0.06765,0.086856,0.126916,0.141877,0.162692,0.176782
4513,77,24.8,0.003137,0.004851,0.01035,0.016532,0.026536,0.029424,0.032807,0.036853,0.041814,0.04811,0.056487,0.068454,0.087746,0.127964,0.142977,0.163857,0.17799
4514,77.2,24.8,0.003034,0.00474,0.009949,0.01604,0.025958,0.028832,0.032205,0.036244,0.041207,0.047517,0.055933,0.067993,0.087513,0.128457,0.143815,0.165992,0.181405
4515,77.4,24.8,0.002928,0.004628,0.010673,0.016822,0.026838,0.02974,0.033146,0.037225,0.042235,0.048605,0.057096,0.069257,0.088931,0.132129,0.148773,0.171912,0.187576
4516,77.6,24.8,0.002799,0.004484,0.011383,0.017603,0.027737,0.030673,0.034119,0.038245,0.043311,0.04975,0.05833,0.070613,0.092171,0.137758,0.154727,0.178325,0.194301
4517,77.8,24.8,0.002626,0.004721,0.01167,0.017922,0.028126,0.031085,0.03456,0.038721,0.043834,0.050333,0.060013,0.074022,0.09647,0.143022,0.160375,0.184514,0.200853
4518,78,24.8,0.002518,0.005362,0.012383,0.018698,0.029,0.031987,0.035492,0.040077,0.046092,0.053678,0.063709,0.077956,0.100783,0.148074,0.165674,0.19013,0.20667
4519,78.2,24.8,0.00245,0.005823,0.012936,0.019332,0.029766,0.03279,0.036546,0.041527,0.047613,0.055303,0.065495,0.080003,0.103316,0.151809,0.169917,0.195127,0.212207
4520,78.4,24.8,0.003081,0.006531,0.013738,0.020216,0.031444,0.035103,0.039373,0.044457,0.050665,0.058508,0.068897,0.083672,0.107376,0.156555,0.174877,0.200353,0.217595
4521,78.6,24.8,0.003615,0.007148,0.014482,0.021066,0.033834,0.037585,0.04196,0.047168,0.053528,0.061558,0.072186,0.087288,0.111482,0.161562,0.180182,0.206046,0.223532
4522,78.8,24.8,0.002691,0.005973,0.013023,0.019693,0.032896,0.036692,0.041133,0.046437,0.052934,0.061169,0.072119,0.087761,0.112999,0.16578,0.18556,0.213157,0.231891
4523,79,24.8,0.00338,0.006779,0.013999,0.021401,0.035025,0.038938,0.043515,0.048976,0.055662,0.064131,0.075379,0.091427,0.11728,0.171206,0.191377,0.21949,0.238554
4524,79.2,24.8,0.004037,0.007547,0.01494,0.021659,0.034302,0.03825,0.042877,0.04841,0.0552,0.063823,0.075316,0.091785,0.11847,0.174638,0.195799,0.22541,0.245564
4525,79.4,24.8,0.004792,0.008379,0.01588,0.022688,0.036107,0.040148,0.044881,0.050536,0.057471,0.06627,0.077986,0.094752,0.121873,0.178809,0.200219,0.230145,0.250495
4526,79.6,24.8,0.005396,0.009046,0.016632,0.023518,0.037547,0.041663,0.046481,0.052237,0.059291,0.068238,0.080141,0.097162,0.124663,0.182303,0.203948,0.234182,0.254726
4527,79.8,24.8,0.005953,0.009649,0.017287,0.024296,0.038721,0.042871,0.047726,0.053525,0.060628,0.069634,0.081609,0.098721,0.126343,0.184156,0.205845,0.236124,0.256689
4528,80,24.8,0.006427,0.010173,0.017878,0.025228,0.039703,0.043866,0.048738,0.054554,0.06168,0.07071,0.082717,0.099867,0.127535,0.185401,0.207096,0.237374,0.257932
4529,80.2,24.8,0.006789,0.010604,0.018403,0.026155,0.040678,0.044856,0.049747,0.055586,0.062738,0.071804,0.083855,0.101068,0.128827,0.186854,0.208599,0.238936,0.259529
4530,80.4,24.8,0.007104,0.011012,0.018932,0.027328,0.041887,0.046076,0.050979,0.056834,0.064004,0.07309,0.085165,0.102405,0.130189,0.188202,0.209919,0.240204,0.26075
4531,80.6,24.8,0.007267,0.011257,0.021494,0.030857,0.045837,0.050125,0.055131,0.061092,0.068368,0.077554,0.089703,0.106947,0.134516,0.191361,0.212436,0.241659,0.261385
4532,80.8,24.8,0.007258,0.011296,0.022233,0.031664,0.046753,0.051072,0.056113,0.062114,0.06944,0.078685,0.09091,0.108254,0.135964,0.193045,0.21419,0.243496,0.26327
4533,81,24.8,0.007064,0.011633,0.022687,0.032182,0.047366,0.051711,0.056782,0.062815,0.070179,0.07947,0.091752,0.109166,0.136973,0.194202,0.215385,0.244734,0.26453
4534,81.2,24.8,0.006634,0.011505,0.022638,0.032206,0.047505,0.05188,0.056987,0.063064,0.070479,0.079834,0.092199,0.109728,0.137712,0.195292,0.216601,0.246117,0.266023
4535,81.4,24.8,0.006038,0.009949,0.020186,0.029598,0.044745,0.049099,0.054191,0.060267,0.067703,0.077114,0.089603,0.107398,0.135997,0.195442,0.217615,0.248468,0.269359
4536,81.6,24.8,0.005276,0.009055,0.019592,0.029101,0.044386,0.048777,0.053912,0.060037,0.067532,0.077016,0.089599,0.107523,0.136324,0.196165,0.21848,0.24952,0.270534
4537,81.8,24.8,0.004405,0.008027,0.016462,0.025839,0.041023,0.045409,0.050553,0.056706,0.06426,0.073856,0.086644,0.104962,0.134615,0.196895,0.220309,0.253027,0.275265
4538,82,24.8,0.005063,0.008837,0.017665,0.027341,0.042866,0.047323,0.052536,0.058756,0.066367,0.076003,0.088794,0.107027,0.136366,0.197454,0.220268,0.252026,0.273536
4539,82.2,24.8,0.004037,0.00766,0.016544,0.026325,0.042008,0.04651,0.051775,0.058056,0.065744,0.075477,0.088399,0.106821,0.136466,0.198198,0.221248,0.253329,0.275052
4540,82.4,24.8,0.003041,0.006524,0.0137,0.022686,0.038096,0.042549,0.047771,0.054019,0.061695,0.071453,0.084473,0.103146,0.133425,0.197186,0.221198,0.25477,0.2776
4541,82.6,24.8,0.002831,0.005551,0.012722,0.021639,0.036863,0.041262,0.046421,0.052594,0.060177,0.069817,0.082678,0.101128,0.131044,0.194034,0.217752,0.250914,0.273464
4542,82.8,24.8,0.002907,0.004627,0.013242,0.022741,0.037985,0.042366,0.047493,0.053612,0.061107,0.070605,0.083225,0.101245,0.13029,0.190879,0.213529,0.245076,0.266453
4543,83,24.8,0.002898,0.00462,0.012471,0.021709,0.036561,0.040835,0.045838,0.051814,0.059138,0.068424,0.080774,0.098423,0.126901,0.186409,0.208684,0.23974,0.260806
4544,83.2,24.8,0.002998,0.004736,0.01223,0.021207,0.035666,0.03983,0.044707,0.050534,0.057678,0.066741,0.0788,0.096039,0.123874,0.182085,0.203892,0.234312,0.254963
4545,83.4,24.8,0.003108,0.005588,0.015515,0.024647,0.039211,0.043375,0.048234,0.054018,0.061079,0.069991,0.081778,0.098503,0.125239,0.180319,0.200718,0.229003,0.248099
4546,83.6,24.8,0.002336,0.004772,0.014611,0.023608,0.038055,0.042204,0.047055,0.05284,0.059918,0.068874,0.080751,0.097662,0.124813,0.181117,0.202084,0.231254,0.251011
4547,83.8,24.8,0.002385,0.005794,0.015653,0.024687,0.039331,0.043533,0.048445,0.0543,0.061458,0.07051,0.082509,0.099577,0.126943,0.183596,0.204668,0.233967,0.253803
4548,84,24.8,0.002526,0.00617,0.015467,0.024677,0.039541,0.043822,0.048831,0.054814,0.062143,0.07143,0.083768,0.101373,0.129705,0.188682,0.210714,0.241425,0.262266
4549,84.2,24.8,0.00267,0.00686,0.017464,0.027156,0.042766,0.047253,0.052501,0.058761,0.066422,0.076117,0.088977,0.107283,0.136656,0.197495,0.220135,0.251625,0.272952
4550,84.4,24.8,0.003004,0.007805,0.017763,0.027787,0.044001,0.048677,0.054156,0.0607,0.068721,0.078892,0.092413,0.111716,0.142792,0.207492,0.231666,0.265364,0.288232
4551,84.6,24.8,0.003678,0.009096,0.019117,0.028872,0.046026,0.050992,0.056819,0.063792,0.072355,0.083235,0.097732,0.118483,0.152,0.222079,0.248343,0.285014,0.309923
4552,84.8,24.8,0.004546,0.010768,0.022372,0.033897,0.052594,0.057993,0.064319,0.071879,0.081148,0.092899,0.108517,0.130797,0.166614,0.240938,0.268617,0.307107,0.333149
4553,85,24.8,0.005232,0.0121,0.022991,0.035035,0.054817,0.060572,0.067335,0.075444,0.085419,0.098112,0.11505,0.13932,0.17855,0.260567,0.291276,0.334084,0.363118
4554,85.2,24.8,0.006832,0.013975,0.027908,0.040938,0.062307,0.068514,0.075801,0.084528,0.095247,0.108863,0.126989,0.152885,0.194559,0.281039,0.313204,0.357871,0.388066
4555,85.4,24.8,0.00841,0.015726,0.032457,0.046354,0.069162,0.075784,0.083557,0.092858,0.104274,0.118759,0.138014,0.165464,0.209494,0.300326,0.333934,0.380473,0.411857
4556,85.6,24.8,0.009803,0.019064,0.036642,0.051047,0.074671,0.081521,0.089556,0.099162,0.110941,0.125865,0.145669,0.173834,0.218865,0.311273,0.34533,0.392397,0.424087
4557,85.8,24.8,0.009824,0.020211,0.03761,0.051953,0.075567,0.082429,0.090484,0.100123,0.111951,0.126952,0.146884,0.17527,0.220758,0.314493,0.349169,0.39721,0.42963
4558,86,24.8,0.012149,0.023019,0.040558,0.054985,0.078669,0.085536,0.093587,0.103211,0.115002,0.129935,0.149733,0.177864,0.222801,0.315021,0.349045,0.396122,0.42786
4559,86.2,24.8,0.01525,0.026642,0.044924,0.059876,0.084276,0.091321,0.099565,0.109398,0.121419,0.136596,0.156652,0.185022,0.230068,0.321596,0.355084,0.401194,0.43214
4560,86.4,24.8,0.015564,0.026833,0.045008,0.059927,0.08434,0.0914,0.099668,0.109538,0.121613,0.136878,0.157076,0.185698,0.231266,0.324271,0.358433,0.405588,0.437309
4561,86.6,24.8,0.016643,0.028249,0.047002,0.062409,0.087626,0.094918,0.103455,0.113645,0.126109,0.141858,0.162683,0.192167,0.239036,0.334419,0.369363,0.41752,0.449869
4562,86.8,24.8,0.014142,0.025555,0.044253,0.059793,0.085481,0.092956,0.10173,0.112234,0.125121,0.141465,0.163161,0.194024,0.243384,0.344791,0.382223,0.434037,0.468981
4563,87,24.8,0.013335,0.024943,0.04411,0.060136,0.08675,0.094518,0.103647,0.114588,0.128033,0.145107,0.167816,0.200187,0.252085,0.359021,0.398576,0.453391,0.490393
4564,87.2,24.8,0.013706,0.025877,0.046029,0.062902,0.090943,0.09913,0.108752,0.120283,0.13445,0.152438,0.176352,0.210408,0.26491,0.376784,0.418027,0.475057,0.513467
4565,87.4,24.8,0.010295,0.021983,0.042153,0.059279,0.08807,0.096537,0.106516,0.118517,0.133311,0.152172,0.177362,0.213437,0.271584,0.39224,0.437093,0.499388,0.541503
4566,87.6,24.8,0.009439,0.018332,0.038327,0.055518,0.084708,0.093347,0.103556,0.115867,0.131092,0.150569,0.17669,0.214287,0.275282,0.403127,0.451021,0.517807,0.563122
4567,87.8,24.8,0.006873,0.014472,0.027877,0.043428,0.070176,0.07816,0.087632,0.0991,0.113347,0.131669,0.156389,0.192234,0.25093,0.375499,0.422588,0.488555,0.533476
4568,88,24.8,0.008259,0.016333,0.029921,0.041454,0.065825,0.073701,0.083069,0.094443,0.108619,0.126911,0.151691,0.187807,0.247368,0.375252,0.424045,0.492766,0.53979
4569,88.2,24.8,0.01045,0.017693,0.031594,0.043396,0.065784,0.073672,0.083061,0.094466,0.108691,0.127058,0.151959,0.188288,0.248297,0.377496,0.426908,0.496602,0.544352
4570,88.4,24.8,0.012961,0.020595,0.035295,0.047727,0.068746,0.076744,0.086259,0.097809,0.112204,0.130775,0.155932,0.192598,0.253094,0.38319,0.432913,0.503039,0.551086
4571,88.6,24.8,0.014812,0.023013,0.038359,0.051319,0.072984,0.080796,0.090333,0.101898,0.116288,0.134828,0.159901,0.196382,0.256466,0.385457,0.434724,0.504221,0.551859
4572,88.8,24.8,0.017206,0.026976,0.043277,0.057437,0.086051,0.094539,0.104582,0.116705,0.131716,0.150947,0.176789,0.214094,0.274889,0.403275,0.451709,0.519591,0.565854
4573,89,24.8,0.019648,0.029839,0.048565,0.066074,0.095644,0.104361,0.114649,0.127033,0.142323,0.161849,0.187992,0.225573,0.286506,0.414318,0.462329,0.529479,0.575165
4574,89.2,24.8,0.024498,0.037689,0.060144,0.079086,0.110671,0.119906,0.130769,0.143796,0.159813,0.180173,0.207285,0.246001,0.308234,0.437175,0.485185,0.552013,0.597291
4575,89.4,24.8,0.029526,0.044271,0.068934,0.089632,0.123992,0.13401,0.145777,0.159869,0.17717,0.199122,0.228291,0.269838,0.336399,0.473713,0.524684,0.595506,0.643399
4576,89.6,24.8,0.037872,0.054685,0.082507,0.105642,0.143734,0.154778,0.167718,0.183174,0.20209,0.226006,0.257646,0.302465,0.373769,0.519384,0.573012,0.647152,0.697074
4577,89.8,24.8,0.045454,0.064185,0.094969,0.120423,0.162126,0.174176,0.188277,0.205093,0.22564,0.251565,0.285787,0.334144,0.410851,0.566862,0.624112,0.703109,0.756233
4578,90,24.8,0.051983,0.072454,0.105958,0.133551,0.17858,0.191556,0.206719,0.224774,0.246794,0.274526,0.31105,0.362526,0.44392,0.609956,0.672706,0.758912,0.816685
4579,90.2,24.8,0.055429,0.077095,0.112582,0.141823,0.190021,0.204214,0.220799,0.240548,0.264638,0.294989,0.334989,0.391428,0.480827,0.662234,0.728695,0.820361,0.881995
4580,90.4,24.8,0.058819,0.081573,0.118827,0.150417,0.202302,0.217269,0.234769,0.255625,0.281088,0.313196,0.355563,0.415424,0.5104,0.703623,0.775026,0.873734,0.940182
4581,90.6,24.8,0.062478,0.08673,0.127464,0.160999,0.215731,0.231505,0.249947,0.271913,0.298726,0.332529,0.377119,0.440101,0.539971,0.745453,0.82098,0.925337,0.995616
4582,90.8,24.8,0.067028,0.093182,0.136066,0.171321,0.228782,0.245332,0.264669,0.287697,0.31579,0.35119,0.397861,0.463993,0.570211,0.786235,0.865596,0.975238,1.049053
4583,91,24.8,0.069785,0.096903,0.141205,0.177646,0.237079,0.254203,0.274308,0.298722,0.328524,0.366105,0.415699,0.485779,0.597012,0.823622,0.906978,1.022199,1.099814
4584,91.2,24.8,0.073865,0.101586,0.146747,0.183809,0.244147,0.261518,0.282055,0.307002,0.337468,0.375906,0.426659,0.498435,0.612499,0.845408,0.931258,1.050087,1.130246
4585,91.4,24.8,0.078585,0.107017,0.153141,0.190867,0.252109,0.270407,0.291839,0.317368,0.348529,0.387825,0.439674,0.512934,0.629178,0.865902,0.953009,1.073485,1.154683
4586,91.6,24.8,0.079349,0.107959,0.154417,0.194194,0.259684,0.278565,0.300642,0.326952,0.359081,0.399616,0.453131,0.528795,0.648963,0.894123,0.98446,1.109483,1.193788
4587,91.8,24.8,0.080452,0.109481,0.157917,0.199475,0.267458,0.287095,0.310077,0.337489,0.370998,0.413316,0.469256,0.548463,0.674517,0.932484,1.027732,1.159688,1.248747
4588,92,24.8,0.081829,0.111752,0.16294,0.206631,0.278327,0.29908,0.323384,0.352401,0.387905,0.432785,0.492175,0.576374,0.710596,0.985816,1.087553,1.228595,1.323855
4589,92.2,24.8,0.081741,0.114934,0.17137,0.218157,0.295056,0.317334,0.343435,0.374603,0.41275,0.460986,0.524841,0.615408,0.759811,1.055746,1.165071,1.316588,1.418878
4590,92.4,24.8,0.086492,0.122647,0.183617,0.234207,0.317359,0.341442,0.369654,0.403337,0.444554,0.49666,0.565611,0.663337,0.818973,1.137498,1.255064,1.417908,1.52779
4591,92.6,24.8,0.089657,0.129686,0.195929,0.250995,0.341627,0.367899,0.398683,0.43545,0.480454,0.537365,0.612686,0.719447,0.88949,1.237567,1.365983,1.543807,1.66378
4592,92.8,24.8,0.096752,0.140419,0.212652,0.272646,0.371284,0.399851,0.433312,0.473258,0.522122,0.583863,0.665494,0.781071,0.964923,1.340377,1.478626,1.669892,1.798833
4593,93,24.8,0.105615,0.153297,0.232026,0.297285,0.404342,0.4353,0.471532,0.514747,0.567555,0.634209,0.72223,0.846676,1.04423,1.446367,1.5941,1.798188,1.935568
4594,93.2,24.8,0.114132,0.164555,0.247583,0.316243,0.428648,0.461106,0.499072,0.544326,0.599593,0.669307,0.761305,0.89126,1.097325,1.516356,1.670184,1.882602,2.025546
4595,93.4,24.8,0.124934,0.178464,0.266249,0.338587,0.456628,0.490635,0.530374,0.577695,0.63542,0.708142,0.80396,0.939039,1.152708,1.585629,1.744109,1.962586,2.109379
4596,93.6,24.8,0.136906,0.193828,0.286778,0.363074,0.487095,0.52273,0.564325,0.613795,0.674057,0.749848,0.849518,0.989707,1.210813,1.656716,1.819364,2.043121,2.193188
4597,93.8,24.8,0.149554,0.209514,0.30696,0.386622,0.515634,0.552613,0.59573,0.646948,0.709255,0.787495,0.890197,1.034336,1.260998,1.716013,1.881383,2.108416,2.260385
4598,94,24.8,0.166761,0.23031,0.332864,0.41617,0.550268,0.58854,0.633082,0.68588,0.749963,0.830221,0.935252,1.082102,1.311848,1.769446,1.934732,2.160844,2.3117
4599,94.2,24.8,0.1768,0.242547,0.348309,0.433992,0.571593,0.610801,0.656399,0.710411,0.775914,0.857881,0.965037,1.114667,1.348409,1.812935,1.98043,2.209325,2.361908
4600,94.4,24.8,0.190304,0.259024,0.369072,0.457872,0.599909,0.640265,0.687139,0.742586,0.809724,0.893583,1.002959,1.155263,1.392294,1.86055,2.02854,2.257461,2.409682
4601,94.6,24.8,0.201081,0.272458,0.386432,0.478153,0.624458,0.665947,0.714097,0.771004,0.839835,0.925693,1.037498,1.192879,1.434066,1.908517,2.078117,2.308778,2.461878
4602,71,25,0.020636,0.037059,0.065143,0.089144,0.129643,0.141576,0.155653,0.172592,0.193497,0.220177,0.255871,0.307137,0.390185,0.563977,0.629066,0.719874,0.781502
4603,71.2,25,0.020725,0.036592,0.063562,0.086508,0.125075,0.136408,0.149765,0.165816,0.185597,0.210798,0.244441,0.292635,0.370447,0.532462,0.592875,0.676944,0.733876
4604,71.4,25,0.016646,0.031015,0.055569,0.076557,0.111977,0.122413,0.134727,0.149545,0.167831,0.191166,0.222374,0.267174,0.339705,0.491456,0.548237,0.627395,0.681092
4605,71.6,25,0.014681,0.027349,0.048931,0.067352,0.098423,0.107579,0.118384,0.131391,0.147449,0.167958,0.195415,0.234885,0.298913,0.433446,0.483973,0.554555,0.602532
4606,71.8,25,0.011131,0.021732,0.039827,0.055302,0.081475,0.089202,0.098332,0.109331,0.12293,0.140325,0.163663,0.197301,0.252058,0.367802,0.411521,0.472766,0.514492
4607,72,25,0.012065,0.02171,0.037866,0.051501,0.074325,0.081023,0.088916,0.098401,0.110096,0.125013,0.144958,0.173605,0.220042,0.31764,0.354387,0.405821,0.440828
4608,72.2,25,0.012023,0.021243,0.036458,0.049171,0.070276,0.076438,0.083682,0.092369,0.103051,0.116635,0.134737,0.160626,0.202345,0.289136,0.321543,0.366717,0.397363
4609,72.4,25,0.011423,0.020434,0.035073,0.04717,0.067091,0.072877,0.079665,0.087786,0.097747,0.110374,0.127141,0.151017,0.189267,0.267995,0.29711,0.337459,0.364703
4610,72.6,25,0.007299,0.015026,0.028217,0.039147,0.057227,0.062497,0.068689,0.076112,0.085236,0.096835,0.112287,0.134377,0.169963,0.243893,0.27141,0.309666,0.335566
4611,72.8,25,0.004696,0.010571,0.021564,0.03139,0.047705,0.052477,0.058095,0.06484,0.07315,0.083744,0.097903,0.118236,0.151189,0.220328,0.24626,0.282452,0.307032
4612,73,25,0.003819,0.008606,0.018336,0.026545,0.041559,0.046008,0.051243,0.057529,0.065271,0.075138,0.088329,0.107278,0.138017,0.202612,0.226862,0.260702,0.283673
4613,73.2,25,0.003776,0.006654,0.015618,0.023132,0.035732,0.039443,0.04398,0.049707,0.056755,0.065733,0.077733,0.094973,0.122962,0.181935,0.204139,0.235182,0.256288
4614,73.4,25,0.003778,0.005906,0.014513,0.021616,0.033397,0.036844,0.040905,0.045786,0.051804,0.059484,0.070329,0.086108,0.111624,0.165145,0.185243,0.213314,0.232386
4615,73.6,25,0.003776,0.005461,0.013369,0.020196,0.03139,0.034645,0.038468,0.043051,0.048688,0.055862,0.065437,0.079888,0.103576,0.152979,0.171459,0.197221,0.214696
4616,73.8,25,0.003771,0.005456,0.01267,0.019338,0.030174,0.033308,0.036982,0.041376,0.046766,0.053604,0.063118,0.077142,0.0996,0.146077,0.163363,0.187378,0.203618
4617,74,25,0.003765,0.005452,0.010323,0.016698,0.02708,0.030084,0.033607,0.037821,0.042995,0.049943,0.059573,0.073272,0.095267,0.140974,0.158024,0.18175,0.197818
4618,74.2,25,0.003755,0.005443,0.010264,0.014896,0.024434,0.027347,0.030763,0.035253,0.040908,0.048049,0.057508,0.07097,0.0926,0.137607,0.15441,0.177797,0.193639
4619,74.4,25,0.003746,0.005435,0.010242,0.014872,0.02264,0.025258,0.028511,0.033096,0.03869,0.045752,0.055103,0.068413,0.089815,0.134422,0.151102,0.17434,0.190096
4620,74.6,25,0.003732,0.005424,0.01023,0.014861,0.023395,0.026174,0.029428,0.033319,0.038091,0.045104,0.054436,0.067669,0.088854,0.132745,0.149087,0.171798,0.187162
4621,74.8,25,0.003716,0.005409,0.010214,0.014846,0.023948,0.026749,0.030032,0.033954,0.038766,0.044871,0.052998,0.064623,0.08565,0.129192,0.145396,0.167923,0.183169
4622,75,25,0.003703,0.005398,0.010204,0.014837,0.02433,0.027155,0.030464,0.034418,0.039267,0.045418,0.053605,0.065311,0.084211,0.12514,0.141262,0.163651,0.178792
4623,75.2,25,0.00368,0.005377,0.010184,0.014818,0.024556,0.027392,0.030713,0.034682,0.039548,0.045722,0.053936,0.06568,0.084634,0.124224,0.139028,0.159642,0.174478
4624,75.4,25,0.003659,0.005358,0.010168,0.014803,0.024628,0.02747,0.0308,0.034778,0.039656,0.045842,0.054075,0.065843,0.084834,0.124492,0.139319,0.159962,0.173945
4625,75.6,25,0.003632,0.005334,0.010146,0.014783,0.024556,0.027397,0.030723,0.034698,0.039571,0.045753,0.053979,0.065739,0.084719,0.124358,0.139181,0.159817,0.173796
4626,75.8,25,0.003542,0.005246,0.010055,0.014692,0.02432,0.027154,0.030472,0.034438,0.039301,0.045471,0.053681,0.06542,0.084369,0.123958,0.138765,0.159382,0.173349
4627,76,25,0.003514,0.00522,0.010027,0.014665,0.024105,0.026927,0.030234,0.034186,0.039031,0.04518,0.053364,0.065067,0.083965,0.123464,0.138242,0.158823,0.172768
4628,76.2,25,0.003481,0.00519,0.010001,0.014642,0.024018,0.026831,0.030125,0.034062,0.038891,0.045019,0.053176,0.064843,0.083685,0.123073,0.137811,0.158337,0.172245
4629,76.4,25,0.003438,0.005148,0.009956,0.014597,0.024043,0.02685,0.030138,0.034069,0.038891,0.045012,0.05316,0.064817,0.083645,0.123015,0.137748,0.15827,0.172176
4630,76.6,25,0.003455,0.005168,0.009974,0.014629,0.024381,0.027196,0.030494,0.034438,0.039276,0.045418,0.053595,0.065295,0.084195,0.123712,0.1385,0.159095,0.17305
4631,76.8,25,0.003412,0.005126,0.009933,0.015287,0.025058,0.027881,0.031188,0.035144,0.039998,0.04616,0.054365,0.066102,0.085058,0.124668,0.139482,0.160109,0.174081
4632,77,25,0.00336,0.005074,0.010025,0.01609,0.025922,0.028763,0.032093,0.036076,0.040964,0.047169,0.055432,0.067249,0.086321,0.126143,0.141026,0.16174,0.175768
4633,77.2,25,0.00331,0.005024,0.010881,0.017,0.026925,0.029793,0.033157,0.037179,0.042114,0.048379,0.056718,0.068638,0.087862,0.12796,0.142933,0.165072,0.180201
4634,77.4,25,0.003249,0.004962,0.010733,0.016776,0.026636,0.029496,0.032855,0.036878,0.041822,0.048111,0.0565,0.068525,0.087994,0.131422,0.148066,0.171229,0.186926
4635,77.6,25,0.00318,0.004889,0.011595,0.017722,0.027718,0.030617,0.03402,0.038094,0.043101,0.049464,0.057948,0.070346,0.092237,0.137586,0.154488,0.178007,0.193936
4636,77.8,25,0.00311,0.005467,0.012433,0.018675,0.028849,0.031797,0.035255,0.039395,0.044479,0.051375,0.06119,0.075116,0.097413,0.143579,0.160762,0.184644,0.2008
4637,78,25,0.003048,0.005826,0.012919,0.01927,0.029624,0.032623,0.03632,0.041261,0.047287,0.054886,0.064935,0.079204,0.102058,0.149365,0.166956,0.191392,0.207911
4638,78.2,25,0.003012,0.006309,0.013562,0.02004,0.030594,0.033649,0.037752,0.042781,0.048921,0.056677,0.066949,0.081561,0.105016,0.153719,0.171881,0.197146,0.214255
4639,78.4,25,0.003259,0.006843,0.014267,0.020883,0.032409,0.036137,0.040487,0.045663,0.051981,0.059957,0.070516,0.085519,0.109565,0.159368,0.177899,0.203645,0.221059
4640,78.6,25,0.002966,0.005594,0.012766,0.019255,0.031566,0.035355,0.039787,0.045076,0.051553,0.059762,0.070674,0.086262,0.111413,0.164033,0.18376,0.211287,0.229978
4641,78.8,25,0.002952,0.006169,0.013549,0.020203,0.033719,0.037656,0.04226,0.04775,0.054469,0.062976,0.074274,0.090388,0.116343,0.17049,0.190744,0.218972,0.238117
4642,79,25,0.003279,0.006896,0.014455,0.021248,0.033082,0.037087,0.041777,0.04738,0.054251,0.06297,0.07458,0.091203,0.118119,0.174735,0.196056,0.225883,0.246181
4643,79.2,25,0.003834,0.007542,0.015244,0.022156,0.035194,0.039358,0.04423,0.050045,0.057168,0.066197,0.078206,0.09537,0.123102,0.181232,0.203065,0.233561,0.254285
4644,79.4,25,0.004426,0.008163,0.015905,0.022859,0.034251,0.037949,0.04289,0.0488,0.056057,0.065284,0.0776,0.09529,0.12405,0.184928,0.207964,0.240278,0.26232
4645,79.6,25,0.004885,0.00861,0.016336,0.023291,0.034686,0.03889,0.04393,0.049957,0.057358,0.066765,0.079321,0.097351,0.126654,0.188654,0.212106,0.244992,0.267418
4646,79.8,25,0.005314,0.008983,0.016624,0.023517,0.035199,0.0395,0.04454,0.050568,0.057968,0.067373,0.079923,0.097941,0.12721,0.189104,0.212506,0.245317,0.267686
4647,80,25,0.005661,0.009305,0.016899,0.023764,0.035527,0.039787,0.04478,0.050753,0.058089,0.067416,0.079865,0.097744,0.126798,0.188264,0.211511,0.24411,0.266341
4648,80.2,25,0.005887,0.009536,0.017141,0.024019,0.036105,0.040288,0.045194,0.051065,0.058277,0.067451,0.079698,0.097288,0.125874,0.186337,0.2092,0.241258,0.263119
4649,80.4,25,0.006121,0.00981,0.017469,0.024393,0.036518,0.040636,0.045468,0.051254,0.058368,0.067422,0.07952,0.096908,0.125186,0.185052,0.207703,0.239472,0.261144
4650,80.6,25,0.006288,0.010033,0.017764,0.026026,0.040449,0.044601,0.049462,0.055265,0.062378,0.071392,0.083377,0.100495,0.128103,0.185794,0.207406,0.237551,0.258011
4651,80.8,25,0.006251,0.010034,0.018027,0.026929,0.041295,0.045432,0.050276,0.05606,0.063148,0.072131,0.084071,0.101121,0.128603,0.185977,0.207453,0.237394,0.25771
4652,81,25,0.005976,0.009764,0.02049,0.029671,0.044395,0.048616,0.053547,0.059421,0.066598,0.075662,0.087663,0.104711,0.131996,0.18834,0.20925,0.238261,0.257859
4653,81.2,25,0.005636,0.009906,0.020649,0.029849,0.044604,0.048834,0.053774,0.05966,0.066852,0.075934,0.087955,0.105029,0.132353,0.188759,0.209685,0.238714,0.258322
4654,81.4,25,0.005214,0.009823,0.0206,0.029826,0.044615,0.048853,0.053802,0.059697,0.066896,0.075988,0.088021,0.105102,0.132426,0.188798,0.209701,0.238693,0.25827
