lon,lat,nu5_5
66.900,34.400,0.003500
66.900,34.500,0.003000
66.900,34.600,0.002500
66.900,34.700,0.002000
66.900,34.800,0.001500
66.900,34.900,0.001200
66.900,35.000,0.000800
66.900,35.100,0.000600
66.900,35.200,0.000400
66.900,35.300,0.000300
66.900,35.400,0.000200
66.900,35.500,0.000100
66.900,35.600,0.000100
67.000,32.400,0.000100
67.000,32.500,0.000100
67.000,32.600,0.000200
67.000,32.700,0.000300
67.000,32.800,0.000400
67.000,32.900,0.000600
67.000,33.000,0.000900
67.000,33.100,0.001200
67.000,33.200,0.001600
67.000,33.300,0.002100
67.000,33.400,0.002600
67.000,33.500,0.003100
67.000,33.600,0.003600
67.000,33.700,0.004000
67.000,33.800,0.004400
67.000,33.900,0.004600
67.000,34.000,0.004700
67.000,34.100,0.004600
67.000,34.200,0.004400
67.000,34.300,0.004000
67.000,34.400,0.003600
67.000,34.500,0.003100
67.000,34.600,0.002500
67.000,34.700,0.002000
67.000,34.800,0.001600
67.000,34.900,0.001200
67.000,35.000,0.000800
67.000,35.100,0.000600
67.000,35.200,0.000400
67.000,35.300,0.000300
67.000,35.400,0.000200
67.000,35.500,0.000100
67.000,35.600,0.000100
67.100,32.400,0.000100
67.100,32.500,0.000100
67.100,32.600,0.000200
67.100,32.700,0.000300
67.100,32.800,0.000400
67.100,32.900,0.000600
67.100,33.000,0.000800
67.100,33.100,0.001200
67.100,33.200,0.001600
67.100,33.300,0.002000
67.100,33.400,0.002500
67.100,33.500,0.003100
67.100,33.600,0.003600
67.100,33.700,0.004000
67.100,33.800,0.004400
67.100,33.900,0.004600
67.100,34.000,0.004700
67.100,34.100,0.004600
67.100,34.200,0.004300
67.100,34.300,0.004000
67.100,34.400,0.003500
67.100,34.500,0.003000
67.100,34.600,0.002500
67.100,34.700,0.002000
67.100,34.800,0.001500
67.100,34.900,0.001200
67.100,35.000,0.000800
67.100,35.100,0.000600
67.100,35.200,0.000400
67.100,35.300,0.000300
67.100,35.400,0.000200
67.100,35.500,0.000100
67.100,35.600,0.000100
67.200,32.400,0.000100
67.200,32.500,0.000100
67.200,32.600,0.000200
67.200,32.700,0.000300
67.200,32.800,0.000400
67.200,32.900,0.000600
67.200,33.000,0.000800
67.200,33.100,0.001100
67.200,33.200,0.001500
67.200,33.300,0.002000
67.200,33.400,0.002400
67.200,33.500,0.002900
67.200,33.600,0.003400
67.200,33.700,0.003900
67.200,33.800,0.004200
67.200,33.900,0.004400
67.200,34.000,0.004500
67.200,34.100,0.004400
67.200,34.200,0.004200
67.200,34.300,0.003800
67.200,34.400,0.003400
67.200,34.500,0.002900
67.200,34.600,0.002400
67.200,34.700,0.001900
67.200,34.800,0.001500
67.200,34.900,0.001100
67.200,35.000,0.000800
67.200,35.100,0.000600
67.200,35.200,0.000400
67.200,35.300,0.000200
67.200,35.400,0.000200
67.200,35.500,0.000100
67.200,35.600,0.000100
67.300,32.400,0.000100
67.300,32.500,0.000100
67.300,32.600,0.000200
67.300,32.700,0.000200
67.300,32.800,0.000400
67.300,32.900,0.000500
67.300,33.000,0.000800
67.300,33.100,0.001100
67.300,33.200,0.001400
67.300,33.300,0.001800
67.300,33.400,0.002300
67.300,33.500,0.002800
67.300,33.600,0.003200
67.300,33.700,0.003600
67.300,33.800,0.004000
67.300,33.900,0.004200
67.300,34.000,0.004200
67.300,34.100,0.004200
67.300,34.200,0.003900
67.300,34.300,0.003600
67.300,34.400,0.003200
67.300,34.500,0.002700
67.300,34.600,0.002300
67.300,34.700,0.001800
67.300,34.800,0.001400
67.300,34.900,0.001000
67.300,35.000,0.000800
67.300,35.100,0.000500
67.300,35.200,0.000400
67.300,35.300,0.000200
67.300,35.400,0.000100
67.300,35.500,0.000100
67.300,35.600,0.000100
67.400,32.500,0.000100
67.400,32.600,0.000100
67.400,32.700,0.000200
67.400,32.800,0.000300
67.400,32.900,0.000500
67.400,33.000,0.000700
67.400,33.100,0.001000
67.400,33.200,0.001300
67.400,33.300,0.001700
67.400,33.400,0.002100
67.400,33.500,0.002600
67.400,33.600,0.003000
67.400,33.700,0.003400
67.400,33.800,0.003600
67.400,33.900,0.003800
67.400,34.000,0.003900
67.400,34.100,0.003800
67.400,34.200,0.003600
67.400,34.300,0.003300
67.400,34.400,0.003000
67.400,34.500,0.002500
67.400,34.600,0.002100
67.400,34.700,0.001700
67.400,34.800,0.001300
67.400,34.900,0.001000
67.400,35.000,0.000700
67.400,35.100,0.000500
67.400,35.200,0.000300
67.400,35.300,0.000200
67.400,35.400,0.000100
67.400,35.500,0.000100
67.500,32.500,0.000100
67.500,32.600,0.000100
67.500,32.700,0.000200
67.500,32.800,0.000300
67.500,32.900,0.000400
67.500,33.000,0.000600
67.500,33.100,0.000900
67.500,33.200,0.001200
67.500,33.300,0.001500
67.500,33.400,0.001900
67.500,33.500,0.002300
67.500,33.600,0.002700
67.500,33.700,0.003000
67.500,33.800,0.003300
67.500,33.900,0.003500
67.500,34.000,0.003500
67.500,34.100,0.003400
67.500,34.200,0.003300
67.500,34.300,0.003000
67.500,34.400,0.002700
67.500,34.500,0.002300
67.500,34.600,0.001900
67.500,34.700,0.001500
67.500,34.800,0.001200
67.500,34.900,0.000900
67.500,35.000,0.000600
67.500,35.100,0.000400
67.500,35.200,0.000300
67.500,35.300,0.000200
67.500,35.400,0.000100
67.500,35.500,0.000100
67.600,32.500,0.000100
67.600,32.600,0.000100
67.600,32.700,0.000200
67.600,32.800,0.000300
67.600,32.900,0.000400
67.600,33.000,0.000600
67.600,33.100,0.000800
67.600,33.200,0.001000
67.600,33.300,0.001300
67.600,33.400,0.001700
67.600,33.500,0.002000
67.600,33.600,0.002400
67.600,33.700,0.002600
67.600,33.800,0.002900
67.600,33.900,0.003000
67.600,34.000,0.003100
67.600,34.100,0.003000
67.600,34.200,0.002900
67.600,34.300,0.002600
67.600,34.400,0.002300
67.600,34.500,0.002000
67.600,34.600,0.001700
67.600,34.700,0.001300
67.600,34.800,0.001000
67.600,34.900,0.000800
67.600,35.000,0.000600
67.600,35.100,0.000400
67.600,35.200,0.000300
67.600,35.300,0.000200
67.600,35.400,0.000100
67.600,35.500,0.000100
67.700,32.500,0.000100
67.700,32.600,0.000100
67.700,32.700,0.000100
67.700,32.800,0.000200
67.700,32.900,0.000300
67.700,33.000,0.000500
67.700,33.100,0.000700
67.700,33.200,0.000900
67.700,33.300,0.001100
67.700,33.400,0.001400
67.700,33.500,0.001700
67.700,33.600,0.002000
67.700,33.700,0.002300
67.700,33.800,0.002500
67.700,33.900,0.002600
67.700,34.000,0.002600
67.700,34.100,0.002600
67.700,34.200,0.002500
67.700,34.300,0.002300
67.700,34.400,0.002000
67.700,34.500,0.001700
67.700,34.600,0.001400
67.700,34.700,0.001100
67.700,34.800,0.000900
67.700,34.900,0.000700
67.700,35.000,0.000500
67.700,35.100,0.000300
67.700,35.200,0.000200
67.700,35.300,0.000100
67.700,35.400,0.000100
67.700,35.500,0.000100
67.800,32.600,0.000100
67.800,32.700,0.000100
67.800,32.800,0.000200
67.800,32.900,0.000300
67.800,33.000,0.000400
67.800,33.100,0.000600
67.800,33.200,0.000700
67.800,33.300,0.001000
67.800,33.400,0.001200
67.800,33.500,0.001400
67.800,33.600,0.001700
67.800,33.700,0.001900
67.800,33.800,0.002100
67.800,33.900,0.002200
67.800,34.000,0.002200
67.800,34.100,0.002200
67.800,34.200,0.002100
67.800,34.300,0.001900
67.800,34.400,0.001700
67.800,34.500,0.001400
67.800,34.600,0.001200
67.800,34.700,0.001000
67.800,34.800,0.000700
67.800,34.900,0.000600
67.800,35.000,0.000400
67.800,35.100,0.000300
67.800,35.200,0.000200
67.800,35.300,0.000100
67.800,35.400,0.000100
67.800,35.500,0.000100
67.900,32.600,0.000100
67.900,32.700,0.000100
67.900,32.800,0.000200
67.900,32.900,0.000200
67.900,33.000,0.000300
67.900,33.100,0.000500
67.900,33.200,0.000600
67.900,33.300,0.000800
67.900,33.400,0.001000
67.900,33.500,0.001200
67.900,33.600,0.001400
67.900,33.700,0.001600
67.900,33.800,0.001700
67.900,33.900,0.001800
67.900,34.000,0.001800
67.900,34.100,0.001800
67.900,34.200,0.001700
67.900,34.300,0.001600
67.900,34.400,0.001400
67.900,34.500,0.001200
67.900,34.600,0.001000
67.900,34.700,0.000800
67.900,34.800,0.000600
67.900,34.900,0.000500
67.900,35.000,0.000300
67.900,35.100,0.000200
67.900,35.200,0.000200
67.900,35.300,0.000100
67.900,35.400,0.000100
67.900,35.500,0.000100
67.900,35.600,0.000100
67.900,35.700,0.000100
67.900,35.800,0.000100
67.900,35.900,0.000100
67.900,36.000,0.000100
67.900,36.100,0.000100
67.900,36.200,0.000100
67.900,36.300,0.000100
67.900,36.400,0.000100
67.900,36.500,0.000100
67.900,36.600,0.000100
67.900,36.700,0.000100
67.900,36.800,0.000100
67.900,36.900,0.000100
67.900,37.000,0.000100
67.900,37.100,0.000100
68.000,32.600,0.000100
68.000,32.700,0.000100
68.000,32.800,0.000100
68.000,32.900,0.000200
68.000,33.000,0.000300
68.000,33.100,0.000400
68.000,33.200,0.000500
68.000,33.300,0.000600
68.000,33.400,0.000800
68.000,33.500,0.000900
68.000,33.600,0.001100
68.000,33.700,0.001200
68.000,33.800,0.001400
68.000,33.900,0.001400
68.000,34.000,0.001500
68.000,34.100,0.001400
68.000,34.200,0.001400
68.000,34.300,0.001200
68.000,34.400,0.001100
68.000,34.500,0.000900
68.000,34.600,0.000800
68.000,34.700,0.000600
68.000,34.800,0.000500
68.000,34.900,0.000400
68.000,35.000,0.000300
68.000,35.100,0.000200
68.000,35.200,0.000100
68.000,35.300,0.000100
68.000,35.400,0.000100
68.000,35.500,0.000100
68.000,35.600,0.000100
68.000,35.700,0.000100
68.000,35.800,0.000100
68.000,35.900,0.000200
68.000,36.000,0.000200
68.000,36.100,0.000200
68.000,36.200,0.000200
68.000,36.300,0.000200
68.000,36.400,0.000200
68.000,36.500,0.000200
68.000,36.600,0.000200
68.000,36.700,0.000200
68.000,36.800,0.000200
68.000,36.900,0.000200
68.000,37.000,0.000100
68.000,37.100,0.000100
68.000,37.200,0.000100
68.000,37.300,0.000100
68.100,32.700,0.000100
68.100,32.800,0.000100
68.100,32.900,0.000100
68.100,33.000,0.000200
68.100,33.100,0.000300
68.100,33.200,0.000400
68.100,33.300,0.000500
68.100,33.400,0.000600
68.100,33.500,0.000700
68.100,33.600,0.000900
68.100,33.700,0.001000
68.100,33.800,0.001100
68.100,33.900,0.001100
68.100,34.000,0.001100
68.100,34.100,0.001100
68.100,34.200,0.001100
68.100,34.300,0.001000
68.100,34.400,0.000900
68.100,34.500,0.000700
68.100,34.600,0.000600
68.100,34.700,0.000500
68.100,34.800,0.000400
68.100,34.900,0.000300
68.100,35.000,0.000200
68.100,35.100,0.000200
68.100,35.200,0.000100
68.100,35.300,0.000100
68.100,35.400,0.000100
68.100,35.500,0.000100
68.100,35.600,0.000200
68.100,35.700,0.000200
68.100,35.800,0.000300
68.100,35.900,0.000300
68.100,36.000,0.000300
68.100,36.100,0.000400
68.100,36.200,0.000400
68.100,36.300,0.000400
68.100,36.400,0.000400
68.100,36.500,0.000400
68.100,36.600,0.000400
68.100,36.700,0.000400
68.100,36.800,0.000400
68.100,36.900,0.000300
68.100,37.000,0.000300
68.100,37.100,0.000200
68.100,37.200,0.000200
68.100,37.300,0.000100
68.100,37.400,0.000100
68.100,37.500,0.000100
68.200,32.800,0.000100
68.200,32.900,0.000100
68.200,33.000,0.000200
68.200,33.100,0.000200
68.200,33.200,0.000300
68.200,33.300,0.000400
68.200,33.400,0.000500
68.200,33.500,0.000600
68.200,33.600,0.000700
68.200,33.700,0.000700
68.200,33.800,0.000800
68.200,33.900,0.000800
68.200,34.000,0.000900
68.200,34.100,0.000900
68.200,34.200,0.000800
68.200,34.300,0.000700
68.200,34.400,0.000700
68.200,34.500,0.000600
68.200,34.600,0.000500
68.200,34.700,0.000400
68.200,34.800,0.000300
68.200,34.900,0.000200
68.200,35.000,0.000200
68.200,35.100,0.000200
68.200,35.200,0.000200
68.200,35.300,0.000200
68.200,35.400,0.000200
68.200,35.500,0.000200
68.200,35.600,0.000300
68.200,35.700,0.000400
68.200,35.800,0.000400
68.200,35.900,0.000500
68.200,36.000,0.000600
68.200,36.100,0.000700
68.200,36.200,0.000700
68.200,36.300,0.000800
68.200,36.400,0.000800
68.200,36.500,0.000800
68.200,36.600,0.000700
68.200,36.700,0.000700
68.200,36.800,0.000600
68.200,36.900,0.000500
68.200,37.000,0.000400
68.200,37.100,0.000400
68.200,37.200,0.000300
68.200,37.300,0.000200
68.200,37.400,0.000200
68.200,37.500,0.000100
68.200,37.600,0.000100
68.200,37.700,0.000100
68.300,32.800,0.000100
68.300,32.900,0.000100
68.300,33.000,0.000100
68.300,33.100,0.000200
68.300,33.200,0.000200
68.300,33.300,0.000300
68.300,33.400,0.000300
68.300,33.500,0.000400
68.300,33.600,0.000500
68.300,33.700,0.000600
68.300,33.800,0.000600
68.300,33.900,0.000600
68.300,34.000,0.000600
68.300,34.100,0.000600
68.300,34.200,0.000600
68.300,34.300,0.000600
68.300,34.400,0.000500
68.300,34.500,0.000400
68.300,34.600,0.000400
68.300,34.700,0.000300
68.300,34.800,0.000200
68.300,34.900,0.000200
68.300,35.000,0.000200
68.300,35.100,0.000200
68.300,35.200,0.000200
68.300,35.300,0.000300
68.300,35.400,0.000400
68.300,35.500,0.000500
68.300,35.600,0.000600
68.300,35.700,0.000800
68.300,35.800,0.001000
68.300,35.900,0.001200
68.300,36.000,0.001400
68.300,36.100,0.001600
68.300,36.200,0.001700
68.300,36.300,0.001800
68.300,36.400,0.001900
68.300,36.500,0.001900
68.300,36.600,0.001800
68.300,36.700,0.001700
68.300,36.800,0.001600
68.300,36.900,0.001400
68.300,37.000,0.001200
68.300,37.100,0.001000
68.300,37.200,0.000800
68.300,37.300,0.000600
68.300,37.400,0.000500
68.300,37.500,0.000300
68.300,37.600,0.000200
68.300,37.700,0.000200
68.300,37.800,0.000100
68.300,37.900,0.000100
68.400,32.900,0.000100
68.400,33.000,0.000100
68.400,33.100,0.000100
68.400,33.200,0.000200
68.400,33.300,0.000200
68.400,33.400,0.000300
68.400,33.500,0.000300
68.400,33.600,0.000400
68.400,33.700,0.000400
68.400,33.800,0.000400
68.400,33.900,0.000500
68.400,34.000,0.000500
68.400,34.100,0.000500
68.400,34.200,0.000400
68.400,34.300,0.000400
68.400,34.400,0.000400
68.400,34.500,0.000300
68.400,34.600,0.000300
68.400,34.700,0.000200
68.400,34.800,0.000200
68.400,34.900,0.000200
68.400,35.000,0.000200
68.400,35.100,0.000200
68.400,35.200,0.000300
68.400,35.300,0.000400
68.400,35.400,0.000500
68.400,35.500,0.000700
68.400,35.600,0.000900
68.400,35.700,0.001200
68.400,35.800,0.001500
68.400,35.900,0.001800
68.400,36.000,0.002100
68.400,36.100,0.002400
68.400,36.200,0.002600
68.400,36.300,0.002800
68.400,36.400,0.002900
68.400,36.500,0.002900
68.400,36.600,0.002800
68.400,36.700,0.002600
68.400,36.800,0.002400
68.400,36.900,0.002100
68.400,37.000,0.001800
68.400,37.100,0.001500
68.400,37.200,0.001200
68.400,37.300,0.000900
68.400,37.400,0.000700
68.400,37.500,0.000500
68.400,37.600,0.000400
68.400,37.700,0.000300
68.400,37.800,0.000200
68.400,37.900,0.000100
68.400,38.000,0.000100
68.500,33.000,0.000100
68.500,33.100,0.000100
68.500,33.200,0.000100
68.500,33.300,0.000100
68.500,33.400,0.000200
68.500,33.500,0.000200
68.500,33.600,0.000300
68.500,33.700,0.000300
68.500,33.800,0.000300
68.500,33.900,0.000300
68.500,34.000,0.000300
68.500,34.100,0.000300
68.500,34.200,0.000300
68.500,34.300,0.000300
68.500,34.400,0.000300
68.500,34.500,0.000200
68.500,34.600,0.000200
68.500,34.700,0.000200
68.500,34.800,0.000200
68.500,34.900,0.000200
68.500,35.000,0.000200
68.500,35.100,0.000300
68.500,35.200,0.000400
68.500,35.300,0.000600
