5.54E-002
6.88E-002
8.53E-002
1.06E-001
1.31E-001
1.63E-001
2.02E-001
2.51E-001
3.12E-001
3.87E-001
4.80E-001
5.95E-001
7.39E-001
9.17E-001
1.14E+000
1.41E+000
1.75E+000
2.17E+000
2.70E+000
3.33E+000
4.07E+000
4.71E+000
