1.0097, 122.45
1.1365, 121.36
1.2779, 119.12
1.4369, 117.11
1.6156, 114.78
1.8166, 112.05
2.0427, 108.79
2.2968, 105.70
2.5826, 102.71
2.9039, 99.253
3.2652, 95.539
3.6715, 91.820
4.1283, 87.764
4.6419, 83.756
5.2195, 79.744
5.8689, 75.509
6.5991, 71.331
7.4201, 67.070
8.3433, 62.964
9.3814, 58.925
10.549, 54.801
11.861, 50.727
13.337, 46.882
14.996, 43.261
16.862, 39.702
18.960, 36.095
21.319, 32.867
23.971, 30.069
26.954, 27.167
30.307, 24.641
34.078, 22.158
38.318, 19.957
43.086, 17.890
48.446, 15.938
54.474, 14.176
61.252, 12.550
68.873, 11.110
77.442, 9.8204
87.077, 8.6194
97.911, 7.5358
110.09, 6.5832
123.79, 5.7466
139.19, 4.9772
156.51, 4.2873
175.98, 3.6786
197.88, 3.1341
222.50, 2.6557
250.18, 2.2345
278.33, 1.8822
303.11, 1.6526
