0.99969, 88.636
1.1608, 86.007
1.3051, 83.687
1.4673, 81.050
1.6496, 78.250
1.8546, 75.430
2.0852, 72.428
2.3443, 69.274
2.6357, 66.206
2.9633, 63.125
3.3315, 59.673
3.7456, 56.366
4.2111, 53.076
4.7345, 49.822
5.3230, 46.585
5.9845, 43.423
6.7283, 40.223
7.5646, 37.201
8.5048, 34.272
9.5618, 31.475
10.750, 28.861
12.086, 26.382
13.588, 24.021
15.277, 21.855
17.176, 19.853
19.311, 17.922
21.711, 16.129
24.409, 14.458
27.443, 12.991
30.854, 11.673
34.689, 10.423
39.000, 9.2776
43.847, 8.2326
49.297, 7.3053
55.424, 6.4672
62.312, 5.7119
70.057, 5.0291
78.764, 4.4141
88.553, 3.8653
99.559, 3.3688
111.93, 2.9315
125.84, 2.5391
141.49, 2.1923
159.07, 1.8870
178.84, 1.6141
201.07, 1.3710
226.06, 1.1591
254.15, 0.97200
302.13, 0.72333
