lon,lat,PGA-0.002105,PGA-0.00040397,SA(0.2)-0.002105,SA(0.2)-0.00040397,SA(1.0)-0.002105,SA(1.0)-0.00040397
68.2,23.6,0.9298363099115624,0.8121771978855324,0.9857995406330364,0.8670380619291032,0.8869779942693411,0.6495238709984269
68.4,23.8,0.9026189127341342,0.7818003804408639,0.9020195646168596,0.8045523054410472,0.912891217500908,0.6509562365417408
68.6,23.4,0.7623674238990518,0.6826482785609593,0.7645105245389596,0.6965366003454382,0.7781968065051917,0.5967142988662966
68.6,23.6,0.7871114981532086,0.6880985590456531,0.7794635936127332,0.6997299841010726,0.8220958023293432,0.6107399139898857
68.8,23.2,0.7487800950157016,0.6759160672871378,0.7285554361454415,0.6744535337559752,0.7843169045861021,0.5918813819202035
68.8,23.4,0.7450217649552737,0.6658217772776145,0.7255458352952839,0.668629523899154,0.7585835925678788,0.585999821868963
68.8,23.6,0.7478426826840893,0.6636462888916658,0.7368281180608913,0.6724740695033231,0.7790613543485615,0.591730588235294
68.8,23.8,0.7408162763926324,0.660888985930407,0.7381812543103636,0.6735771660297901,0.7987710551019324,0.6051166582224021
68.8,24.0,0.7493067741375654,0.6698414836946543,0.7399978420371169,0.679383430000895,0.7917627689398337,0.6082854770543491
68.8,24.2,0.7461122477943091,0.6760457159857199,0.7468076673835665,0.6890767929274175,0.7939464835199695,0.611863751119798
69.0,22.2,0.6392967384821436,0.6043207377321025,0.6684435605469765,0.6225531861529285,0.6887993352209775,0.5464604171512755
69.0,22.4,0.6636615422457262,0.6160729277438853,0.6721706415493528,0.6270011557497591,0.6774877751963713,0.5425636840435983
69.0,23.0,0.7169284094136825,0.6599451108351608,0.6882166518449966,0.6545789803507672,0.7436290230214179,0.5787589535873366
69.0,23.2,0.7071580935196795,0.6555968236707262,0.6964166387087583,0.65855983483668,0.7555956434811981,0.5887371394048339
69.0,23.4,0.7196981667321976,0.6551200257102301,0.7028628145922955,0.6595231056875974,0.7575936758481021,0.5929452793536629
69.0,23.6,0.7191260000483406,0.6511232322492396,0.7060843212444756,0.6581337643191535,0.780377172955733,0.5959099944781888
69.0,23.8,0.710159828229121,0.647397373143315,0.7081406531084558,0.6585384394868591,0.75863188992053,0.5897937446547281
69.0,24.0,0.7134141122345262,0.6526640035375147,0.7069660163987073,0.6598137804412898,0.7753537076892977,0.6023735703901919
69.0,24.2,0.7057282832944998,0.6534925648612393,0.7072666853150814,0.6627069067690121,0.7941568266546039,0.6084605836604287
69.2,22.0,0.6514077008380552,0.6288965959636547,0.6589718258203289,0.6314145603193092,0.630748710322071,0.5195710699053208
69.2,22.2,0.6277486962270156,0.5835609009315496,0.6566482675702263,0.6025733721505991,0.6894524368419831,0.5411102840128263
69.2,23.0,0.6858972845746344,0.650665436134519,0.6779784824102074,0.6563850055057823,0.7418673981272985,0.5910619410855195
69.2,23.2,0.6998575830464759,0.6584223277845078,0.6884039495363745,0.6667176159585445,0.731345833600205,0.5918063105979936
69.2,23.4,0.6977920155275952,0.6570571093149377,0.6940394038637325,0.6685023392805809,0.7674414414414416,0.6113336704646618
69.2,23.6,0.6938524541934876,0.6505339606972057,0.6950452160198111,0.6650853578996213,0.7779812874775426,0.6106253307393992
69.2,23.8,0.6946947748441055,0.6477368795324675,0.6907768311651583,0.6574079150315312,0.7591671717246374,0.6001292985614612
69.2,24.0,0.6822266278189353,0.6403238480524232,0.6834177946530987,0.6505847616249948,0.7461395839721603,0.5922796326392862
69.2,24.2,0.6680216926835751,0.6324220324205813,0.674819555124044,0.644095884013686,0.7420614637237302,0.5873813144709698
69.4,22.0,0.6415911707163469,0.5824674879863828,0.6541290467401607,0.5918033636494108,0.6427234868893679,0.5145963461783924
69.4,22.2,0.6182882718304713,0.5671183185150581,0.6444890606928653,0.584247060848175,0.6930736251229296,0.5354493580599143
69.4,23.0,0.6847829720179545,0.6583735786558296,0.6766656589467906,0.6685819407844128,0.7506367870262378,0.6103915145188492
69.4,23.2,0.6990263899564437,0.6733951777140578,0.6920085643696419,0.6861087100972977,0.7316175839885634,0.6150429757542684
69.4,23.4,0.7008003455259393,0.6756877199510986,0.7002090971442303,0.6922781165426284,0.7389900276704747,0.6179287850720221
69.4,23.6,0.7015295810133667,0.6732274494781899,0.6993091425411005,0.6864702409311053,0.7262158754629963,0.6110035231173484
69.4,23.8,0.6858350717063476,0.6581440214096413,0.6889740094125268,0.6724597686075757,0.7140423695467295,0.6003838601240333
69.4,24.0,0.6649725614395496,0.6411533834602349,0.6716619837161734,0.6545609773075317,0.7115660683089854,0.5882870903685177
