longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,name,id
60.0,23.6,5.5,106,2.5e-05,0.00265,14,subduction interface,-0.642059991328,0.72,8.6,23.6N 60E 0-25 km depth,23p6N60Ez14
60.0,23.8,5.5,106,3.6e-05,0.003816,14,subduction interface,-0.483697499233,0.72,8.6,23.8N 60E 0-25 km depth,23p8N60Ez14
60.0,24.0,5.5,106,4.7e-05,0.004982,14,subduction interface,-0.367902142064,0.72,8.6,24N 60E 0-25 km depth,24N60Ez14
60.0,24.2,5.5,106,5.4e-05,0.005724,14,subduction interface,-0.307606240177,0.72,8.6,24.2N 60E 0-25 km depth,24p2N60Ez14
60.0,24.4,5.5,106,5.7e-05,0.006042,14,subduction interface,-0.284125144328,0.72,8.6,24.4N 60E 0-25 km depth,24p4N60Ez14
60.0,24.6,5.5,106,5.7e-05,0.006042,14,subduction interface,-0.284125144328,0.72,8.6,24.6N 60E 0-25 km depth,24p6N60Ez14
60.0,24.8,5.5,106,5.7e-05,0.006042,14,subduction interface,-0.284125144328,0.72,8.6,24.8N 60E 0-25 km depth,24p8N60Ez14
60.0,25.0,5.5,106,5.9e-05,0.006254,14,subduction interface,-0.269147988358,0.72,8.6,25N 60E 0-25 km depth,25N60Ez14
60.0,25.2,5.5,106,6.6e-05,0.006996,14,subduction interface,-0.220456064458,0.72,8.6,25.2N 60E 0-25 km depth,25p2N60Ez14
60.0,25.4,5.5,106,7.9e-05,0.008374,14,subduction interface,-0.14237290871,0.72,8.6,25.4N 60E 0-25 km depth,25p4N60Ez14
60.0,25.6,5.5,106,9.8e-05,0.010388,14,subduction interface,-0.0487739243075,0.72,8.6,25.6N 60E 0-25 km depth,25p6N60Ez14
60.0,25.8,5.5,106,0.000118,0.012508,14,subduction interface,0.0318820073061,0.72,8.6,25.8N 60E 0-25 km depth,25p8N60Ez14
60.0,26.0,5.5,106,0.000135,0.01431,14,subduction interface,0.090333768495,0.72,8.6,26N 60E 0-25 km depth,26N60Ez14
60.0,26.2,5.5,106,0.000144,0.015264,14,subduction interface,0.118362492095,0.72,8.6,26.2N 60E 0-25 km depth,26p2N60Ez14
60.0,26.4,5.5,106,0.00014,0.01484,14,subduction interface,0.106128035678,0.72,8.6,26.4N 60E 0-25 km depth,26p4N60Ez14
