longitude,latitude,mmin,duration,lambda,nu,distance,zoneid,in zoneid,tectonic subregion,a,b,mmax,name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
69.0,36.0,5.5,97,0.00022164948453608246,0.0215,0.0,169.0,169.0,subduction intraslab,0.9656667256493607,0.84,8.6,36N 69E 180-300 km depth,36N69Ez169p0,-3.8,-4.12,-4.96
69.0,37.0,5.5,97,0.00019690721649484534,0.0191,0.0,169.0,169.0,subduction intraslab,0.9142616329814826,0.84,8.6,37N 69E 180-300 km depth,37N69Ez169p0,-3.87,-4.18,-5.02
70.0,35.0,5.5,97,9.175257731958763e-05,0.0089,0.0,169.0,169.0,subduction intraslab,0.5826182723786681,0.84,8.6,35N 70E 180-300 km depth,35N70Ez169p0,-4.54,-4.59,-5.43
70.0,36.0,5.5,97,0.0020329896907216494,0.1972,0.0,169.0,169.0,subduction intraslab,1.9281351763389476,0.84,8.6,36N 70E 180-300 km depth,36N70Ez169p0,-2.71,-3.12,-3.96
70.0,37.0,5.5,97,0.0018463917525773197,0.1791,0.0,169.0,169.0,subduction intraslab,1.886323851582787,0.84,8.6,37N 70E 180-300 km depth,37N70Ez169p0,-2.75,-3.16,-4.0
71.0,36.0,5.5,97,0.0030525773195876284,0.2961,0.0,169.0,169.0,subduction intraslab,2.1046666731230546,0.84,8.6,36N 71E 180-300 km depth,36N71Ez169p0,-2.52,-2.94,-3.78
71.0,37.0,5.5,97,0.002838144329896907,0.2753,0.0,169.0,169.0,subduction intraslab,2.0730344771270857,0.84,8.6,37N 71E 180-300 km depth,37N71Ez169p0,-2.56,-2.97,-3.81
72.0,36.0,5.5,97,0.0007989690721649485,0.0775,0.0,169.0,169.0,subduction intraslab,1.5225299682400655,0.84,8.6,36N 72E 180-300 km depth,36N72Ez169p0,-3.13,-3.53,-4.37
66.0,33.0,5.5,97,3.092783505154639e-06,0.0003,338.8900772961178,169.0,,subduction intraslab,-0.8896504795465825,0.84,8.6,33N 66E 180-300 km depth,33N66Ez169p0,,,
66.0,34.0,5.5,97,1.5463917525773197e-05,0.0015,293.0792553758119,169.0,,subduction intraslab,-0.19068047521056375,0.84,8.6,34N 66E 180-300 km depth,34N66Ez169p0,,,
66.0,35.0,5.5,97,3.092783505154639e-06,0.0003,273.4696932914779,169.0,,subduction intraslab,-0.8896504795465825,0.84,8.6,35N 66E 180-300 km depth,35N66Ez169p0,,,
67.0,33.0,5.5,97,9.278350515463917e-06,0.0009,265.84170259100136,169.0,,subduction intraslab,-0.4125292248269199,0.84,8.6,33N 67E 180-300 km depth,33N67Ez169p0,,,
67.0,34.0,5.5,97,4.845360824742268e-05,0.0047,205.36199879018545,169.0,,subduction intraslab,0.30532612366947287,0.84,8.6,34N 67E 180-300 km depth,34N67Ez169p0,,-5.03,-5.87
