longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,name,id
65.2,33.4,5.5,97,2e-06,0.000194,169,subduction intraslab Himalayas,-1.07897000434,0.84,8.6,33.4N 65.2E 180-300 km depth,33p4N65p2Ez169
65.2,33.6,5.5,97,3e-06,0.000291,169,subduction intraslab Himalayas,-0.90287874528,0.84,8.6,33.6N 65.2E 180-300 km depth,33p6N65p2Ez169
65.2,33.8,5.5,97,4e-06,0.000388,169,subduction intraslab Himalayas,-0.777940008672,0.84,8.6,33.8N 65.2E 180-300 km depth,33p8N65p2Ez169
65.2,34.0,5.5,97,4e-06,0.000388,169,subduction intraslab Himalayas,-0.777940008672,0.84,8.6,34N 65.2E 180-300 km depth,34N65p2Ez169
65.2,34.2,5.5,97,4e-06,0.000388,169,subduction intraslab Himalayas,-0.777940008672,0.84,8.6,34.2N 65.2E 180-300 km depth,34p2N65p2Ez169
65.4,33.2,5.5,97,3e-06,0.000291,169,subduction intraslab Himalayas,-0.90287874528,0.84,8.6,33.2N 65.4E 180-300 km depth,33p2N65p4Ez169
65.4,33.4,5.5,97,5e-06,0.000485,169,subduction intraslab Himalayas,-0.681029995664,0.84,8.6,33.4N 65.4E 180-300 km depth,33p4N65p4Ez169
65.4,33.6,5.5,97,7e-06,0.000679,169,subduction intraslab Himalayas,-0.534901959986,0.84,8.6,33.6N 65.4E 180-300 km depth,33p6N65p4Ez169
65.4,33.8,5.5,97,9e-06,0.000873,169,subduction intraslab Himalayas,-0.425757490561,0.84,8.6,33.8N 65.4E 180-300 km depth,33p8N65p4Ez169
65.4,34.0,5.5,97,9e-06,0.000873,169,subduction intraslab Himalayas,-0.425757490561,0.84,8.6,34N 65.4E 180-300 km depth,34N65p4Ez169
65.4,34.2,5.5,97,9e-06,0.000873,169,subduction intraslab Himalayas,-0.425757490561,0.84,8.6,34.2N 65.4E 180-300 km depth,34p2N65p4Ez169
65.4,34.4,5.5,97,7e-06,0.000679,169,subduction intraslab Himalayas,-0.534901959986,0.84,8.6,34.4N 65.4E 180-300 km depth,34p4N65p4Ez169
65.4,34.6,5.5,97,5e-06,0.000485,169,subduction intraslab Himalayas,-0.681029995664,0.84,8.6,34.6N 65.4E 180-300 km depth,34p6N65p4Ez169
65.6,33.0,5.5,97,3e-06,0.000291,169,subduction intraslab Himalayas,-0.90287874528,0.84,8.6,33N 65.6E 180-300 km depth,33N65p6Ez169
65.6,33.2,5.5,97,6e-06,0.000582,169,subduction intraslab Himalayas,-0.601848749616,0.84,8.6,33.2N 65.6E 180-300 km depth,33p2N65p6Ez169
65.6,33.4,5.5,97,1e-05,0.00097,169,subduction intraslab Himalayas,-0.38,0.84,8.6,33.4N 65.6E 180-300 km depth,33p4N65p6Ez169
65.6,33.6,5.5,97,1.4e-05,0.001358,169,subduction intraslab Himalayas,-0.233871964322,0.84,8.6,33.6N 65.6E 180-300 km depth,33p6N65p6Ez169
65.6,33.8,5.5,97,1.7e-05,0.001649,169,subduction intraslab Himalayas,-0.149551078622,0.84,8.6,33.8N 65.6E 180-300 km depth,33p8N65p6Ez169
65.6,34.0,5.5,97,1.9e-05,0.001843,169,subduction intraslab Himalayas,-0.101246399047,0.84,8.6,34N 65.6E 180-300 km depth,34N65p6Ez169
65.6,34.2,5.5,97,1.7e-05,0.001649,169,subduction intraslab Himalayas,-0.149551078622,0.84,8.6,34.2N 65.6E 180-300 km depth,34p2N65p6Ez169
65.6,34.4,5.5,97,1.4e-05,0.001358,169,subduction intraslab Himalayas,-0.233871964322,0.84,8.6,34.4N 65.6E 180-300 km depth,34p4N65p6Ez169
65.6,34.6,5.5,97,1e-05,0.00097,169,subduction intraslab Himalayas,-0.38,0.84,8.6,34.6N 65.6E 180-300 km depth,34p6N65p6Ez169
65.6,34.8,5.5,97,6e-06,0.000582,169,subduction intraslab Himalayas,-0.601848749616,0.84,8.6,34.8N 65.6E 180-300 km depth,34p8N65p6Ez169
65.8,32.8,5.5,97,3e-06,0.000291,169,subduction intraslab Himalayas,-0.90287874528,0.84,8.6,32.8N 65.8E 180-300 km depth,32p8N65p8Ez169
65.8,33.0,5.5,97,6e-06,0.000582,169,subduction intraslab Himalayas,-0.601848749616,0.84,8.6,33N 65.8E 180-300 km depth,33N65p8Ez169
65.8,33.2,5.5,97,1.1e-05,0.001067,169,subduction intraslab Himalayas,-0.338607314842,0.84,8.6,33.2N 65.8E 180-300 km depth,33p2N65p8Ez169
65.8,33.4,5.5,97,1.8e-05,0.001746,169,subduction intraslab Himalayas,-0.124727494897,0.84,8.6,33.4N 65.8E 180-300 km depth,33p4N65p8Ez169
65.8,33.6,5.5,97,2.6e-05,0.002522,169,subduction intraslab Himalayas,0.0349733479708,0.84,8.6,33.6N 65.8E 180-300 km depth,33p6N65p8Ez169
65.8,33.8,5.5,97,3.2e-05,0.003104,169,subduction intraslab Himalayas,0.12514997832,0.84,8.6,33.8N 65.8E 180-300 km depth,33p8N65p8Ez169
65.8,34.0,5.5,97,3.4e-05,0.003298,169,subduction intraslab Himalayas,0.151478917042,0.84,8.6,34N 65.8E 180-300 km depth,34N65p8Ez169
65.8,34.2,5.5,97,3.2e-05,0.003104,169,subduction intraslab Himalayas,0.12514997832,0.84,8.6,34.2N 65.8E 180-300 km depth,34p2N65p8Ez169
65.8,34.4,5.5,97,2.6e-05,0.002522,169,subduction intraslab Himalayas,0.0349733479708,0.84,8.6,34.4N 65.8E 180-300 km depth,34p4N65p8Ez169
65.8,34.6,5.5,97,1.9e-05,0.001843,169,subduction intraslab Himalayas,-0.101246399047,0.84,8.6,34.6N 65.8E 180-300 km depth,34p6N65p8Ez169
65.8,34.8,5.5,97,1.2e-05,0.001164,169,subduction intraslab Himalayas,-0.300818753952,0.84,8.6,34.8N 65.8E 180-300 km depth,34p8N65p8Ez169
65.8,35.0,5.5,97,6e-06,0.000582,169,subduction intraslab Himalayas,-0.601848749616,0.84,8.6,35N 65.8E 180-300 km depth,35N65p8Ez169
66.0,32.6,5.5,97,2e-06,0.000194,169,subduction intraslab Himalayas,-1.07897000434,0.84,8.6,32.6N 66E 180-300 km depth,32p6N66Ez169
66.0,32.8,5.5,97,5e-06,0.000485,169,subduction intraslab Himalayas,-0.681029995664,0.84,8.6,32.8N 66E 180-300 km depth,32p8N66Ez169
66.0,33.0,5.5,97,1e-05,0.00097,169,subduction intraslab Himalayas,-0.38,0.84,8.6,33N 66E 180-300 km depth,33N66Ez169
66.0,33.2,5.5,97,1.9e-05,0.001843,169,subduction intraslab Himalayas,-0.101246399047,0.84,8.6,33.2N 66E 180-300 km depth,33p2N66Ez169
66.0,33.4,5.5,97,3.1e-05,0.003007,169,subduction intraslab Himalayas,0.111361693834,0.84,8.6,33.4N 66E 180-300 km depth,33p4N66Ez169
