longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,nearest,name,id
60.0,23.2,4.5,45,8.88999612467e-06,0.00040004982561,9031,no seismicity,-0.0110984283473,1.12,7.0,26.0914354876,23.2N 60E 25-70 km depth,23p2N60Ez9031
60.0,23.4,4.5,45,8.88999612467e-06,0.00040004982561,9031,no seismicity,-0.0110984283473,1.12,7.0,17.4535148662,23.4N 60E 25-70 km depth,23p4N60Ez9031
60.0,23.6,4.5,45,8.88999612467e-06,0.00040004982561,95,subduction interface,-0.821098428347,0.94,7.6,14.2510236296,23.6N 60E 25-70 km depth,23p6N60Ez95
60.0,23.8,4.5,45,8.88999612467e-06,0.00040004982561,95,subduction interface,-0.821098428347,0.94,7.6,14.2342424625,23.8N 60E 25-70 km depth,23p8N60Ez95
60.0,24.0,4.5,45,1.77799922493e-05,0.000800099651221,95,subduction interface,-0.520068432683,0.94,7.6,14.2134534457,24N 60E 25-70 km depth,24N60Ez95
60.0,24.2,4.5,45,5.3339976748e-05,0.00240029895366,95,subduction interface,-0.0429471779637,0.94,7.6,14.1886568324,24.2N 60E 25-70 km depth,24p2N60Ez95
60.0,24.4,4.5,45,0.00013334994187,0.00600074738416,95,subduction interface,0.354992830708,0.94,7.6,14.1598529249,24.4N 60E 25-70 km depth,24p4N60Ez95
60.0,24.6,4.5,45,0.000275589879865,0.0124015445939,95,subduction interface,0.670263265487,0.94,7.6,14.1425756999,24.6N 60E 25-70 km depth,24p6N60Ez95
60.0,24.8,4.5,45,0.000462279798483,0.0208025909317,95,subduction interface,0.894904915287,0.94,7.6,14.1234913484,24.8N 60E 25-70 km depth,24p8N60Ez95
60.0,25.0,4.5,45,0.000622299728727,0.0280034877927,95,subduction interface,1.02399961167,0.94,7.6,14.100401845,25N 60E 25-70 km depth,25N60Ez95
60.0,25.2,4.5,45,0.000702309693849,0.0316039362232,95,subduction interface,1.07652866294,0.94,7.6,14.0733074709,25.2N 60E 25-70 km depth,25p2N60Ez95
60.0,25.4,4.5,45,0.000720089686099,0.0324040358744,95,subduction interface,1.08738659053,0.94,7.6,14.0466495213,25.4N 60E 25-70 km depth,25p4N60Ez95
60.0,25.6,4.5,45,0.000808989647345,0.0364045341305,95,subduction interface,1.13794296397,0.94,7.6,14.0292741248,25.6N 60E 25-70 km depth,25p6N60Ez95
60.0,25.8,4.5,45,0.00118236948458,0.0532066268062,95,subduction interface,1.30275321262,0.94,7.6,14.0078950757,25.8N 60E 25-70 km depth,25p8N60Ez95
60.0,26.0,4.5,45,0.0019469091513,0.0876109118087,95,subduction interface,1.51934568649,0.94,7.6,13.9825126343,26N 60E 25-70 km depth,26N60Ez95
60.0,26.2,4.5,45,0.00302259868239,0.136016940708,95,subduction interface,1.71038048869,0.94,7.6,13.9531271099,26.2N 60E 25-70 km depth,26p2N60Ez95
60.0,26.4,4.5,45,0.00413384819797,0.186023168909,95,subduction interface,1.84635452454,0.94,7.6,13.9308189922,26.4N 60E 25-70 km depth,26p4N60Ez95
60.0,26.6,4.5,45,0.00499617782207,0.224828001993,95,subduction interface,1.92863788722,0.94,7.6,13.9111557342,26.6N 60E 25-70 km depth,26p6N60Ez95
60.0,26.8,4.5,45,0.00555624757792,0.250031141006,95,subduction interface,1.974781589,0.94,7.6,13.8874896173,26.8N 60E 25-70 km depth,26p8N60Ez95
60.0,27.0,4.5,45,0.00584961745004,0.263232785252,95,subduction interface,1.99712746527,0.94,7.6,13.8598209299,27N 60E 25-70 km depth,27N60Ez95
60.0,27.2,4.5,45,0.00577849748104,0.260032386647,95,subduction interface,1.9918149283,0.94,7.6,13.828150009,27.2N 60E 25-70 km depth,27p2N60Ez95
60.2,22.6,4.5,45,8.88999612467e-06,0.00040004982561,9031,no seismicity,-0.0110984283473,1.12,7.0,33.0882249703,22.6N 60.2E 25-70 km depth,22p6N60p2Ez9031
60.2,22.8,4.5,45,8.88999612467e-06,0.00040004982561,9031,no seismicity,-0.0110984283473,1.12,7.0,24.4918146996,22.8N 60.2E 25-70 km depth,22p8N60p2Ez9031
60.2,23.0,4.5,45,1.77799922493e-05,0.000800099651221,9031,no seismicity,0.289931567317,1.12,7.0,15.8908794957,23N 60.2E 25-70 km depth,23N60p2Ez9031
