longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,name,id
60.0,24.0,4.5,45,6e-05,0.0027,14,subduction interface,-0.981848749616,0.72,8.6,24N 60E 0-25 km depth,24N60Ez14
60.0,24.2,4.5,45,7e-05,0.00315,14,subduction interface,-0.914901959986,0.72,8.6,24.2N 60E 0-25 km depth,24p2N60Ez14
60.0,24.4,4.5,45,6.9e-05,0.003105,14,subduction interface,-0.921150909263,0.72,8.6,24.4N 60E 0-25 km depth,24p4N60Ez14
60.0,24.6,4.5,45,6.4e-05,0.00288,14,subduction interface,-0.953820026016,0.72,8.6,24.6N 60E 0-25 km depth,24p6N60Ez14
60.0,24.8,4.5,45,6.7e-05,0.003015,14,subduction interface,-0.933925197299,0.72,8.6,24.8N 60E 0-25 km depth,24p8N60Ez14
60.0,25.0,4.5,45,9.7e-05,0.004365,14,subduction interface,-0.773228265734,0.72,8.6,25N 60E 0-25 km depth,25N60Ez14
60.0,25.2,4.5,45,0.000182,0.00819,14,subduction interface,-0.499928612015,0.72,8.6,25.2N 60E 0-25 km depth,25p2N60Ez14
60.0,25.4,4.5,45,0.00036,0.0162,14,subduction interface,-0.203697499233,0.72,8.6,25.4N 60E 0-25 km depth,25p4N60Ez14
60.0,25.6,4.5,45,0.000651,0.029295,14,subduction interface,0.0535809885682,0.72,8.6,25.6N 60E 0-25 km depth,25p6N60Ez14
60.0,25.8,4.5,45,0.001025,0.046125,14,subduction interface,0.250723865392,0.72,8.6,25.8N 60E 0-25 km depth,25p8N60Ez14
60.0,26.0,4.5,45,0.001383,0.062235,14,subduction interface,0.380822180109,0.72,8.6,26N 60E 0-25 km depth,26N60Ez14
60.0,26.2,4.5,45,0.001604,0.07218,14,subduction interface,0.445204363948,0.72,8.6,26.2N 60E 0-25 km depth,26p2N60Ez14
60.0,26.4,4.5,45,0.001611,0.072495,14,subduction interface,0.447095540419,0.72,8.6,26.4N 60E 0-25 km depth,26p4N60Ez14
60.0,26.6,4.5,45,0.001426,0.06417,14,subduction interface,0.394119525516,0.72,8.6,26.6N 60E 0-25 km depth,26p6N60Ez14
60.0,26.8,4.5,45,0.001183,0.053235,14,subduction interface,0.312984744628,0.72,8.6,26.8N 60E 0-25 km depth,26p8N60Ez14
60.0,27.0,4.5,45,0.001057,0.047565,14,subduction interface,0.264074987307,0.72,8.6,27N 60E 0-25 km depth,27N60Ez14
60.0,27.2,4.5,45,0.001134,0.05103,14,subduction interface,0.294613054557,0.72,8.6,27.2N 60E 0-25 km depth,27p2N60Ez14
60.2,23.8,4.5,45,1.5e-05,0.000675,14,subduction interface,-1.58390874094,0.72,8.6,23.8N 60.2E 0-25 km depth,23p8N60p2Ez14
60.2,24.0,4.5,45,2.4e-05,0.00108,14,subduction interface,-1.37978875829,0.72,8.6,24N 60.2E 0-25 km depth,24N60p2Ez14
60.2,24.2,4.5,45,3.4e-05,0.00153,14,subduction interface,-1.22852108296,0.72,8.6,24.2N 60.2E 0-25 km depth,24p2N60p2Ez14
60.2,24.4,4.5,45,4.8e-05,0.00216,14,subduction interface,-1.07875876262,0.72,8.6,24.4N 60.2E 0-25 km depth,24p4N60p2Ez14
60.2,24.6,4.5,45,6.9e-05,0.003105,14,subduction interface,-0.921150909263,0.72,8.6,24.6N 60.2E 0-25 km depth,24p6N60p2Ez14
